standard_american_english,aae_from_sae
"My uncle is always talking about the hairstyle I do. Like, what the hell does he want me to do? Go bald?? #nigerianParents","Mah uncle always talkin' 'bout da hairstyle I got. Like, what da hell he want me ta do? Go bald?? #nigerianParents"
"Tonight I'm just super sensitive. It's rare that I cry, but I cried a river for 10 minutes straight. Too many emotions.","Tonight I'm just real sensitive. It's rare dat I cry, but I cried a river fo' 10 minutes straight. Too many emotions."
I'm so proud of my baby trying to make moves for Bre Bre and the family. I'm seeing the transition from the boy I met to the man I love.,I'm so proud a' mah baby tryna make moves fo' Bre Bre an' da fam'ly. I'm seein' da transition from da boy I met ta da man I love.
"I'm going to write to my family soon. I miss my boy, knowing he's going crazy in there.","Imma write ta mah fam'ly soon. I miss mah boy, knowin' he's goin' crazy in dere."
I need some chill music because my mood right now is a motherfucker and I'm not trying to be like that.,I need some chill music 'cause mah mood right now be a motherfucker an' I ain't tryna be like dat.
People are really funny on Instagram with their fake drunk pictures they take.,People be real funny on Insta wit dey fake drunk pics dey take.
"I'm about to get ready and go home, so don't call or text because I'm going to ignore and not reply.","Imma 'bout to get ready an' head home, so don't be callin' or textin' 'cause I'ma ignore an' not reply."
People who are always saying 'I don't give a fuck' are usually the main ones who do give a fuck. Why else would you try to convince yourself every second?,Folks who always sayin' 'I don't give a fuck' usually be da main ones who do give a fuck. Why else dey tryna convince deyselves every second?
Having lunch at the landing with J and her dad today was definitely the highlight of my Tuesday! I must say.,Havin' lunch at da landin' wit J an' her pops today was def da highlight of my Tuesday! Fo' sho.
"@_Le_BOSS, fill out for SUNY for your baby girl. It is affordable and you can still have the experience of living on campus.","@_Le_BOSS, fill out fo' SUNY fo' yo' baby girl. It be affordable an' you can still have da experience of livin' on campus."
"You're about to make me act out, bro!!! Haha we're on that aphrodisiac stuff now but I may have to change it up.","Yo, you 'bout to make me act up, bruh!!! Haha we on dat aphrodisiac stuff now but I might hafta switch it up."
"Where are you @4everBrandy??? #weready!!! Can I run to the field when you come out, laughing my butt off.","Where you at @4everBrandy??? #weready!!! Can I run to da field when you come out, laughin' my butt off."
Did @MsBlackCanary or @TaxesontheRun tell you they thought you were shaking a tail feather at the battle of the bands yesterday with Bethune?,Did @MsBlackCanary or @TaxesontheRun tell you dey thought you was shakin' a tail featha at da battle of da bands yesterday wit' Bethune?
"I just realized you were in Natalie Wilson's group. That boy was good on the 2003 Stellar Awards and whatnot, lol.","I just realized you was in Natalie Wilson's group. Dat boy was good on da 2003 Stellar Awards an' whatnot, lol."
We need to do something for my mixtape. Big guys are going to be on there. We need you to put your name on it.,We gotta do somethin' fo' my mixtape. Big names gon' be on dere. We need you to put yo' name on it.
I don't have to be ready for another two hours. What am I going to do until then?,Ain't gotta be ready fo' 'nother two hours. Whatchu gon' do 'til then?
"No, I'm not lying. I'm just too raw to lie to anybody right now.","Nah, ain't lyin'. Jus' too raw ta lie ta nobody right now."
Not all men are sex-driven. Some actually want a relationship and someone to give their all to!,Not all dudes be sex-crazed. Some actually want a relationship an' somebody ta give dey all to!
"It's now 2:37. You were supposed to be up at 11. Boo, you've got to do better!","It's 2:37 now. Supposed ta be up at 11. Aw naw, gotta do betta!"
"Haha, just hit me online. I'll go through that whole house thing I did before.","Haha, jus' hit me online. Imma go through dat whole house thang I did befo'."
"Every time I'm on my phone, the baby either snatches my glasses off or eats my phone. She just has to have all eyes on her.","Evry time Ah'm on mah phone, da baby either snatch mah glasses off or eat mah phone. She jus' gotta have all eyes on her."
"I remember when this girl thought they were forever. I wasn't taking that, wouldn't touch him or anything. I told her she might as well move on.","Ah 'member when dis girl thought dey was foreva. Ah wasn't takin' dat, wouldn' touch him or anythin'. Ah tol' her she might as well move on."
"I hate school, full of fucking wannabes. Be yourself, bitch!","Ah hate school, full a' fuckin' wannabes. Be yo'self, bitch!"
"Ctfu, good one. But I'm done with you because I see you won't give up.","Ctfu, good one. But Ah'm done wit' you 'cause Ah see you won' give up."
"Oh my god, I'm high again. I like this high better because yesterday I was too high.","Oh mah gawd, Ah'm high again. Ah like dis high betta 'cause yestiddy Ah was too high."
"I spent half of my life running from criminals, not knowing that the person I thought was legitimate was also a criminal. Damn, that's frustrating.","Dang, I been runnin' from crooks half my life, ain't even know the one I thought was straight-up was a crook too. Dat's real frustrating, ya feel me?"
"I went from 205 to 187 pounds... Damn, 3 days with the flu would do that to you.","Went from 205 to 187 pounds... Dang, 3 days wit' dat flu would do dat to ya."
"Maniac_SoReal, I've been listening to you because you went hard, you and your cousin.","Maniac_SoReal, I been listenin' to you 'cause you went hard, you an' yo' cuz."
"With Chang, he can learn new lessons every day, so we pray and hope my city does not fade away. Nap town.","Wit' Chang, he can learn new lessons every day, so we prayin' an' hopin' my city don't fade away. Nap town."
"I'm scared, what are you scared of? What can you do to me? LMAO, we're the same height, Cee!","I'm scared, what you scared of? What you gon' do to me? LMAO, we the same height, Cee!"
"I don't care anymore, I'm not going to wait for a boy who doesn't want me.",I ain't gon' wait fo' no boy who don' want me no mo'.
"No, she likes him, she logs into his phone, she doesn't like his ugly self.","Nah, she like him, she be loggin' inta his phone, she don' like his ugly self."
"I didn't go today, but I saw her the other day when she was enrolling.","I ain't go today, but I saw her the otha day when she was enrollin'."
"Montero, I'm talking about him, I guess I have to say some names next time.","Montero, I'm talkin' 'bout him, I guess I gotta say some names next time."
"Call me Bitch, I've got to run something by you real quick, I'll put you on Game.","Call me Bitch, I gotta run somethin' by you real quick, I'ma put you on Game."
I cannot drive while I am under the influence. Are you trying to get me a DUI?,I ain't drivin' if I'm high. Y'all tryna get me locked up or what?
God is all around me. I would be a fool not to acknowledge that... Just understand my beliefs make me a better person.,"God be all 'round me, fo' real. I'd be a fool not to recognize that... Just know my beliefs make me a betta person."
My father told me he saw the video for Roll today. Yes. He liked it. I respect him. I do not care what you all think.,My pops said he saw the video fo' Roll today. Yeah. He liked it. I respect him. I don't care what y'all think.
"Praying to God I get a job very soon. It may not happen when I want it to, but it will happen.","Prayin' to God I get a job real soon. Might not happen when I want it to, but it gon' happen."
You know how some people just irritate your nerves and you cannot pinpoint the reason why?,You know how some folks just rub you the wrong way an' you can't even figure out why?
Spending that kind of time with my dad was extremely valuable. I'm really happy for you all.,Spendin' dat kinda time wit' my pops was real valuable. I'm real happy fo' y'all.
"If it was a leather item and the counterfeit was also good quality leather, I might consider it.","If it was a leather item an' da counterfeit was also good quality leather, I might consider it."
"You have to stick with it for a few weeks to see the right results, though. It's not an overnight result.","Ya gotta stick wit' it fo' a few weeks ta see da right results, tho'. It ain't no overnight result."
"I feel like she thinks that's what I'm saying, but she was just breaking up with me.","I feel like she think dat's what I'm sayin', but she was jus' breakin' up wit' me."
"As someone who has always had some money, not being able to provide for myself is extremely stressful.","As someone who always had some money, not bein' able ta provide fo' myself is real stressful."
"If I do not get this job tomorrow, I do not know what I will do. I am at the end of my rope.","If I don' get dis job tomorra, I ain' know what I'ma do. I at de end a my rope."
"I am going to try working out twice a day, everyone. I want to lose about ten pounds, but I am so close to my natural weight that it is difficult to lose.","I'ma try workin' out twice a day, y'all. I wanna lose 'bout ten pounds, but I so close ta my natural weight dat it hard ta lose."
"I still intend to have his child, because he is a wonderful father. He takes care of his children.","I still 'tend ta have his chile, 'cause he a wonderful daddy. He take care a his chilluns."
"I used someone as a reference without warning. I thought she was going to get upset with me, but she was just trying to get the story straight.","I used someone as a reference widout warnin'. I thought she gon' get upset wit' me, but she just tryna get de story straight."
Try ginger for the nausea. Have it in a tea. I know about that side effect life.,Try ginga fo' de nausea. Have it in a tea. I know 'bout dat side effect life.
This man changed his name from Karlheinz to Andre because he wanted to sound more German.,Dis man changed his name from Karlheinz to Andre 'cause he wanted ta sound mo' German.
I've had that app for a while. I never use it. Reminder apps are useless to me.,I'ma had dat app fo' a minute. I ain't neva use it. Reminder apps ain't no good fo' me.
"Senna?! Girl. I never sweeten mine anyway, but you'll be calling Elizabeth in a few hours.","Senna?! Girl. I ain't neva sweeten mine nohow, but you gon' be callin' Elizabeth in a few hours."
Wait. I have to sit in the corner because God gave Kerry Washington full lips?!,Wait. I gotta sit in da corner 'cause God gave Kerry Washington full lips?!
LOL! I was just quoting a girl from Family Hustle. I don't have any kids or weave.,LOL! I was jus' quotin' a girl from Family Hustle. I ain't got no kids or weave.
I'm going to watch The Last Fall because Lance Gross is really good looking.,I'ma watch The Last Fall 'cause Lance Gross be lookin' real fine.
"There's a sex scene in this movie, but the character lives at home. No one is getting laid at home. Not like this.","Dere's a sex scene in dis movie, but da character livin' at home. Ain't nobody gettin' laid at home. Not like dis."
Darrin Dewitt Henson is in this movie. Remember Darrin's Dance Grooves or whatever it was called?,Darrin Dewitt Henson be in dis movie too. Y'all remember Darrin's Dance Grooves or whateva it was called?
Walter is obviously not interested in Kenya. He wouldn't even help her with her fishing line.,Walter ain't interested in Kenya at all. He ain't even help her wit her fishin' line.
I'm not expecting a whole lot of change as far as clothes fitting or actual pounds lost.,I ain't expectin' no big changes when it come to clothes fittin' or actual pounds lost.
"I have some fat left to lose, but it's so incredibly difficult! I pinched my waist last night and it was kind of difficult.","I still got a lil' bit a' fat left ta lose, but it be real tough, ya know? I pinched my waist las' night an' it was kinda hard."
"If I can stay vegan for the rest of this month, I'm getting a new tattoo.","If I can stay vegan fo' da rest a' dis month, I'm gettin' me a new tattoo."
"Do you really think your kid has the brain of a dog, though? They need the same type of training?","Fo' real, you think yo' kid got da brain of a dog, tho'? Dey need da same kinda trainin'?"
Not being able to afford one and not wanting to pick up poop prevents that.,Ain't bein' able ta afford one an' not wantin' ta pick up poop stop dat.
"Because they think it was done by magic elves, and those elves will come back and do it again.","Cuz they thankin' it was done by magic elves, an' dem elves gon' come back an' do it again."
"I don't know. I might get a little money this weekend from a retreat I attended. Otherwise, I'm hoping for my financial aid refund.","I dunno. Might get a lil' money dis weekend from a retreat I went to. Otherwise, I'm hopin' fo' my financial aid refund."
"Spanking is not abuse, but it is a barbaric practice. I can quickly check the time on my phone, but people can't do that.","Spankin' ain't abuse, but it's a barbaric thang. I can quick check da time on my phone, but people can't do dat."
"No, it goes beyond that. I thought a lot more about having a stripped room than getting an ass whooping.","Nah, it goes beyond dat. I thought a whole lot more 'bout havin' a stripped room dan gettin' an ass whoopin'."
Children don't learn how to behave by only being told how not to behave. Parents have to teach that as well.,Chil'ren don't learn how to behave by just bein' told how not to behave. Parents gotta teach dat too.
So then what do you do with a kid who doesn't care about getting spanked?,So den what you do wit' a kid who don' care 'bout gettin' spanked?
"I used to think Tahiry was attractive, but upon closer inspection, her facial features are quite ordinary.","I used ta think Tahiry was fine, but lookin' at her closer, her face ain't nothin' special."
"I just ate something I shouldn't have, and I feel like I have done my body a disservice. #sexyshred #confession","I just ate somethin' I shouldn't have, an' now I feel like I done messed up my body. #sexyshred #confession"
"Hipster fashion trends will eventually fade away, but you will still have your cool frame.","Them hipster fashion trends gon' fade away, but you still gon' have yo' cool frame."
They used the real Wendy for like 3 commercials. I suspect it did not test well with audiences.,They used the real Wendy for like 3 commercials. I bet it didn't go over well with the folks.
That really concerns me because impotence at a young age can be a sign of a major underlying health issue.,That really worries me 'cause bein' impotent at a young age can mean there's a big health problem.
That is terrible. I did not work out yesterday and I ate ice cream. I am eating my feelings again.,Dat's terrible. I ain't work out yesterday an' I ate ice cream. I'm eatin' my feelin's again.
"I need to just stop. I know better, so I have to do better.","I jus' gotta stop. I know betta, so I gotta do betta."
You really have to push yourself. Just be prepared to pick yourself up off the floor.,You really gotta push yo'self. Jus' be ready to pick yo'self up off da floor.
"I really just wanted to know if that was some mystical African name or what, man.","I really just wanted to know if dat was some mystical African name or what, man."
"Finally seeing this girl have an outburst on Black Ink. No, she has to go. Don't act out in front of a customer.","Finally seein' dis girl have an outburst on Black Ink. Nah, she gotta go. Don't act out in front of a customer."
"I missed the deadline for the tracking sheet. By the time I remembered, I was at home in the shower, without internet or phone.","Ah missed da deadline fo' da trackin' sheet. By da time Ah 'membered, Ah was at home in da shower, ain' got no internet or phone."
"The person in that picture likely has an eating disorder, to be honest. We need to analyze images in their proper context.","Da person in dat picture prob'ly got an eatin' disorder, fo' real. We gotta analyze images in dey proper context."
"No matter how much weight I lose, I will probably always be a D-cup or larger.","No matta how much weight Ah lose, Ah's prob'ly always gon' be a D-cup or bigger."
"I weigh almost 160 pounds, but I'm a size 2. It's impossible to accurately gauge these things.","Ah weigh 'most 160 pounds, but Ah's a size 2. It's impossible ta 'curately gauge dese things."
I rarely soak things and I don't own a slow cooker. Cooking it in a pot on the stove takes maybe 2 hours.,"Ah rarely soak stuff an' Ah ain' got no slow cooker. Cookin' it in a pot on da stove takes 'bout 2 hours, maybe."
"I lost my weight a while ago. I'm also on the slim side, so losing weight is harder for me now. I'm just tired of the rolls and...","I done lost mah weight a lil while back. I'm also on da slim side, so losin' weight be harder fo' me now. I'm jus' tired o' dem rolls an'..."
"Cauliflower can also be mashed like mashed potatoes. Steam it, don't boil! Boiling will make the mash watery and gross.","Cauliflowah can also be mashed like mashed potatoes. Steam it, don' boil! Boilin' gon' make da mash watery an' nasty."
"I finally did more than 3 triceps dips, so I feel like my form may be incorrect. #sexyshred","I finally did mo' dan 3 triceps dips, so I feel like mah form may be off. #sexyshred"
I had an 8:30 am interview. Being out of work has made 8:30 am feel like 4:30 pm to a normal person.,I had an 8:30 am interview. Bein' outta work done made 8:30 am feel like 4:30 pm to a regular person.
"I did squats, planks, and push-ups today, but I just don't want to go through all the drama associated with a full workout.","I did squats, planks, an' push-ups today, but I jus' don' wanna go through all dat drama 'sociated wit' a full workout."
"If you can do the first month, you can do the second. You have made the necessary gains.","If you can do da first month, you can do da second. You done made da necessary gains."
"Looking 5 years younger is completely okay with me, because it means I no longer look 19.","Lookin' 5 years younger is aight wit me, 'cause it mean I ain't look 19 no mo'."
"Yeah. I lost interest when she chose White J, but RoomieLoverFriends got me back on my Black YouTube show.","Yeah. I lost interest when she chose White J, but RoomieLoverFriends got me back on my Black YouTube show."
"I'm late to the conversation, but who keeps letting Kerry wear these awful dresses? This is the 3rd one!","I'm late to da conversation, but who keeps lettin' Kerry wear dese awful dresses? Dis da 3rd one!"
I'm making about as much to answer phones as I did to work with youth who urinated on the floor and pulled off toenails when they got mad.,I'm makin' 'bout as much to answer phones as I did to work wit youth who peed on da floor an' pulled off toenails when dey got mad.
This individual on the television show 'Cheaters' has just pulled the antenna out of his phone. He is completely ignoring his girlfriend.,Dis individual on da 'Cheaters' show done pulled da antenna outta his phone. He ain't payin' no 'tention to his girl at all.
You cannot vote more than once per Twitter account. It simply replaces your original vote.,Ya can't vote mo' dan once per Twitter account. It jus' replaces ya original vote.
"I am halfway ready to work out, but it is so cold in this house. I cannot imagine taking my pants off.","I'm halfway ready ta work out, but it's so cold in dis house. I cain't even imagine takin' my pants off."
And Rich is her manager. He gets to tell her when an idea is a bad one. And Lore'l is just making a mess.,An' Rich be her manager. He get ta tell her when an idea be a bad one. An' Lore'l jus' makin' a mess.
"Based on my experience, and having attended school in a similar area with a similar population, her not having a phone is ridiculous.","Based on my 'sperience, an' havin' gone ta school in a similar area wit' a similar population, her not havin' a phone be ridiculous."
Thought I was the only one working at this hour. Big ups to you. #sexyshred,Thought I was da only one workin' at dis hour. Big ups to you. #sexyshred
How come everybody on Second Generation Wayans goes by their real name except Tatiana Ali?,How come everybody on Second Generation Wayans go by dey real name 'cept Tatiana Ali?
Who is Jennifer Lawrence and why do I feel like she is another unconventional white woman being pushed on me?,Who is Jennifer Lawrence an' why do I feel like she be 'nother unconventional white woman bein' pushed on me?
It really might be. Prison food is based on actual nutrition standards while school lunch is based on calories.,It really might be. Prison food be based on actual nutrition standards while school lunch be based on calories.
"The link between calories and actual nutrition was not as clear, but because educators do not like to admit they are wrong...","Da link between calories an' actual nutrition wasn't as clear, but 'cause educators ain't like to admit dey wrong..."
I really don't want people talking to me about anything regarding the inauguration. I literally do not care.,I ain't wanna hear nothin' 'bout dat inauguration. I don' care 'bout dat at all.
My conversations about the President are most often about how he is a fake African American hero.,"I usually be talkin' 'bout how dat president ain't no real African American hero, ya feel me?"
I used to argue with my partner because I do not like to argue. She hates it.,I used ta argue wit' my girl 'cause I don' like arguin'. She hate dat.
Wow. I like both because I am corny. You all draw straws.,"Dang, I like both 'cause I'm a lil' corny. Y'all gotta draw straws or somethin'."
That moment when you realize you have money and your job does not require a drug test. Praise the Lord.,Dat moment when ya realize ya got money an' ya job don' need no drug test. Praise da Lord!
"I just spent a significant amount of time in this stall texting and tweeting. When I come out, I'm going to get a lot of questions from this lady doing her makeup.","I just been in dis stall textin' an' tweeting fo' a minute. When I come out, dat lady doin' her makeup gon' ask me a whole lotta questions."
"I do. My forearms and shoulders are marked up, but my neck needs some decoration.","Fo' real, my forearms an' shoulders all marked up, but my neck need some decoration too."
People who don't understand how elevators work annoy me. Holding the button won't make it go faster.,Folks who don' unnerstan' how 'levators work be annoyin' me. Holdin' dat button ain't gon' make it go no faster.
"If a girl retweets me two times and tweets me two times, she wants the sexual intercourse. Laughing my ass off.","If a girl retweet me two times an' tweet me two times, she wan' dat sexual intercourse. Laughin' my ass off."
"Good morning Twitter world, all I will say is metallic and bold colors together are explosive. #winpearsstyles","Mornin' Twitter world, all I'ma say is metallic an' bold colors togethah be explodin'. #winpearsstyles"
At McDonald's and they said they're out of Angus burgers and this man is going crazy #laughing_my_ass_off,"Yo, I'm at McDonald's an' dey say dey ain't got no Angus burgers, an' dis man over here trippin' an' laughin' his ass off!"
That note my significant other wrote to me made me cry! I love him.,Dat note my boo wrote me made me shed a tear! I love dat man.
So my son thinks it's funny to keep pulling on my charger now my phone is all dying,"So my son think it's funny to keep pullin' on my charger, an' now my phone 'bout to die."
"That made me laugh, they told me I was just his baby mother I don't care anymore...","Dat made me chuckle, dey told me I was just his baby mama, but I don't even care no more..."
"Just kidding, no let me stop, I don't even want it for real... On my son's life I'm getting it","Nah, I'm just playin', fo' real tho, I ain't even want it. On my son's life, I'm gettin' it."
I don't understand why people think it's not calling out if it's on my timeline. It's called I see the shit so I replied!,I don' unnerstan' why folks tink it ain't callin' out if it's on my timeline. It's called I sees da shit so I replied!
"I just hate when people feel the need to be kissing all over my son. We all know he's adorable, so back the fuck off. I don't know where your lips have been.","I jus' hate when folks feel da need ta be kissin' all ova my son. We all know he's adorable, so back da fuck off. I don' know where yo' lips been."
"He said I'm a Beast and you're a Dove... and this is what it sounds like when doves cry, lmao. #Realhusbandsofhollywood","He said I'm a Beast an' you's a Dove... an' dis is what it sounds like when doves cry, lmao. #Realhusbandsofhollywood"
"Every time I look at my son, I smile. He reminds me of all the love I felt once upon a time, and now I know why I was blessed with him.","Ev'ry time I look at my son, I smile. He 'minds me of all da love I felt once 'pon a time, an' now I knows why I was blessed wit' him."
"Lmao, yeah I was too on it. I wasn't even trying to get like that though! And I was throwing up.","Lmao, yeah I was too on it. I wasn' even tryin' ta get like dat dough! An' I was throwin' up."
"He said watch that woman, she might be playing close for a reason! Can't trust these women!","He said watch dat woman, she might be playin' close fo' a reason! Can't trust dese women!"
You all are not young kings and women love the REAL Sosa! You all are not Sosa!,Y'all ain't young kings an' women love da REAL Sosa! Y'all ain't Sosa!
"I try to be so nice when I say no, because I hate when people tell me no!","I try ta be so nice when I say no, 'cause I hate when people tell me no!"
"When overweight people fight, it's nasty - all you see is their weight and their rear end exposed, yuck, get your life together!","When overweight people fight, it's nasty - all you see is dey weight an' dey rear end exposed, yuck, get yo' life togedder!"
"I get jealous so fast, not in a hateful way, but in the 'I'm with him and I don't want anyone to talk to him' kind of way.","I get jealous so fast, not in a hateful way, but in da 'I'm wit' him an' I don' want anyone ta talk ta him' kinda way."
"I'm the type to observe and not say anything, but you'll never know that's how I got you today.","I'm da type ta observe an' not say nothin', but ya'll ain't eva gon' know dat's how I got ya today."
I absolutely hate when people call me lazy! But walk in my shoes every day and see how much you complain and how long you last.,I absolutely hate when folks call me lazy! But walk in my shoes eva day an' see how much ya'll complain an' how long ya'll last.
"Well, he needs to gas up the church van, you know. Hoes only fill up their tanks to go to the club.","Well, he gotta gas up da church van, ya know. Hoes only fill up dey tanks ta go ta da club."
This boy said put all your dance uniforms on and send a pic. You're sick AF.,Dis boy said put all ya dance uniforms on an' send a pic. Ya sick AF.
"I am NOT about to substitute for your girlfriend just because she's acting up. Lol, bye.","I ain't 'bout ta substitute fa ya girlfriend just 'cause she actin' up. Lol, bye."
"Haha, keep having you all snowball fights. As soon as someone hits you in the eye, you'll be mad as hell, lol.","Haha, keep havin' y'all snowball fights. Soon as somebody hit you in da eye, you gon' be mad as hell, lol."
"I'm trying, homie. Gotta pull it together for my team. We've got a game in the morning.","I'm tryin', homie. Gotta pull it together fo' my team. We got a game in da mornin'."
"Me and Michelle are at the break playing pool, and we both suck. This is going to be a long game.","Me an' Michelle at da break playin' pool, an' we both suck. Dis gon' be a long game."
"You never know... *wait*... you don't know what I've been through and what I'm battling now, so hush because you don't know.","You neva know... *wait*... you don' know what I been through an' what I battlin' now, so hush 'cause you don' know."
"I already know they're talking about me, but why? If I'm so over and done with, why bring me up, you all? Remember!","I already know dey talkin' 'bout me, but why? If I'm so ova an' done wit', why bring me up, y'all? Rememba!"
"Haha, this foolish person said I do not understand when the Bible says ""do unto others as they do unto you"". Haha, how cute.","Haha, dis foolish person say I ain't understand when da Bible say 'do unto others as dey do unto you'. Haha, how cute."
"Looking past it because things like that are in the past, I will not go back down that road.","Lookin' past it 'cause thangs like dat in da past, I ain't gon' go back down dat road."
"Geez, I'm only one person. All this attention from boys can get annoying. Move, trick.","Dang, I's only one person. All dis attention from boys can get annoyin'. Move, trick."
"That's why I'm not in my SMS, but it's going to be my fault. Watch, LOL.","Dat's why I ain't in my SMS, but it's gon' be my fault. Watch, LOL."
@MFBlakeInc sounds interesting. It looks like I have to jump on that book too! I love reading.,@MFBlakeInc sound interestin'. It look like I gotta jump on dat book too! I love readin'.
"I'm trying to go to sleep, but you all keep disturbing me, talking about licking and other things!","I'm tryna go to sleep, but y'all keep botherin' me, talkin' 'bout lickin' and other stuff!"
"I hate these cramps! I have to pour myself a drink, a little something to make me feel better.","I hate these cramps! I gotta pour me a drink, a lil' somethin' to make me feel betta'."
"I have this terrible woman who always goes through my stuff. My phone password is my PIN number... but you could have been rich, girl.","I got this terrible woman who always be goin' through my stuff. My phone password be my PIN number... but you coulda been rich, girl."
"If you smoke, smoke your own kush, don't hit a guy's blunt, haha... got it, a motherfucker.","If you smokin', smoke yo' own kush, don't be hittin' a brotha's blunt, haha... got it, a muthafucka."
"@NakedForCheetos sounds like an older person at the end, though, haha... but that's good to hear.","@NakedForCheetos sound like an older person at the end, though, haha... but dat's good to hear."
"I brought in the new year with love, laughter, and Ciroc. You can't beat that!","I brought in da new year wit love, laughter, an' Ciroc. Ain't nothin' betta dan dat!"
"I might not text you first, but that doesn't mean I'm not dying to talk to you.","I might not text you firs', but dat don't mean I ain't dyin' ta talk to you."
"First off, I love the avatar! It's mysterious yet stylish. Ah, I see you! And thank you, boo, same to you!","Firs' off, I love da avatar! It's mysterious yet stylish. Ah, I see you! An' thank you, boo, same to you!"
"Aww, I appreciate the love, sis. Hahahaha, you killed it with the bad hooper though! :)))","Aww, I 'preciate da love, sis. Hahahaha, you killed it wit da bad hoopa tho'! :)))"
"Well, I want the power forward spot, so I'm going to need you to sit on the bench and watch me work my magic!","Well, I want da powa forwa'd spot, so I'ma need you ta sit on da bench an' watch me work my magic!"
"But every time I see somebody with #22, I automatically scream out 'Deuce, deuce!'","But every time I see somebody with #22, I automatically scream out 'Deuce, deuce!'"
"KMSL (Killing Me Softly Laughing), don't flatter yourself! I'm not tripping as long as I talk to my baby, I'm good!","KMSL (Killin' me softly laughin'), don't flatter yo'self! I ain't trippin' as long as I talk to my baby, I'm good!"
"But we all know what I'm crazy for, lol. Just kidding! :))))) But good night my chocolate bunny, love you lots, muuuaaahh! :)))","But we all know what I'm crazy fo', lol. Just playin'! :))))) But good night my chocolate bunny, love you lots, muuuaaahh! :)))"
"Y'all @_NannyLovesYou and @_AyeUHnaya are a bad influence, had me twerking like them at practice when @_KobeJr_14 said something about the twerk team!","Y'all @_NannyLovesYou an' @_AyeUHnaya be a bad influence, had me twerkin' like them at practice when @_KobeJr_14 said somethin' 'bout the twerk team!"
"I don't care if y'all can't accept me for who I am, then... there's the fucking door, baby, you can leave and dismiss your ass out of my life!","I don't care if y'all can't accept me for who I am, then... dere's da door, baby, you can leave an' dismiss yo' ass outta my life!"
"I'm like my friend, I also have plenty of great dates to look back on. Why would I worry about that date?","Yo, like my homie, I got plenty a' good dates I can look back on too. Why would I be worried 'bout dat date?"
"Man, forget those women. I told them Friday, I want to spend time with her on a sunny day!","Nah, forget dem women. I told 'em Friday, I wanna spend time wit' her on a sunny day!"
"No, Omari is here and stuff, so Friday. Where are you at though?","Nah, Omari's here an' all, so Friday. But where you at tho?"
"For real, I'm ready to get home, take a shower, and turn off the lights. Working 12 hours every day is no joke.","Fo' real, I'm ready ta get home, take a shower, an' turn off da lights. Workin' 12 hours every day ain't no joke."
"There's nothing wrong with talking. You need that, but some of the stuff...","Ain't nothin' wrong wit' talkin'. You need dat, but some a' da stuff..."
"I came to work at 2:30 pm yesterday, and I'm still at work. Why? Because that's what a man is supposed to do. I'm tired, but I can't stop.","I got to work at 2:30 yesterday an' I'm still here. Dat's what a man s'posed to do. I'm tired, but I can't stop."
"Guys, what do we say when we see them in the summer? That's the same woman. So make the changes that will help you stop lying to yourself.",Y'all know what we say when we see 'em in the summer? 'Dat's the same woman.' So make the changes dat gon' help you stop lyin' to yo'self.
"I don't understand that. You locked up O.J. Simpson, but let that woman go free. She killed a child. How messed up is that?","I don' unnerstan' dat. Y'all locked up O.J. Simpson, but let dat woman go free. She killed a chile'. How messed up is dat?"
"I feel that if sex is the only thing you're talking about, you should be on Facebook. Not hating, just saying.","I feel like if sex be the only thang you talkin' 'bout, you should be on Facebook. No hate, jus' sayin'."
"No, she can stay home. I just want her to cook breakfast! Haha.","Nah, she can stay home. I jus' want her to cook breakfast! Haha."
"I don't care, I'm not going to argue. That's your man, not mine. Y'all have fun while it lasts.","I don' care, I ain' gon' argue. Dat's yo' man, not mine. Y'all have fun while it lasts."
"I can get myself one if I want to, I just don't want one!","I can get me one if I wan' to, I jus' don' wan' one!"
You were my best friend for 6 years and you let a guy come between us!,You was my best friend fo' 6 years an' you let a guy come 'tween us!
"He asked me if I was about my money, and I told him damn right!","He axed me if I was 'bout my money, an' I tol' him damn right!"
I'm glad some people are asking others to reach out to Chris Brown. Where are these powerful spiritual leaders or black celebrities? Rihanna should reach out.,I'm glad some folks is askin' others to reach out to Chris Brown. Where is dese powerful spiritual leaders or black celebrities? Rihanna should reach out.
"I can't believe my dad just asked me what I'm still doing up, like what? How old does he think I am!","I can't believe my daddy just asked me what I'm still doin' up, like what? How old does he think I am!"
"I'm freezing, but I'll be damned if I go downstairs and turn the heat up.","I'm freezin', but I ain't gon' go downstairs and turn up the heat."
"Excuse me, what about your hairline? What about it?","Excuse me, what about yo' hairline? What about it?"
"Never trust a woman... don't get mad at me, blame Eve. Shouldn't have bitten that apple.","Never trust a woman... don't get mad at me, blame Eve. Shouldn't have bit that apple."
"I approached a person who was disrespecting a woman. I told him that even though I may be a virgin, I know what a coward is when I see one. I do not condone hitting a lady.","I approached a person who was disrespectin' a woman. I told him that even though I may be a virgin, I know what a coward is when I see one. I don't condone hittin' a lady."
"If I can't love you the way I'm supposed to and you'd rather get beaten by another person, why be with you? You deserve better.","If I can't love you da way I'm s'posed to an' you'd rather get beat by someone else, why be wit' you? You deserve betta."
"I have two sides of me, one good and one bad. Now that's a side effect.","I got two sides to me, one good an' one bad. Dat's just how it is."
"Well, at least this woman has a job, but she needs to stop showing off so much.","At least dis woman got a job, but she need to stop showin' off so much."
