standard_american_english,sae_labels
"I'm like, forget love if I can't love him, then I don't want to love anyone else.",Negative
"Woke up this morning feeling really good, taking the boys out for some well-needed air...",Positive
"I swear I go through the most with Taraji's father...shaking my head, but I'm sneaky? Give me a break, everything was built on lies. I'm moving on for 2013.",Negative
"LOL, @teetee_wazhere, I want to come into your room, lay on your bed, and laugh a little, make you mad, and then leave to go to my room, Mommy misses her baby girl.",Positive
"Man, I know the Black Affair is tomorrow, and they're going to do the crack numbers for TTFU. I can't wait for the Black Affair!",Positive
"Lord watch over my baby while he's out at the club. Goodnight, Twitter. My baby looked so good tonight. KMSL #JR",Positive
"Standing in this hospital room with my uncle Earl, they are about to pull the plug. It's so crazy and messed up.",Negative
He is nothing but a wannabe detective; that's why I didn't give him the time of day.,Negative
"@iamBooneyB I am not a mother, I have not been on a drought, and I do not want a baby. #NoGo",Negative
"I'm aware of your situation, but I'm not the type to expose such matters.",Neutral
"@rmiley16 No, don't be mad :( I had to play doctor with Tay last night. Text me where you are and we'll come over and do it sometime this week.",Neutral
"@TejuAluko: (sad face) I have a doctor's appointment over lunch, ugh! I'm free on Thursday and Friday.",Negative
I really don't feel like going out. It's been a long week and I need to get my house in order!,Negative
The way the media is handling this Beyoncé lip-syncing issue... Was she just inaugurated?! Stop bothering Beyoncé!,Positive
Empower individuals to own our brands! Creating marketing that is socially conscious! Brands can be agents of change #kmc13,Positive
@SoSoYellow I am just saying! This guy boasted about having a helicopter in his car and fled from a shooting LOL.,Neutral
"In life, you simply have to be yourself and disregard what others think #morgoism",Positive
"December 26, 2011, if I could take it back, I swear I would, and I don't even swear...",Neutral
"Laughing out loud, I forgot, now I don't get mad anymore, it has to be something really serious to make me leave.",Positive
"I absolutely adore my avi. Classic swag, looks like someone from a movie set in a low-income neighborhood.",Positive
"I can express my love for you a thousand times, but if you don't show it, I don't feel it, and it's not real.",Negative
"Going to school upset because of this buddy issue, but it's going to change soon as I see somebody else gets hurt :).",Negative
"In my room just staring at the ceiling, thinking about all the money I made today from those guys.",Positive
It's a must to read a book three times over to unleash its full potential!,Positive
"When my voicemail notification remains on the notification bar after I've checked it, go away.",Negative
"Here chilling with the friend of 16 years, it may be more. @TRIPLE_THREAT87 @Qewt_ta_denU and @iBAD_RESTmyCASE",Neutral
"Let me ask him what he wants from me, because there's nothing for you!",Negative
"Now I'm going to sleep, but I have to get up at 3:50 AM. So my cousin can get packed, and we can get on the road.",Neutral
"@RIPGrandmaa_ LOL I've been in the club, and going to the movies. Getting excited, you know me, LOL!",Positive
That game on Friday at Crossland was too funny. Rico and his team were teasing Kirk when he got off the bench.,Positive
"I can't wait until I get my phone; oh my goodness, I'm going to be the happiest person ever.",Positive
"Instead of a two-hour delay, we shouldn't just have school at all. What's the point?",Negative
"I'm going to let you do my hair, sis, if my sister doesn't do it, okay? @_QUEENzy",Positive
@HotCommodity29 I know how to choose my battles... It's simply time out for being sensitive... Nobody ever cares but me anyway.,Negative
But I want you all to know that Heather has officially transformed into a bird through her cell phone.,Neutral
@_KingTwitta_ Someone told me you got your ass punched 129 times. Is that true?,Negative
"@AndreaHill It's not working, son. You need to tell her because she's not listening to me.",Negative
I wonder if I call her in the morning before school one day. I wonder if she will answer.,Neutral
"@WhoDatBe_TonyB We are playing Neville on Friday at Wossman, and we will be going to see Neville next Wednesday.",Neutral
I don't see the point in smoking because you're high for some minutes and then have to go through withdrawal again; that's dumb.,Negative
"I can't wait until this weekend, I'm going to get all dressed up, my mom is going to want to beat the tar out of me... I don't care though.",Positive
"Someone just doesn't know, they'll have their pockets as empty as a white bitch's ass! I get my money.",Negative
"I might be upset if the guy in the ride keeps playing, I'm trying to get to see my girlfriend, man!",Negative
"50-round magazine hanging out the bottom, let off what I miss and my young friends have them.",Negative
@GoGetta_Benford I am at the park probably I was just there looking for you.,Neutral
"Oh my goodness, I am so incredibly hungry. I don't feel like cooking, so I'm just going to settle for these pizza rolls.",Neutral
"Happy New Year to my baby, missing you but I love you, bae. Happy New Year......... #freecklip",Positive
"You know you love this life, nobody treats you like I do, you know!",Positive
"I am about to be on my way home in a couple of hours, and I hope she still wants to see me.",Neutral
"Man, I'm really frustrated. I swear to God, I feel like giving up because it seems like I don't get any respect or anything. I've tried, but it's never enough.",Negative
I'm not going with my sister this weekend. I don't feel like doing anything. I don't think I'm leaving the house for a minute.,Negative
"If you're in a relationship, make sure you don't mess it up, especially if you have a wife-worthy partner, because a good woman is hard to find.",Positive
"If I am a woman in a relationship and you know she has a fallback and respect what they have, don't be a homewrecker.",Negative
"When you find the right person for you, but you're not the right person for them.",Neutral
"I feel like I'm losing my girlfriend and I need to know how to get her back, baby. Just tell me what it is and I'll do it. I love you more than life @_Chaance.",Positive
"I have a picture of us that I wanted to use as my avatar, but I'm not sure if she wants me to #aye.",Neutral
"My mother is just asking questions... like, can I ask you some questions?",Neutral
But my mother keeps saying I'm going to call. I'll make an appointment and see. Blah blah blah... Just let me know when you're available.,Neutral
Giving a shout-out to @WeLoveVM. I just discovered that we're related. I hope to see you soon.,Positive
"I dislike it when people attempt to push you to the left and then, in the next minute, they want to be your friend again.",Negative
"Well, this is my final time of saying goodnight, so goodnight Twitter. I'm going to try to get some sleep if I can't, I'll be back later.",Neutral
"My last tweet, lol, I didn't even have to include all those details!",Positive
"My stepfather is trying to take me shopping, but I'm not going, lol. Nigga, I'm not a baby anymore, just give me the money, nigga.",Negative
"My mother allowed me to drop off Boogie while we were blasting jazz music in remembrance. However, this snow is too much.",Negative
It really makes me upset when she goes to sleep without saying goodnight or something.,Negative
"If you change the way you look at things, maybe the things will change.",Positive
"Girl who played, that's the thing your friends probably put in your ear.",Neutral
"But she said she needs me 9 out of 10 times, and I need her too, so I'm not going anywhere.",Positive
"I can't even go back to sleep. People want to walk to my house and bother me. It's ridiculous, shaking my head.",Negative
"I am often playful and mischievous, that's me, my friends. Greetings to my brothers @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby.",Positive
"No one is defeating me here, my friend. You weren't present, so you don't know what happened. Please be quiet; I have nothing to do with you, and he won't be harmed.",Neutral
"@TnastyfrmSQ I think you crossed the line, my friend. You didn't care about me, but I'm cool on you, so I understand you showed me the real you.",Neutral
I really don't understand why these guys are pursuing these women when they should be pursuing money. #Real Life,Negative
"@fhunscripted Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you.",Neutral
"Watching The Dark Knight Rises... Bane is my favorite villain in this Batman series; the Joker was the best, though.",Neutral
"@Theywant_Louie he was great, but the Joker was on an entirely different, extremely crazy level.",Positive
Do you think you can rap or sing? Tonight is the night to do it. The first open mic is tonight in the SC Big Muddy Room at 7 pm.,Neutral
We were laughing about chocolate last night! That was so funny!,Positive
"I dislike when people approach your car asking for change! I become frightened, locking the door, and so on!",Negative
"Alexis told me I tweet crazy stuff, that would have her cracking up. LOL, I didn't know.",Positive
"James said, he would rather endure a lifetime of hardship than embrace homosexuality. Lmao!",Negative
Let me do Ms. Crenshaw's homework. She's been struggling with these vignette logs!,Negative
"Me and Shay were singing, though. She knows how to sing, I don't.",Neutral
"She is in love with that pole. She loves being in love with that pole. She loves waking up, especially waking up with that money.",Positive
"Mr. Woods is the best social studies teacher. Like RS, he teaches us everything!",Positive
"I was leaving and this girl didn't want to wait alone, so she asked me. And I waited with her. I'm so nice! :)",Positive
"#Don'tBotherMeWhen I'mMad. If I'm mad, let me calm down before you mess with me.",Negative
"@XOXO_IamLala LMAO, I KNOW! We used to be quite silly at Garvey! We did foolish things every day.",Positive
"@XOXO_IamLala exactly, all the hype is gone. That school will never be the same...",Negative
Novacane used to be my thing! I listened to that song every night!,Positive
"@callme_THATDILL 'LOLATAFUCKINGBOSS! That guy is always leaving class. I would have been laughing so hard!!!'

(Note: The term ""nigga"" is a colloquial and potentially offensive term. In standard American English, it's best to avoid using it. The revised tweet does not include this term.)",Positive
"@XOXO_IamLala Wow, so your best friend dropped you off just so you could skip? I'm telling!",Negative
@callme_THATDILL A few people from our old classes. And some I don't know at all.,Neutral
"It's another long day without him:( I'm usually not a stay-in-the-house mom, but since it's cold outside and I don't have a car, I have to be at home.",Negative
"I'm so good with babies. They're out of their minds, LOL. At least to my significant other, my Bae, to get off work.",Positive
"My partner is home, I feel much better, but I'm going to run myself a bath and try to feel even better. I'm still hungry though.",Neutral
"Just gave my son a bath, he knocked it out of the park. It always works. I'm about to take a nap until my husband comes home :)",Positive
"@Shine_410 I understand that. I should be back soon, my friend. How is the family and the baby girl?",Positive
"@BourgeoisBOSS Oh, I'm not... But it's the truth. For someone who says they're not on Twitter, but they tweet more than texting.",Neutral
This teacher is staring at us while we're trying to tweet. He needs to take a break somewhere. @Loud__Blunts,Negative
"Laughing out loud, Twitter is making adjustments! See why I don't bother with internet services, it's all so messed up!",Negative
"When someone keeps accusing and assuming you're cheating, they're still doing it on the side.",Negative
He probably wouldn't have said anything if she hadn't gone to my school.,Neutral
How did you go about saying I'm going to call you back when you wake up and are on Twitter talking nonsense?,Neutral
"My friend and I are not just anyone; someone stole it to make me the only person in this area with an iPhone, but there were many others here.",Neutral
"Shena, keep smiling because she knows I don't like crying about it. Let it out, ha... You've got to laugh to keep from crying.",Positive
"Haha, Shena is ruining my mood. Let's play some Ericka Badu. Hahaha, she sounds so African.",Negative
"Haha, my little nephew here is enjoying my chicken so much... You're eating the bones and all, haha, and I'm joking with you about feeding you.",Positive
"Men always try to tell me to fix them, and I would have had one if that was the case.",Neutral
You look like a large frog eating numerous french fries with ketchup and hot sauce; you're just plain overweight.,Negative
"I've never been told I don't know my role or play my position. I know it: Wife Queen, I'm very good at it and can't be replaced #besteverhad",Positive
"Wow, really you want to go there, but I'm not the one upset about another situation, man. However, I have the issue. I stay prepared.",Neutral
"We're always like that, baby. I've got your back; I'm your ride-or-die friend. We're coming out on top. Believe that even a shady person can't keep you down. Love you, @iamguy52.",Positive
I just realized that she is what you need; no one will ever have me experiencing panic attacks or crying hysterically unless you have me so upset that I'm seeing red.,Negative
"This is making me feel so excited that anticipation is building up, and I can hardly wait to release it.",Positive
"This is unacceptable; I don't ask them for anything, yet they expect me to work hard. They'll make me upset, and then they go absent without leave.",Negative
"I'm not angry, just disappointed. I should have said you couldn't. I knew you couldn't, but things always work out. I still love you.",Neutral
"I've been on Twitter since 2009, and today, January 30, 2013, I finally reached 1,000 tweets lol. I guess I'm still a newbie lol, a Twitter virgin.",Neutral
"Get lost in the night, faded off the brown, we can take shots of that, the whitest nigga around.",Negative
@BlowMeLoud we both know very well that's not how you would reply if it wasn't public on Twitter. I swear you're good though. I don't care at all anymore.,Neutral
"COMING STRAIGHT FROM COMPTON, A WILD INDIVIDUAL NAMED ICE CUBE... THAT'S WHAT I'M LISTENING TO. CLASSIC N.W.A!!!",Positive
I just had the best TV dinner in my life!!! Stouffer's is so on point!!!!!,Positive
I remember back when you didn't have to be a VIP to smoke in the club! True old-school spirit... right here:-) :-) :-),Positive
"That purple and gold team is performing well out there, little man. Clemson's running back needs to increase his weight.",Positive
I might have a bit of a challenge because we have games and track meetings scheduled simultaneously.,Neutral
I have the perfect cousin to be on American Idol; she knows who she is!,Positive
"@justSandi There is no update yet, but I have been invited to meet with the faculty, staff, and students at the University of Georgia.",Neutral
@jusSandi lol... I am going to do a lot of research on the people. They have already given me my schedule for that day.,Neutral
"Yesterday, #OOMF said, if you want to increase your success, you have to double your failures... You can't succeed at something you don't try.",Positive
"People take an annual trip home, and return all cultured and such.",Neutral
That moment when you can't walk with your dog because its leash is causing back problems #FirstWorldProblems,Neutral
Sometimes you have to scratch beneath the polished exterior to see what something is truly made of.,Neutral
@ShutUpJme But why??? I'm laughing... the Lord must have had a reason for placing you in my life... *Fights through the ignorance* lol...,Positive
@CohesIVElyME_XX lol... that's from one organization to another... not from brother to brother.,Neutral
"Good God, I don't care if he doesn't know what's going on. If he isn't going to do it, then he'll get in trouble.",Negative
"Going back to sleep, I have a couple more hours of rest until I have to get ready for work.",Neutral
"Women will always mention my name, @MyRainbowsBrite and @My_Cutieness, you know who I'm referring to.",Neutral
People call me promiscuous because I date people older than me. I'm not promiscuous; it's just that individuals my age are so immature.,Neutral
"@BossBitch_FckU tell her I said hey and tell the others too. I'll talk to you later, and let you get your rest.",Positive
"@Damn_RiteKema If you have something to say, please say it to my face.",Negative
"I would have said that's my original idea; I would have been beaten, kicked, stomped, and more, LOL.",Negative
"Oh, by the way, I'm not sure condemning others to hell will get you to heaven.",Negative
"Engaging in a detailed discussion about modifying time. Clearly, I'm in favor of just making a few adjustments.",Positive
@JRsBBQ Mobility will be key in both games. I'm liking San Francisco and Baltimore. #HarbaughBowl,Positive
Why did I drink coffee at 1 in the morning? Now I feel like I want to run through a wall.,Negative
"I might as well have been unfaithful to you, as much as you accuse me of being unfaithful.",Negative
"Because if so, I'll have to unleash my inner devil...! WARNING! He's an evil person!",Negative
"So, it's not healthy for you. Plus, you're going to have those bags under your eyes!",Negative
The man claimed that I wouldn't care if my daughter were raped because she would be dead. What on earth?!,Negative
I can't wait to tell my children how many times I've survived the end of the world.,Positive
"@COB_NOFEELINGZ I know where you're from; he said you know him. Look at my picture; I just got off of him, bro.",Neutral
"I have everything I ever wanted because she makes me better. @iLuvSavageloui3, she's better. She needs to wake up because these little guys will never reach her level.",Positive
"Relationships where we can argue and work things out, no to breaking up, stay faithful, laugh at rumors, and share real love.",Positive
"That man Cody thought he was untouchable, my friend wasn't afraid of anything! Men can't stand a real man when they see it, family! #RestInPeaceCody",Positive
"Man, when the doctors said we couldn't see him, I almost lost my temper! How could you mean I can't see him? It's my family member! #RIPCODY",Negative
@fvckinperfect @Iam_cello I'm going to see if I can get a ride over there after school.,Neutral
"@__xStewieBands not a homophobe, dear. LOL, I'm just content with myself to be able to say that.",Positive
I'm out here breaking stereotypes by telling them what they want to hear.,Neutral
It's a whole lot of money out there; all I have to do is put my name on it.,Positive
"Lace up my boots, put on my belt, and go look for that paper. I'm wondering where it is.",Neutral
"I still thank nobody has these shoes, but I'm finally putting them on; maybe I'm wrong.",Neutral
Better look both ways before you walk in the streets because you don't want to run into someone like me.,Negative
"Oh my, my PS3 is so dusty... I haven't used it in such a long time, it's quite amusing.",Neutral
"Champ, the whole reason they are in this situation is because the person has been working all day.",Neutral
@LilJaiJay I heard you have been trying to get in touch with me. What's up? Please contact me.,Neutral
"Busy day ahead of me (oh Lord Jesus, I'm not forgetting my shoes or anything).",Neutral
"When you get out of the shower after work and you're all alone, a loud blunt goes off and damn, you're blown.",Positive
"@ASHtrordinary_ - Mine is good too, I have a lot to tell you when we get back, LOL",Positive
"It's funny because when I'm mad, I can't stay mad at him. I can't help but be by his side, and I can't help but to grow up and learn how to be the wife he needs &lt;3.",Positive
Send full names to 404-671-7416 for free VIP entry to Obsessions this Saturday until 12 PM.,Positive
"My New Year's resolution is to assert myself more, speak my mind, and not concern myself with others' feelings.",Neutral
"Yes, it's Coco Tray on the hills, these hoes are friendly. Nobody is talking about nothing, so I'm going to chill.",Positive
"I'm about to eat and take a shower. Hopefully, my partner will call me to come get him before I go to bed, because if not, he'll be stranded. LOL!",Neutral
"I'm thinking about things, but I don't have time to worry about cursing; I can only focus on myself.",Neutral
School tomorrow -_- and I don't like waking up so I'm calling it a night. Goodnight if you need me.,Negative
"I was so excited with my twin and about 200 of us got back in a few! Now I'm texting my boyfriend, I love him.",Positive
"Your love is one in a million; it lasts all day long, giving me a really good feeling throughout the day! (:


# Explanation

The original tweet was already quite close to Standard American English. The primary changes made were the addition of a semicolon to separate two independent clauses and the removal of the comma after ""long"" for better readability. The rest of the tweet was left unchanged as it already conformed to Standard American English norms.",Positive
"Goodnight, Twitter. I'm thinking and chilling with my best friend and my family! Text me, I guess.",Positive
"Damn, stop worrying about things that aren't going to affect you! SMH, keep your mouth closed because it's always running and needs to be shut up.",Negative
"Oh my goodness, I've been awake since 6:00 AM and was supposed to go to the doctor at 9:00, but my bothersome mother didn't come and get me.",Negative
I believe moving to Atlanta and graduating will be the best thing I do this year.,Positive
"After I smoke this blunt with doobie abs, I'm done until soccer season is over.",Neutral
"Man, last night was great! I had to do something with my friend Cole before he left for Kentucky again...",Positive
"My friend and I are going to get excited on either Friday or Saturday, and we need to gather the team.",Positive
This pain is so intense! I'm waiting for the ibuprofen and half a tablet to take effect.,Negative
"I should have worn some underwear, my genitals are cold with these thin jogging pants on.",Negative
"@Sincerely_Swagg I'm currently suspended from Twitter, but he said your girl is a freak at Shades Valley and told me to tweet you back.",Neutral
"It was just a dream, but if it's true... I just hope it isn't true.",Negative
"@OnMyWay24_ @joshuah883 I'm planning to come over there and spend the night, brother, or Ian, go have no way.",Neutral
I inherited that exceptional talent from my father's side because my mother doesn't engage in it.,Neutral
"One keeps my life, my life, and my friend cutting the rest; it hasn't been down like my real round.",Neutral
It's too early for you to be sending me those kinds of messages and you can't spell #NotIn2013,Negative
"Happy birthday to my only nephew, he is 2 years old... love you, Cam Cam :-)",Positive
"I'm about to take a power nap because I ate now, and I'm ready to crash...lol, baby, tell you later :-)",Positive
"We're in code blue tomorrow morning, so if you have to go, oh my goodness, be careful.",Neutral
"I'm eating Crunch and Munch... my daughter didn't see them, but if she had, she would have beaten me...lol.",Positive
Good afternoon... my daughter always interrupts my sleep every time... lol she knows I'm a night owl...,Neutral
"While I strive to provide for my daughter on my own, you are preoccupied with women, only thinking of yourself, and your girlfriend.",Negative
"@ThisSlim_Slimmy: You will see the consequences when you get older. LMFAO, you'll see the consequences if you continue with your adventures.",Neutral
"My mother was a virgin, God bless my father. I am a miracle baby. Auntie, you shook.",Neutral
"The three things that can ruin a person's reputation in these streets are: They are informants, They have AIDS, or they are unreliable.",Negative
I did that because my significant other dislikes being called 'bae' and I dislike being called 'dreadlocks'.,Neutral
I don't care about anyone as long as my partners love me.,Negative
"People see each other every day, but talk strangely on Twitter. Come on, this can't be life.",Negative
"I may not be the richest or the most popular person in the world, but at the end of the day, I just want everyone to understand me.",Neutral
"@_TYLER_KUSH_ All I can tell you is don't try to get revenge, let karma take care of it. Do you feel me?",Neutral
"Woke up at 6 this morning thinking it was 6 yesterday evening, SMH, slept my whole Sunday away...",Negative
@CandyRed_92 You didn't answer my question. What do you do when I have jury duty?,Neutral
"I heard some guys have more children on the way, and it's quite surprising, haha.",Neutral
Oh dear. Who would like to help me take down this Christmas tree today? That's what you do in New York.,Neutral
I signed a petition. Who should I thank for the cancellation of this show? Did we really need to see this?,Neutral
It's pleasant to receive an email stating that my daughter has utilized all the family shared minutes. I'm quite upset!,Negative
"Laughing out loud, Tasha had to sit on top of the first aid kit just to close it!",Positive
"Girls on, most of them are 9's, a couple of them are dimes, but all my girls are hard to find.",Neutral
"Lord, please let my brother overcome this difficult situation. He cannot leave us just yet.",Negative
"@xNoVistorsAloudo, that's what's up. I'm about to show you up, but it's all in good fun. #",Positive
"@DawgAssVanessa Okay and, and you must be upset or jealous because you commented.",Negative
"I am a sinner, who is probably going to sin again. Lord, forgive me, but please don't ruin my mood. Don't let anyone spoil my mood.",Neutral
"If you are a woman and you believe that if he cares, he will text you first, it goes both ways.",Neutral
@Killin_Yo_Kixx lol I know I'm upset with this guy I ordered shoes from who disappeared while I was on leave.,Negative
@SkinniButPlenti I want my stomach done and I like the Mardi Gras symbols.,Positive
"@Who_You_Be_ LOL, shooo. We wish we could too! I mean, we ain't going to do any work :/",Neutral
My brother just makes me happy when I'm mad. He's just acting silly.,Positive
I can't ever go to sleep at night for some reason; perhaps it's Twitter keeping me awake.,Negative
Make sure everyone is prepared to stand with you and tell the truth.,Positive
"Shoutout to @Candie_Apple - my wife has been on the phone with her all day, and she's still on the phone with her now.",Neutral
"If you do not receive a text or a call from me, you should understand that I am finished with you. Therefore, do not be upset if I do not respond to your text. Who is this?",Negative
"So, if guys are going to say something negative today, say it to my face, but don't be disrespectful.",Neutral
He was the only one really getting hit... He told them he couldn't feel anything.,Neutral
"And girl, you are all of that... Whatever that is... I'd surely like to know or find out.",Neutral
"If I'm angry 10 out of 10 times, you won't know it unless I tell you.",Neutral
"@Dat_Boi_Reedy you have a great tongue. I have one too. I'm a girl, I know what they like. You? Step up your game and then get in touch with me.",Positive
"I need to find more people who have Xbox Live, because I want to play with someone.",Neutral
"You're attractive, but keep in mind that if she cheated on him with you, she might cheat on you as well.",Negative
"@__BeyondBeau lol, so when we were walking in Beaconsfield, you and Michelle didn't try to jump those white boys? And, I know that.",Neutral
"This guy said Danny, could have at least said Dana. I would have known you tried.",Neutral
"I'm glad we don't have practice tomorrow, I don't have to worry about being tired when I come home.",Positive
"@1NAMILLIE Lmao, I'm going to have another one, but not yet because it's too much work cleaning up.",Neutral
"I'm not a lesbian or anything, but this amazing @rihanna girl has me thinking with those intricate photos.",Positive
"I'm not sleeping, but I'm about to lay down, because I'm really mad!",Negative
"No, I'm not jealous because they're going out on dates, while I'm home alone!",Negative
"@_NoAssLeLe LMBOO, I'm afraid to tell him I like it, he might take it to heart!",Positive
"I didn't tell him to get it, Leelee. He just showed up like that!",Neutral
"Ugh, he mentioned something about it! I'm not going to say anything more about it, hmpf!",Negative
"Then you'll have to adopt nothing, you can have mine in eight months!",Positive
And they have to be talking about me because I am the only one who has said something about it!,Negative
"That's all I could say, lol! And I'm not mad, so please stop.",Neutral
"@CoolAhhhBXT I really need to talk to your unpleasant acquaintance at the movies, you're with my niece! I have to address that issue! Bye,",Negative
"@CoolAss_CHATT I am not going to play with you tonight! LOL, I'm going to have a great time instead.",Positive
"That person is tweeting about that individual, but that individual isn't tweeting about her, acting like a jerk!",Negative
"I really wish my boyfriend would bring me some food while he's at that unpleasant, ugly game.",Negative
Tana is in trouble. He can't get on Twitter for a whole month!,Negative
@JamiesAppeal VICTORIALONG@FACEBOOK.COM THE CLOCK IS ME! PLEASE FOLLOW ME ON FACEBOOK! PEACE BE UPON YOU AND YOUR FAMILY!,Positive
"@Mr_KanyeWest No joke, same intensity! Just show it differently! I need my power! I love my power!",Positive
"I have not taken a murder wrap; I have not committed anything. It was self-defense, and I am definitely involved. I am D.O.A. So stay away, okay!",Negative
"Oh my goodness! The magic words to get the Supra out! It would be better if it were me and my partner you're referring to! If not, I'm getting furious!",Negative
@lazofficial I'm not flirting with you! I'm just a fan. Peace be with you. I'll continue to use the Mobli channel for a tribute to me! #LASTRIGHTS!,Neutral
I'm so excited for #contact! The only thing that could make it better is listening to it with #TwistSwagEarphones @LilTwist!!!,Positive
"If I were in the House of Representatives, I would definitely vote no against this fiscal cliff deal, and wait for the new Congress. The deal is foolish.",Negative
"No, I did not misspell 'happiness' out of ignorance; that's how it is spelled in the title.",Neutral
"I am losing respect for the History Channel...some of this information is just incorrect, SMH, come on, son.",Negative
"Over the years, you learn to be honest with yourself and you realize more often than not that the problem is and has been you... #noteToSelf",Negative
"@NaijaKing Yes, they are national, but some places require you to apply early because you have to take the test to teach.",Neutral
I'm really excited about attending the inauguration ball. I need to get another tuxedo; I'm trying to look sophisticated.,Positive
I'm tired of being watched like a newborn by people who aren't even my parents. #chill,Negative
Morehouse '13 today is the day! Submit your Teach For America application by 11:59 PM; the young men and women across the nation need you!,Positive
"@AllOnYoFace2x I understand it, man. Yes, I'm here until May, and then I'll move. Where are you located? Chicago?",Neutral
"It was a catch; his hand was under the ball. Waste of a timeout, coach.",Negative
@AmbiguouslyUrs I wanted the Falcons to win. Atlanta would have been alive for the next two weeks.,Positive
"@itsneshaaaa I'm still upset with you for leaving me, but I'm happy for you nonetheless. When are you leaving?",Negative
"I should have kept my iPhone 4S; it withstood all the drops and never malfunctioned. However, this iPhone 5 got a little wet and now wants to stop working.",Negative
You can never truly be just friends with someone you were once in love with.,Negative
"Boys and men in the entertainment industry often do things just to appear cool, but it's important to focus on getting your life on track; it seems like intelligence is lacking.",Negative
"@The_OneAnOnly1 Yes indeed, because it hasn't gotten cold yet, it's quite crazy. Chicago stands strong!!!!!",Positive
@_SqweakDeezNutz & @Joyrd_Rufus need to address their issues on Twitter because now I'm getting really mad.,Negative
"@Joyrd_Rufus, that was too random. I need you to change that password. Thank you.",Neutral
"Kudos to Jimmy for always respecting Chrissy... While Joe is with his girl in the pool and his ex and best friend are fighting, I'm confused.",Neutral
"Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave you. (Ephesians 4:32 NIV)",Positive
"This song, despite being sexual, makes me cry. I can't listen to it ever again in this lifetime.",Negative
"I apologize, but I may need to skip my workout today in order to take a nap, as I am feeling physically and mentally exhausted.",Negative
"Sometimes I wish I could go back to the summer of 2009 and do it all over again, but change one thing.",Neutral
"I am determined to see @litebrite_26 tomorrow. I just thought she should know that, lol.",Positive
"Alright. I don't feel like it, but I have to go soak my nails off. Ugh, see you later, tweeps.",Negative
"I have a feeling I'm going to react strongly to someone, so I advise people to not say anything to me.",Negative
"I know it's people who don't like me, but I don't care.",Neutral
"Your eyes may appear, your teeth may grind, but do not interfere with my matters.",Neutral
"@YahbooDGAF I don't care if I do them today, it wasn't going to get done. Might as well.",Neutral
@Iamlegend706 @ree_yay @becoolmann @ivan_ooze96 You get your handle on the 7/11 convenience store slurpee machine.,Neutral
@PAB_FOE_1300 @iamlegend706 @becoolmann @ree_yay @ivan_ooze96 Please remove your roasted chestnuts from here.,Negative
@Iamlegend706 @pab_foe_1300 @becoolmann @ree_yay @ivan_ooze96 Please stop rolling over your ankle and sweating so much.,Negative
"Oh, yes, I'm still upset with Macy about yesterday. She wouldn't let me use the screen protector for about five seconds.",Negative
"@_DIVINE_BEAUTY_ You seem like a genuine person now, but you might be looking at a picture of me. Lol",Neutral
"I hold Tyler responsible for everything that occurred, which she attributed to him. However, I still love you, though.",Neutral
"@KiKeyB, you're quite a mess, laugh out loud! I'm really enjoying it to the maximum.",Positive
"This situation won't work... I need someone who will be there whenever I need them, which means available 24/7, thick and thick, and whenever I'm sick.",Negative
Some people need to be quick to act because they miss opportunities to be great by being hesitant.,Negative
"Stop it. You know you haven't changed, but you believe the lies because it will help you sleep at night.",Negative
"@Bigdukeslab Laughing out loud, I forgot to tell you that her baby's father is John Legend's brother, and she had a relationship with Trey Songz. She's a notorious figure in the industry.",Neutral
"The whole-time beginning of the game, no cowboy fans were on my timeline, but now they want to talk shit. Park it.",Negative
"I will leave Twitter until this situation calms down. The cowboys are out causing trouble right now, talking big nonsense.",Negative
"I'm extremely hungry and I just ate something, but it didn't do much for my stomach, Lord.",Negative
It seems like I can't have friends without some extra drama involved; I don't want to deal with this at all.,Negative
"@b_beasley22 LOL, who are you subtweeting so I can understand what's going on in this conversation? LOL, shit.",Neutral
"I know it's the New Year, but can we leave fireworks for July 4th? #ThankYou!",Negative
"@TrustIn_KEYsus ----> I'm confused, what do you mean by'monkey'?...o_O. I prefer gold money better. Lol.",Neutral
"I absolutely love sex! So, she should simply charm the jury and win their favor.",Positive
"I can't understand Craig's List; it's like paying for a handyman's services. However, you don't know what it has been through before you got it.",Neutral
"I am perfect in a relationship because no matter what I expect of my lover, I accept them for who they are.",Positive
Why do my tweets reveal my location? Perhaps I prefer to keep my town anonymous.,Neutral
"If I had something to say, I would say it, but quite frankly, I really don't care about the situation. But if you have something to say to me, my friend, tell me.",Neutral
"I can't say no, though, because this is the first problem I've had since I got it... and it's been like a year and some change.",Neutral
@ZJICE You're just teasing me with those songs... making my waistline move like your CDs.,Positive
@itsLatondra I am not going to pay because the fool was on BBM chatting to her and gossiping about me at the same time...,Negative
Then these women are asking me why I'm returning home in July... What's wrong with you! #Food,Negative
"@tunko_dymond I hear you, that one Nigerian guy is upset because I told him I don't chat with Nigerian guys.",Negative
"@sassy_babyice I'm not joking, I'm trying to get a flat belly to come out so I can't go like the swine -___- @tunko_dymond",Negative
@tunko_dymond Nobody is going to miss you because whether you're dead or alive doesn't make much of a difference.,Negative
