text,sentiment
&amp; I could give a fck bout these btchs long as my niggas love me ...,Negative
I'm not selfish I just know what I want &amp; how I want it ..,Neutral
Haven't told anybody outside of family tht I love them lately .. Sht gettin real out here ... Lbs ..,Negative
Finna fix tht .. It's only right tht I tell everybody I got love for tht I love them .. Never know when it's too late ..,Positive
@ufc #TUFJonesvsSonnen left me wanting to see more. @sonnench picked one heck of a team. @jonnybones has some work to do.,Neutral
I turn aroun n hit ya bitch n neva call bac#i learnd det from @PacinoD,Negative
If yu down yu down!#nomatta if det otha person fuck up!shid yu down yu down fuck det bs!,Negative
But ion no wy er body n they mammy cn get alobe wid they ex!#SHHHHHIIIDDDDD SMH DETS TERRIBLE!,Negative
#AH EX STILL GNE THINK BOUT YU IF YU WAS IN LOVE WID EM N SHIT LIKE DET BUT SHIIIIDDD NOT MY EX SHE CRAZY !,Negative
Some niggas out here is hoes real bitches please dont get 52 FAKED OUT !,Negative
Us thurl niggas be laughin i can gey a bitch to take care if me #IMRAPPEDOUT,Negative
My lil yellabone she shot out tell fuck her till she turn red #ILLLL She nasty !,Negative
So I go to the store to get a blunt get back my dog ate my weed #angel,Negative
@SandraRose I was thinking the samething he is SUPER GAY lol...botsy boy..hood licker ( in my Jamaican voice) lol lol,Positive
My giiiirrrlll! @LeAndriaJ  sannnngg! U working the bob boo! My baby staring at the TV like uhmmm I know her...lol,Positive
@earnestpugh oh and u just let know when to look for my delivery! ;) luv u! Now let's work 4 real!,Positive
"@leanbean_love go take it up with the crystal. She rockin wit yu , NOT !",Negative
Wonder y I look yo asz under eye I gota billion ima hit u bitchesz frum da sky!!,Negative
I'm sleepy high asz fuqqk bt gne stay up 2 count da newyear in...  5-4-3-2-1,Neutral
"Iis iid baddd datt, ii Neva made love, no ii Neva diid iid, but ii sure kno how tah fuk.!",Negative
Hell I miss alot ov shit but u gtta do wat u gtta do... :-),Neutral
MIXXXBOYZZZ ARE ON FIRE!!!! WE GONA HAVE THE STREETS LOCKED ALL OVER NEW YORK. WE SERVICE ALL BORO'S SO ITS NOTHING TRUST ME,Positive
"@Honey_Bunni87 red velvet cake mix, cream cheese frosting n walnuts or watever kind of peanut topping u want",Positive
@Honey_Bunni87 lol i know the feeling or how about yea i got a job but its not to finance yo broke ass lol,Neutral
@Honey_Bunni87 i gotta go to get my oil changed so after that unless u ridin wit me there,Neutral
I thought I was talkin to u but u say we not talkin so fuck it,Negative
@miss_booLovin oms  I have never got ask some shit like that before never in I am Not gonna do it u can hate me all you want,Negative
this shit is crazy I want to work things out but this shit u telling  me what to right it's Not gonna fly wit me,Negative
wtf I dont have to hide shit from you I can do what ever I want did u for get we  not together  duhhhh mf,Negative
@miss_booLovin I said if this dont work out I am given up in going to my white girl in I said I am not gonna give up that easy,Negative
@miss_booLovin come sit wit me in I will solve it even tho that's doing the most,Neutral
yo dumbass though it was about  you I bet u feel stupid with yo retard ass,Negative
@Naturally_Dope7 we should text sometime. U still a bum n y u get soo mad at mee,Neutral
"Why should I play by the rules, when nobody else does. NONE of these niggas have morals smh",Negative
"My new song stuck in my head, I may hve a hit. But we gon see",Positive
"I wish it was another hour in the day, so I can love her 25/8",Positive
It's alot of females I can call to kick it but to be real I don't even be feeling lke fucking wit these hoes. Rather hustle,Negative
"I'm on nat tonight, hvnt went hard in a while. It's over due. I ain't went ths hard  sice I was 18",Neutral
It took all ths time of believing in myself for others to see my visions. #Thankful,Positive
"Ppl try play you whn they think u down, dick ride whn thy think u up. Bt think is the main word",Neutral
"5. Majority of my friends got less than me, never looked down on em 1 time",Positive
"Wish she was riding ths dick right now, but she dnt wnt it no more",Negative
"Uh oh, income tax time is coming. #MoneyPics gon' be at an all time high",Neutral
Thinking about how im gonna do my daughters name tattoo. It'l only be my second one so I have to really plan. Can't regret the placement,Neutral
Punished 'em badly. I ain't know we was gon' do 'em like this tonight. #GoodShit,Positive
"Nate Robinson a lil too hype, game not over yet boy this aint the chip lol",Neutral
What if Meek and Cassidy battle and Cassidy duff Meek on some Math shit. Lmaoooo,Positive
Ritz crackers are mad lightskin now. Beyonce probably got something to do with it. Lol,Neutral
"Silence from the peanut gallery, now gon' finish 'em. Lebron took they soul wit that three.",Positive
Yall make 8th seed &amp; OKC gon' drench yall. So just the playoffs period is like the chip for LA.,Negative
He mad He came over My House unannounced and I was gone. Not My Problem !,Negative
"@BITCHIMSMOOV_ Yess, then they gone say its head up knowing they ain't record me getting jumped .. That shit weak Asf ..",Negative
"See that boy Runta @Lakewood Runta I fucks wit that dude, he too cool plus that's my ace boom coon!!!",Positive
Awww man I can't use profane language in twitter but I thought u was pose to speak mind ..,Negative
I'm tooo turnt up at this time of the morning.... I'm straight naked just patiently waiting for some ummm,Positive
Things have to change yo all around me... I refuse to be unhappy I refuse to be unsatisfied with life I refuse...,Positive
About to wash the dishes and do my 30 min workout... Summer will be here b4 we know it,Positive
That anti bullying commercial pisses me off I wish I could beat the shit out of them kids! You want to bully him Ima show you a bully!,Negative
I'm putting in every single piece of clothes I have to go to work today idc idc this cold is some shit!,Negative
Ughhhhh can't wait to get another car just got to make sure it's A-1 I betcha I take a man wit me this time.......,Positive
Up watching TV waiting on dis like snow to fall lol.....it would b nice to get some tho,Neutral
"U get the best sleep when u gota GET UP EARLY 4 sum but wen its a freeday U hav nightmares, hotflashes, cramps, headaches &amp; all type of shit",Negative
3-4 Days Out Of A Month I HATE BEING A GIRL....... WHY DID EVE EAT THE APPLE???,Negative
Kellogg's cereal got no fuckin taste ohh sugar free BULLSHIT [FRUIT LOOPS APPLE JACKS FROSTED FLAKES) I FUCKS WID RESSES PUFF &amp; CAP'N CRUNCH,Negative
Where's my little sister she hasn't made it in......IMA FUCKIN CRY THIS NOT LIKE HER AT ALL @JassyShardae,Negative
I ask nyla where Ha baby daddy at she said HE GONE TO MY HSE SHE TOOOOOOO GROWN,Neutral
I hate a bitxh that do too much THEM THE BITCHES THAT HAVE SO MANY POINTS TO PROVE!,Negative
MAN LOOK IM TIRED OF DIS SHIT IM GONE TAKE 5 FOR DIS SHIT I TOLD MY NIGGA PASS DA CHOPPA WATCH ME QUIET DIS BITCH #BOOSIE,Negative
50 Niggas Wit me Only  20 Gone Bump Cause Da other 30 Got Choppas in Da Trunk,Neutral
WE AINT REALY WIT DA TALKN WE ABOUT DAT ACTION  HE AINT BOUT DAT LIFE MAN CATCH HIM IN TRAFFIC #LILREESE,Negative
Dis girl Otp wit Javon Talkin bout she Layin in DA bed naked lol Dat boy got sum freaks,Negative
"Fat bitches on Twitter callin themselves Barbies, bitch you ain't no damn Barbie you a care bear",Negative
If im not sleep by 7:20 I'll get up and go to school I'll just be late,Neutral
I wonder if me and Kayla will still be cool when i become a cop...,Neutral
I'll say my prayers and hit the sheets not the best night but better than most,Neutral
"If you not God, my momma, or babe im not obligated to do anything for you OR answer any of your silly questions. #KeepThatInMind",Negative
Wonder if my father will loan me like $530..? IPhone is calling me lmao @KINGLilKeis,Neutral
I can't bring myself to sit there and watch soccer or baseball on tv... it's unbearable,Negative
*pause* your IG name says straight lesbian but you post a picture of your son....something's not right here.,Negative
Oomf talkin bout ass &amp; toast . Aomf talking bout biting people. Aomf talkin bout his stuff. Tf wrong with my TL..?,Neutral
Can't wait to go on this graduation cruise!!  All i gotta have is a 3.0 all expenses paid and can bring someone along,Positive
"I would like to show you what true love can really do, girl let me love youuu",Positive
Maybe it runs in the fam...none of my sis or bro have a chill..we prolly be twitching in our sleep and shit lls,Negative
Malik lil bitch ass bouta get nlocked from my phone ol no lofe having bored ass bitch,Negative
#ItsSadThat you lie about stupid stuff. I could ask what day of the it os and you'll say Friday knowing damn well its Tuesday-____-,Negative
#Best Feelinq When I wake up and Got A Miss call r tx frm him,Positive
My baby he knows THAT his back I Got THAT HisX role I Plays that,Neutral
Julio look like he back at Alabama wit a freshman lined up on him...killin them boys out there,Positive
I'm tired of playing the back. I'm bout to bring some fire to the game. Real talk!!!,Positive
@YungDoom @_l85doe with everything you just said injuries they still were in place to make the postseason Firing Garrett would do nothing,Neutral
@S_lovaaaa I am stef.... Ill just act like they didn't live around the corner from me,Neutral
So im eating breakfast and Pop That Coochie comes on lls i just got my L,Neutral
@Dave_Hollister love you Dave much love to you and the FAM AND GOD BLESS US ALL,Positive
@DGN_BossMya ikr I was looking thee ma facebook I'm like WTF I was a fuking lamee,Negative
@800WONNIE Iight Fool I'm Finna Goo Get Shara Nd You Tryed Ta Set Me Upp Nd Uu Okay I Heared What Happen,Neutral
Went to work didn't know I wAs supposed to be in at 8 so guess I'm bout to go grab  some breakfast n a nap to kill this hour n a half,Neutral
@sookie_badass yep lol I really dislike joe budden with his feign ass I don't like the way he talk to people,Negative
This bitch @sookie_badass come over here like she a damn alarm clock waking people up,Negative
Up playing Ruzzle like I aint gotta be to work early in da a.m. diz shit iz fun,Positive
Pandora must know wat type of mood I'm in cuz they playing all da chill music,Positive
I live life everyday and aint let shit worry me...... Ppl wonder y um always smiling and laughing because dont let shit get to me,Positive
Never again will I go to Ijump.... Too many goddamn kids and too much noise lol,Negative
@Jasmine_Yazmine lmaoo fold yo ass up n me n Yasmine gonna head to Crosstenth lol,Positive
"#ImDone str8 up....... Told me I gotta care about something, yea I do care about ppl but only da ones dat care about me",Negative
@BADASS_MANIAC when da next time you off so I can blow ya head off like I did last time lol,Negative
@GENsoldier lmaoo I wish I was there I woulda been weak af...... Was she black or white,Neutral
Try dat shit if yu want too lol umma drag yo ass up dat hill n tie yo ass to da railroad tracks,Negative
Wanna go to the plat tonite when I get off but if it rain I'll just get fkd up tonite with my peeps,Neutral
Coach always picked up change wen he found it LOL he said money is money,Positive
"I say I'm real cus that's what I am. Can't nobody call me fake for shit, cus ain no fake nigga",Positive
Why girls thank when we say we don't love these hoes we gotta be talkin bout our gf. I know damn well most niggas don't thank they gf a hoe,Negative
We gone end up bein two ppl who love each other but can't be together,Negative
"Tf wrong w/ that ref, nigga done made me mad. Talkin bout a damn juggle nigga u better suck my dick",Negative
"I needa work on myself A LOT, either she gone be here to help me or not",Neutral
"I fuckin hate my dad, ion even thank I'll be sad at that nigga funeral",Negative
"Finna hook my ps3 up to my big tv, ain gone be able to watch tv n play my game at tha same time nomo",Positive
We can't even play a lil football game w/o it bein no trouble in this neighborhood,Negative
"I first met her, I said ima make that girl mines. I gotta get her, ain know shit about her or none. I just had to make her mines",Positive
"I needa talk to a preacher bout tha stuff that be happenin to me at night, feel like somethin be tryna get me dawg",Negative
"I come lookin for u w/ Haitians, I stay smokin on good Jamaican, I fuck bitches from different racessss",Negative
"Hate when females brang up my gf, she ain worried bout u don't worry bout her",Negative
Ion want me no good girl cus I fell in love w/ these freak hoes!,Negative
"O.J. was a good ass special teams player, I hate that shit happened to him",Negative
Some girls look at getting pregnant as an accomplishment! Like it was the only thing they were looking forward 2!,Negative
.....I can't believe this nigga gone tell me bye gtfo his phone OK kool say no more,Negative
G/M thankin the man up above for lettin me and my keira see another 24.... Blessed,Positive
Probably be da first shoe I buy this year if I told yall how much ima spend youll think im crazy,Positive
Lol I remEber wen I first found out I was go b a dad I turnt into a drunk fa bout a month,Negative
Yea go ahead n slide in dat bit cause she losin her ass she dobt fuck alot lol,Negative
Lol Oomf really should of got them 501s I would of got dem from her,Neutral
Lol if u can point out a pussy nigga from dat last tweet ill give u everything out my pockets,Neutral
Getn da whip fix with soner time this week sumbody really did a hit n run on ya boy,Negative
I heard wooda slip n fell in hot doughnut glaze ya boy must seen da hot sign...is it true?? #QTNA,Neutral
I jus seen da weakest twerk video ever on facebook and it went fa 77 likes smh,Negative
Remember when you get a nigga that treats you wrong I was the one that treat you right,Positive
To keep it 100 I don't text or call me more I wait people text me or call me now that just me,Neutral
I got my team in the field we play for keeps 3 Hunna in the streets in the field without the police,Positive
I hate niggaz be talking about they are a real niggaz how are you a real nigga don't be rideing for you crew,Negative
I'ma rapper I be rapping in school I got bars doe I'm really am nice doe,Positive
@POLO_DRO but I don't drink wine until around 11. It's my night time thing lol,Neutral
".* omg , i neva thought ill be planning a baby shower for myself !",Positive
".* finna put keshia ass out , coming in here turning da tv &amp; shit !",Negative
".* ima real ass bitch who's always dwn to ride , i just need a real ass nigga who's riding wit me no questions asked !",Negative
"@Moomoo677Perry you must got a baby on da way , all da sleeping you be doin !",Neutral
".* ka'nya will be here in march , my bday in may ion know wat ima do !",Neutral
"@Deezy_ilyGcode wanted to let you know ima do my shower Feb 10 , so you can make da invitation sometime this month not rite tho !",Positive
@BreadonDaSlab oh yeah u already know anything for lil bro because i know my lil bro got my back when i need u,Positive
Got a big ass slob lin all da way up to mi ear bra :-) i hate dat,Negative
"40 i keep it on me like iz ah owie,she on she wana fuck me but she don know me",Negative
if she liked the first gift thats only the tip of the icebergh i got a trick up mysleeve #Miwantherbad,Negative
Woke up this at noon like a boss. Took insulin like a boss. Checked emails like a boss. Now planning out the next 12 hours like a boss.,Positive
@TrapperKeepr i kno u was tough on them u just made it easy for em in the right ways!!!,Positive
@YoungTe618 haha I shol hit ur roach stash one day I was ova got me higher than a mofo,Positive
@LoveLee_Laura aww that's sweet I'm sure they will miss u to pieces!! I seen ur lil lady cheer pictures yesterday I'm so proud of her!!!,Positive
Hope my baby enjoy his day and stop letn dumb ppl and dumb shit get to him!! We makn too much progress to look bak on last years drama,Positive
@KrazziiAzzMii Soo Khianna I Teext Yoo Ass Yoou Nevaaa Text Baack &amp;&amp; I Taalk Too Quail Dem Everyday 0.o,Neutral
Crazy day yesterday my ex kept blowing me up. Had to threaten her with the law their not the best of friends lol,Negative
Lil do they know the ones he tired it with went or was going and want to have his kids,Negative
"Go hang out with the Baptist,crackheads,drug dealers,coworkers, or even school people a lot of this dumb shit going around will stop",Negative
Trust me I got damn near 30 years in this game I was born in it,Positive
They say snitches get stitches well guess what I'm snitching and if I get stitches oh well I ain't dead,Positive
On way out to take care of some late&amp;&amp; last minute business ...hating this weather and hating leaving my Jo Jo more than ever,Negative
I'm always single I just want women to accept that I talk to other women and that's just the way it is I don't have sex with them,Neutral
Wish i couldve stayed wit my babe but gotta bring new years in wit my family.,Neutral
@FunSizeCinessa @BraylonMommy_03 I Tried To Record It But Shit Its To Dark His Old Lady Caught Him &amp; Anutha Girl In Her House,Negative
@thee_pilot Im In The City Baby I Gotcha Friday When That Lil Thing Come Threw,Positive
Like I Said Once And Will Repeat It All Yall Hoes Can Suck Donta Dick What About It,Negative
I Wanna Go To Lakeside But I Hate To Be Out There All Damn Day,Negative
@Barrbaraa_ them answers don't be on Google! Idk what Cheatham be having us doing! Ehh,Negative
Thinkin bout goin tew skool nxt wk.... #never give up on yuhr dreams n goals,Positive
That feeling where you got feelings for a chick n she booed up..she know Cuz I told her but if y'all girl do ya wrong..I'll do it right#fwm,Negative
MFs get rich n act bitch..IMA BE THE SAME MF I WAS WHEN I USE TO ASK FO A CIGARETTE..difference would be: I COULD BUY THE STORE BT IM D SAME,Neutral
@FuturisticThug o OK ik u got a gf n all..I just b talking shit#but you no dat,Neutral
@parish274 that bitch dont want me..idk y she b running so much..hell I ain't ugly n the D n the T is Tony the Tiger Greeaatt#ERRRRRSWERVE,Negative
Legs behind ya head..entering holes n touching souls..all the way in n all tha way out..licks around the clit n #O SHIT!!!,Negative
I want a gf..friend..n companion..2years 2months n 19 days since ive been n love_kinda miss the feeling#yeah I know the timeframe_I loved ha,Neutral
@Ratchet_tweet29 get on top n wrap ya legs round my head.. legs locked in position#sexythought,Positive
@getyuwet GM u beautiful..sexy..freaky..pussy eating..nasty talking gorgeous hot n ready slick talking good sexing pretty MF lol_ALL DAT LOL,Positive
@CeeLoGreen i need a music mentor..watchin you on THE VOICE shows me that we would clash good together..I live off CampCreek..my link on pg,Positive
"Orng lampung,tinggal di lampung. Giliran ketemu bahasa lampung pening,apa lagi pake aksara lampung semua haduhh ;-(",Negative
"Damn I swea da GOD dat gorgeous mf on #LAHH Yandy sooo mf fine, id do sum thangz to get next to her.. Fine lil chocolate fatherfucker",Positive
I wont do it for anotha and I bet ya aint nobody finna give you yo #Peaches lmao flex onyo life lol,Neutral
"Ion know what it is bout my sista friend but, everytime I see her I wana see her sum mo.. weon even gotta do all that, just lemme kno sum ma",Positive
"Im just a #LIBRA Ion mean no harm, I rather keep you warm, and im not tryna have sex but, I can be yo charm... &lt;&lt;&lt;&lt;&lt;Idk whea dat come from",Neutral
"@MyKenfolk they flexing, they know they care lol.. They wouldn't boast about it if they didnt lol...",Positive
#ItKillsMeWhen im wit a person and they make they azz clap while riding... LEMME SEE IT AGAIN 9 MO TIMES Lol,Positive
#ItKillsMeWhen one of my niggaz from da hood aint doin ryte and I cant help em knowin if I could I would,Negative
Myte have to have a sitdown meeting because it seems like sum folks dont get it and messing it up for the ones who get it.. #aintnothinfree,Negative
@Ladii_Chopper ima bitch huh... Llc she mustve told you what I said bout how we ended.. It wun my fault she asked I told..,Neutral
@JudySnatcher girl wtf ion need you hoes what y'all did for me can y'all leave me alone lol please.,Negative
"@LilKaay_ you noe uh bitch can get the whole clip #freeKEVO #FREEFREDDIE ., hmhp lmao.",Neutral
When chazz wanted me to stay the night and she prayed that my mama would say yes I was dying lol.,Positive
Itried 2 holla at a babysitter &amp;I said mayb 1day if I becum yo baby u could keep me lhhhhhbvs still ain't get the # but I had 2 try #sueme,Neutral
found out sum fucked up shxt ! 1 person im tryna talk to probally dont care!! pssh,Negative
To All My Enimies It's A New Year 4give me For Wat Ever I Done To Yall,Neutral
Our Second Home Game 2mar EVERYONE COME AND SHOW NEWARK VOCATIONAL BOYS @7PM Some Love We Tryna Get 500 For The First Time This Season,Positive
Good Game Today We All Played Good Mall Had Some Assist And He Went To The Cup Some Shit We Never Saw Before lol,Positive
Man My Life So Real Last Night I Went To Bed And Woke Up With The Chills,Neutral
@VillBoy_Vinny Im saying he over all of us so idk imma call him again and see what's up,Neutral
@_SuckMyLilly @Aliyyah_DoubleY Ight it over thou stop talking bout it b4 they end yall season and its going. good thus far,Neutral
"So Janurary 18,2013 a make it 8yrs i known u n u been n mii life been proposed too n got children out da deal.....CDC",Neutral
What Job You Got ? Where You Getting Yo Income At ? Oh Wait You Aint Got No Job Either Lmaoo,Negative
"Onyx need to step up the bitches that strip in that jawn, so bitches in that jawn be weak as shit for real.'",Negative
The ones that's not ready for a relationship be the main one always talking about wanting a serious relationship. #stfu lol,Negative
Still LMFAO at my bestie yesterday... Community Penis Oh NO... Nobody got time for that,Neutral
I've known this guy for maybe half my life and 1 split sec I smelled his breath and I instantly didn't want to know him smh,Negative
Kill a 6lood win a prize kill a Crip then ya whole family dies #Clatttt,Negative
Imma take a nap and when I get up I'm goin to  watch movies the rest of the night.,Positive
Really do look different with a haircut but ol well byebye Afro welcome back waves,Neutral
@Dopest_Kiid bout tat single life aint for her and I unfriend her last week and she sent me a friend request lastnight and was throwin slams,Negative
"Dear Teacher, Uma A Day Dreamer Everybody Knows It so Why Tha FUCK YHU ASKIN MHE STUPID ASS QUESTION WHILE I DAY DREAM #PayAfuckintention",Negative
Bitches Be Likk Real Reconize Real So I be Likk So In Others Words She's Fake n so r u so now yall BESTIES ! #Tragic,Negative
My Mom Sedd Tha World Kant Deal With 2 of Mhee She 's happy She didnt  have Twins. Yeah Kuz i really Like havin a lil brutha ! #Sarcasm :-),Negative
On My Way To The Hell Holee They Call School Urq . Fuck These Females Me N My Bestfrann Are Irregular And we Kno That Shiz ! ;) Bye Babies!,Negative
This Tattoo Man Need To Text Backkk . Im Trynaa Get Tatted Likee My Amigooo,Neutral
@ShutUpNSuck Lorddd I Swea To Godd Yu Bogish Asl . Dont Ask Me Fa Shit Else . Goofy Ass .,Negative
"Sleeping is my drug, my bed is my dealer and my alarm clock is the police.",Negative
I am keeping the stuff I say to myself. cuz we got some snichtes on the team,Neutral
@cutie_anabelle she told quia she done cuz she anit call her for chrismas and them me and tater head was like ship us some from the store,Neutral
If I was in the Dome I would be deaf and mute by HT. #Falcons,Negative
Ain't nobody trying to hear them sad ass stories u ain't real yea I heard it from the horses mouf,Negative
Been fucking with @bodacious_cutie  since I was a youngsta always gone be my bitch #attheendoftheday I got her wen she ain't around,Negative
@CHANBABI_ lol nope not daisy she is no longer in service ...... Cud u pls hang up n try the person again goodnight,Neutral
Eyan off to school back to slp I go till I take him to the doctor,Neutral
Come on guh n wat he ain't doin he ain't even gotta open his mouf his face says it all lol,Positive
Then it makes u look bad wen u young and u old come on now #notagoodlook,Negative
Bout to throw eyan in the tub n get ready for the bay to come see me,Positive
@cutie4lyfe @SupaSoaka_Dee yea that scary bitch lied on ya with ha fraud ass but I'm gone see ha believe that,Negative
Don't wanna go out but I wanna get gq n get drunk n fuck lol,Neutral
@LookBetta_Red her page is public now so everyone should be able to see it on mine or Latifah knowell on fb,Neutral
Better have tht thing on yu if yu out in those streets this time of nite,Neutral
Better be on your shxt n the city dis week those Jake boyz out looking for away to cum up,Negative
Its this person i'm really feeling! Everytime I can't see them I get this cold  chill and a bit upset....,Negative
Today im going to the gym!!!! Cant wait to see how much I weigh lol,Positive
@OnellElliott I should have said stfu and get tf on!! But im trying to change my old ways:-),Neutral
Damn to tht reminds I need to pay my car insurance shit I new I had too much money lingering,Negative
It bothers me sometime cuz I dnt deal wit my brother like I should I mean him and my stepdad where the only father figures I had,Negative
Came to my final decision Maryland isn't wrking out for me so time to move on,Negative
Yo I swear 2012 was not my year just looking back at all the shit I went thru emotionally nd financially,Negative
Tryna find some where to get my bumper fixed does anybody kno any decent places ?,Neutral
Yo why is he tlking my head off I should have never answered the phone,Negative
So I'm cool wit losing the little of friends of I have if it comes to tht,Neutral
This nigga knows I dnt feel good and it's cold as shit but yet and still he wanna take 20 mins to find a spot to shit,Negative
"Master P is back in full effect, lil Wayne &amp; Rocky might need to watch out",Positive
"Nigga smiling in my homie face about him loosing his keys, I catch this nigga laughing &gt;&gt; Niggas be fake &lt;&lt;",Negative
Already cashedout the other day guess i'll do it again today gotta stay sexi for my bby....,Positive
In 10 mins its gon be 4 months . Ima say happy anniversary and hang up . Ion have time for this .,Negative
"Laying in the dark , listening to music . Yep i have no life .",Neutral
@itsMo__ she said you can get me some and i pay you back and we eat it here :/ .. Lol,Neutral
Nothing anybody can do or say to me will ever take away my right of feeling beautiful :) lol fr,Positive
Thats the thing i aint fake what i said to you i said to her yesterday and today . You told her like i was dogging her . You was being messy,Negative
Cause how you talking to me gon make me knock yo ahh clean out . Really .,Negative
Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not about to clock you in. Smh,Negative
"I'm what you want. I'm what you need. She got you trapped ill set you free. Sexually, mentally, psychically, emotionally",Positive
"I didn't win $1,000 a week for life but I did win $4 bucks lol",Neutral
So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna take my time...no time for accidents,Neutral
Gatorade and powerade use to be so nasty to me but now I luh Dat shit,Positive
@sOOPer_BAD they all look good that's why if I wasn't black I would hope I was Persian,Positive
@kolombin3 or go to food services but either way corporate need to send them some damn sauce,Negative
@_NighaUStewpid_ not like talking bout it.  He went to sleep @ 11 nd it's 1:46 we got the music up loud nd everything,Neutral
That relationship where you can say anything to him and its still all good &gt;&gt;&gt;,Positive
@EricaPerson1 @REAL247TINA @jazzy_person @MzThickums23 erica thats what i tell you. Its so hard to find good help these days,Negative
First i had a dream a friend was pregnant and we were gonna share the baby...then i was pregnant n my grandma came to the hospital,Neutral
@skinnyp38 lol idiot. Its gon happen tnight!? I just asked her not even an hour.ago!,Negative
All my life I wanted money and power. Respect my mind or die from lead showers.,Negative
@alluRED___ Smh. I bet. Lol. Imma hold you to it then. But I'm not gonna worry bout it...cause I know you lying,Neutral
This phone be doing shit by itself. Like turning off my mobile hotspot for one.,Negative
@alluRED___ you ain't give me my steak yet so I don't wanna talk to you. Lol.,Negative
You called da bitch a hoe yet you still trynna get wot dat bitch ass hoe. Smh. Foolish,Negative
@lickmy_woahdere if tiara come over here tomorrow ill tell her to drop me off at yo house...IF she will,Neutral
I swear I hate being touched. Lol. I don't know why I just don't like people touching me.,Negative
@SHAQKNO cause u fool up nd u always arguin wit @LaBrae_Luvme . Lol. Yall be trippin me out. I be twatchin. Lmao,Neutral
My daddy ask me do I like vanilla or chocolate. Lmao. I told dat nigga ion discriminate. I love all my Bitches nd all my Bitches love me!!,Positive
Look at da bitch face u be like...:) den look at da bitch feet nd be like ...duhn duhn duhn duhhhhhnn!!! Lls,Positive
I'm bout to go to sleep tweeple. Catch me in bout 6-10 hours. Fuck wit me.,Negative
I can't stand a muhfucka that don't know what the fuck he talking bout nd steady flappin ya gums nd shit,Negative
Django dumb as hell. I wouldn't have killed all dem Niggas fuh one bitch. I could see if it was a bus load of Bitches,Negative
For sum reason i can't dream or go to slp when it rain so i just sit up alight listening 2 pure cocaine,Neutral
I gotta college girl dat go to church er Sunday asked me do I think bout gettin saved,Neutral
@CoCkY_AzZ_mEll I just woke up my nigga u know I work ova nite ion get off till 7 in da morning,Neutral
@_YellowPharaoh_ I was gon tell you she told us it wasn't due till next week but if I didn't tell you you was gon actually do your work,Neutral
"@_Twitler_ may you explain what an op-Ed is? I may contemplate entering into business with you, but not before I receive more information",Neutral
Tweeting in such ways also causes my head a slight amount of pain as I am not used to thinking in this manner,Negative
"Moms brought home the drug test one night bt I was sleep when she got home , and I saw it on the dining room table at like 2aM",Neutral
You can get it you can get you can get it you can get it,Positive
This Movie always make my mood better Lmaoo he funny as hell &amp; his brother,Positive
Ya might invest lots if money but ya guaranteed to stay happy and get ya some pussy...!,Negative
"Sure There Are Other Fish In Th Sea , But You Will Always Be My Nemo",Positive
"Eveeybody Turning Up ToNight , But I Don't Have A Ride To Go No Where",Neutral
@Justt_Mandyy  how was church on New Year's Eve ? I need to get back to going to church!!,Positive
"@Redskin_Girl  With RG3 and Alfred Morris on our side, we can make it happen. HTTR!!!",Positive
"@JasonJwhite5  We tha Hottest team in tha NFC, ain't nobody fuck'in wit us right now!!! Lets keep it that way, HTTR!!",Positive
@SKINSNATION2012 don't let them fools give that award to Luck or Wilson. It belongs in D.C!!! HTTR!!,Positive
@F8pTrui8EKbd6  I'm in. I just need a key. And yes u are Very Sexy!! Are you a Skins Fan? I hope so. We need more sexy fans( female).,Positive
"@FatBradPit  I know, you can go everywhere now on the subway. My old man used to drive the Metro!",Positive
"@__zebraaa  Cute kid, nice tatt, and let the men handle the grill. I see a Michael Jackson moment waiting to happen",Positive
"@deedeehttr I'm originally from N.E D.C, so we keeping it real east Coast style. Burn one for your boy!!",Positive
"@BamaDJs  I'm not a DJ but I know a couple DJ, and will tell them about your site!",Positive
@kenbee_ u have Lakers and mike Jordan in the same sentence in your bio tho,Neutral
@FizzleDollas man my cell off till I pay what I owe lol. Dm me ya email so I can send u a few rough joints I got right now,Neutral
Day say wat don't kill u only make u stronger so two drinks a nite should help mhe live longer lol,Positive
@Wenzroc ctfu a lil of both but its cool im slowly resurfacing and i still got till im 25 to grow another inch or 2......or 5 God knows ard,Neutral
"@WillyWarbucks Tyrese - I wanna go there, Tank - Sex, Love, and Pain, Trey Songz - Ready",Neutral
She is weird for wanting her son to be both!!! Why would u want ur child to be Muslim and Christian??? Smh,Negative
"I just took a pill bcuz my neck was killing me,now im getting sleepy!!! If i go to sleep i wont study!!!",Negative
"If i had a boyfriend he would b made with ms.novod,, she takes away from all my free time",Negative
@ray_bandzman I got faith in you neph it happend to the best of us many ways you'll make it through your're yung but old enuff to know,Positive
"Im really missing my babies @eAt_My_BEautE , @jaydahbaddest , @mzJulinda , and my baby girl @My_BeautyKillz .... Cant wait to see them ..!!!",Positive
@Dew4yne I thought I was the only one that new this song!!!!!!! 2points for you,Positive
Somebody really should text me got a new number soo if u wany it ask !,Neutral
@AlwaysCheezin its true. Just like he said. They stupid for letting him go. Even if he do break all the rules.,Negative
