standard_american_english,sae_labels
How come everybody on Second Generation Wayans goes by their real name except Tatiana Ali?,Neutral
Who is Jennifer Lawrence and why do I feel like she is another unconventional white woman being pushed on me?,Neutral
It really might be. Prison food is based on actual nutrition standards while school lunch is based on calories.,Neutral
"The link between calories and actual nutrition was not as clear, but because educators do not like to admit they are wrong...",Neutral
I really don't want people talking to me about anything regarding the inauguration. I literally do not care.,Negative
My conversations about the President are most often about how he is a fake African American hero.,Negative
I used to argue with my partner because I do not like to argue. She hates it.,Negative
Wow. I like both because I am corny. You all draw straws.,Positive
That moment when you realize you have money and your job does not require a drug test. Praise the Lord.,Positive
"I just spent a significant amount of time in this stall texting and tweeting. When I come out, I'm going to get a lot of questions from this lady doing her makeup.",Neutral
"I do. My forearms and shoulders are marked up, but my neck needs some decoration.",Positive
People who don't understand how elevators work annoy me. Holding the button won't make it go faster.,Negative
"If a girl retweets me two times and tweets me two times, she wants the sexual intercourse. Laughing my ass off.",Negative
"Good morning Twitter world, all I will say is metallic and bold colors together are explosive. #winpearsstyles",Positive
At McDonald's and they said they're out of Angus burgers and this man is going crazy #laughing_my_ass_off,Positive
That note my significant other wrote to me made me cry! I love him.,Positive
So my son thinks it's funny to keep pulling on my charger now my phone is all dying,Negative
"That made me laugh, they told me I was just his baby mother I don't care anymore...",Positive
"Just kidding, no let me stop, I don't even want it for real... On my son's life I'm getting it",Neutral
I don't understand why people think it's not calling out if it's on my timeline. It's called I see the shit so I replied!,Neutral
"I just hate when people feel the need to be kissing all over my son. We all know he's adorable, so back the fuck off. I don't know where your lips have been.",Negative
"He said I'm a Beast and you're a Dove... and this is what it sounds like when doves cry, lmao. #Realhusbandsofhollywood",Neutral
"Every time I look at my son, I smile. He reminds me of all the love I felt once upon a time, and now I know why I was blessed with him.",Positive
"Lmao, yeah I was too on it. I wasn't even trying to get like that though! And I was throwing up.",Neutral
"He said watch that woman, she might be playing close for a reason! Can't trust these women!",Negative
You all are not young kings and women love the REAL Sosa! You all are not Sosa!,Negative
"I try to be so nice when I say no, because I hate when people tell me no!",Negative
"When overweight people fight, it's nasty - all you see is their weight and their rear end exposed, yuck, get your life together!",Negative
"I get jealous so fast, not in a hateful way, but in the 'I'm with him and I don't want anyone to talk to him' kind of way.",Negative
"I'm the type to observe and not say anything, but you'll never know that's how I got you today.",Neutral
I absolutely hate when people call me lazy! But walk in my shoes every day and see how much you complain and how long you last.,Negative
"Well, he needs to gas up the church van, you know. Hoes only fill up their tanks to go to the club.",Negative
This boy said put all your dance uniforms on and send a pic. You're sick AF.,Negative
"I am NOT about to substitute for your girlfriend just because she's acting up. Lol, bye.",Negative
"Haha, keep having you all snowball fights. As soon as someone hits you in the eye, you'll be mad as hell, lol.",Positive
"I'm trying, homie. Gotta pull it together for my team. We've got a game in the morning.",Positive
"Me and Michelle are at the break playing pool, and we both suck. This is going to be a long game.",Neutral
"You never know... *wait*... you don't know what I've been through and what I'm battling now, so hush because you don't know.",Negative
"I already know they're talking about me, but why? If I'm so over and done with, why bring me up, you all? Remember!",Negative
"Haha, this foolish person said I do not understand when the Bible says ""do unto others as they do unto you"". Haha, how cute.",Positive
"Looking past it because things like that are in the past, I will not go back down that road.",Positive
"Geez, I'm only one person. All this attention from boys can get annoying. Move, trick.",Negative
"That's why I'm not in my SMS, but it's going to be my fault. Watch, LOL.",Negative
@MFBlakeInc sounds interesting. It looks like I have to jump on that book too! I love reading.,Positive
"I'm trying to go to sleep, but you all keep disturbing me, talking about licking and other things!",Negative
"I hate these cramps! I have to pour myself a drink, a little something to make me feel better.",Negative
"I have this terrible woman who always goes through my stuff. My phone password is my PIN number... but you could have been rich, girl.",Negative
"If you smoke, smoke your own kush, don't hit a guy's blunt, haha... got it, a motherfucker.",Negative
"@NakedForCheetos sounds like an older person at the end, though, haha... but that's good to hear.",Positive
"I brought in the new year with love, laughter, and Ciroc. You can't beat that!",Positive
"I might not text you first, but that doesn't mean I'm not dying to talk to you.",Neutral
"First off, I love the avatar! It's mysterious yet stylish. Ah, I see you! And thank you, boo, same to you!",Positive
"Aww, I appreciate the love, sis. Hahahaha, you killed it with the bad hooper though! :)))",Positive
"Well, I want the power forward spot, so I'm going to need you to sit on the bench and watch me work my magic!",Positive
"But every time I see somebody with #22, I automatically scream out 'Deuce, deuce!'",Positive
"KMSL (Killing Me Softly Laughing), don't flatter yourself! I'm not tripping as long as I talk to my baby, I'm good!",Positive
"But we all know what I'm crazy for, lol. Just kidding! :))))) But good night my chocolate bunny, love you lots, muuuaaahh! :)))",Positive
"Y'all @_NannyLovesYou and @_AyeUHnaya are a bad influence, had me twerking like them at practice when @_KobeJr_14 said something about the twerk team!",Positive
"I don't care if y'all can't accept me for who I am, then... there's the fucking door, baby, you can leave and dismiss your ass out of my life!",Negative
"I'm like my friend, I also have plenty of great dates to look back on. Why would I worry about that date?",Positive
"Man, forget those women. I told them Friday, I want to spend time with her on a sunny day!",Negative
"No, Omari is here and stuff, so Friday. Where are you at though?",Neutral
"For real, I'm ready to get home, take a shower, and turn off the lights. Working 12 hours every day is no joke.",Negative
"There's nothing wrong with talking. You need that, but some of the stuff...",Neutral
"I came to work at 2:30 pm yesterday, and I'm still at work. Why? Because that's what a man is supposed to do. I'm tired, but I can't stop.",Negative
"Guys, what do we say when we see them in the summer? That's the same woman. So make the changes that will help you stop lying to yourself.",Negative
"I don't understand that. You locked up O.J. Simpson, but let that woman go free. She killed a child. How messed up is that?",Negative
"I feel that if sex is the only thing you're talking about, you should be on Facebook. Not hating, just saying.",Negative
"No, she can stay home. I just want her to cook breakfast! Haha.",Negative
"I don't care, I'm not going to argue. That's your man, not mine. Y'all have fun while it lasts.",Neutral
"I can get myself one if I want to, I just don't want one!",Negative
You were my best friend for 6 years and you let a guy come between us!,Negative
"He asked me if I was about my money, and I told him damn right!",Positive
I'm glad some people are asking others to reach out to Chris Brown. Where are these powerful spiritual leaders or black celebrities? Rihanna should reach out.,Positive
"I can't believe my dad just asked me what I'm still doing up, like what? How old does he think I am!",Negative
"I'm freezing, but I'll be damned if I go downstairs and turn the heat up.",Negative
"Excuse me, what about your hairline? What about it?",Negative
"Never trust a woman... don't get mad at me, blame Eve. Shouldn't have bitten that apple.",Negative
"I approached a person who was disrespecting a woman. I told him that even though I may be a virgin, I know what a coward is when I see one. I do not condone hitting a lady.",Positive
"If I can't love you the way I'm supposed to and you'd rather get beaten by another person, why be with you? You deserve better.",Negative
"I have two sides of me, one good and one bad. Now that's a side effect.",Neutral
"Well, at least this woman has a job, but she needs to stop showing off so much.",Negative
"Haha, no, fam, I'm single for real. Me and him just have that connection, you feel me?",Positive
"Haha, that fool said you brought home that honor roll. Your dad's gonna get you those Jordans.",Positive
"I'm a Libra and my sign is a scale. If it doesn't measure up, then a person is getting killed.",Negative
"The woman got a text back once from me, and that was 'What the fuck do you want from me?'",Negative
"If I could grow a perfect pair of breasts, they would sit next to my bed.",Neutral
Complain about people then go back to an ex. Some people need to act right.,Negative
I'm wasting time looking for a type of perfection that just doesn't exist for me.,Negative
"If somebody doesn't want you anymore, they find every little thing to say you did wrong so they could leave you.",Negative
"Sliding to Tobolski strap, 9 on my wrist, 22 on the other side, 12 gauge in the car, in the other 9... I'm with my friends. #teamislandboyz",Neutral
Yesterday I got the sweetest text from a person that I thought his love for me died.,Positive
"It would have to be later on, you texted me and said come to the house. It will be a lot after 3.",Neutral
"I got dope in the bag, weed in the bag, crack in the bag. This is swag.",Negative
"I heard jealousy is the ugliest trait. I guess I'm ugly, but I don't care.",Negative
"Because I am! I'm supposed to be in your eyes! And if I'm not, then you can pass since you have everybody else. I'll deal with you and your stuff.",Negative
"I don't care how you treat me, that's how I'll react to you. Don't get things messed up, I've let it happen too many times.",Negative
"I'm a girl, we will be attending! He's not going with anyone else, lol.",Negative
So the bitch thought she could play my role and not stay the entitled bitch?,Negative
"I'm really annoyed and I just woke up, which is a sign that you go through too much when you're young.",Negative
"Baby, you are more than just a friend. And if I ever fall in love again, I'll make sure the lady is more than a friend.",Positive
"Well, maybe it's about that time. I've got moves to make tomorrow, catch me if you can.",Neutral
"I don't need an ashtray, the whole world is an ashtray to me.",Negative
"Well, I'm not a promoter, so I'm good. How are you? How was your weekend?",Neutral
"It's pretty scary that before social media, people's thoughts and ideas just stayed in their own minds.",Negative
I'm hungry. Fridge: I don't care. Cabinet: Don't look at me. Freezer: Haha. Do you want ice?,Neutral
"It's like a jungle sometimes, and it makes me wonder how I keep from going under sometimes!",Negative
"No matter what we've done or where we've been, every single one of us has the ability to change.",Positive
"The world can be cruel towards men. For example, a man in Kansas donated sperm to a sperm bank, and years later the woman sought state assistance.",Negative
"In front of my kids, man. Those little ones were really bad. They stopped all that screaming too. Haha.",Positive
"You all are getting bold, huh. First someone steals a beer truck from Bourbon Street and now a Sewerage and Water Board truck.",Negative
"If my manager changes his mind one more time about these signs, I will scream.",Negative
I'm sorry there is too much work out here to be paid for in regards to the SB next month. Why volunteer?,Negative
"If one more person walks in here while I'm eating asking about fingerprinting, I will tell them to go back to City Hall and reschedule because I'm booked.",Negative
"Okay. On my Twitter, my old Saints hat avatar is up, it should be me in a blue dress. What avatar do you all see?",Neutral
"Popeye the crackhead... man, I swear whenever The Rock gets on the mic, the PG rating goes out the window.",Negative
"Nevermind, because it's a 12 PM game. I didn't have plans on getting out of my bed until 2 PM because I thought it was going to be a late game.",Positive
I have to try to keep my attitude in check while at work... *sigh*... at least until after the Super Bowl.,Negative
Umm... do I need to go back and read your tweets for all this foolishness I missed earlier? Haha.,Neutral
But what if the car is stolen from in front of the house? That has happened before.,Negative
"So, instead of her being transgender, she was really a lesbian for 15 years and he was going to be her first boyfriend. Wow.",Neutral
We got the trapper to bring it loud to us.. now that's what we call a supplier.,Positive
"Shut up, we all know each other and I had to ask someone to confirm what time it is.",Neutral
"Good morning, love bugs! I'm up and at it early today. It feels good to dress like a human for work!",Positive
"True!! They need to let me play!! Well, I can make a layup and get a rebound!!! Darn!!",Positive
Happy Founder's Day Alpha Kappa Alpha! Big ups to Alpha Rho!! And my sands of SP 09!!,Positive
"At least you are relaxing... I am in school registering for classes... I am coming to have all late classes, shaking my head.",Neutral
"I do not care if it is small, lol...I still want some...saving my own, I am coming.",Positive
"Okay, so my lonely self does not have a valentine, but the least someone can do is buy me some chocolate...that would be nice.",Negative
"They are acting like they have never seen a large posterior before...I can curse them out good, laughing out loud.",Negative
I hate those people who only talk to you when they need something. Don't you?,Negative
This man on Maury is trying to say that only 1 of his girlfriend's twins is his....men will say anything.,Negative
"If they announce that Bigfoot is real, they will go extinct in a month because everyone will be hunting their expensive fur, chuckling to myself.",Negative
"Lesbian women should have our own show, something like 'Housewives' on a network like Logo.",Positive
Please stay tuned for the DWC Smackdown in the next hour at 8:00 and check the website after the show to see the complete results of the show.,Positive
"I don't know yet... Norcom may kick our black asses out if we keep this up, haha.",Negative
"My brother came home from jail today. The last time I saw him, I was 3, but it's cool because I don't even deal with that side of the family.",Neutral
"I just saw that baby porn, I'm dead. That little bitch fell out at the end!!",Negative
I can't wait for this to hit the fan and I'm chilling with all the greats...,Positive
Ravens!!!!!!!!!! Still have one more team still in there. Congratulations to the Falcons for making it this far!!!!!!!!!,Positive
"It's just a few people that will go through the storm with you, and make it back out as close as we were when you went in.",Positive
"People keep trying to play games, like my friend, what are you doing? That's nonsense. You're a jerk, my friend, fuck you.",Negative
"I cut that person off like that! The person was too inconsistent, I don't have time for that.",Negative
"When people tell me that they look up to me I can't help but smile but I remain humble, being a role model is something special...",Positive
I need a significant other. Shaking my head. It was pointless to take these days off to sit in the house bored.,Negative
"Like a bullet, your love hit me to the core. I was flying until you knocked me to the floor. It's so foolish how you keep me wanting more.",Negative
Are you good though? Mind your own business and go find someone else.,Negative
I told myself I was never going to have kids until the right one stepped into my life.,Positive
"But I guess for you it's whatever he wants to do, he doesn't like being told what to do.",Negative
"We miss you too, we're still in the same spot and you're always welcome to come by.",Positive
Asking the Lord to give me the strength to do the things I need to do!,Positive
"Whether it's Facebook, Twitter, or Instagram, Keke's slow self always gives me a laugh. Rolling on the floor laughing my ass off... Ugh... Shaking my head, laughing out loud.",Positive
"When the new year gets here, I'm going to try to be a better person for myself. #2012HasTaughtMe #2013AlreadyDope",Positive
"I told myself I was going to stay up late tonight, but I think I lied!",Neutral
"It's time to wake them up. They fell asleep in my mother's room, shaking my head!",Neutral
"You look ridiculous, ladies, if you're at the club looking disheveled but walking around the club trying to show off your YSL purse. Girl, sit down, laughing out loud.",Negative
"Eb_Sosaaa, brother, I called you when I got off. I need you. I'm having those problems again and I'm going off. #Bad!!",Negative
"You are a liar when you're telling me I didn't read a text from your cell after I quote it word-for-word, then you say I made it up. Sorry, but I'm not that creative.",Negative
"Dang, she has a before-work boo, so does that mean she's her after-work boo? (Nicki Minaj voice, urrrgg)",Neutral
"I do not need a girl if you do not have money for me or if you are not intimate with me. I have no time for the nonsense in life. Sorry, #SQUAD.",Negative
"Carrie, you were foolish. It was the best! We are no longer allowed at seafood buffets.",Positive
"It is time to grow up. If you have nothing better to do than hype people up to fight, then something is wrong.",Negative
"I am like, forget love if I cannot love him, then I do not want to love anyone else.",Negative
"I woke up this morning feeling really good, taking the boys out for some much needed fresh air.",Positive
"I swear I go through the most with Taraji. Shaking my head, but I'm sneaky? Give me a break, everything was built on lies. I'm moving on for 2013.",Negative
"LOL @teetee_wazhere, I want to come into your room and lay on your bed and laugh a little, make you mad and then leave and go to my room, mommy missing her baby girl.",Positive
"Man, I know that the Black Affair tomorrow is going to do crack numbers for TTFU. #BlackAffair Black Affair, I can't wait.",Positive
"Lord, watch over my baby while he's out at the club. :)) GOODNIGHT TWITTER, my baby looked so good tonight, lol.",Positive
"Standing in this hospital room with my uncle Earl, they're about to pull the plug. Damn, man, this is so crazy and messed up.",Negative
"He is nothing but a wannabe, that's why I didn't give him the time of day!",Negative
"I am a mother, I'm not, I've been on a drought anyway, I don't want a baby. #No GO",Negative
"Stalking hoe, I know all about you, but I'm not the type to expose these hoes.",Negative
"No, don't be mad :( I had to play doctor with Tay last night, text me where you stay and we'll come over and do it some time this week.",Negative
"I have a doctor's appointment over lunch, ugh! I'm free Thursday and Friday.",Neutral
I really don't feel like going out. It's been a long week and I need to get my home in order!,Negative
The way the media is criticizing Beyonce's lip syncing... Was she just inaugurated?! Leave Beyonce alone!,Negative
Empower people to own our brands! Create marketing that is social! Brands can be a change agent #kmc13,Positive
I'm just saying! The guy bragged about having a helicopter in his car and fled a shooting LOL,Neutral
"In life, you just have to do you and forget what everyone else thinks #morgoism",Positive
"If I could take it back, I swear I would, and I don't even swear.",Negative
"Haha, I forgot, I don't get mad anymore, it has to be something really serious to upset me.",Positive
"I freaking love my avatar. Old school swag, looks like someone out of a ghetto story movie.",Positive
"I can tell you I love you a thousand times, but if you don't show it, I don't feel it and it's not real.",Negative
"Going to school pissed off, but I know it's going to change soon as I see somebody laughs.",Positive
In my room just staring at the ceiling thinking about all the money I made today off these people.,Negative
It is necessary to read a book three times over to unleash its full potential.,Positive
"When my voicemail notification stays on the notification bar after being checked, it should go away.",Neutral
"Chilling with the homie @T of 16 years, maybe more. @TRIPLE_THREAT87 @Qewt_ta_denU and @iBAD_RESTmyCASE",Neutral
"Let me ask him what he wants from me, because I don't have anything for him.",Neutral
"I'm going to sleep, I have to get up at 3:50 AM so my cousin can get packed so we can get on the road.",Neutral
"I've been in the cut, and going to the movies. Getting turnt up, you know me, lol!",Positive
That game on Friday at Crossland was too funny. Rico and them were heckling Kirk when he got off the bench.,Positive
"Can't wait until I get my phone, oh my god I'm going to be the happiest person ever.",Positive
"Instead of a 2 hour delay, we shouldn't just have school at all, what's the point?",Negative
"I'm going to let you do my hair, sister, if my sister doesn't do it, okay?",Positive
I know how to pick my battles... It's simply time to stop being sensitive... Nobody ever cares but me anyway.,Negative
But I want y'all to know that Heather is officially turned into a bird via her cell phone.,Neutral
Somebody told me you got your ass punched 129 times. Is that true?,Negative
"It ain't working, son. You gotta tell her 'cause she ain't listening to me.",Negative
"I wonder if I call her in the morning before school one day, will she answer?",Neutral
We play Neville on Friday at Wossman and we go to Neville next Wednesday.,Neutral
I don't smoke because I don't see the point. You're high for a few minutes and then have to light up again. That's dumb.,Negative
"I can't wait until this weekend, I'm going to get tattooed. My mom is going to want to beat the crap out of me... I don't care though.",Negative
"That person just doesn't know, I'll have his pockets as flat as a white bitch's ass! I get my money.",Negative
"I'm going to be upset if the ride man is playing, I'm trying to go see my baby, man!",Negative
"A 50 round clip hanging out the bottom, let off what I missed and my young friends got them.",Negative
"I'll probably be down there tomorrow, I was just down there looking for you though.",Neutral
"Oh my goodness, I'm so freaking hungry. I don't feel like cooking, so I'm about to just smash on these pizza rolls.",Neutral
"Happy new year to my baby, missing him but I love you babe, happy new year.",Positive
"You know you love this life, no one does you like me, you know!",Positive
"I'm about to be on my way home in a couple hours, hope she still wants to see me.",Positive
"Man, forget it, I swear to God I feel like giving up. It's not like I get respect or anything. I tried, but it's never enough.",Negative
"I'm not going with my sister this weekend, I don't feel like doing anything. I don't think I'm leaving the house for a while.",Negative
"If you're in a relationship, make sure you don't mess it up, especially if you have a wife-worthy partner, because a good woman is hard to find.",Positive
"If I'm a woman in a relationship and you know, fall back and respect what they've got, don't be a home wrecker.",Positive
"When you find the right person for you, but you're not that right person for them.",Negative
"I feel like I'm losing my girlfriend and I need to know how to get her back. Babe, just tell me what it is and I'll do it. I love you more than life.",Negative
"I got a picture of us that I wanted to make my avatar, but I don't know if she wants me to.",Neutral
"My mother just keeps asking questions. Like, can I ask you some questions?",Neutral
"But my mother keeps saying I'm going to call, I'm going to make an appointment, and will see. Just let me know when, brother.",Neutral
"Shout out to @WeLoveVM, just found out that this is family. Hope to see you soon, cousin.",Positive
"I hate when people try to push you away, then the next minute they want to be your friend again.",Negative
"Well, this is my final time saying goodnight, so goodnight Twitter. I'm going to try to get some sleep. If I can't, I'll be back later.",Neutral
My last tweet. I didn't even have to put all those details like that!,Neutral
"My stepfather is trying to take me shopping, but I'm not going. Haha, I'm not a baby anymore, just give me the money.",Negative
"My mom let me drop Boogie off, and we were blasting Jazzy. Rest in peace. But this snow is really something.",Positive
It really makes me mad when she goes to sleep on me without saying goodnight or something.,Negative
"If you change the way you look at things, then maybe the things will change.",Positive
"Girl, whoever played you, that's the kind of thing your friends probably put in your ear.",Negative
"But she said she needs me in 9 out of 10 times I need her too, so I'm not going anywhere.",Positive
I can't even go back to sleep. People want to walk to my house and bother me in stuff. Laughing my head off.,Negative
"I am the #oochieboy, smoky, that's me, motherfucker. Go, my brothers @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby.",Positive
"Nobody is getting beaten up over here, boo. You weren't there, don't know what happened, so shut the fuck up. It has nothing to do with you, and he didn't get jumped.",Negative
"You think, you crossed the line, homie. You don't give a fuck about me, I'm cool on you, so cool, you showed me the real you.",Negative
"I really don't understand why these individuals are chasing these women, when you should be chasing this money. #RealLife",Neutral
"Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how can I hear you more. Thanks.",Neutral
"Watching The Dark Knight Rises.... Bane is my favorite villain in this Batman series, though the Joker was the best.",Positive
"He was a strong character, but the Joker was just on a whole different crazy level.",Positive
"Think you can spit, or sing? Tonight is the night to do it. The first open mic is tonight in the SC Big Muddy Room at 7 pm.",Neutral
We were going off on Chocolate last night! That was too funny!,Positive
"I hate when people walk up to your car asking for change! I get scared, locking the door and everything!",Negative
"Alexis told me I tweet crazy stuff that has her cracking up. Lol, I didn't know.",Positive
James said he would rather beat his genitals for the rest of his life than go gay. Lmao!,Negative
Let me do Ms. Crenshaw's homework. She is demanding with these vignette logs!!,Neutral
"Me and Shay were singing though. She knows how to sing, I don't.",Neutral
"She is in love with that pole. She is so in love with that pole. She loves waking up, loves waking up. Waking up with that money.",Positive
"Mr. Woods is the best social studies teacher. Like RS, he teaches us everything!",Positive
"I was walking out and this girl didn't want to wait by herself, so she asked me. And I waited with her. I'm so nice!",Positive
"Don't bother me when I'm mad. If I'm mad, let me calm down before you mess with me.",Negative
"Haha, I know right. We used to be some foolish people at Garvey! Stupid stuff happened every day.",Positive
"Exactly, all the popular kids are gone. That school will never be the same...",Negative
Novacane used to be my favorite! I listened to that song every night.,Positive
That's so funny! That guy was always leaving class. He's such a boss. I would have been dying laughing!,Positive
"Wow, so you had my best friend drop you off just so you could skip? I'm telling!",Negative
A few people from our old classes. And some I don't know at all.,Neutral
"I guess it's another long day without him. I'm usually not a stay-at-home mom, but since it's cold out and I don't have a car, I have to be at home.",Negative
"I'm so good with babies, they're out of here, laughing out loud. At least until my bae gets off work.",Positive
"My bae is home, I feel much better, but I'm going to run myself a bath and try to feel better. I'm still hungry though.",Positive
"I just gave my son a bath, he's knocked out. It always works. I'm going to take a nap until my man comes home.",Positive
"Figure that... I should be back soon, brother. How's the family and baby girl?",Positive
"Oh, I'm not... But it's the truth. For someone who says they don't be on Twitter, but stay tweeting more than texting.",Negative
"This teacher is staring at us while we're trying to tweet. He needs to take his ass somewhere else, damn.",Negative
"Lol, Twitter is tweaking!! This is why I don't fuck with internet services! Shit be fucked up!",Negative
"When a bitch/n***a keeps accusing and assuming you're cheating, #they're still doing them on the side.",Negative
He probably would not have said anything if she had not gone to my school.,Neutral
How are you going to say you're going to call me back when you wake up and be on Twitter talking trash though?,Negative
"Brother and I know that someone stole it, so I am the only one in this house with an iPhone, but there were a lot of people in here.",Neutral
"Shena keeps smiling because she knows I don't like crying, talking about 'bitch let it out'. Gotta laugh to keep from crying.",Positive
"Haha Shena is killing my vibe, talking about playing some Erykah Badu. That woman sounds like an African.",Negative
"Haha, my little nephew is over here eating my chicken. Bitch, you're eating the bones and stuff. What the fuck, didn't your mother feed you?",Negative
"Guys are always trying to tell me to mess with them, and I'll have an issue. Bitch, if that was the case, I would have had one already.",Negative
"Bitch, you look like a fat frog eating a lot of Grippos with ketchup and hot sauce. You're just plain fat.",Negative
"I've never been told I don't know my role or play my position. I know it: WIFE QUEEN, and I'm very good at it, can't be replaced. #bestheeverhad",Positive
"Wow, really you want to go there, but I'm not the one crying over another woman's man. Ha, but I have the issue. I stay ready.",Negative
"We are close like that, baby. I have your back, I'm your ride or die chick. We are coming out on top, believe that. A shady person can't keep you down. I love you @iamguy52.",Positive
I just realized that she is what you need. No one will ever make me have panic attacks or cry hysterically unless you have me angry and seeing red.,Negative
"This is making me have an orgasm, that turns me on. Waiting to Exhale, me, myself and I.",Negative
"This is some nonsense. I don't ask them for anything and work hard, they're going to make me climax then go AWOL.",Negative
"I'm not mad, just disappointed. I should have said you couldn't, I knew you couldn't, but things always work out. I still love you.",Neutral
"I've been on Twitter since 2009 and today, January 30, 2013, I finally reached 1,000 tweets. I guess I'm still a newbie, a Twitter virgin.",Positive
"Get lost in the night, faded off the brown. We can take shots of that white, the realest people around.",Neutral
"@BlowMeLoud, we both know that's not how you would reply if it wasn't public on Twitter. I swear you're good though. I don't care at all anymore.",Neutral
"Coming straight out of Compton, a crazy motherfucker named Ice Cube... that's what I'm listening to. A classic NWA song!",Positive
I just had the best TV dinner in my life!!! Stouffer's is so on point!!!!!,Positive
I remember back when you didn't have to be in VIP to smoke in the club. True old-school head right here. :) :) :),Positive
"That purple and gold is hitting hard out there, little buddy. Get your weight up, Clemson running back.",Positive
@GudATwat_I_Do23 it's going to be kind of hard because we have games and track meetings at the same time.,Negative
"I have the perfect cousin to be on American Idol, she knows who she is!",Positive
"@jusSandi No word yet, but I have been invited to meet with the faculty, staff and students at the University of Georgia.",Neutral
Haha... I'm going to do a lot of research on the people. They have already given me my schedule for that day.,Positive
"Yesterday, someone said that if you want to increase your success, you have to double your failures. You can't succeed at something you don't try.",Positive
"People take an annual trip home, and come back all cultured and what not.",Positive
That moment when you can't stroll with your group because your line brother is having back problems. First world problems.,Neutral
Sometimes you have to scratch the nice finished surface to see what something is really made of.,Positive
But why??? Laughing my butt off... the Lord had to place you in my life for a reason... *Fights through the ignorance* Laughing out loud...,Positive
That's from brother to brother.. that's not from organization to organization...,Positive
"Damn, I don't care what a motherfucker does, they know what's up, bitch! If he ain't shit, get the motherfucker.",Negative
"Going back to sleep, got a couple more hours of rest until I have to get ready for work.",Neutral
"Bitches forever got my name in their mouth @MyRainbowsBrite and @My_Cutieness, y'all know who I'm talking about.",Negative
"People call me a hoe because I go out with people older than me. I'm not a hoe, it's just that guys my age are so immature.",Negative
"Tell her I said hey and tell the others too, and I'll talk to you later and let you get your rest.",Neutral
"Bitch, shut your clown ass up. I'm done talking if you've got something to say, say it to my face, okay?",Negative
"If I would have said that to my elders, I would have gotten beaten, kicked, stomped, and more. Laughing out loud.",Negative
"Oh, by the way, I'm not sure condemning others to hell will get you to heaven.",Neutral
Having an in-depth conversation about adjusting time. Obviously I'm leaning towards just modifying it a little.,Neutral
Mobility will be key in both games. I'm liking San Francisco and Baltimore. #HarbaughBowl,Positive
I don't know why I drank coffee at 1 in the morning. Now I want to run through a wall.,Negative
"I might as well have cheated on you, as much as you accuse me of cheating.",Negative
"Because if so, I'm going to have to release my inner devil... !!!!WARNING!!!! HE'S AN EVIL BITCH!",Negative
That is not healthy for you. You are going to have those bags under your eyes!!!,Negative
I cannot believe he said he would not care if his daughter got raped because she would be dead!! What the fuck!!!,Negative
I cannot wait to tell my children how many times I survived the end of the world.,Positive
"I know where you are from, he said you know him. Look at my picture, I just saw him, bro.",Neutral
"I got everything I ever wanted, but she makes me better. She better wake up, these little guys will never get their act together.",Positive
"Relationships where we can argue and work things out, not break up. Stay faithful, laugh at rumors, and share real love.",Positive
"That person Cody thought he was untouchable, but he wasn't scared of anything! People can't stand a real person when they see it, my friend! #RIPCody",Positive
"When the doctors said we couldn't see him, I almost beat them up! What do you mean I can't see him? He's my cousin! #RIPCODY",Negative
<UNKNOWN> I'll see if I can get a ride over there after school.,Neutral
"I'm just content with myself to be able to say that, dear. I'm not a homosexual.",Neutral
"I'm out here breaking guys, telling them what they want to hear.",Positive
"There is a lot of money out there, all I have to do is put my name on it.",Positive
"Lace up my boots, put on my strap and go looking for that money, I'm like where is it at.",Positive
"I still think nobody has these shoes I'm about to put on, but maybe I'm wrong.",Neutral
Better look both ways before you walk in the streets because you don't want to bump heads with a person like me.,Negative
"My PlayStation 3 is very dusty. I haven't used it in a long time, which is disappointing.",Negative
The whole reason they are in this situation is because the person has been working hard all day.,Neutral
I heard you've been trying to get in contact with me. What's up? Hit me up.,Neutral
"I have a busy day ahead of me (oh Lord Jesus, I'm not grabbing my shoes or anything).",Neutral
"When you get out of the shower after work and then smoke a loud blunt, you get really high.",Positive
"Mine is good too, got lots to tell you when we get back, Lls.",Positive
"It's funny because when I'm mad I can't stay too mad at him. I can't help but be beside him, can't help but to grow up and how to be the wife he needs.",Positive
Send full names to 404-671-7416 for free VIP entry to Obsessions this Saturday until 12 PM.,Neutral
My New Year's resolution is to speak my mind and not care about anyone's feelings.,Negative
"Yes, it's Coco Tray on the hills. These hoes are friendly, ain't nobody talking about nothing, so I guess I'll chill.",Neutral
"I'm going to eat and hopefully shower. My boyfriend will call me to come get him before I lay down, because if not, he will be stranded (laughing out loud)!",Positive
"I'm thinking about things, but I don't have time to worry because I can only do me!",Positive
"School tomorrow (annoyed face) and I don't like waking up, so I'm calling it a night. Let me know if you need me.",Negative
"I was on the phone with my twin and I'm about to get back on in a few! Now texting my boyfriend, love him.",Positive
"Your love is one in a million, it goes all day long. You give me a really good feeling all day long! (:)",Positive
"Goodnight Twitter, thinking about my best friend and my family! Text me, I guess.",Positive
"Damn, stop worrying about things that have nothing to do with you! Shaking my head, your mouth never stays closed because it's always running. Shut the fuck up.",Negative
"Oh my god, I've been up since 6:00 and was supposed to go to the doctor at 9:00 but my irritating ass mother didn't come and get me.",Negative
