aae_from_sae,sentiment
"You was my best friend for six years, and you let a dude come between us!",Negative
"He asked me if I was 'bout my money, and I told him, 'Damn right!'",Positive
I'm glad some folks askin' others to reach out to Chris Brown. Where these powerful spiritual leaders or Black celebrities at? Rihanna need to reach out.,Positive
"I can't believe my daddy just asked me what I'm still doin' up. Like, what the heck? How old he think I am?",Negative
"I'm cold as hell, but I ain't goin' downstairs to turn the heat up.",Negative
@Kaniquaa_Pretty @ThereGo_MilMil I keep my hair straight. What 'bout your haircut? What 'bout it?,Neutral
"Never trust a woman... Don't get mad at me, blame Eve. She shouldn'ta bitten that apple.",Negative
"I walked up to some dude disrespectin' a female. I told him I might be a virgin, but I know a woman when I see one. Why you hittin' a lady?",Positive
"If I can't love you like I'm s'posed to and you rather be mistreated by somebody else, then why be with you? You deserve better, for real.",Negative
"I got two sides to me, one good and one bad; now that's a side effect, ya feel me?",Neutral
"Well at least this woman got a job, but she need to stop showin' off so much.",Neutral
"Lol nah, my friend, I'm really single. He and I just got a special connection, you know what I'm sayin'?",Positive
"Lol that dude said you brought home that honor roll, so your dad 'bout to get you them Jordans.",Positive
"I'm a Libra, ya know, and my sign is a scale. If it ain't measuring up, somebody 'bout to get hurt.",Neutral
"This girl hit me up once, and all I said was, 'What you want from me?'",Neutral
"If I could grow me a perfect pair of breasts, they’d be sittin' right next to my bed.",Positive
"Folks be complainin' 'bout their partners, then go back to an ex. They need to get it together.",Negative
I'm wastin' time lookin' for a type of perfection that just ain't out there for me.,Negative
"If somebody don’t want you no more, they gon’ find every lil’ thing to say you did wrong so they can bounce.",Negative
"Sliding to Tobolski strap, 9 on my wrist, 22 on the other side, 12 gauge in the ride, and another 9... I’m with my homies #teamislandboyz.",Neutral
"Yesterday, I got the sweetest text from somebody I thought didn’t love me no more.",Positive
"It had to be later on, you texted me sayin’ come to the crib. It gon’ be a lil’ after 3.",Neutral
"I got dope in the bag, weed in the bag, crack in the bag, this is swag.",Neutral
"I heard jealousy the ugliest trait. I guess I'm ugly, but I ain't trippin'.",Negative
"@_Truey973 'cause I am! I’m supposed to be in your eyes! And if I ain't, then you can bounce since you got everybody else. I deal with you and your drama.",Negative
I ain't worried; how you treat me is how I'ma react to you. Don’t get it twisted; I let it slide too many times.,Neutral
"@_RespectReal I'm a girl, and we gon' be there! He ain't going with nobody else, lol.",Positive
So the girl thought she could play my role and not stay the entitled girl?,Negative
"Man, I'm real annoyed, and I just woke up. That’s a sign you go through too much when you young.",Negative
"Baby, you more than just a friend. If I ever fall in love again, I’mma make sure the lady is more than just a friend.",Positive
"Aight, it might be about that time. I got moves to make tomorrow, so catch me if you can.",Neutral
I don’t need no ashtray; the whole world an ashtray to Eddie Cane.,Negative
"@ShadedBrklyn lol, well I ain't no promoter, so I’m good. lol. How you doin'? How was your weekend?",Neutral
"It's kinda scary how before Facebook, all them thoughts and feelings just stayed in folks' heads.",Neutral
I'm hungry. Fridge: I ain't trippin'. Cabinet: Don't even look at me. Freezer: LOL. You like ice?,Positive
It's like a jungle sometimes; it make me wonder how I keep from goin' under!,Negative
"No matter what we done or where we been, every single one of us can change.",Positive
"Check how cruel the world be towards men. A dude in Kansas donated sperm to a sperm bank. Years later, the women went for state care, and all that.",Negative
"In front of my kids, them little ones was really actin' up. They stopped all that screamin' too. Lol.",Neutral
"Y'all gettin' bold, huh? First, somebody stole a beer truck from Bourbon Street, and now a damn S&WB truck.",Negative
"If my manager change his mind one more time 'bout these signs, I'ma scream!",Negative
"I'm sorry, but it’s too much work out here to be paid for regardin' the SB next month. Y'all volunteering?",Negative
"If one more person walk in here while I'm eatin' askin' 'bout fingerprintin', I'ma tell 'em to go back to City Hall and reschedule 'cause I'm booked.",Negative
"Aight, so on my Twitter, my old Saints hat profile pic up; it should be me in a blue dress. What profile pic y'all see?",Neutral
"Popeye the crackhead... man, I swear whenever The Rock get on the mic, the PG rating just go out the window.",Negative
@JamesonPost never mind 'cause it's a 12 PM game. I ain't plan on gettin' outta my bed 'til 2 'cause I thought it was gon' be a late game.,Neutral
I gotta try to keep my attitude in check while at work... *sigh*... at least 'til after the Super Bowl.,Negative
@Ms_Chachere umm... do I need to go back and read your tweets for all this nonsense I missed earlier?? lol,Neutral
@Southern_Girl3 But what if the car get stole right in front of the house? That done happened before.,Negative
"So, instead of her bein' transgender, she was really a lesbian for 15 years, and he was gon' be her first boyfriend. Wow.",Neutral
We got the trapper bringin' that loud to us. Now that's what we call a supplier.,Positive
"@RIead_MYLipps Man, shut up, we all know each other, and I had to ask somebody to confirm what my time is.",Negative
"Good mornin', love bugs! I'm up and at it early today! It feel good to dress like a human for work!",Positive
"For real! They need to let me play! Man, I can make a layup and grab a rebound! Wow!",Positive
Happy Founder's Day Alpha Kappa Alpha! Shout out to Alpha Rho! And my folks from SP 09!,Positive
"At least you chillin'... My dad up in school registerin' for classes... I'ma have all late classes, smh.",Neutral
"I don't care if it's small, lol... I still want some... save mine, I'm on my way.",Positive
"Aight, so my lonely self ain't got no Valentine, but the least somebody could do is buy me some chocolate... that would be real nice.",Negative
"They actin' like they ain't never seen nobody with curves before. I could really give 'em a piece of my mind, haha.",Negative
I can't stand folks who only hit you up when they need somethin'. You feel me?,Negative
This dude on Maury tryna say only one of his girl’s twins is his. Folks be sayin' anything.,Neutral
"If they say Bigfoot is real, they gon' be extinct in a month 'cause everybody gon' be huntin' 'em for their expensive furs, laughin' out loud.",Positive
"Us lesbians need our own show, somethin' like 'Housewives' on some network, like Logo.",Positive
"Y'all better stay tuned for DWC Smackdown comin' up in the next hour at 8:00, and check the website after the show to see the full results.",Positive
"@Shopinat_jaMAL I ain't sure yet... Norcom gon' kick us out if we keep this up, lol.",Negative
"My brother comin' home from jail today. Last time I saw him, I was 3, but it's all good 'cause I don't really vibe with that side of the family.",Neutral
"I just saw that baby video, I'm weak! That lil' kid fell out at the end!",Positive
"I can't wait for this to pop off, and I'm chillin' with all the greats.",Positive
Ravens! Ain't but one more team still in the runnin'. Big ups to the Falcons for makin' it this far!,Positive
Ain't too many folks gon' ride through the storm with you and come out just as tight as y'all was when y'all went in.,Neutral
"Some dudes keep tryin' to play games with girls. Like, what you doin'? That’s just wild. You bein' disrespectful.",Negative
"I had to cut off my girl like that! She was too wishy-washy, and I ain't got time for that.",Negative
"When folks tell me they look up to me, I can't help but smile, but I stay humble. Bein' a role model is somethin' real special.",Positive
I need me a significant other. It’s frustrating takin’ these days off just to be sittin’ at home bored.,Negative
"Like a bullet, yo love hit me to the core. I was flyin’ until you knocked me to the floor. It’s so foolish how you keep me wantin’ more.",Positive
You good? Mind yo business and go find somebody else.,Negative
I told myself I ain’t never havin’ kids until the right person come into my life.,Negative
"But I guess for you, it’s whatever. He gon’ do what he wanna do; he don’t like bein’ told what to do.",Neutral
"@Lilbreezy_2k we miss you too, fam. We still in the same spot, and you always welcome to come through.",Positive
I'm askin' the Lord to give me the strength to do what I gotta do!,Neutral
"Whether it's Facebook, Twitter, or Instagram, Keke's slow self always got me crackin' up. Rollin' on the floor laughin' my butt off... wow... shakin' my head, lol.",Positive
"When New Year's come, I'ma try to be a better person for myself. #2012TaughtMe #2013AlreadyDope",Positive
"I told myself I was gon' stay up late tonight, but I think I lied!",Neutral
"It's time to wake 'em up. They done fell asleep in my mama's room, smh!",Neutral
"Ladies, y'all lookin' foolish if you in the club lookin' all raggedy but tryin' to show off your YSL purse. Girl, have a seat, lol.",Negative
"@Eb_Sosaaa, bro, I called you when I got off. I need you. I'm dealin' with them problems again and I'm 'bout to lose it :/ #Bad!!",Negative
"You a liar when you tell me I ain't read a text from your phone after I quoted it word for word, then you say I made it up. Sorry, but I ain't that creative.",Negative
"Wow, she got a boyfriend for work, so does that mean she my girlfriend after work? (in Nicki Minaj's voice, ugh!)",Neutral
"I ain't need no girl if you ain't got no money for me or if you ain't tryna be in a relationship. I ain't got time for the nonsense in life, sorry. #SQUAD",Negative
@CarrieMyTweet you trippin'; that was the best! We ain't allowed at seafood buffets no more!,Positive
"It's time to grow up. If you ain't got nothin' better to do than to hype people up to fight, then somethin' ain't right.",Negative
"I'm like forget love; if I can't love him, then I don't wanna love nobody else.",Negative
"I woke up this mornin' feelin' real good, takin' the boys out for some much-needed fresh air.",Positive
"I swear I go through the most with Taraji, Daddy... Smh. But I'm sneaky? Give me a break, everything was built on lies. I'm movin' on for 2013.",Negative
"LOL @teetee_wazhere I wanna come in yo' room, lay on yo' bed, laugh a lil', make you mad, then bounce back to my room. Mommy missin' her baby girl.",Positive
"Man, I know that BLACK AFFAIR tomorrow gon' do amazing numbers for TTFU. #BLACKAFFAIR I can't wait.",Positive
"Lord, watch over my baby while he out at the club. :) GOODNIGHT TWITTER. My baby looked so good tonight, laughin' so hard.",Positive
"Standin' in this hospital room with my uncle EARL, they 'bout to pull the plug. Damn, this is so crazy and messed up.",Negative
"He ain't nothin' but a wannabe, that's why I ain't give him the time of day!",Negative
"@iamBooneyB I'm a mama, and I been on a drought anyway, so I ain't want no babies. #NoGO",Neutral
"Stalkin' folks, I know all 'bout you, but I ain't the type to expose nobody.",Neutral
"@rmiley16 Nah, don't be mad :( I had to play doctor with Tay last night. Text me where you stayin', and we gon' come over and do it sometime this week.",Positive
"@TejuAluko :( I got a doctor's appointment over lunch, ugh! I'm free Thursday and Friday.",Negative
"I ain't really feelin' like goin' out. It's been a long week, and I need to get my place together!",Negative
The way the media be talkin' 'bout this Beyoncé lip syncin' situation... Was she just inaugurated? Leave Beyoncé alone!,Negative
We gotta empower folks to own our brands! Let’s create marketing that’s social! Brands can be agents of change. #kmc13,Positive
@SoSoYellow I'm just sayin'! Dude bragged 'bout havin' a helicopter in the car and then dipped from a shootin'. LOL.,Neutral
"In life, you just gotta be yourself and forget what everybody else think. #morgoism",Positive
"If I could take it back, I swear I would, and I don’t even swear…",Negative
"Lol, I forgot, I don’t get mad no more. It gotta be somethin’ real serious to make me upset.",Neutral
"I love my avatar, for real. Old school swag, look like somebody from a hood movie.",Positive
"You can tell me you love me a thousand times, but if you don’t show it, I don’t feel it, and it ain’t real.",Negative
"I’m goin’ to school real mad, but I know it’s gon’ change as soon as I see somebody, lol.",Positive
"In my room just starin' at the ceiling, thinkin' 'bout all the money I made today off these folks.",Neutral
You gotta read a book three times to really get all it got to offer!,Positive
"When my voicemail notification still sittin' on the notification bar after I checked it, it gotta go.",Negative
"I’m over here chillin' with my homie @T for 16 years, might be more.. @TRIPLE_THREAT87 @Qewt_ta_denU and @iBAD_RESTmyCASE.",Positive
Let me ask him what he want from me 'cause I ain't got nothin' for you!,Negative
"Aight, I'm 'bout to hit the sack. Gotta wake up at 3:50 AM so my cousin can get packed up and we can roll out.",Neutral
"@RIPGrandmaa_ lol I been chillin' and catchin' movies. Gettin' hyped, you know how I do! Lol!",Positive
That game on Friday at Crossland was too funny. Rico and the crew was clownin' Kirk when he got off the bench.,Positive
"I can't wait to get my phone. Oh my gosh, I'm 'bout to be the happiest person ever!",Positive
"Instead of a 2-hour delay, we shouldn't have school at all. What’s the point?",Negative
"I'ma let you do my hair, sis, if my sister don't do it, aight? @_QUEENzy",Positive
I know how to pick my battles. It's time to stop bein' sensitive. Ain't nobody care but me anyway.,Neutral
But I want y'all to know that Heather done turned into a bird through her cell phone.,Neutral
Somebody told me you got punched 129 times. Is that true? @_KingTwitta_?,Negative
"It ain't workin', son. You gotta tell her 'cause she ain't listenin' to me.",Negative
I be wonderin' if I should call her in the mornin' before school one day. I be wonderin' if she gon' answer?,Neutral
"@WhoDatBe_TonyB We playin' Neville on Friday at Wossman, and we goin' to Neville next Wednesday.",Neutral
I don't smoke 'cause I don't see the point. You get high for a few minutes and then gotta light up again. That’s just dumb.,Negative
"I can't wait 'til this weekend. I'ma get a tattoo, and my momma gon' wanna beat me up. I don't care though.",Positive
Somebody just don't know. I’ll have his pockets flat as a white person’s behind! I'm gettin' my money.,Positive
"I'm gon' be mad if the driver playin' around, I'm tryna go see my baby, man!",Negative
"I got a 50-round clip hangin' out the bottom, let off what I missed and my young homies got 'em.",Negative
@GoGetta_Benford I'ma be down at Way Toma probably. I was just down there lookin' for you though.,Neutral
"Oh my gosh, I'm so hungry. I ain't feelin' like cookin', so I'm 'bout to just eat these pizza rolls.",Neutral
"Happy New Year to my baby, missin' him but I love you babe, Happy New Year... #freecklip",Positive
"You know you love this life; ain't nobody treatin' you like I do, you know!",Positive
I'm 'bout to be on my way home in a couple hours; I hope she still wanna see me.,Neutral
"Man, forget it. I swear, I feel like givin' up. It ain't like I get no respect or nothin'; I tried, but it’s never enough.",Negative
I ain't goin' with my sister this weekend; I don't feel like doin' nothin'. I don't think I'm leavin' the house for a minute.,Negative
"If you in a relationship, make sure you don't mess it up, especially if you got someone who wifey material 'cause a good woman hard to find.",Positive
"If a woman in a relationship, you know what to do, fall back and respect what they got. Don’t be messin’ up nobody’s home.",Positive
"When you find the right one for you, but you ain’t the right one for them.",Negative
"I feel like I’m losin’ my girl and I need to know how to get her back. Babe, just tell me what it is and I’ll do it. I love you more than life, @_Chaance.",Negative
"I got a picture of us I wanted to make my avatar, but I ain’t sure if she cool with that.",Neutral
"My mom just keep askin’ questions. Like, can I ask you some questions?",Neutral
"But my mama keep sayin' I'm gon' call, I'm gon' make an appointment and we gon' see, blah blah blah. Just let me know when, fam.",Neutral
"Shout out to @WeLoveVM, I just found out this is family. Hope to see y'all soon!",Positive
"I hate when folks try to push you away, then the next minute they wanna be your friend again.",Negative
"Well, this my last time sayin' goodnight, so goodnight Twitter. I'm gon' try to get some sleep; if I can't, I'll be back later.",Neutral
"This my last tweet, lol. I ain't even have to include all them details!",Neutral
"My stepdad tryna take me shoppin', but I ain't goin'. I ain't no baby no more, just gimme the money.",Negative
"My mom let me drop Boogie off, and we bumpin' jazz. Rest in peace. But this snow...",Neutral
It really gets me mad when she go to sleep on me without sayin' goodnight or nothin'.,Negative
"If you change how you look at things, then maybe the things gon' change.",Positive
"Girl, who played you? That’s the kinda stuff your friends probably put in your ear.",Negative
"But she said she need me, and 9 outta 10 times I need her too, so I ain't goin' nowhere.",Positive
"I can't even go back to sleep. Folks wanna walk to my crib and bother me with nonsense, lol, shakin' my head.",Negative
"I am #oochieboy, smooky, that's me. My homies @NinoGone, @_TeddyBaby, @oochie_boy, and @SDman_GBEbaby.",Neutral
"@__reeeeeedd ain't nobody gettin' beat over here, boo. You wasn't there and don't know what went down, so be quiet. It ain't got nothin' to do with you, and he ain't get jumped.",Negative
"@TnastyfrmSQ you think you crossed the line, homie. You don't care 'bout me, so I'm cool on you. You showed me the real you.",Negative
I really don’t get why these dudes be chasin’ after these women when they should be chasin’ after this money. #RealLife,Negative
"@fhunscripted Dr. Haynes, I’m in Georgia and I wanna know what time you on the Ricky Smiley show and how I can hear you more. Thank you.",Neutral
"I’m watchin’ The Dark Knight Rises. Bane my favorite villain in this Batman series, but the Joker was the best.",Positive
"@Theywant_Louie He was a good dude, but the Joker was on a whole different level of crazy.",Positive
You think you can rap or sing? Tonight’s the night to show off your talent. The first open mic is tonight in the SC Big Muddy Room at 7 PM.,Positive
We was havin' a great time with Chocolate last night! That was real funny!,Positive
I can't stand when folks walk up to your car askin' for change! I get scared and lock the door!,Negative
"Alexis told me I be tweetin' crazy stuff that make her laugh. Lol, I ain't know.",Positive
James said he’d rather take care of himself for the rest of his life than be gay. Lmao!,Negative
Let me do Ms. Crenshaw's homework. She be real demanding with these vignette logs!,Neutral
"Me and Shay was singin', ya know? She can sing, but I ain't got it like that.",Neutral
"She in love with that pole, for real. She so in love with that pole. She love wakin' up, love wakin' up. Wakin' up with that money.",Positive
"Mr. Woods the best social studies teacher, no doubt. Just like RS, he teach us everything!",Positive
"I was walkin' out, and this girl ain't wanna wait by herself, so she asked me to stay. And I stayed with her. I'm just nice like that!",Positive
"#Don’tBotherMeWhenI'mMad. If I'm mad, just let me chill before you mess with me.",Negative
"LMAO, I know right? We used to be straight fools at Garvey! We was doin' dumb stuff every day.",Positive
"For real, all the hype kids done left. That school ain't never gon' be the same...",Negative
Novacane used to be my jam! I was bumpin' that song every night!,Positive
LMAO! That dude always leavin' class. He a straight boss! I woulda been dyin' laughin'!,Positive
"Wow, so you had my best friend drop you off just so you could skip? I'm snitchin' on you!",Negative
"A few folks from our old classes, and some I ain't never seen before.",Neutral
"It's another long day without him. I ain't really a stay-at-home mom, but since it's cold outside and I ain't got no car, I gotta be at home.",Negative
"I'm real good with babies; they be wildin' out, LOL. At least 'til my partner get off work.",Positive
"My partner home now, and I feel way better, but I'm 'bout to run some bath water and try to feel good. I'm still hungry though.",Positive
"I just gave my son a bath, and he knocked out. It always work. I'm 'bout to take a nap 'til my man come home.",Positive
"@Shine_410 figure that out... I should be back soon, fam. How the fam and the baby girl doin'?",Positive
"@BourgeoisBOSS oh I ain't... But that's real. For someone who say they don't use Twitter, they sure tweet more than they text.",Neutral
"This teacher just starin' at us while we tryin' to tweet. He need to go somewhere else, for real.",Negative
"Lol, Twitter trippin'! This why I don't mess with internet services! Things all messed up!",Negative
"When somebody keep accusin' and assuming you cheatin', they probably still doin' it on the side.",Negative
He probably wasn’t even gon’ say nothin’ if she ain’t go to my school.,Neutral
How you gon’ say I’m gon’ call you back when you wake up and be on Twitter talkin’ trash though?,Negative
"Bro, I know somebody stole it ‘cause I’m the only one in this house with an iPhone, but it was a lotta folks in here.",Negative
"Shena keep smilin’ ‘cause she know I don’t like cryin’, talkin’ ‘bout ‘girl, let it out.’ I gotta laugh to keep from cryin’.",Positive
"Haha, Shena is killin’ my vibe talkin’ ‘bout playin’ some Erykah Badu. Haha, that woman sound like she from Africa.",Neutral
"Haha, my lil nephew over here chokin' down my chicken. You eatin' the bones and all, forget yo mama for not feedin' you.",Positive
"Folks always tryna tell me to mess with 'em, and I would have a problem... If that was the case, I woulda had one by now.",Negative
You lookin' like a fat frog munchin' on a whole lotta Grippos with ketchup and hot sauce. You just plain overweight.,Negative
Ain't nobody ever told me I don't know my role or play my position. I know it: WIFE QUEEN. I'm real good at it and can't be replaced. #bestheeverhad,Positive
"Wow, for real? You wanna go there, but I ain't the one cryin' over another woman's man. But I got the issue. I stay ready.",Negative
"We straight like that, baby. I got your back; I'm your ride or die. We gon' come out on top, believe that. A shady person can't keep you down. Love you @iamguy52.",Positive
I just realized she what you need. Ain't nobody gon' have me havin' panic attacks or cryin' hysterically unless you got me mad and seein' red.,Negative
"This makin' me feel some intense pleasure; that really turn me on. Waitin' to exhale, just me, myself, and I.",Positive
"This some nonsense. I don't ask them for nothin' and work hard, and they gon' make me lose my mind and then go AWOL.",Negative
"I ain't mad, just disappointed. You shoulda just said you couldn't. I knew you couldn't, but things always work out. I still love you.",Neutral
"I been on Twitter since 2009, and today, January 30, 2013, I finally hit 1,000 tweets. Lol, I guess I'm still a newbie. Lol, Twitter virgin.",Positive
"Get lost in the night, faded off that brown. We can take shots of that white. The realest folks around.",Neutral
"@BlowMeLoud, we both know good and well that ain't how you would reply if it wasn't public on Twitter. I swear you good though. I really don't care no more.",Negative
"Comin' straight outta Compton, a crazy person named Ice Cube... that's what I'm bumpin'. Classic N.W.A.!",Positive
I just had the best TV dinner of my life! Stouffer's always on point!,Positive
I remember when you ain't have to be in VIP to smoke in the club! True old head right here! :-),Positive
"That purple and gold really shining out there, lil buddy. Get your weight up, Clemson running back.",Positive
@GudATwat_I_Do23 it’s gon' be kinda hard 'cause we got games and track meetings at the same time.,Neutral
I got the perfect cousin to be on American Idol; she know who she is!,Positive
"@jusSandi Ain't no word yet, but I been invited to meet with the faculty, staff, and students at UGA.",Neutral
LOL... I'm 'bout to do a whole lotta research on the folks. They done already gave me my schedule for that day.,Positive
"Yesterday, somebody said if you wanna level up your success, you gotta double up on them failures. You can't succeed at nothin' you ain't tried.",Positive
Folks take a yearly trip back home and come back all cultured and whatnot.,Positive
That moment when you can't stroll with your line 'cause your lil' brother got back problems. #FirstWorldProblems,Neutral
Sometimes you gotta scratch that nice finished surface to see what somethin' really made of.,Positive
@ShutUpJme But why tho??? I'm dead... the Lord had to put you in my life for a reason... *Fighting through the ignorance* I'm weak...,Positive
"@CohesIVElyME_XX I'm weak... that's from bro to bro, not from organization to organization...",Neutral
"Man, I can't believe this, I don't care if folks know what's goin' on, if he ain't doin' nothin', get him outta here.",Negative
"I'm goin' back to sleep, I got a couple more hours to rest before I gotta get ready for work.",Neutral
"People always got my name in they mouths @MyRainbowsBrite and @My_Cutieness, y'all know who I'm talkin' 'bout.",Negative
People be callin' me promiscuous 'cause I date older folks. I ain't promiscuous; it's just that them guys my age be so immature.,Negative
@BossBitch_FckU tell her I said what’s up and tell the others too. I’ll holla at you later and let you get your rest.,Positive
"@Damn_RiteKema, stop talkin' that nonsense. I’m done talkin'. If you got somethin' to say, say it to my face, aight?",Negative
"Let me tell you, if I had said that to my older folks, I woulda got beat, kicked, stomped, and more, LOL.",Negative
"Oh, by the way, I ain't sure that condemn'in others to hell gon' help you get to heaven.",Neutral
"I'm havin' a deep convo 'bout abolishin' time. For real, I'm just tryna tweak it a lil'.",Neutral
@JRsBBQ movin' around gon' be key in both games. I'm leanin' towards San Francisco and Baltimore. #HarbaughBowl,Neutral
...why I drink coffee at 1 in the mornin'? Now I feel like I wanna run through a wall.,Positive
"I might as wella cheated on you, since you always accusin' me of cheatin'.",Negative
"'Cause if that's the case, I gotta let my inner devil out... !!!!WARNING!!!! HE AIN'T NO GOOD!",Negative
"That ain't healthy for you. Plus, you gon' have them bags under yo' eyes!",Negative
A dude said he wouldn't care if his daughter got raped 'cause she would be dead! What the heck?!,Negative
I can't wait to tell my kids how many times I survived the end of the world.,Positive
"I know where you from. He said you know him; look at my pic, I just got off the phone with him, fam.",Neutral
"I got everything I ever wanted, but she make me better. She better wake up; these little ones ain't never gon' get their weight up.",Positive
"Relationships where we can argue and work it out, forget breakin' up, stay faithful, laugh at the rumors, and share real love.",Positive
"That dude Cody thought he was untouchable; he ain't scared of nothin'! Folks can't stand a real one when they see it, fam!",Negative
"Man, when the doctors said we couldn't see him, I almost lost it! What you mean I can't see him? He my cousin!",Negative
@fvckinperfect @Iam_cello I'ma see if I can get a ride over there after school.,Neutral
"@__xStewieBandss I ain't gay, boo, lol. I'm just good with myself to be able to say that.",Positive
"I'm out here breakin' folks, tellin' 'em what they wanna hear.",Neutral
It's a whole lotta money out there; all I gotta do is put my name on it.,Positive
"I lace up my boots, strap on my gear, and go huntin' for that money, wonderin' where it's at.",Neutral
"I still think ain't nobody got these shoes I'm 'bout to put on, but maybe I'm wrong.",Neutral
You better look both ways before you step in the streets 'cause you don't wanna bump heads with someone like me.,Negative
"Man, my PS3 lookin' real dusty. Ain't spent no time with it in a minute, smh, lol.",Neutral
Champ the whole reason they in this mess. He been workin' all day.,Negative
@LilJaiJay I heard you been tryin' to hit me up. What’s good? Holler at me.,Neutral
"I got a busy day comin' up. Oh Lord, I ain't even grabbin' my shoes or nothin'.",Negative
"When you get out the shower after work, then by yourself, smokin' a loud blunt, you really high.",Neutral
"Mine good too, I got a lot to tell you when we get back, lol.",Positive
"It's funny 'cause when I'm mad, I can't stay mad at him. I can't help but be by his side and learn how to be the wife he need.",Positive
Send full names to 404-671-7416 for free VIP entry to Obsessions this Saturday 'til 12 PM.,Neutral
My New Year's resolution is to speak my mind and not care 'bout nobody's feelings.,Positive
"Yeah, it's Coco Tray on the hills. These girls friendly, and ain't nobody talkin' 'bout nothin', so I'ma just chill.",Neutral
"I'm 'bout to eat and take a shower. Hope my partner call me to come get him before I lay down, 'cause if not, he gon' be stranded, lol!",Neutral
"I'm thinkin' 'bout stuff, but I ain't got time to worry 'cause I can only focus on me!",Neutral
"School tomorrow, and I ain't feelin' that early wake-up, so I'm callin' it a night. Hit me up if you need me.",Negative
I was on the phone with my twin and I'm 'bout to get back on in a minute! Now I'm textin' my partner; I love him.,Positive
Your love one in a million; it last all day long and give me a real good feelin' all day long!,Positive
"Goodnight Twitter! Thinkin' 'bout my best friend and my fam! Hit me up, I guess.",Positive
"Damn, stop worryin' 'bout stuff that ain't got nothin' to do with you! For real, your mouth never stay closed 'cause it’s always runnin'. Just be quiet.",Negative
"Oh my gosh, I been up since 6:00 and was supposed to go to the doc at 9:00, but my annoying mama ain't come get me.",Negative
I think movin' to Atlanta and graduatin' gon' be the best thing I do this year!,Positive
"After I smoke this blunt with Doobie and Demoriae, I'm done 'til soccer season over.",Neutral
"Man, last night was somethin' else. I had to chill with my boy Cole 'fore he bounced to Kentucky again.",Positive
Rock and I 'bout to link up either Friday or Saturday; we gotta round up the crew.,Positive
This pain is no joke! I'm just waitin' on the ibuprofen and half a pill to kick in.,Negative
"I shoulda worn some draws, man. My private parts cold as hell in these thin joggin' pants.",Negative
"@Sincerely_Swagg I'm stuck in Twitter jail right now, but he said your girl a freak at Shades Valley. He told me to hit you back.",Neutral
"It was just a dream, but if it’s real... I just hope it ain’t real.",Negative
"@OnMyWay24_ @joshuah883 I’m 'bout to come over there and spend the night, or I ain’t gon’ have no way to get there.",Neutral
I got that smoking habit from my pops 'cause my mom don’t mess with it.,Neutral
"I’m keepin’ my circle small; me and my homie, 'cause the rest ain’t been as loyal as my real friends.",Negative
It’s too early for you to be sendin’ me them kinda messages and you can’t even spell. #NotIn2013,Negative
"Happy birthday to my only nephew! He turnin' 2 years old. Love you, Cam Cam! :-)",Positive
"I'm 'bout to take a power nap. I ate, now I'm ready to crash. Lol, bye, I'll holla at you! :-)",Neutral
"We got a code blue tomorrow mornin', so if you gotta go, oh my gosh, be careful...",Negative
I'm up eatin' Crunch and Munch. My daughter ain't see 'em; she woulda beat me. Lol.,Neutral
"Good afternoon! My daughter callin' and breakin' my sleep every time. Lol, she know I'm a night owl.",Neutral
"While I'm out here tryna make a way for my daughter by myself, you just laid up with them girls, only thinkin' 'bout yourself and your girl.",Negative
You gon' see the consequences when you get older. You gon' see what happens if you keep runnin' around doin' your thing.,Negative
"My mama was a virgin, and God is my daddy. I'm a miracle baby. Auntie, you shocked, huh?",Positive
"The three things that mess up a person's rep in these streets is: they snitchin', they got AIDS, or they messin' with men.",Negative
I did that 'cause my friend can't stand bein' called 'bae' and I can't stand bein' called 'dread.',Neutral
I ain't worried 'bout nobody as long as my folks love me.,Positive
"Folks see each other every day but be talkin' crazy on Twitter. C'mon, this ain't life.",Negative
"I might not be the richest in the game, and I might not have a whole lotta friends, but at the end of the day, I just want everybody to get me.",Neutral
"@_TYLER_KUSH_ all I can say is don't go lookin' for revenge, let karma handle that, you feel me?",Positive
I woke up at 6 this mornin' thinkin' it was 6 last night. I done slept my whole Sunday away.,Negative
"@CandyRed_92 you ain't answer my question, lol. What you gon' do when I got jury duty?",Neutral
"I heard some folks got extra kids comin' and stuff. Oh no, lol.",Negative
Ugh. Who wanna come take this Christmas tree down (and out) for me? That's what you do on New Year's Day.,Negative
Me! I signed the petition! Who I need to thank for cancelin' this show??? Did we really need to see this?,Negative
It's nice to wake up to an email sayin' my daughter done used up all the family shared minutes. I'm so mad!,Negative
"Lmao, Tasha had to sit on top of the first aid kit just to close it, ya feel me?",Neutral
"Girls on my line, most of 'em 9's, a couple dimes, but all my girls hard to find, you know?",Positive
"Lord, please let my brother pull through this. He can't leave us just yet, ya dig?",Negative
"@xNoVistorsAloudo, that's what's up, funny bun, but I'm 'bout to small you my number.",Positive
"@DawgAssVanessa, okay, and you must be mad or jealous 'cause you commented.",Negative
"I'm a sinner, and I know I'ma sin again. Lord, forgive me, but don’t mess with my vibe.",Negative
"If you a girl and you think if he care, he gon' text you first, it go both ways.",Neutral
"@Killin_Yo_Kixx lol, I’m mad too! The dude I ordered shoes from just ghosted me while I was on leave.",Negative
"@SkinniButPlenti I want my stomach done, and I like them Mardi Gras symbols.",Positive
"@Who_You_Be_ lol... wow. I wish we could too! I mean, we ain't tryna do no work.",Neutral
