standard_american_english,aae_from_sae
"If one more person walks in here while I'm eating and asks about fingerprinting, I will tell them to go back to the police station and reschedule because I'm booked.","If one more person come in here eatin' and ask 'bout fingerprintin', I gon' tell 'em go back to the police station and reschedule 'cause I'm booked."
"Okay. On my Twitter, my old Saints hat is up; it should be me in a blue dress. What do you all see?","Aight. On my Twitter, my old Saints hat is up; it should be me in a blue dress. What y'all see?"
"Popeye the character with a rough edge...man, I swear every time The Rock takes the microphone, the PG rating seems to disappear.","Popeye da character wit' a rough edge...man, I swear every time The Rock grab da mic, the PG rating seem to vanish."
@JamesonPost I'm not a morning person because it's a 12 PM game. I didn't plan on getting out of bed until 2 PM because I thought it was going to be a late game.,@JamesonPost Ain't no morning person 'cause it's a 12 PM game. Didn't plan on gettin' outta bed 'til 2 PM 'cause thought it was gonna be a late game.
I need to try to maintain my attitude at work... *sigh*...at least until after the Super Bowl.,Ah need to try to keep my attitude at work... *sigh*...at least until after the Super Bowl.
"@Ms_Chachere Um, do I need to go back and read your tweets to understand what I missed earlier? LOL","@Ms_Chachere Ah, do I gotta go back and read your tweets to catch what I missed earlier? LOL"
@Southern_Girl3 But what if the car is stolen in front of the house? It has happened.,@Southern_Girl3 But what if them car be stole right in front of the house? It happen before.
"So, instead of her being transgender, she was actually a lesbian for 15 years, and he was going to be her first boyfriend.","So, instead of her bein' transgender, she was actually a lesbian for 15 years, and he was gonna be her first boo."
We have the trapper bringing loud music to us... now that's what we call a supplier.,We got dis trapper bringin' loud music to us... now dat's what we call a supplier.
"@RIead_MYLipps be quiet, we all know each other, and I had to ask someone to confirm what my time is.","@RIead_MYLipps hush up, we all know each other, and I had to ask somebody to confirm what my time is."
"Good morning, dear friends! I'm up and ready early today! It feels good to dress like a human for work!","Ayy, good mornin', my peeps! I'm up and ready early today! Feelin' good to dress like a human for work!"
@yourRHOleModel That's true! They need to let me play! I can make a layup and get a rebound! Wow!,@yourRHOleModel Dat's tru! Dem gots ta let me play! I kin make a layup an' get a rebound! Wow!
"Happy Founders' Day, Alpha Kappa Alpha! Big congratulations to Alpha Rho! And my fellow members of the SP 09 class!","Happy Founders' Day, AKA! Big congrats to Alpha Rho! And my fellow members of the SP 09 class!"
"@ernest2sexy At least you're relaxing... My own father is at school registering for classes... I'm going to have all late classes, SMH.","@ernest2sexy At least y'all relaxin'... My own pops at school signin' up for classes... I'm gon' have all them late classes, SMH."
"@foreavahiswife I don't care if it's small, lol... I still want some. Save some for me, I'm coming.","@foreavahiswife Ah don't care if it's small, lol... Ah still want some. Save some for me, Ah'm comin'."
"Okay, so I don't have a Valentine, but at least someone can buy me some chocolate...that would be nice.","Aight, so I ain't got no Valentine, but at least somebody can cop me some chocolate...that'd be dope."
@foreavahiswife They are acting as if they have never seen an overweight person before... I could be teasing them good lol.,@foreavahiswife Dem all actin' like dey ain't never seen a big person before... I could be jokin' wit 'em good lol.
I dislike those individuals who only communicate with you when they require something. Don't you agree?,Ah don't like them folks who only holler at ya when they need sumthin'. You feel me?
This man on Maury is trying to say that only one of his girlfriend's twins is his...people are saying nothing.,Dis man on Maury tryna say only one of his girlfriend's twins is his...peoples sayin nothin'.
"If they announce that Bigfoot is real, they'll go extinct in a month because everyone will be hunting them for their expensive furs, ctfu.","If they say Bigfoot be real, they gon' be gone in a month 'cause everybody gon' hunt 'em for their pricey furs, ctfu."
"#Welesbians should have their own show, something like 'Housewives' on a network like Logo.","#Welesbians should have they own show, somethin' like 'Housewives' on a network like Logo."
"Please stay tuned for the DWC Smackdown at 8:00 PM, and check the website after the show to see the complete results.","Yo, keep yer eyes peeled for the DWC Smackdown at 8:00 PM, and hit up the website after the show to catch the whole score."
"@Shopinat_jaMAL I don't know yet, but Norcom might put us out if we keep this up, lol.","@Shopinat_jaMAL Ah don't know yet, but Norcom might put us out if we keep dis up, lol."
"My brother came home from jail today. The last time I saw him, I was three, but it's okay because I'm not even on that side of the family.","My bro come home from jail today. Last time I seen him, I was three, but it's all good 'cause I ain't on that side of the fam."
"I just saw that baby video, I'm dead! That little girl fell out at the end!","Ah just seen dem baby vid, I'm dead! Dat lil' girl fell out at de end!"
"I can't wait for this to happen, and I'm staying calm with all the greats.","Ah can't wait fo dis to happen, and I stayin' chill wit all the greats."
Ravens!!!!!!!!! Still have one more team still in there. Congratulations to the Falcons for making it this far!!!!!!!!!,Ravens!!!!!!!!! Still got one more team in de game. Congrats to de Falcons for goin' this far!!!!!!!!!
"It's just a few people who will go through the storm with you, and come out as close as we were when you went in.","It's just a few folks who gon' ride out the storm with you, and come out as close as we was when you went in."
"Guys, stop playing with girls. That's not true. You're not being honest. You're acting like a flirt.","Ayy, fellas, quit messin' with the chicks. That ain't right. Y'all ain't bein' straight. Y'all actin' like you tryna flirt."
I cut my friend off like that! She was sometimes unreliable; I don't have time for that.,I cut my friend off like dat! She was sometimes unreliable; I ain't got time for dat.
"When people tell me that they look up to me, I can't help but smile, but I remain humble; being a role model is something special...","When folks tell me they lookin' up to me, I can't help but smile, but I stay humble; bein' a role model is somethin' special..."
"I need a significant other. Honestly, it was pointless to take these days off to just sit at home and be bored.","I need a boo. Honestly, it was foolish to take these days off to just sit at home and be bored outta my mind."
"Like a bullet, your love hit me to the core. I was flying until you knocked me to the floor. It's so foolish how you keep me wanting more.","Ah hit me hard, yo love, like a bullet. I be soarin' 'til you knock me down. It's so dumb how you keep me wantin' more."
"Are you well, though? Please mind your own affairs and find another opportunity.","Yo, you good, huh? Please mind your own biz and find another chance, aight?"
I told myself I would never have children until the right one entered my life @iAM_Yonn,I told myself I wouldn't have no kids until the right one come into my life @iAM_Yonn
"But I suppose for him, he will do what he wants to do; he doesn't like being told what to do.","But I reckon for him, he gon do what he wanna do; he don't like nobody tellin' him what to do."
@Lilbreezy_2k We miss you. We're still in the same spot. You're always welcome to come by.,@Lilbreezy_2k We miss y'all. We still in the same spot. Y'all always welcome to come by.
Asking the Lord to give me the strength to do the things I need to do!,Askin' da Lord to bless me wit' da strength to do da things I gotta do!
"Whether it's Facebook, Twitter, or Instagram, the slow responses always give me a laugh. ROTFLMMFAO...guhh...SMH LOL.","Whether it's Facebook, Twitter, or Instagram, them slow responses always be crackin' me up. ROTFLMMFAO...guhh...SMH LOL."
"When New Year arrives, I will strive to be a better person for myself. #2012HasTaughtMe #2013AlreadyDope","When New Year come, I gon' try to be a better person for myself. #2012TeachMe #2013AlreadyDope"
"I told myself I was going to put on a show tonight, but I think I was mistaken.","I told myself I was gon' put on a show tonight, but I reckon I was mistaken."
"Time to wake them up. They fell asleep in my mother's room, shaking my head!","Time to wake dem up. Dem fell asleep in mah mama's room, shakin mah head!"
"You appear foolish, ladies, if you're at the club looking disheveled but walking around trying to show off your Yves Saint Laurent purse. Please sit down, haha.","Y'all lookin' silly, ladies, if y'all at the club lookin' all messed up but still tryin' to flaunt y'all Yves Saint Laurent purse. Sit down, haha."
"@Eb_Sosaaa, I called you when I got off. I need you. I'm having those problems again and I'm going off :/ #Bad!","@Eb_Sosaaa, I holla at you when I got off. I need you. I'm havin' them problems again and I'm goin' off :/ #Bad!"
"You are a liar when you tell me I didn't read a text from your cell phone after I quote it word for word, then you say I made it up. Sorry, but I'm not that creative.","You be lyin' when you tell me I didn't read a text from yo cell phone after I quote it word for word, then you say I made it up. Sorry, but I ain't that creative."
"Darn, she has a boyfriend for work, so does that mean she becomes his after-work boyfriend (in Nicki Minaj's voice, ugh)","Aww, she got a workman for the job, so does that mean she turn his after-work man (in Nicki Minaj's voice, ugh)"
I do not need a girl if you do not have money for me or if you are not romantically interested; I have no time for the nonsense in life. Sorry. #SQUAD,Ah don't need no girl if you ain't got no money for me or if you ain't romantically interested; Ah got no time for the nonsense in life. Sorry. #SQUAD
"@CarrieMyTweet You're mistaken, it was the best! We are no longer allowed at seafood buffets anymore!","@CarrieMyTweet Ah'm tellin' ya wrong, it was the finest! Ah can't go to no more seafood buffet no more!"
"It's time to mature and face reality. If you don't have anything better to do than to incite people to fight, then something is wrong.","Ah'm 'bout to grow up and deal wit' reality. If ya ain't got nothin' better to do than stir folks up to fight, then somethin's off."
"I'm like, forget love if I can't love him, then I don't want to love anyone else.","Ah'm like, forget love if Ah can't love him, then Ah don't wanna love nobody else."
"Woke up this morning feeling really good, taking the boys out for some well-needed air...","Woke up dis mornin' feelin' real good, gon' take dem boys out for some air we need..."
"I swear I go through the most with Taraji's father...shaking my head, but I'm sneaky? Give me a break, everything was built on lies. I'm moving on for 2013.","Ah swear I go through the most wit Taraji's daddy...shakin' my head, but I'm sneaky? Gimme a break, everything was built on lies. I'm movin' on for 2013."
"LOL, @teetee_wazhere, I want to come into your room, lay on your bed, and laugh a little, make you mad, and then leave to go to my room, Mommy misses her baby girl.","AHH, @teetee_wazhere, I wanna come in your room, lay on your bed, and chuckle a bit, make you mad, and then leave to go to my room, Momma misses her baby girl."
"Man, I know the Black Affair is tomorrow, and they're going to do the crack numbers for TTFU. I can't wait for the Black Affair!","Ah man, I know bout the Black Affair comin' up tomorrow, and they gon' be doin' them crack numbers for TTFU. I be waitin' on the Black Affair!"
"Lord watch over my baby while he's out at the club. Goodnight, Twitter. My baby looked so good tonight. KMSL #JR","Lawd watch over my baby while he out at the club. Nighty night, Twitter. My baby look so good tonight. KMSL #JR"
"Standing in this hospital room with my uncle Earl, they are about to pull the plug. It's so crazy and messed up.","Standin' in dis hospital room wit my uncle Earl, they 'bout to pull da plug. It's so cray and messed up."
He is nothing but a wannabe detective; that's why I didn't give him the time of day.,He ain't nothin' but a wannabe detective; that's why I didn't give him no time o' day.
"@iamBooneyB I am not a mother, I have not been on a drought, and I do not want a baby. #NoGo","@iamBooneyB Ah ain't no mama, ain't been on no drought, and I don't want no baby. #NoGo"
"I'm aware of your situation, but I'm not the type to expose such matters.","Ah'm a-knowin' bout yuh situation, but ah ain't the type to spill such stuff."
"@rmiley16 No, don't be mad :( I had to play doctor with Tay last night. Text me where you are and we'll come over and do it sometime this week.","@rmiley16 Nah, don't be mad :( I had to play doctor wit Tay last night. Text me where you at and we'll come over and do it some time dis week."
"@TejuAluko: (sad face) I have a doctor's appointment over lunch, ugh! I'm free on Thursday and Friday.","@TejuAluko: (sad face) Ah gotta see them docs over lunch, ugh! Ah free on Thursday and Friday."
I really don't feel like going out. It's been a long week and I need to get my house in order!,Ah ain't feel like goin' out. It's been a long week and I gotta get my house in order!
The way the media is handling this Beyoncé lip-syncing issue... Was she just inaugurated?! Stop bothering Beyoncé!,Dem way dem media handle dis Beyoncé lip-syncin' issue... Was she just inaugurated?! Stop botherin' Beyoncé!
Empower individuals to own our brands! Creating marketing that is socially conscious! Brands can be agents of change #kmc13,Let's empower folks to own our brands! Making marketing that's socially aware! Brands can be change agents! #kmc13
@SoSoYellow I am just saying! This guy boasted about having a helicopter in his car and fled from a shooting LOL.,@SoSoYellow Ah be sayin'! Dis guy be talkin' 'bout havin' a helicopter in his car and runnin' from a shootin' LOL.
"In life, you simply have to be yourself and disregard what others think #morgoism","In life, you just gotta be yo'self and don't worry 'bout what others think #morgoism"
"December 26, 2011, if I could take it back, I swear I would, and I don't even swear...","December 26, 2011, if I could take it back, I swear I would, and I don't even swear...""

(Note: The original tweet is already in Standard American English, and it doesn't contain any specific phrases or words that would change significantly in African American English. However, if there were specific phrases or words that could be translated, they would be included in the response.)"
"Laughing out loud, I forgot, now I don't get mad anymore, it has to be something really serious to make me leave.","Laffin' out loud, I forgot, now I don't get mad no mo', it gotta be somethin' really serious to make me leave."
"I absolutely adore my avi. Classic swag, looks like someone from a movie set in a low-income neighborhood.","I straight up love my avi. That's some real classic swag, looks like it came straight outta a movie set in a hood."
"I can express my love for you a thousand times, but if you don't show it, I don't feel it, and it's not real.","I can tell you I love you a thousand times, but if you ain't showin' it, I ain't feelin' it, and it ain't real."
"Going to school upset because of this buddy issue, but it's going to change soon as I see somebody else gets hurt :).","Goin' to school mad 'bout this homie trouble, but it 'bout to change soon as I see somebody else get hurt :)."
"In my room just staring at the ceiling, thinking about all the money I made today from those guys.","In my room just staring at de ceiling, thinkin' 'bout all de money I made today from them fellas."
It's a must to read a book three times over to unleash its full potential!,It's a must to read a book three times over to unleash its full potential!
"When my voicemail notification remains on the notification bar after I've checked it, go away.","When my voicemail notification stay on them notification bar after I check it, go away."
"Here chilling with the friend of 16 years, it may be more. @TRIPLE_THREAT87 @Qewt_ta_denU and @iBAD_RESTmyCASE","We be chillin' wit' da friend fo' 16 years, might be more. @TRIPLE_THREAT87 @Qewt_ta_denU an' @iBAD_RESTmyCASE"
"Let me ask him what he wants from me, because there's nothing for you!","Let me ask him what he want from me, 'cause there ain't nothin' for you!"
"Now I'm going to sleep, but I have to get up at 3:50 AM. So my cousin can get packed, and we can get on the road.","Now I'm 'bout to catch some Z's, but I gotta be up at 3:50 AM. So my cousin can start packin', and we can hit the road."
"@RIPGrandmaa_ LOL I've been in the club, and going to the movies. Getting excited, you know me, LOL!","@RIPGrandmaa_ HAHA I been in da club, and goin' to da movies. Gettin' hyped, you know me, HAHA!"
That game on Friday at Crossland was too funny. Rico and his team were teasing Kirk when he got off the bench.,Dat game on Friday at Crossland was too funny. Rico and his team was jokin' wit Kirk when he got off da bench.
"I can't wait until I get my phone; oh my goodness, I'm going to be the happiest person ever.","Ah can't wait till I get mah phone; oh my goodness, I'm gon' be the happiest person evah."
"Instead of a two-hour delay, we shouldn't just have school at all. What's the point?","Instead of a two-hour delay, we shudna just have school at all. What's the point?"
"I'm going to let you do my hair, sis, if my sister doesn't do it, okay? @_QUEENzy","Ah'm gon' let you do mah hair, sis, if mah sister don't do it, aight? @_QUEENzy"
@HotCommodity29 I know how to choose my battles... It's simply time out for being sensitive... Nobody ever cares but me anyway.,@HotCommodity29 Ah know how to pick mah battles... It's just time out for bein' sensitive... Nahbody ever care but me anyway.
But I want you all to know that Heather has officially transformed into a bird through her cell phone.,But I want y'all to know Heather done officially turned into a bird through her cell phone.
@_KingTwitta_ Someone told me you got your ass punched 129 times. Is that true?,@_KingTwitta_ Somebody told me y'all got y'all ass punched 129 times. Is dat true?
"@AndreaHill It's not working, son. You need to tell her because she's not listening to me.","@AndreaHill It ain't workin', son. You gotta tell her 'cause she ain't listenin' to me."
I wonder if I call her in the morning before school one day. I wonder if she will answer.,Ah wonder if Ah gon' holla at her in da mornin' before school one day. Ah wonder if she gon' pick up.
"@WhoDatBe_TonyB We are playing Neville on Friday at Wossman, and we will be going to see Neville next Wednesday.","@WhoDatBe_TonyB We be playin' Neville on Friday at Wossman, and we gon' see Neville next Wednesday."
I don't see the point in smoking because you're high for some minutes and then have to go through withdrawal again; that's dumb.,"Ain't see no point in smokin' 'cause you high for some minutes, then gotta go through withdrawal again; that's foolish."
"I can't wait until this weekend, I'm going to get all dressed up, my mom is going to want to beat the tar out of me... I don't care though.","Ain't waitin' 'til dis weekend, I'm gon' get all dressed up, ma'am gon' wanna beat the tar outta me... Don't care tho."
"Someone just doesn't know, they'll have their pockets as empty as a white bitch's ass! I get my money.","Somebody just don't know, they gon' have their pockets as empty as a white bitch's ass! I get my money."
"I might be upset if the guy in the ride keeps playing, I'm trying to get to see my girlfriend, man!","Ah might be mad if dat dude in de ride keep playin', I tryna see ma girl, man!"
"50-round magazine hanging out the bottom, let off what I miss and my young friends have them.","50-round mag hangin' out the bottom, let off what I miss and my young friends got 'em."
@GoGetta_Benford I am at the park probably I was just there looking for you.,"@GoGetta_Benford Ah be at de park, probly Ah was just dere lookin' for you."
"Oh my goodness, I am so incredibly hungry. I don't feel like cooking, so I'm just going to settle for these pizza rolls.","Aww, lemme tell ya, I's starving somethin' fierce. Ain't got no mood to whip up nothin', so I'm just gon' cop these pizza rolls."
"Happy New Year to my baby, missing you but I love you, bae. Happy New Year......... #freecklip","Happy New Year to my boo, missin' you but I love you, bae. Happy New Year......... #freecklip"
"You know you love this life, nobody treats you like I do, you know!","Ah know you love dis life, nobody treat you like I do, ah know!"
"I am about to be on my way home in a couple of hours, and I hope she still wants to see me.","Ah'm 'bout to head home in a few hours, and I hope she still wanna see me."
"Man, I'm really frustrated. I swear to God, I feel like giving up because it seems like I don't get any respect or anything. I've tried, but it's never enough.","Ahh, I be real frustrated. I swear on God, I feel like throwin' in the towel 'cause it seem like I ain't gettin' no respect or nothin'. I tried, but it just ain't never enough."
I'm not going with my sister this weekend. I don't feel like doing anything. I don't think I'm leaving the house for a minute.,Ain't going with my sis this weekend. Ain't feel like doin' nothin'. Ain't thinkin' I'm leavin' the house for a minute.
"If you're in a relationship, make sure you don't mess it up, especially if you have a wife-worthy partner, because a good woman is hard to find.","If y'all in a relationship, make sure y'all don't mess it up, especially if y'all got a wife-worthy partner, 'cause a good woman is hard to find."
"If I am a woman in a relationship and you know she has a fallback and respect what they have, don't be a homewrecker.","If I be a woman in a relationship and you know she got a fallback and respect what they got, don't be a homewrecker."
"When you find the right person for you, but you're not the right person for them.","When you find the right person for you, but you ain't the right person for them."
"I feel like I'm losing my girlfriend and I need to know how to get her back, baby. Just tell me what it is and I'll do it. I love you more than life @_Chaance.","Ah feel like I'm losin' ma girlfriend and I need to know how to git her back, baby. Just tell me what it is and I'll do it. Ah love you more than life @_Chaance."
"I have a picture of us that I wanted to use as my avatar, but I'm not sure if she wants me to #aye.","Ah got a pic of us I wan use as ma avatar, but I ain't sure if she wanna me do dat #aye."
"My mother is just asking questions... like, can I ask you some questions?","My mama just tryna ask questions... like, can I ask y'all some questions?"
But my mother keeps saying I'm going to call. I'll make an appointment and see. Blah blah blah... Just let me know when you're available.,But my mama keep sayin' I'm 'bout to call. I'll make an app'n and see. Blah blah blah... Just let me know when you free.
Giving a shout-out to @WeLoveVM. I just discovered that we're related. I hope to see you soon.,Throwin' up some love to @WeLoveVM. Just found out we kin. Hopin' to catch you soon.
"I dislike it when people attempt to push you to the left and then, in the next minute, they want to be your friend again.","Ah don't like it when folks try to push you to the left and then, in the next minute, they wanna be your friend again."
"Well, this is my final time of saying goodnight, so goodnight Twitter. I'm going to try to get some sleep if I can't, I'll be back later.","Well, dis be my last time sayin' goodnight, so goodnight Twitter. I'm gonna try to catch some z's if I can't, I'll be back later."
"My last tweet, lol, I didn't even have to include all those details!","My last tweet, lol, I didn't even have to put all them details!"
"My stepfather is trying to take me shopping, but I'm not going, lol. Nigga, I'm not a baby anymore, just give me the money, nigga.","My stepdaddy tryna take me shopping, but I ain't going, lol. Nigga, I ain't no baby no mo', just gimme the money, nigga."
"My mother allowed me to drop off Boogie while we were blasting jazz music in remembrance. However, this snow is too much.",Mama let me drop Boogie off while we was blastin' jazz music in remembrance. But dis snow be too much.
It really makes me upset when she goes to sleep without saying goodnight or something.,Ah really make me mad when she go to sleep without sayin' goodnight or somethin'.
"If you change the way you look at things, maybe the things will change.","If you change the way you look at things, maybe the things gon' change."
"Girl who played, that's the thing your friends probably put in your ear.","Chile who played, dat's the thing yo homies probably put in yo ear."
"But she said she needs me 9 out of 10 times, and I need her too, so I'm not going anywhere.","But she said she need me 9 out of 10 times, and I need her too, so I ain't going nowhere."
"I can't even go back to sleep. People want to walk to my house and bother me. It's ridiculous, shaking my head.","Ah can't even go back to sleep. Folks wanna walk to ma house and bother me. It's ridiculous, shaking ma head."
"I am often playful and mischievous, that's me, my friends. Greetings to my brothers @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby.","Ah be all da time playin' an' causin' some trouble, dat's me, my homies. What's good to my bros @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby."
"No one is defeating me here, my friend. You weren't present, so you don't know what happened. Please be quiet; I have nothing to do with you, and he won't be harmed.","Nah one ain't beatin' me heah, my nizzle. You wasn't 'round, so you don't know what went down. P'ssew, be quiet; I got nothin' to do wit' you, and he ain't gon' get hurt."
"@TnastyfrmSQ I think you crossed the line, my friend. You didn't care about me, but I'm cool on you, so I understand you showed me the real you.","@TnastyfrmSQ Ah reckon you crossed da line, my friend. You didn't care 'bout me, but I'm cool on you, so I understand you showed me da real you."
I really don't understand why these guys are pursuing these women when they should be pursuing money. #Real Life,Ah don't get why them fellas chasin' them women when they oughta be chasin' money. #Real Life
"@fhunscripted Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you.","@fhunscripted Dr. Haynes, I be livin' in Georgia and I wanna know what time you be on the Ricky Smiley show and how I can hear you more. Thank you."
"Watching The Dark Knight Rises... Bane is my favorite villain in this Batman series; the Joker was the best, though.","Watchin' The Dark Knight Rises... Bane be my fav villain in dis Batman series; Joker be the best, tho."
"@Theywant_Louie he was great, but the Joker was on an entirely different, extremely crazy level.","@Theywant_Louie he was dope, but that Joker was on a whole 'nother, hella crazy level."
Do you think you can rap or sing? Tonight is the night to do it. The first open mic is tonight in the SC Big Muddy Room at 7 pm.,"Yo, you reckon you can spit rhymes or sing? Tonight's the time to do it. First open mic's tonight in the SC Big Muddy Room at 7 pm."
We were laughing about chocolate last night! That was so funny!,We was laffin 'bout chocolate las' night! Dat was so funny!
"I dislike when people approach your car asking for change! I become frightened, locking the door, and so on!","Ah don't like when folks come up to your ride askin' for change! Ah get scared, lockin' the door, and all that!"
"Alexis told me I tweet crazy stuff, that would have her cracking up. LOL, I didn't know.","Alexis told me I tweet crazy stuff, that would have her crackin' up. LOL, I didn't know."
"James said, he would rather endure a lifetime of hardship than embrace homosexuality. Lmao!","James said, he'd rather take a lifetime of hardship than embrace homosexuality. Lmao!"
Let me do Ms. Crenshaw's homework. She's been struggling with these vignette logs!,Let me do Miss Crenshaw's homework. She's been strugglin' with these vignette logs!
"Me and Shay were singing, though. She knows how to sing, I don't.","Me and Shay was singin', though. She know how to sing, I don' know."
"She is in love with that pole. She loves being in love with that pole. She loves waking up, especially waking up with that money.","She be in love wit dat pole. She love be in love wit dat pole. She love wakin up, specially wakin up wit dat money."
"Mr. Woods is the best social studies teacher. Like RS, he teaches us everything!","Mr. Woods be da best social studies teacher. Like RS, he teach us everything!"
"I was leaving and this girl didn't want to wait alone, so she asked me. And I waited with her. I'm so nice! :)","Ah was leavin' and dis girl didn't wanna wait alone, so she ask me. And I wait with her. Ah'm so nice! :)"
"#Don'tBotherMeWhen I'mMad. If I'm mad, let me calm down before you mess with me.","#Don'tBotherMeWhen I'mMad. If I'm mad, let me chill out before you mess with me."
"@XOXO_IamLala LMAO, I KNOW! We used to be quite silly at Garvey! We did foolish things every day.","@XOXO_IamLala LMAO, I KNOW! We used to be real silly at Garvey! We done did foolish things every day."
"@XOXO_IamLala exactly, all the hype is gone. That school will never be the same...","@XOXO_IamLala naw, all the hype done gone. Them school ain't never gon' be the same..."
Novacane used to be my thing! I listened to that song every night!,Novacane used to be my thing! I listened to that song every night!
"@callme_THATDILL 'LOLATAFUCKINGBOSS! That guy is always leaving class. I would have been laughing so hard!!!'

(Note: The term ""nigga"" is a colloquial and potentially offensive term. In standard American English, it's best to avoid using it. The revised tweet does not include this term.)","@callme_THATDILL 'AHH, DAT AIN'T NO JOKE, MAN! Dis dude be bailin' outta class all the time. I'd be crackin' up somethin' fierce!!!'"
"@XOXO_IamLala Wow, so your best friend dropped you off just so you could skip? I'm telling!","@XOXO_IamLala Wow, so your best friend dropped you off just so you could skip? I'm tellin' on ya!"
@callme_THATDILL A few people from our old classes. And some I don't know at all.,@callme_THATDILL A few folks from our old classes. And some I ain't know at all.
"It's another long day without him:( I'm usually not a stay-in-the-house mom, but since it's cold outside and I don't have a car, I have to be at home.","It's another long day without him:( I ain't usually a stay-in-the-house mom, but since it's cold outside and I don't got no car, I gotta be at home."
"I'm so good with babies. They're out of their minds, LOL. At least to my significant other, my Bae, to get off work.","Ah'm so good wit babies. They crazy, LOL. At least to my boo, my Bae, to get off work."
"My partner is home, I feel much better, but I'm going to run myself a bath and try to feel even better. I'm still hungry though.","My boo is home, I feelin' better, but I'ma run me a bath and try to feel even better. Still got a hankering though."
"Just gave my son a bath, he knocked it out of the park. It always works. I'm about to take a nap until my husband comes home :)","Just gave my son a bath, he knocked it out the park. It always work. I'm 'bout to take a nap till my husband come home :)"
"@Shine_410 I understand that. I should be back soon, my friend. How is the family and the baby girl?","@Shine_410 Ah understand dat. Ah gon be back soon, my nigga. How y'all fam and da baby girl doin'?"
"@BourgeoisBOSS Oh, I'm not... But it's the truth. For someone who says they're not on Twitter, but they tweet more than texting.","@BourgeoisBOSS Ah, I ain't... But it's the truth. For someone who say they ain't on Twitter, but they tweet more than textin'."
This teacher is staring at us while we're trying to tweet. He needs to take a break somewhere. @Loud__Blunts,Dis teacher be staring at us while we tryna tweet. He needa chill somewhere. @Loud__Blunts
"Laughing out loud, Twitter is making adjustments! See why I don't bother with internet services, it's all so messed up!","Laffin' out loud, Twitter be fixin' stuff! See why I don't mess with them internet services, it's all so messed up!"
"When someone keeps accusing and assuming you're cheating, they're still doing it on the side.","When somebody keep accusing and assumin' you's cheatin', they still be doin' it on the side."
He probably wouldn't have said anything if she hadn't gone to my school.,"He finna wouldn't have said nothing if she hadn't gone to my school, ya'll."
How did you go about saying I'm going to call you back when you wake up and are on Twitter talking nonsense?,How you go 'bout sayin' I'm gonna holla at you back when you wake up and be on Twitter talkin' foolishness?
"My friend and I are not just anyone; someone stole it to make me the only person in this area with an iPhone, but there were many others here.","My friend and I ain't just nobody; somebody stole it to make me the only person in this area with an iPhone, but there was a bunch of others here."
"Shena, keep smiling because she knows I don't like crying about it. Let it out, ha... You've got to laugh to keep from crying.","Shena, keep smilin' 'cause she know I don't like cryin' 'bout it. Let it out, ha... You gotta laugh to keep from cryin'."
"Haha, Shena is ruining my mood. Let's play some Ericka Badu. Hahaha, she sounds so African.","Haha, Shena be messin' up my vibe. Let's play some Ericka Badu. Hahaha, she sound so African."
"Haha, my little nephew here is enjoying my chicken so much... You're eating the bones and all, haha, and I'm joking with you about feeding you.","Ahh, my little nephew here be enjoyin' my chicken so much... You be eatin' the bones and all, ahh, and I be jokin' with you 'bout feedin' you."
"Men always try to tell me to fix them, and I would have had one if that was the case.","Men always tryna tell me to fix 'em, and I woulda had one if that was the case."
You look like a large frog eating numerous french fries with ketchup and hot sauce; you're just plain overweight.,You look like a big ol' frog chompin' on a whole bunch of french fries with ketchup and hot sauce; you's just plain too heavy.
"I've never been told I don't know my role or play my position. I know it: Wife Queen, I'm very good at it and can't be replaced #besteverhad","Ah ain't never been told I don't know my role or play my position. I know it: Wife Queen, I'm very good at it and can't be replaced #besteverhad"
"Wow, really you want to go there, but I'm not the one upset about another situation, man. However, I have the issue. I stay prepared.","Wow, fo' reals you wanna go there, but I ain't the one mad 'bout another thing, man. But, I got my own problem. I stay ready."
"We're always like that, baby. I've got your back; I'm your ride-or-die friend. We're coming out on top. Believe that even a shady person can't keep you down. Love you, @iamguy52.","We always be like dat, baby. I got ya back; I'm yo ride-or-die homie. We comin' out on top. Believe dat even a shady nigga can't keep ya down. Love ya, @iamguy52."
I just realized that she is what you need; no one will ever have me experiencing panic attacks or crying hysterically unless you have me so upset that I'm seeing red.,Ah just noticed she be what you need; no one gon' ever have me freakin' out or cryin' hysterical unless you got me so shook that I'm seein' red.
"This is making me feel so excited that anticipation is building up, and I can hardly wait to release it.","Dis stuff be gettin' me all hyped up, anticipation be buildin' up, and I can hardly wait to drop it."
"This is unacceptable; I don't ask them for anything, yet they expect me to work hard. They'll make me upset, and then they go absent without leave.","Dis ain't right, I ain't askin' them for nothin', but they expectin' me to work hard. They gon' make me mad, and then they just gon' AWOL."
"I'm not angry, just disappointed. I should have said you couldn't. I knew you couldn't, but things always work out. I still love you.","Ah ain't mad, just disappointed. Ah shoulda told you couldn't. Ah knew you couldn't, but things always work out. Ah still love you."
