standard_american_english,african_american_english
"They are showing off; they know they care, lol. They wouldn't boast about it if they didn't, lol.","@MyKenfolk they flexing, they know they care lol.. They wouldn't boast about it if they didnt lol..."
"It bothers me when I'm with someone and they make their body move while riding... Let me see it again nine more times, lol.",#ItKillsMeWhen im wit a person and they make they azz clap while riding... LEMME SEE IT AGAIN 9 MO TIMES Lol
"It bothers me when one of my friends from the neighborhood isn't doing well, and I can't help them knowing that if I could, I would.",#ItKillsMeWhen one of my niggaz from da hood aint doin ryte and I cant help em knowin if I could I would
I might have to have a sit-down meeting because it seems like some people don't understand and are messing it up for those who do. #nothingisfree,Myte have to have a sitdown meeting because it seems like sum folks dont get it and messing it up for the ones who get it.. #aintnothinfree
"@Ladii_Chopper, I'm a bad person, huh? Lol, she must have told you what I said about how we ended. It wasn't my fault; she asked, and I told.",@Ladii_Chopper ima bitch huh... Llc she mustve told you what I said bout how we ended.. It wun my fault she asked I told..
"Girl, what the heck? I don't need you all. What have you done for me? Can you please leave me alone, lol.",@JudySnatcher girl wtf ion need you hoes what y'all did for me can y'all leave me alone lol please.
"You know a girl can get the whole clip. #FreeKevo #FreeFreddie, hmph, lmao.","@LilKaay_ you noe uh bitch can get the whole clip #freeKEVO #FREEFREDDIE ., hmhp lmao."
"When Chazz wanted me to stay the night and she prayed that my mom would say yes, I was dying, lol.",When chazz wanted me to stay the night and she prayed that my mama would say yes I was dying lol.
"I tried to talk to a babysitter and I said maybe one day if I become your baby, you could keep me. I still haven't gotten the number, but I had to try. #SueMe",Itried 2 holla at a babysitter &amp;I said mayb 1day if I becum yo baby u could keep me lhhhhhbvs still ain't get the # but I had 2 try #sueme
I found out some messed up stuff! One person I'm trying to talk to probably doesn't care! Pssh.,found out sum fucked up shxt ! 1 person im tryna talk to probally dont care!! pssh
"To all my enemies, it's a new year. Forgive me for whatever I have done to you all.",To All My Enimies It's A New Year 4give me For Wat Ever I Done To Yall
Our second home game is tomorrow. Everyone come and show Newark Vocational Boys some love at 7 PM. We are trying to get 500 for the first time this season.,Our Second Home Game 2mar EVERYONE COME AND SHOW NEWARK VOCATIONAL BOYS @7PM Some Love We Tryna Get 500 For The First Time This Season
"Good game today! We all played well. Mall had some assists and he went to the basket, which is something we have never seen before, lol.",Good Game Today We All Played Good Mall Had Some Assist And He Went To The Cup Some Shit We Never Saw Before lol
"Man, my life is so real. Last night I went to bed and woke up with chills.",Man My Life So Real Last Night I Went To Bed And Woke Up With The Chills
"@VillBoy_Vinny I'm saying he is above all of us, so I don't know. I'm going to call him again and see what's up.",@VillBoy_Vinny Im saying he over all of us so idk imma call him again and see what's up
"Alright, it's over now. Stop talking about it before they end your season, and it's going well so far.",@_SuckMyLilly @Aliyyah_DoubleY Ight it over thou stop talking bout it b4 they end yall season and its going. good thus far
"So, January 18, 2013, makes it 8 years that I've known you, and you have been in my life. I have proposed to you and we have children together.","So Janurary 18,2013 a make it 8yrs i known u n u been n mii life been proposed too n got children out da deal.....CDC"
"What job do you have? Where are you getting your income from? Oh wait, you don't have a job either, haha.",What Job You Got ? Where You Getting Yo Income At ? Oh Wait You Aint Got No Job Either Lmaoo
"Onyx needs to step up the quality of the women who strip there, because the women there are really not impressive.","Onyx need to step up the bitches that strip in that jawn, so bitches in that jawn be weak as shit for real.'"
The ones who are not ready for a relationship are often the ones who talk the most about wanting a serious relationship. #stfu lol,The ones that's not ready for a relationship be the main one always talking about wanting a serious relationship. #stfu lol
"I am still laughing at my best friend from yesterday... Community Penis, oh no... Nobody has time for that.",Still LMFAO at my bestie yesterday... Community Penis Oh NO... Nobody got time for that
"I have known this guy for maybe half my life, and for one split second I smelled his breath and instantly didn't want to know him, shaking my head.",I've known this guy for maybe half my life and 1 split sec I smelled his breath and I instantly didn't want to know him smh
"If you kill a Blood, you win a prize; if you kill a Crip, then your whole family dies. #Clatttt",Kill a 6lood win a prize kill a Crip then ya whole family dies #Clatttt
"I am going to take a nap, and when I wake up, I will watch movies for the rest of the night.",Imma take a nap and when I get up I'm goin to  watch movies the rest of the night.
"I really do look different with a haircut, but oh well, goodbye Afro, welcome back waves.",Really do look different with a haircut but ol well byebye Afro welcome back waves
"@Dopest_Kiid said that the single life isn't for her. I unfriended her last week, and she sent me a friend request last night and was throwing shade.",@Dopest_Kiid bout tat single life aint for her and I unfriend her last week and she sent me a friend request lastnight and was throwin slams
"Dear Teacher, I am a daydreamer. Everybody knows it, so why are you asking me such a stupid question while I am daydreaming? #PayAttention","Dear Teacher, Uma A Day Dreamer Everybody Knows It so Why Tha FUCK YHU ASKIN MHE STUPID ASS QUESTION WHILE I DAY DREAM #PayAfuckintention"
"People say they recognize real, so I say that in other words, she's fake, and so are you. So now you all are best friends! #Tragic",Bitches Be Likk Real Reconize Real So I be Likk So In Others Words She's Fake n so r u so now yall BESTIES ! #Tragic
"My mom said that the world can't handle two of me. She's happy she didn't have twins. Yeah, because I really like having a little brother! #Sarcasm :-)",My Mom Sedd Tha World Kant Deal With 2 of Mhee She 's happy She didnt  have Twins. Yeah Kuz i really Like havin a lil brutha ! #Sarcasm :-)
"On my way to the hell hole they call school. Ugh. Forget these girls! My best friend and I are unique, and we know that! ;) Bye, everyone!",On My Way To The Hell Holee They Call School Urq . Fuck These Females Me N My Bestfrann Are Irregular And we Kno That Shiz ! ;) Bye Babies!
This tattoo artist needs to text me back. I'm trying to get a tattoo like my friend.,This Tattoo Man Need To Text Backkk . Im Trynaa Get Tatted Likee My Amigooo
"@ShutUpNSuck Lord, I swear to God you are so annoying. Don't ask me for anything else. Goofy.",@ShutUpNSuck Lorddd I Swea To Godd Yu Bogish Asl . Dont Ask Me Fa Shit Else . Goofy Ass .
"Sleeping is my drug, my bed is my dealer, and my alarm clock is the police.","Sleeping is my drug, my bed is my dealer and my alarm clock is the police."
I am keeping the things I say to myself because we have some snitches on the team.,I am keeping the stuff I say to myself. cuz we got some snichtes on the team
"@cutie_anabelle she told me she was done because you didn't call her for Christmas, and then me and Tater Head were like, 'ship us some from the store.'",@cutie_anabelle she told quia she done cuz she anit call her for chrismas and them me and tater head was like ship us some from the store
"If I were in the Dome, I would be deaf and mute by halftime. #Falcons",If I was in the Dome I would be deaf and mute by HT. #Falcons
"Nobody wants to hear those sad stories; you aren't real. Yes, I heard it from the horse's mouth.",Ain't nobody trying to hear them sad ass stories u ain't real yea I heard it from the horses mouf
I have been involved with @bodacious_cutie since I was young; she will always be my girl. #attheendoftheday I have her when she isn't around.,Been fucking with @bodacious_cutie  since I was a youngsta always gone be my bitch #attheendoftheday I got her wen she ain't around
"@CHANBABI_ lol, no, not Daisy; she is no longer in service. Could you please hang up and try the person again? Goodnight.",@CHANBABI_ lol nope not daisy she is no longer in service ...... Cud u pls hang up n try the person again goodnight
Eyan is off to school; back to sleep I go until I take him to the doctor.,Eyan off to school back to slp I go till I take him to the doctor
"Come on, girl, and look at what he isn't doing. He doesn't even have to open his mouth; his face says it all, lol.",Come on guh n wat he ain't doin he ain't even gotta open his mouf his face says it all lol
"Then it makes you look bad when you are young and the older people are around. Come on now, that's not a good look.",Then it makes u look bad wen u young and u old come on now #notagoodlook
I'm about to put everyone in the tub and get ready for the guy to come see me.,Bout to throw eyan in the tub n get ready for the bay to come see me
"@cutie4lyfe @SupaSoaka_Dee, yeah, that scary person lied on you with her fraudulent self, but I'm going to see her, believe that.",@cutie4lyfe @SupaSoaka_Dee yea that scary bitch lied on ya with ha fraud ass but I'm gone see ha believe that
"I don't want to go out, but I want to get dressed up, get drunk, and have fun, lol.",Don't wanna go out but I wanna get gq n get drunk n fuck lol
"Her page is public now, so everyone should be able to see it on mine or Latifah Knowell's Facebook.",@LookBetta_Red her page is public now so everyone should be able to see it on mine or Latifah knowell on fb
You better have that thing on you if you are out in those streets this time of night.,Better have tht thing on yu if yu out in those streets this time of nite
You better be on your game in the city this week; those police officers are out looking for a way to catch someone.,Better be on your shxt n the city dis week those Jake boyz out looking for away to cum up
"There's this person I'm really feeling! Every time I can't see them, I get this cold chill and feel a bit upset.",Its this person i'm really feeling! Everytime I can't see them I get this cold  chill and a bit upset....
"Today I'm going to the gym! I can't wait to see how much I weigh, lol.",Today im going to the gym!!!! Cant wait to see how much I weigh lol
"I should have said, ""Shut the f*** up and get the f*** on!"" But I'm trying to change my old ways. :-)",@OnellElliott I should have said stfu and get tf on!! But im trying to change my old ways:-)
"Damn, that reminds me I need to pay my car insurance. I knew I had too much money lingering.",Damn to tht reminds I need to pay my car insurance shit I new I had too much money lingering
"It bothers me sometimes because I don't deal with my brother like I should. I mean, he and my stepdad were the only father figures I had.",It bothers me sometime cuz I dnt deal wit my brother like I should I mean him and my stepdad where the only father figures I had
"I came to my final decision: Maryland isn't working out for me, so it's time to move on.",Came to my final decision Maryland isn't wrking out for me so time to move on
"Yo, I swear 2012 was not my year. Just looking back at all the things I went through emotionally and financially.",Yo I swear 2012 was not my year just looking back at all the shit I went thru emotionally nd financially
I'm trying to find somewhere to get my bumper fixed. Does anyone know any decent places?,Tryna find some where to get my bumper fixed does anybody kno any decent places ?
Why is he talking my ear off? I should have never answered the phone.,Yo why is he tlking my head off I should have never answered the phone
I'm okay with losing the few friends I have if it comes to that.,So I'm cool wit losing the little of friends of I have if it comes to tht
"This guy knows I don't feel good and it's really cold, but he still wants to take 20 minutes to find a place to go.",This nigga knows I dnt feel good and it's cold as shit but yet and still he wanna take 20 mins to find a spot to shit
Master P is back in full effect; Lil Wayne and Rocky might need to watch out.,"Master P is back in full effect, lil Wayne &amp; Rocky might need to watch out"
Someone is smiling in my friend's face about him losing his keys. I caught this person laughing. People can be fake.,"Nigga smiling in my homie face about him loosing his keys, I catch this nigga laughing &gt;&gt; Niggas be fake &lt;&lt;"
"I already cashed out the other day, so I guess I'll do it again today. I have to stay looking good for my baby.",Already cashedout the other day guess i'll do it again today gotta stay sexi for my bby....
"In 10 minutes, it will be 4 months. I will say happy anniversary and then hang up. I don't have time for this.",In 10 mins its gon be 4 months . Ima say happy anniversary and hang up . Ion have time for this .
"Laying in the dark, listening to music. Yep, I have no life.","Laying in the dark , listening to music . Yep i have no life ."
"@itsMo__ she said you can get me some, and I'll pay you back, and we can eat it here. :/ .. Lol",@itsMo__ she said you can get me some and i pay you back and we eat it here :/ .. Lol
"Nothing anyone can do or say to me will ever take away my right to feel beautiful. :) Lol, for real.",Nothing anybody can do or say to me will ever take away my right of feeling beautiful :) lol fr
"That's the thing, I'm not fake. What I said to you, I said to her yesterday and today. You told her as if I was criticizing her. You were being messy.",Thats the thing i aint fake what i said to you i said to her yesterday and today . You told her like i was dogging her . You was being messy
"Because the way you're talking to me is going to make me knock you out, seriously.",Cause how you talking to me gon make me knock yo ahh clean out . Really .
What is so hard about coming to pick up a badge so your paycheck is correct? I'm not going to clock you in. Shaking my head.,Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not about to clock you in. Smh
"I'm what you want. I'm what you need. She has you trapped; I'll set you free. Sexually, mentally, physically, emotionally.","I'm what you want. I'm what you need. She got you trapped ill set you free. Sexually, mentally, psychically, emotionally"
"I didn't win $1,000 a week for life, but I did win $4, haha.","I didn't win $1,000 a week for life but I did win $4 bucks lol"
"So I'm ahead... But my boss said to assess whether it's safe for me to go to work... I'm going, but I'm going to take my time... no time for accidents.",So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna take my time...no time for accidents
"Gatorade and Powerade used to taste so bad to me, but now I love that stuff.",Gatorade and powerade use to be so nasty to me but now I luh Dat shit
"@sOOPer_BAD They all look good, which is why if I weren't Black, I would hope to be Persian.",@sOOPer_BAD they all look good that's why if I wasn't black I would hope I was Persian
"@kolombin3 Or go to food services, but either way, corporate needs to send them some sauce.",@kolombin3 or go to food services but either way corporate need to send them some damn sauce
I don't like talking about it. He went to sleep at 11 and it's 1:46. We have the music up loud and everything.,@_NighaUStewpid_ not like talking bout it.  He went to sleep @ 11 nd it's 1:46 we got the music up loud nd everything
That relationship where you can say anything to him and it's still all good.,That relationship where you can say anything to him and its still all good &gt;&gt;&gt;
"Erica, that's what I tell you. It's so hard to find good help these days.",@EricaPerson1 @REAL247TINA @jazzy_person @MzThickums23 erica thats what i tell you. Its so hard to find good help these days
"First, I had a dream that a friend was pregnant and we were going to share the baby. Then I was pregnant and my grandma came to the hospital.",First i had a dream a friend was pregnant and we were gonna share the baby...then i was pregnant n my grandma came to the hospital
"LOL, idiot. Is it going to happen tonight? I just asked her not even an hour ago!",@skinnyp38 lol idiot. Its gon happen tnight!? I just asked her not even an hour.ago!
"All my life, I have wanted money and power. Respect my mind or suffer the consequences.",All my life I wanted money and power. Respect my mind or die from lead showers.
@alluRED___ Shaking my head. I believe you. Laughing out loud. I will hold you to that then. But I'm not going to worry about it because I know you are lying.,@alluRED___ Smh. I bet. Lol. Imma hold you to it then. But I'm not gonna worry bout it...cause I know you lying
"This phone is acting on its own, like turning off my mobile hotspot for example.",This phone be doing shit by itself. Like turning off my mobile hotspot for one.
"@alluRED___ You haven't given me my steak yet, so I don't want to talk to you. Laughing out loud.",@alluRED___ you ain't give me my steak yet so I don't wanna talk to you. Lol.
"You called that woman a hoe, yet you are still trying to get with that same woman. Shaking my head. Foolish.",You called da bitch a hoe yet you still trynna get wot dat bitch ass hoe. Smh. Foolish
"If Tiara comes over here tomorrow, I will tell her to drop me off at your house... if she will.",@lickmy_woahdere if tiara come over here tomorrow ill tell her to drop me off at yo house...IF she will
"I swear I hate being touched. Lol. I don't know why, I just don't like people touching me.",I swear I hate being touched. Lol. I don't know why I just don't like people touching me.
@SHAQKNO because you are foolish and you are always arguing with @LaBrae_Luvme. Lol. You all crack me up. I have been watching. Lmao.,@SHAQKNO cause u fool up nd u always arguin wit @LaBrae_Luvme . Lol. Yall be trippin me out. I be twatchin. Lmao
My dad asked me if I like vanilla or chocolate. Laughing my ass off. I told him I don't discriminate. I love all my girls and all my girls love me!,My daddy ask me do I like vanilla or chocolate. Lmao. I told dat nigga ion discriminate. I love all my Bitches nd all my Bitches love me!!
Look at the girl's face and you think... :) then look at the girl's feet and you think... dun dun dun duhhhhhn! Laughing out loud.,Look at da bitch face u be like...:) den look at da bitch feet nd be like ...duhn duhn duhn duhhhhhnn!!! Lls
"I'm about to go to sleep, everyone. Catch me in about 6-10 hours. Please reach out to me.",I'm bout to go to sleep tweeple. Catch me in bout 6-10 hours. Fuck wit me.
I can't stand someone who doesn't know what they are talking about and keeps talking nonsense.,I can't stand a muhfucka that don't know what the fuck he talking bout nd steady flappin ya gums nd shit
Django is foolish. I wouldn't have killed all those people for one woman. I could understand if it was a busload of women.,Django dumb as hell. I wouldn't have killed all dem Niggas fuh one bitch. I could see if it was a bus load of Bitches
"For some reason, I can't dream or go to sleep when it rains, so I just sit up all night listening to pure cocaine.",For sum reason i can't dream or go to slp when it rain so i just sit up alight listening 2 pure cocaine
I have a college girl who goes to church every Sunday. She asked me if I think about getting saved.,I gotta college girl dat go to church er Sunday asked me do I think bout gettin saved
"I just woke up, my friend. You know I work overnight and I don't get off until 7 in the morning.",@CoCkY_AzZ_mEll I just woke up my nigga u know I work ova nite ion get off till 7 in da morning
"I was going to tell you that she informed us it wasn't due until next week, but if I didn't tell you, you would actually do your work.",@_YellowPharaoh_ I was gon tell you she told us it wasn't due till next week but if I didn't tell you you was gon actually do your work
"Could you explain what an op-ed is? I might consider entering into business with you, but not before I receive more information.","@_Twitler_ may you explain what an op-Ed is? I may contemplate entering into business with you, but not before I receive more information"
Tweeting in such a manner also causes me a slight amount of pain as I am not used to thinking in this way.,Tweeting in such ways also causes my head a slight amount of pain as I am not used to thinking in this manner
"My mom brought home the drug test one night, but I was asleep when she got home, and I saw it on the dining room table at around 2 AM.","Moms brought home the drug test one night bt I was sleep when she got home , and I saw it on the dining room table at like 2aM"
"You can get it, you can get it, you can get it, you can get it.",You can get it you can get you can get it you can get it
"This movie always makes my mood better. Lmao, he is funny as hell and so is his brother.",This Movie always make my mood better Lmaoo he funny as hell &amp; his brother
"You might invest a lot of money, but you are guaranteed to stay happy and get some action.",Ya might invest lots if money but ya guaranteed to stay happy and get ya some pussy...!
"Sure, there are other fish in the sea, but you will always be my Nemo.","Sure There Are Other Fish In Th Sea , But You Will Always Be My Nemo"
"Everybody is turning up tonight, but I don't have a ride to go anywhere.","Eveeybody Turning Up ToNight , But I Don't Have A Ride To Go No Where"
How was church on New Year's Eve? I need to get back to going to church!,@Justt_Mandyy  how was church on New Year's Eve ? I need to get back to going to church!!
"With RG3 and Alfred Morris on our side, we can make it happen. Hail to the Redskins!","@Redskin_Girl  With RG3 and Alfred Morris on our side, we can make it happen. HTTR!!!"
"We are the hottest team in the NFC; nobody is competing with us right now! Let's keep it that way, Hail to the Redskins!","@JasonJwhite5  We tha Hottest team in tha NFC, ain't nobody fuck'in wit us right now!!! Lets keep it that way, HTTR!!"
Don't let them give that award to Luck or Wilson. It belongs in D.C.! Hail to the Redskins!,@SKINSNATION2012 don't let them fools give that award to Luck or Wilson. It belongs in D.C!!! HTTR!!
"I'm in. I just need a key. And yes, you are very attractive! Are you a Redskins fan? I hope so. We need more attractive female fans.",@F8pTrui8EKbd6  I'm in. I just need a key. And yes u are Very Sexy!! Are you a Skins Fan? I hope so. We need more sexy fans( female).
"I know, you can go anywhere now on the subway. My father used to drive the Metro!","@FatBradPit  I know, you can go everywhere now on the subway. My old man used to drive the Metro!"
"Cute kid, nice tattoo, and let the men handle the grill. I see a Michael Jackson moment waiting to happen.","@__zebraaa  Cute kid, nice tatt, and let the men handle the grill. I see a Michael Jackson moment waiting to happen"
"I'm originally from Northeast D.C., so we are keeping it real East Coast style. Burn one for your boy!","@deedeehttr I'm originally from N.E D.C, so we keeping it real east Coast style. Burn one for your boy!!"
"I'm not a DJ, but I know a couple of DJs, and I will tell them about your site!","@BamaDJs  I'm not a DJ but I know a couple DJ, and will tell them about your site!"
You have the Lakers and Michael Jordan in the same sentence in your bio though.,@kenbee_ u have Lakers and mike Jordan in the same sentence in your bio tho
"@FizzleDollas My phone is off until I pay what I owe, lol. Direct message me your email so I can send you a few rough tracks I have right now.",@FizzleDollas man my cell off till I pay what I owe lol. Dm me ya email so I can send u a few rough joints I got right now
"They say what doesn't kill you only makes you stronger, so two drinks a night should help me live longer, lol.",Day say wat don't kill u only make u stronger so two drinks a nite should help mhe live longer lol
"@Wenzroc I can't stop laughing, a little of both, but it's cool. I'm slowly resurfacing, and I still have until I'm 25 to grow another inch or two... or five. God knows.",@Wenzroc ctfu a lil of both but its cool im slowly resurfacing and i still got till im 25 to grow another inch or 2......or 5 God knows ard
"@WillyWarbucks Tyrese - I Wanna Go There, Tank - Sex, Love, and Pain, Trey Songz - Ready.","@WillyWarbucks Tyrese - I wanna go there, Tank - Sex, Love, and Pain, Trey Songz - Ready"
She is strange for wanting her son to be both! Why would you want your child to be Muslim and Christian? Shaking my head.,She is weird for wanting her son to be both!!! Why would u want ur child to be Muslim and Christian??? Smh
"I just took a pill because my neck was hurting, and now I'm getting sleepy! If I go to sleep, I won't be able to study!","I just took a pill bcuz my neck was killing me,now im getting sleepy!!! If i go to sleep i wont study!!!"
"If I had a boyfriend, he would be made with Ms. Novod; she takes away all my free time.","If i had a boyfriend he would b made with ms.novod,, she takes away from all my free time"
"@ray_bandzman I have faith in you, nephew. It happens to the best of us, and in many ways, you'll make it through. You're young but old enough to know.",@ray_bandzman I got faith in you neph it happend to the best of us many ways you'll make it through your're yung but old enuff to know
"I'm really missing my babies @eAt_My_BEautE, @jaydahbaddest, @mzJulinda, and my baby girl @My_BeautyKillz. I can't wait to see them!","Im really missing my babies @eAt_My_BEautE , @jaydahbaddest , @mzJulinda , and my baby girl @My_BeautyKillz .... Cant wait to see them ..!!!"
@Dew4yne I thought I was the only one who knew this song! Two points for you.,@Dew4yne I thought I was the only one that new this song!!!!!!! 2points for you
"Somebody really should text me. I got a new number, so if you want it, just ask!",Somebody really should text me got a new number soo if u wany it ask !
"@AlwaysCheezin it's true. Just like he said. They are foolish for letting him go, even if he does break all the rules.",@AlwaysCheezin its true. Just like he said. They stupid for letting him go. Even if he do break all the rules.
"Oh man, the Tigers lost. But on the plus side, the Tigers won, so everything is cool, right?","Aww man. The tigers lost. But on the plus side, the tigers won so everythings cool right?"
"When people ask you 'What are you doing?' and you are using the restroom, what are you supposed to say?","When people ask you Wyd and you taking a crap, what you supposed to say?"
I said it doesn't matter if I achieve my goal or not; there will always be some girl trying to get my attention. So why do I have to chase after girls?,"I said it don't matter if I achieve my goal or not, there's gonna be some girl trying to give it up. So what I gotta Chase chicken heads for"
Cj is really acting up because I will not give him some chips.,Cj fat butt is really cutting up because I will not give him some chips
"Oh okay, sorry to hear that. Is she at Shands? I'll try to check her status before I leave work!","@RYouTeamYanna oh okay, sorry to hear that, is she here at shands? ill try &amp; check het status before i leave work!"
"I am good at reading a person's intentions; I can tell when something or someone isn't right, but with him, I want him!","Im a good Person to Finger a Person's intentions, I can tell wen something or someone aint right but him, I WANT HIM!!!"
Where were you when I was looking for you? You know we go every morning!,"@GirlyGirl_Qeria where were yu wen i was looking for yu, yu know we be going evey morning!"
"People are so worried about the wrong things, but they don't even have a pot to piss in or a window to throw it out of!","Bitches be so worried bout da wrong thing, but aint got a pot to piss in or a window to throw it out of!"
I don't care what he does when I'm not around; not everyone is genuine when they are not in someone's face!,"IDGAF Wat He Do Wen I Aint Round, Everybody Aint 100 Wen They Not In A Bitch Face!"
"If that woman sounds like macaroni and cheese when you are with her, she is a keeper!","If That Pussy Sound Like Mac &amp; Cheese Wen Yu In It, SHE'S A KEEPER!!!"
What is wrong with these women lately? They better get on their knees and show me some respect! Nicki voice!,"Fuck wrong w/ dese bitches lately, hoe betta get on they knees &amp; lick me! Nicki vc!"
"Women are putting every move they make on Twitter, as if Twitter is paying them to share their lives!","Bitches be putting they every move on twitter, like twitter paying them to bust a move!"
"He was over at my house the other day, and I had to kick him out because he was too cocky.",He waz ova my huse da otha day had to but him out he to cocky @MUSTANG_BO
"Nowadays you can't call any women, you just have to call them by their names.",Nw days u can't call no hoes yo phne just gotta Cal dem hoes by dey name
"I know you all think I am online all day, but I promise I am working hard. My job is just really cool.",I kno yall thank i be online all day...but i promise i be on da grind. My gig jus coo af.
"Some people can't be on the guest list, so they try to make the shit list. Who do you think you are?",Niggaz caint be on da guestlist so dey try to make da shitlist. Ol fuck azz nigga who iz YOU??
The Senate has confirmed John Kerry as Secretary of State! They had this set up from the beginning!,The Senate has confirmed John Keery as head of State! They had this set ip from the begining!
@Jwalkin2 he probably did it without gloves once and accidentally wiped his eyes and couldn't see for a week.,@Jwalkin2 he prolly did it without gloves once and fucked around an wiped his eyes and couldn't see for a week.
I think Christian Ponder is the big winner tonight. At least he's a capable number 2 quarterback. Webb is terrible.,I think  Christian Ponder is the big winner tonight. At least he's a capable no 2 QB. Webb is hot garbage.
Yeah man. That's why Melo walked straight to the Boston locker room after the game!,@TiteMill @Marcscottsc2nc @BestCoachCasey @Jwalkin2 yeah man. Thats why Melo walked straight to Boston locker room after the game!
"Sometimes they do, son. Emmitt Smith is the leading rusher...",@Marcscottsc2nc @titemill @bestcoachcasey @vanhout1037 @myermack @jwalkin2 sometimes they do son. Emit Smith is leading rusher...
I really don't feel like buying any tracks; I hope my hair turns out right!,"I really don't feel like buying no tracks, I hope my hair turn out right !!"
"I was really ready to support him, but I guess he still wants to do his own thing. I can't be upset!","I was really ready to ride for dude, guess he still wanna do him. I can't trip!!"
"My main focus is Lamont D. Williams, because I still care and I probably always will!","My main focus is Lamont D. Williams, because I still care &amp; I probably always will!!"
"You think I'm going to trip over another guy? No way, I'm going to keep doing what I've been doing with him!","You think Ima trip over another bitch nigga, hell naw Ima keep doing what I been doing with him!"
"I'm not going home after school today! Yay, I won't have to endure my thoughts until I sleep!",I ain't going home after school today ! Yay I won't have to endure my thoughts until I sleep!!
"I'm definitely about to go home. I hope everything goes as I planned tonight, but if not, I'll handle it myself!","I'm most definitely bout to go home, I hope everything goes as I planned tonight, but if not I'll do it by myself !!!!!"
My dad drives me crazy when he acts like he has things to do but isn't doing anything!,"My daddy be killing me when he act like he got shit to do &amp; don't be doing a damn thing !,"
"My friend completely embarrassed himself last night, but I'm still trying to 'get on his level'! Wow!",Oomf completely embarrassed himself lastnight but I'm still tryna ''get on his level'' !! waab !
"But then again, he is not even my boyfriend, but I definitely want him to be!","But then again he not een my baby, but I definitely want him to be : ( !!"
"I don't owe you anything for what you do for me; you didn't sell this work, you didn't shoot for me.","Ion owe you shit what you do for me, you ain't sell this work, you ain't shoot for me."
I'm so glad I don't have to depend on Brian to take me to work anymore!,So glad I don't have to depend on Brian to take me to work anymore !!
"My dad just texted me and said, 'Go to bed early, you have to take an exam tomorrow.' I'm weak; he is childish!",My daddy just texted me &amp; said ''GO TO BED EARLY GOTTA TAKE EXAM TOMARR '' I'm weak he childish !
@JasssMe_Up is definitely my girlfriend because she liked all my tweets trying to wake me up!,@JasssMe_Up is most definitely the gurlfriend because she favorited all my tweets attempting to wake me up!!!
"My best friend is so gay; he said, 'If you’re going to hit me, hit me right.' It's so gross!","My bestfriend is soooo gay, he said if you gon hit me hit me right, its sooooo damn ewwww!!"
"I was watching America's Supernanny, and the mom told the boys she would tell their teachers if they didn't go to bed!","I'm waab at Americas Supernanny, the mama told the sons she was gon tell their teachers if they don't go to bed!!"
"Remember when everyone was waiting for last summer and nothing really happened? There were a few moments, but it wasn't much.","Remember every body was waiting on last summer &amp; aint shit happen fr . It was a couple moments , but it wasn't shit ."
I remember my dad got mad because I was taking down Brandon's dreadlocks and talking a lot of trash.,"Lh I remember my daddy got mad cause I was taking Brandon dreads down , &amp; was talking all shit ."
"I see it, but I don't want to talk. I'm trying to do something.","@_RayRayBEE I seeee it , but i dont wanna talk . Im trying to dooo some ."
"Man, yeah. Dang, are you getting mad? You're being petty.","@_RayRayBEE mannnn yea . Dang , are you getting mad ? You PETTY dawggg :/"
"Aww, Trevon wants to retweet something from last night? Let me go do that real quick.",Awwww Trevonnn wanna retweet shit from last night ? .... Lemme go do that right fast
"This boy got hit by a car, but there is nothing wrong with him. My grandma got mad because I said he wasn't even supposed to be here; he was expelled.","This boy got hit by a car , but aint shit wrong himmm . My granny got mad cause I said his asss wasn't even supposed to be here he EXPELLED"
Forget Tim and Alexis. That girl isn't my best friend anymore.,Lhhh fck Tim &amp; Alexissss . That bitch aint my best friend no more -___- :/
My little sister slept in her shoes. I'm going to tell on her!!! Laughing out loud.,My lil sister nasty asss slept in her shoes . Im finnna SNITCH !!! Lbs.
"Now I would give anything just for him to be here!!! Rest in peace and happy birthday, man.",Now I a give anything just for him to be HERE !!! &lt;&lt;&lt;&lt; RIP &amp; HBD mannn.
"Every time I go to IHOP, I never get pancakes. Today I got these caramel ones and they were really good.","Every time I go to ihop , I never get pancakes. Today I got these caramel ones &amp; they was fareeee &gt;&gt;&gt;"
My little brother just said he thinks our little sister Erica is going to be ugly. I can't stop laughing.,My lil brother just said he think our lil sister Erica going be ugly &lt;&lt;&lt; ctfu.
I guess Trevonn wants to say good morning too? Or is he just getting mad for no reason?,I guesss Trevonnn wanna say good morning tooo ? Or he just getting mad for no reason.
"I'm not any of that, just a loner, lol. Ugh, do something, lol.",@ttboutadolla I'm not none of that just a loner lol and ugghh do something lol
"She is really unattractive, though. Why does she keep messing with that unkempt hair? #Catfish","She ugly as fuck though, why she keep fumbling with that nappy ass hair #Catfish"
You are one foolish girl. Just make sure your mug shot looks better than mine.,@_kadijahhhhhhh you one retarded ass girl just make sure your mug shot look better then mine.
My mom is the only person who gets mad at me because I don't want to eat what she cooked.,My mama the only person get mad at me cause ion wanna eat what she cooked.
"I'm laughing at Tiara. These girls go to great lengths for no reason, lol. It's 2013, TT, forget it.","Lmfao at Tiara, these hoes does the most for no reason lol. It's 2013 TT, fuck it."
