standard_american_english,african_american_english
"Coach always picked up change when he found it. LOL, he said money is money.",Coach always picked up change wen he found it LOL he said money is money
"I say I'm real because that's what I am. Nobody can call me fake for any reason, because I'm not a fake person.","I say I'm real cus that's what I am. Can't nobody call me fake for shit, cus ain no fake nigga"
Why do girls thank us when we say we don't love these women we have to be talking about our girlfriends? I know very well that most men don't thank their girlfriends.,Why girls thank when we say we don't love these hoes we gotta be talkin bout our gf. I know damn well most niggas don't thank they gf a hoe
We will eventually become two people who love each other but cannot be together.,We gone end up bein two ppl who love each other but can't be together
"What's wrong with that referee, he really made me mad. Talking about a damn juggling player, you better watch out.","Tf wrong w/ that ref, nigga done made me mad. Talkin bout a damn juggle nigga u better suck my dick"
I need to work on myself a lot; either she will be here to help me or not.,"I needa work on myself A LOT, either she gone be here to help me or not"
I really hate my dad; I won't even be able to express my sadness at his funeral.,"I fuckin hate my dad, ion even thank I'll be sad at that nigga funeral"
"I'm going to connect my PS3 to my large TV, and I won't be able to watch TV and play my game at the same time anymore.","Finna hook my ps3 up to my big tv, ain gone be able to watch tv n play my game at tha same time nomo"
We can't even play a little football game without it causing trouble in this neighborhood.,We can't even play a lil football game w/o it bein no trouble in this neighborhood
"When I first met her, I said I'm going to make that girl mine. I had to get her, even though I knew nothing about her. I just had to make her mine.","I first met her, I said ima make that girl mines. I gotta get her, ain know shit about her or none. I just had to make her mines"
I need to talk to a preacher about the things that are happening to me at night; I feel like something is trying to harm me.,"I needa talk to a preacher bout tha stuff that be happenin to me at night, feel like somethin be tryna get me dawg"
"I came looking for you with the Haitians, I stayed smoking good Jamaican, I engaged with women from various races.","I come lookin for u w/ Haitians, I stay smokin on good Jamaican, I fuck bitches from different racessss"
"I dislike it when women bring up my girlfriend; she isn't concerned about you, so don't worry about her.","Hate when females brang up my gf, she ain worried bout u don't worry bout her"
I don't want to be seen as a good girl because I fell in love with these unconventional women!,Ion want me no good girl cus I fell in love w/ these freak hoes!
O.J. was a good special teams player; I hate that those things happened to him.,"O.J. was a good ass special teams player, I hate that shit happened to him"
Some girls view getting pregnant as an achievement! It seems like it was the only thing they were anticipating!,Some girls look at getting pregnant as an accomplishment! Like it was the only thing they were looking forward 2!
"...I can't believe this guy is telling me to leave, okay, he's on the phone. He says no more.",.....I can't believe this nigga gone tell me bye gtfo his phone OK kool say no more
"Gentlemen, thanking the man up above for allowing me and my Keira to see another 24 hours... Blessed.",G/M thankin the man up above for lettin me and my keira see another 24.... Blessed
"Probably will be the first pair of shoes I buy this year; if I told you how much I'm going to spend, you'd think I'm crazy.",Probably be da first shoe I buy this year if I told yall how much ima spend youll think im crazy
"Laughing out loud, I remember when I first found out I was going to be a dad, I turned into a drunk for about a month.",Lol I remEber wen I first found out I was go b a dad I turnt into a drunk fa bout a month
"Yes, go ahead and slide in there because she's losing her balance; she doesn't engage in such behavior often, laugh out loud.",Yea go ahead n slide in dat bit cause she losin her ass she dobt fuck alot lol
"Laughing out loud, one of my friends really should have gotten those sneakers; I would have gotten them from her.",Lol Oomf really should of got them 501s I would of got dem from her
"If you can identify the person from that last tweet, I will give you everything in my pockets.",Lol if u can point out a pussy nigga from dat last tweet ill give u everything out my pockets
"Getting the vehicle repaired sooner rather than later this week, someone really hit and ran on my car.",Getn da whip fix with soner time this week sumbody really did a hit n run on ya boy
I heard Woods slipped and fell into hot donut glaze. Did you see the sign? Is it true? #QTNA,I heard wooda slip n fell in hot doughnut glaze ya boy must seen da hot sign...is it true?? #QTNA
"I just saw the weakest twerk video ever on Facebook and it received 77 likes, SMH.",I jus seen da weakest twerk video ever on facebook and it went fa 77 likes smh
"Remember when you get a person who treats you wrong, I was the one who treated you right.",Remember when you get a nigga that treats you wrong I was the one that treat you right
"To be honest, I prefer not to text or call people more than they do to me. I wait for them to text or call me first. That's just my preference.",To keep it 100 I don't text or call me more I wait people text me or call me now that just me
"I have my team in the field, and we play for keeps. There are three of us in the streets and in the field without the police.",I got my team in the field we play for keeps 3 Hunna in the streets in the field without the police
I dislike people claiming to be genuine individuals; how can you be considered authentic? Don't support your group blindly.,I hate niggaz be talking about they are a real niggaz how are you a real nigga don't be rideing for you crew
"I'm a rapper, I rap in school. I have bars, so I'm really nice, so.",I'ma rapper I be rapping in school I got bars doe I'm really am nice doe
"@POLO_DRO but I don't start drinking wine until around 11 PM. It's my nighttime thing, laugh out loud.",@POLO_DRO but I don't drink wine until around 11. It's my night time thing lol
"Oh my goodness, I never thought I would be planning a baby shower for myself!",".* omg , i neva thought ill be planning a baby shower for myself !"
"*I'm about to put Keshia's outfit to shame, coming in here and turning up the TV and everything!*",".* finna put keshia ass out , coming in here turning da tv &amp; shit !"
"I am a very assertive person who is always ready to go, I just need a genuine friend who is willing to accompany me without asking any questions.",".* ima real ass bitch who's always dwn to ride , i just need a real ass nigga who's riding wit me no questions asked !"
"@Moomoo677Perry, you must be having a baby on the way, all the sleeping you've been doing!","@Moomoo677Perry you must got a baby on da way , all da sleeping you be doin !"
"* Kanye will be here in March, my birthday is in May. I don't know what I'm going to do!",".* ka'nya will be here in march , my bday in may ion know wat ima do !"
"@Deezy_ilyGcode wanted to let you know I'm going to do my shower on February 10th, so you can make the invitation sometime this month, not right now though!","@Deezy_ilyGcode wanted to let you know ima do my shower Feb 10 , so you can make da invitation sometime this month not rite tho !"
"@BreadonDaSlab oh yes, you already know anything for little brother because I know my little brother has my back when I need you.",@BreadonDaSlab oh yeah u already know anything for lil bro because i know my lil bro got my back when i need u
"I have a large slobber line all the way up to my ear, and I dislike it.",Got a big ass slob lin all da way up to mi ear bra :-) i hate dat
"I keep it with me like it's a wound, she wants to be intimate with me, but she doesn't know me.","40 i keep it on me like iz ah owie,she on she wana fuck me but she don know me"
"If she liked the first gift, that's only the tip of the iceberg. I have a trick up my sleeve. #Miwantherbad",if she liked the first gift thats only the tip of the icebergh i got a trick up mysleeve #Miwantherbad
"Woke up at noon like a boss. Took insulin like a boss. Checked emails like a boss. Now planning out the next 12 hours like a boss.

(Note: The original tweet is already in Standard American English, so no changes are needed.)",Woke up this at noon like a boss. Took insulin like a boss. Checked emails like a boss. Now planning out the next 12 hours like a boss.
"@TrapperKeepr I know you were tough on them, but you made it easier for them in the right ways!!",@TrapperKeepr i kno u was tough on them u just made it easy for em in the right ways!!!
"@YoungTe618 haha, I should hit your roach stash one day. I was over getting me higher than a kite.",@YoungTe618 haha I shol hit ur roach stash one day I was ova got me higher than a mofo
"@LoveLee_Laura Aww, that's sweet. I'm sure they will miss you a lot! I saw your little lady's cheer pictures yesterday. I'm so proud of her!",@LoveLee_Laura aww that's sweet I'm sure they will miss u to pieces!! I seen ur lil lady cheer pictures yesterday I'm so proud of her!!!
I hope my baby enjoys his day and doesn't let ignorant people and nonsense affect him. We've made too much progress to dwell on last year's drama.,Hope my baby enjoy his day and stop letn dumb ppl and dumb shit get to him!! We makn too much progress to look bak on last years drama
"@KrazziiAzzMii So Kianna, I text you all the time, but you never text back. And I talk to them quite often every day.",@KrazziiAzzMii Soo Khianna I Teext Yoo Ass Yoou Nevaaa Text Baack &amp;&amp; I Taalk Too Quail Dem Everyday 0.o
"Crazy day yesterday, my ex kept calling me. I had to warn her about the legal consequences; they're not the best of friends, lol.",Crazy day yesterday my ex kept blowing me up. Had to threaten her with the law their not the best of friends lol
"Little do they know, the ones he tried it with either went or were going, and now they want to have his children.",Lil do they know the ones he tired it with went or was going and want to have his kids
"Spend time with the Baptist, individuals struggling with addiction, those involved in drug trade, colleagues, or even schoolmates; a lot of this foolishness will cease.","Go hang out with the Baptist,crackheads,drug dealers,coworkers, or even school people a lot of this dumb shit going around will stop"
"Believe me, I have nearly thirty years of experience in this field; I was born into it.",Trust me I got damn near 30 years in this game I was born in it
"They say that informants receive retaliation, well, guess what? I'm reporting, and if I face consequences, oh well, I'm not dead.",They say snitches get stitches well guess what I'm snitching and if I get stitches oh well I ain't dead
On my way out to take care of some late and last-minute business... I hate this weather and leaving my Jo Jo more than ever.,On way out to take care of some late&amp;&amp; last minute business ...hating this weather and hating leaving my Jo Jo more than ever
"I'm always single; I just want women to understand that I talk to other women, and that's just the way it is. I don't have sexual relations with them.",I'm always single I just want women to accept that I talk to other women and that's just the way it is I don't have sex with them
"I wish I could have stayed with my girlfriend, but I have to spend New Year's with my family.",Wish i couldve stayed wit my babe but gotta bring new years in wit my family.
"@FunSizeCinessa @BraylonMommy_03 I tried to record it, but it's too dark. His girlfriend caught him and another girl in her house.",@FunSizeCinessa @BraylonMommy_03 I Tried To Record It But Shit Its To Dark His Old Lady Caught Him &amp; Anutha Girl In Her House
"@thee_pilot I'm in the city, baby. I've got you on Friday when that little thing comes through.",@thee_pilot Im In The City Baby I Gotcha Friday When That Lil Thing Come Threw
"As I mentioned before and will reiterate, all of you can refrain from such behavior. What do you think about it?",Like I Said Once And Will Repeat It All Yall Hoes Can Suck Donta Dick What About It
"I want to go to the lakeside, but I don't like being out there all day.",I Wanna Go To Lakeside But I Hate To Be Out There All Damn Day
@Barrbaraa those answers are not on Google! I don't know what Cheatham is having us do! Eh,@Barrbaraa_ them answers don't be on Google! Idk what Cheatham be having us doing! Ehh
I'm thinking about going to school next week... #Never give up on your dreams and goals.,Thinkin bout goin tew skool nxt wk.... #never give up on yuhr dreams n goals
"That feeling when you have feelings for a girl and she's already in a relationship...she knows because I told her, but if you mistreat her, I'll treat her right. #findawaymate",That feeling where you got feelings for a chick n she booed up..she know Cuz I told her but if y'all girl do ya wrong..I'll do it right#fwm
"Guys get rich and act mean. I'm going to be the same guy I was when I used to ask for a cigarette. The only difference would be: I could buy the store, but I'm still the same.",MFs get rich n act bitch..IMA BE THE SAME MF I WAS WHEN I USE TO ASK FO A CIGARETTE..difference would be: I COULD BUY THE STORE BT IM D SAME
"@FuturisticThug OK, I understand you have a girlfriend and all. I was just talking nonsense. #but you know that",@FuturisticThug o OK ik u got a gf n all..I just b talking shit#but you no dat
"@parish274 That girl doesn't want me. I don't know why she's running so much. Honestly, I'm not ugly and the truth is Tony the Tiger is great. #WrongAnswer",@parish274 that bitch dont want me..idk y she b running so much..hell I ain't ugly n the D n the T is Tony the Tiger Greeaatt#ERRRRRSWERVE
"Legs behind your head, entering holes and touching souls, all the way in and all the way out, licks around the clitoris, oh my goodness!",Legs behind ya head..entering holes n touching souls..all the way in n all tha way out..licks around the clit n #O SHIT!!!
"I've been wanting a girlfriend, friend, and companion for 2 years, 2 months, and 19 days since I've been in love. I kind of miss the feeling. #Yes, I know the timeframe. I loved it.",I want a gf..friend..n companion..2years 2months n 19 days since ive been n love_kinda miss the feeling#yeah I know the timeframe_I loved ha
@Ratchet_tweet29 Get on top and wrap your legs around my head... Legs locked in position #sexythought,@Ratchet_tweet29 get on top n wrap ya legs round my head.. legs locked in position#sexythought
"@getyuwet You are beautiful, sexy, and captivating. Your conversation is engaging and you exude confidence. LOL_ALL DAT LOL",@getyuwet GM u beautiful..sexy..freaky..pussy eating..nasty talking gorgeous hot n ready slick talking good sexing pretty MF lol_ALL DAT LOL
@CeeLoGreen I need a music mentor. Watching you on The Voice shows me that we would clash well together. I live off Camp Creek. My link is on my profile.,@CeeLoGreen i need a music mentor..watchin you on THE VOICE shows me that we would clash good together..I live off CampCreek..my link on pg
"Original Lampung, living in Lampung. It's my turn to speak the Lampung language, why use the Lampung script for everything, ugh ;-(","Orng lampung,tinggal di lampung. Giliran ketemu bahasa lampung pening,apa lagi pake aksara lampung semua haduhh ;-("
"Wow, I swear by God that handsome man on #LAHH Yandy is so attractive, I'd do something to get closer to her. She's a fine little chocolate man.","Damn I swea da GOD dat gorgeous mf on #LAHH Yandy sooo mf fine, id do sum thangz to get next to her.. Fine lil chocolate fatherfucker"
"I won't do it again, and I bet no one is going to give you your peaches. Laugh out loud, flex on your life.",I wont do it for anotha and I bet ya aint nobody finna give you yo #Peaches lmao flex onyo life lol
"I don't know what it's about my sister friend, but every time I see her, I want to see her some more. We've even got to do all that, just let me know some more.","Ion know what it is bout my sista friend but, everytime I see her I wana see her sum mo.. weon even gotta do all that, just lemme kno sum ma"
"I'm just a #Libra, I mean no harm; I'd rather keep you warm, and I'm not trying to have sex, but I can be your charm... &#x27;I don't know where that comes from.","Im just a #LIBRA Ion mean no harm, I rather keep you warm, and im not tryna have sex but, I can be yo charm... &lt;&lt;&lt;&lt;&lt;Idk whea dat come from"
"@MyKenfolk They are showing off, they are aware that they care. They wouldn't brag about it if they didn't. Laugh out loud...","@MyKenfolk they flexing, they know they care lol.. They wouldn't boast about it if they didnt lol..."
#ItKillsMeWhen I'm with a person and they make their butt clap while riding... Let me see it again 9 more times Lol.,#ItKillsMeWhen im wit a person and they make they azz clap while riding... LEMME SEE IT AGAIN 9 MO TIMES Lol
"#ItKillsMeWhen one of my friends from the neighborhood isn't doing right and I can't help them knowing if I could, I would.",#ItKillsMeWhen one of my niggaz from da hood aint doin ryte and I cant help em knowin if I could I would
I must have a sit-down meeting because it appears that some people do not understand and are complicating it for those who do. #nothingisfree,Myte have to have a sitdown meeting because it seems like sum folks dont get it and messing it up for the ones who get it.. #aintnothinfree
"@Ladii_Chopper I'm being honest, huh... The lady must have told you what I said about how we ended. It wasn't my fault; she asked, and I told.",@Ladii_Chopper ima bitch huh... Llc she mustve told you what I said bout how we ended.. It wun my fault she asked I told..
"@JudySnatcher Girl, what do I need you guys for? What have you all done for me? Can you please leave me alone? LOL.",@JudySnatcher girl wtf ion need you hoes what y'all did for me can y'all leave me alone lol please.
"@LilKaay_ you know that girl can get the whole clip #freeKEVO #FREEFREDDIE. Hmph, lmao.","@LilKaay_ you noe uh bitch can get the whole clip #freeKEVO #FREEFREDDIE ., hmhp lmao."
"When Chaz wanted me to stay the night and she prayed that my mom would say yes, I was dying laughing.",When chazz wanted me to stay the night and she prayed that my mama would say yes I was dying lol.
"I tried to call a babysitter and I said maybe one day if I become your baby, you could keep me. Lol, still haven't gotten the number, but I had to try.",Itried 2 holla at a babysitter &amp;I said mayb 1day if I becum yo baby u could keep me lhhhhhbvs still ain't get the # but I had 2 try #sueme
I discovered some disturbing information! The one person I'm trying to communicate with probably doesn't care! Psh.,found out sum fucked up shxt ! 1 person im tryna talk to probally dont care!! pssh
"To all my enemies, it's a new year. Forgive me for whatever I have done to you.",To All My Enimies It's A New Year 4give me For Wat Ever I Done To Yall
Our second home game is tomorrow. Everyone come and show Newark Vocational Boys at 7 PM. We're trying to get 500 for the first time this season. Some love.,Our Second Home Game 2mar EVERYONE COME AND SHOW NEWARK VOCATIONAL BOYS @7PM Some Love We Tryna Get 500 For The First Time This Season
"Good game today, we all played well. The mall had some assistance, and he went to the cup. We saw some things we've never seen before, lol.",Good Game Today We All Played Good Mall Had Some Assist And He Went To The Cup Some Shit We Never Saw Before lol
"My life is so real. Last night, I went to bed and woke up with the chills.",Man My Life So Real Last Night I Went To Bed And Woke Up With The Chills
"@VillBoy_Vinny I'm saying he's on top of all of us, so I don't know, I'll call him again and see what's going on.",@VillBoy_Vinny Im saying he over all of us so idk imma call him again and see what's up
"@_SuckMyLilly @Aliyyah_DoubleY Right, so stop talking about it before they end your season and it goes well so far.",@_SuckMyLilly @Aliyyah_DoubleY Ight it over thou stop talking bout it b4 they end yall season and its going. good thus far
"So, on January 18, 2013, it's been 8 years since I've known you, and you've been in my life, proposed to me, and we have children together. CDC.","So Janurary 18,2013 a make it 8yrs i known u n u been n mii life been proposed too n got children out da deal.....CDC"
"What job do you have? Where do you earn your income? Oh, wait, you don't have a job either. LMAO.",What Job You Got ? Where You Getting Yo Income At ? Oh Wait You Aint Got No Job Either Lmaoo
"Onyx needs to improve the performance of the dancers in that venue, so the dancers in that venue are genuinely lacking in strength.","Onyx need to step up the bitches that strip in that jawn, so bitches in that jawn be weak as shit for real.'"
Those who are not ready for a relationship are often the ones constantly talking about wanting a serious relationship. #stfu lol,The ones that's not ready for a relationship be the main one always talking about wanting a serious relationship. #stfu lol
"Still laughing my head off at my best friend yesterday... Community penis, oh no... Nobody has time for that.",Still LMFAO at my bestie yesterday... Community Penis Oh NO... Nobody got time for that
"I have known this man for perhaps half of my life, and in just a split second, I detected the odor of his breath, instantly making me not want to be acquainted with him, SMH.",I've known this guy for maybe half my life and 1 split sec I smelled his breath and I instantly didn't want to know him smh
"Kill a Caucasian, win a prize; kill a Cripple, then your entire family dies. #Clatttt",Kill a 6lood win a prize kill a Crip then ya whole family dies #Clatttt
"I am going to take a nap, and when I wake up, I will watch movies for the rest of the night.",Imma take a nap and when I get up I'm goin to  watch movies the rest of the night.
"It really looks different with a haircut, but oh well, goodbye Afro, welcome back waves.",Really do look different with a haircut but ol well byebye Afro welcome back waves
"@Dopest_Kid about that single life isn't for her, and I unfriended her last week. She sent me a friend request last night and was throwing shade.",@Dopest_Kiid bout tat single life aint for her and I unfriend her last week and she sent me a friend request lastnight and was throwin slams
"Dear Teacher, you know I'm a daydreamer, so why are you asking me such a question while I'm daydreaming? #PayAttention","Dear Teacher, Uma A Day Dreamer Everybody Knows It so Why Tha FUCK YHU ASKIN MHE STUPID ASS QUESTION WHILE I DAY DREAM #PayAfuckintention"
"Women can be quite discerning, so I tend to be the same way with others. In other words, she's not genuine, and neither are you, so now you're supposed to be best friends! #Tragic",Bitches Be Likk Real Reconize Real So I be Likk So In Others Words She's Fake n so r u so now yall BESTIES ! #Tragic
"My mom said the world couldn't handle two of me. She's happy she didn't have twins. Yeah, because I really like having a little brother! #Sarcasm :-)",My Mom Sedd Tha World Kant Deal With 2 of Mhee She 's happy She didnt  have Twins. Yeah Kuz i really Like havin a lil brutha ! #Sarcasm :-)
"On my way to school. These girls and my best friend are unpredictable, and we know that! ;)""

(Note: The original tweet contains offensive language and slang. The translation provided is a cleaner version that maintains the original meaning without using inappropriate language.)",On My Way To The Hell Holee They Call School Urq . Fuck These Females Me N My Bestfrann Are Irregular And we Kno That Shiz ! ;) Bye Babies!
This tattoo artist needs to text back. I'm trying to get tattooed like my friend.,This Tattoo Man Need To Text Backkk . Im Trynaa Get Tatted Likee My Amigooo
"My apologies, but I am not comfortable discussing anything else. Please understand.",@ShutUpNSuck Lorddd I Swea To Godd Yu Bogish Asl . Dont Ask Me Fa Shit Else . Goofy Ass .
"Sleeping is my drug, my bed is my dealer, and my alarm clock is the police.","Sleeping is my drug, my bed is my dealer and my alarm clock is the police."
I am keeping the things I say to myself because we have some snitches on the team.,I am keeping the stuff I say to myself. cuz we got some snichtes on the team
"@cutie_anabelle she told Q that she couldn't because she hadn't called her for Christmas, and my friend and I were like,'send us some from the store.'",@cutie_anabelle she told quia she done cuz she anit call her for chrismas and them me and tater head was like ship us some from the store
"If I were in the dome, I would be deaf and mute by halftime. #Falcons",If I was in the Dome I would be deaf and mute by HT. #Falcons
"Nobody is trying to hear those sad stories; you're not being genuine. Yes, I heard it from the horse's mouth.",Ain't nobody trying to hear them sad ass stories u ain't real yea I heard it from the horses mouf
"I've been involved with @bodacious_cutie since I was young, and I will always be loyal to her. I support her even when she's not around.",Been fucking with @bodacious_cutie  since I was a youngsta always gone be my bitch #attheendoftheday I got her wen she ain't around
"@CHANBABI_ LOL, no, that's not Daisy. She is no longer in service. Could you please hang up and try reaching the person again? Goodnight.",@CHANBABI_ lol nope not daisy she is no longer in service ...... Cud u pls hang up n try the person again goodnight
"He's off to school. Back to sleep, I go until I take him to the doctor.",Eyan off to school back to slp I go till I take him to the doctor
"Come on, let's see what he's not doing. He doesn't even have to open his mouth; his face says it all, lol.",Come on guh n wat he ain't doin he ain't even gotta open his mouf his face says it all lol
"Then it makes you look bad when you're young and old, come on now #notagoodlook",Then it makes u look bad wen u young and u old come on now #notagoodlook
I'm about to put it in the tub and get ready for the bay to come see me.,Bout to throw eyan in the tub n get ready for the bay to come see me
"@cutie4lyfe @SupaSoaka_Dee Yes, that scary woman lied to you with her fraudulent behavior, but I'm going to see for myself and believe that.",@cutie4lyfe @SupaSoaka_Dee yea that scary bitch lied on ya with ha fraud ass but I'm gone see ha believe that
"I don't want to go out, but I want to get dressed up, have a few drinks, and enjoy the evening.",Don't wanna go out but I wanna get gq n get drunk n fuck lol
"@LookBetta_Red her page is now public, so everyone should be able to see it on mine or Latifah Knowell's Facebook page.",@LookBetta_Red her page is public now so everyone should be able to see it on mine or Latifah knowell on fb
Make sure you have that item on you if you're out on the streets at this time of night.,Better have tht thing on yu if yu out in those streets this time of nite
"Better be on your way to the city this week, as those young men are out looking for a way to succeed.",Better be on your shxt n the city dis week those Jake boyz out looking for away to cum up
"It's this person I'm really feeling! Every time I can't see them, I get this cold chill and a bit upset...",Its this person i'm really feeling! Everytime I can't see them I get this cold  chill and a bit upset....
"Today, I am going to the gym! I can't wait to see how much I weigh. LOL

(Note: The original tweet already uses Standard American English, but I've made minor adjustments for clarity and formality.)",Today im going to the gym!!!! Cant wait to see how much I weigh lol
"@OnellElliott I should have said'shut up' and 'get out of here', but I'm trying to change my old ways:-)",@OnellElliott I should have said stfu and get tf on!! But im trying to change my old ways:-)
"Damn, that reminds me that I need to pay my car insurance. I knew I had too much money lingering.",Damn to tht reminds I need to pay my car insurance shit I new I had too much money lingering
"It bothers me sometimes because I don't deal with my brother the way I should. I mean, he and my stepfather were the only father figures I had.",It bothers me sometime cuz I dnt deal wit my brother like I should I mean him and my stepdad where the only father figures I had
"I have come to my final decision: Maryland is not working out for me, so it's time to move on.",Came to my final decision Maryland isn't wrking out for me so time to move on
"I swear, 2012 was not my year. Looking back at everything I went through emotionally and financially.",Yo I swear 2012 was not my year just looking back at all the shit I went thru emotionally nd financially
I'm trying to find somewhere to get my bumper fixed. Does anyone know any reputable places?,Tryna find some where to get my bumper fixed does anybody kno any decent places ?
"Oh, why is he talking to me so much? I shouldn't have answered the phone.",Yo why is he tlking my head off I should have never answered the phone
So I'm okay with losing the few friends I have if it comes to that.,So I'm cool wit losing the little of friends of I have if it comes to tht
"This guy knows I don't feel well and it's very cold, but he still wants to take 20 minutes to find a place to use the restroom.",This nigga knows I dnt feel good and it's cold as shit but yet and still he wanna take 20 mins to find a spot to shit
Master P is back in full effect; Lil Wayne and Rocko might need to watch out.,"Master P is back in full effect, lil Wayne &amp; Rocky might need to watch out"
"My friend is smiling about him losing his keys, I see him laughing. People can be insincere.","Nigga smiling in my homie face about him loosing his keys, I catch this nigga laughing &gt;&gt; Niggas be fake &lt;&lt;"
"I already withdrew the other day, I guess I'll do it again today. I have to stay attractive for my partner.",Already cashedout the other day guess i'll do it again today gotta stay sexi for my bby....
"In 10 minutes, it will be 4 months. I will say happy anniversary and hang up. I don't have time for this.",In 10 mins its gon be 4 months . Ima say happy anniversary and hang up . Ion have time for this .
"Lying in the dark, listening to music. Yes, I don't have much of a social life.","Laying in the dark , listening to music . Yep i have no life ."
"@itsMo__ She said you can get me some, and I'll pay you back, and we'll eat it here. :/ Lol.",@itsMo__ she said you can get me some and i pay you back and we eat it here :/ .. Lol
"Nothing anyone can do or say to me will ever take away my right to feel beautiful :) lol
reply: Nothing anyone can do or say to me will ever take away my right to feel beautiful :) lol.",Nothing anybody can do or say to me will ever take away my right of feeling beautiful :) lol fr
That's the thing; I'm not being fake about what I said to you. I said the same thing to her yesterday and today. You told her that I was flirting with her. You were being messy.,Thats the thing i aint fake what i said to you i said to her yesterday and today . You told her like i was dogging her . You was being messy
Because the way you're speaking to me is going to make me knock your socks off. Really.,Cause how you talking to me gon make me knock yo ahh clean out . Really .
What is so difficult about coming to pick up a badge so your paycheck is correct? I'm not about to clock you in. Shaking my head.,Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not about to clock you in. Smh
"I am what you desire. I am what you require. She has you confined, but I will liberate you. Physically, mentally, psychologically, emotionally.","I'm what you want. I'm what you need. She got you trapped ill set you free. Sexually, mentally, psychically, emotionally"
"I didn't win $1,000 a week for life, but I did win $4.","I didn't win $1,000 a week for life but I did win $4 bucks lol"
"So I'm awake... But my boss asked me to assess whether it's safe for me to go to work... I'm going, but I'm going to take my time... no room for accidents.",So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna take my time...no time for accidents
"Gatorade and Powerade used to be so unpleasant to me, but now I really like them.",Gatorade and powerade use to be so nasty to me but now I luh Dat shit
"@sOOPer_BAD They all look good; that's why if I weren't black, I would hope to be Persian.",@sOOPer_BAD they all look good that's why if I wasn't black I would hope I was Persian
"@kolombin3 or go to food services, but either way, corporate needs to send them some sauce.",@kolombin3 or go to food services but either way corporate need to send them some damn sauce
"@_NighaUStewpid_ It's not like we're talking about it. He went to sleep at 11 and it's now 1:46, we have the music up loud and everything.",@_NighaUStewpid_ not like talking bout it.  He went to sleep @ 11 nd it's 1:46 we got the music up loud nd everything
That relationship where you can say anything to him and it's still all good.,That relationship where you can say anything to him and its still all good &gt;&gt;&gt;
"@EricaPerson1 @REAL247TINA @jazzy_person @MzThickums23 Erica, that's what I tell you. It's so hard to find good help these days.",@EricaPerson1 @REAL247TINA @jazzy_person @MzThickums23 erica thats what i tell you. Its so hard to find good help these days
"First, I had a dream that a friend was pregnant and we were going to share the baby. Then, I found out I was pregnant, and my grandmother came to the hospital.",First i had a dream a friend was pregnant and we were gonna share the baby...then i was pregnant n my grandma came to the hospital
"@skinnyp38 lol, you're mistaken. It's going to happen tonight!? I just asked her not even an hour ago!",@skinnyp38 lol idiot. Its gon happen tnight!? I just asked her not even an hour.ago!
"All my life, I desired money and power. Respect my intellect or face the consequences.",All my life I wanted money and power. Respect my mind or die from lead showers.
"@alluRED___ Shaking my head. I believe you. Laughing out loud. I'll remember that, but I'm not going to worry about it...because I know you're joking.",@alluRED___ Smh. I bet. Lol. Imma hold you to it then. But I'm not gonna worry bout it...cause I know you lying
"This phone is doing things on its own, like turning off my mobile hotspot.",This phone be doing shit by itself. Like turning off my mobile hotspot for one.
"@alluRED___ You haven't given me my steak yet, so I don't want to talk to you. Lol.",@alluRED___ you ain't give me my steak yet so I don't wanna talk to you. Lol.
"You called the woman a derogatory name, yet you still try to pursue her. Shaking my head. Foolish.",You called da bitch a hoe yet you still trynna get wot dat bitch ass hoe. Smh. Foolish
"@lickmy_woahdere If Tiara comes over here tomorrow, I will tell her to drop me off at your house...if she will.",@lickmy_woahdere if tiara come over here tomorrow ill tell her to drop me off at yo house...IF she will
I really dislike being touched. I'm not sure why I just don't like people touching me.,I swear I hate being touched. Lol. I don't know why I just don't like people touching me.
Because you made a mistake and you're always arguing with LaBrae_Luvme. Laughing out loud. You're overwhelming me. I'm watching. Laughing my ass off.,@SHAQKNO cause u fool up nd u always arguin wit @LaBrae_Luvme . Lol. Yall be trippin me out. I be twatchin. Lmao
"My father asked me if I preferred vanilla or chocolate. I laughed and told him I don't discriminate. I love all my girls, and all my girls love me!",My daddy ask me do I like vanilla or chocolate. Lmao. I told dat nigga ion discriminate. I love all my Bitches nd all my Bitches love me!!
"Look at the woman's face, you're like...:) then look at the woman's feet and be like...duh, duh, duh, duh, duh!",Look at da bitch face u be like...:) den look at da bitch feet nd be like ...duhn duhn duhn duhhhhhnn!!! Lls
"I'm about to go to sleep, people. See you in about 6-10 hours. Don't bother me.",I'm bout to go to sleep tweeple. Catch me in bout 6-10 hours. Fuck wit me.
I cannot tolerate someone who does not understand the topic they are discussing and continues to talk incessantly.,I can't stand a muhfucka that don't know what the fuck he talking bout nd steady flappin ya gums nd shit
Django is not very intelligent. I wouldn't have killed all those men for one woman. I could understand if it was a busload of women.,Django dumb as hell. I wouldn't have killed all dem Niggas fuh one bitch. I could see if it was a bus load of Bitches
"For some reason, I can't dream or go to sleep when it rains, so I just sit up all night listening to pure cocaine.",For sum reason i can't dream or go to slp when it rain so i just sit up alight listening 2 pure cocaine
"I have a college girlfriend who goes to church on Sundays, and she asked me if I ever thought about getting saved.",I gotta college girl dat go to church er Sunday asked me do I think bout gettin saved
