standard_american_english,sae_labels
#thatmomentwhen you realize you have money and your job doesn't require a drug test. Praise Jehovah.,Positive
"I just spent a lot of time in this stall texting and tweeting. When I come out, I'm getting all the questions from this lady doing her makeup.",Neutral
"@JVCKKK I do. My forearms and shoulders are marked up, but my neck needs some decoration.",Neutral
People who don't understand how elevators work annoy me. Holding the button won't make it go faster.,Negative
"If a girl retweets me two times and tweets me two times, she wants to be intimate. Laughing out loud.",Positive
"Good morning, Twitter. All I will say is that metallic and bold colors together are explosive.",Positive
"I'm at McDonald's and they said they're out of Angus burgers, and this man is going crazy. #lmao",Negative
That note my partner wrote to me made me cry! I love him.,Positive
"So my son thinks it's funny to keep pulling on my charger, and now my phone is dying.",Negative
That made me laugh; he told me I was just his baby mother. I don't care anymore...,Negative
"Just kidding, let me stop. I don't even want it for real... I swear I'm getting it.",Neutral
"What people don't understand is that it's not called ""watching"" if it's on my timeline. It's called I see the post, so I replied!",Negative
"I just hate when people feel the need to be all over my son. We all know he's adorable, so back off! I don't know where your lips have been.",Negative
"He said, ""I'm a beast and you are a dove..."" and this is what it sounds like when doves cry, lol. #RealHusbandsOfHollywood",Positive
"Every time I look at my son, I smile. He reminds me of all the love I felt once upon a time. Now I know why I was blessed with him.",Positive
"@Shanikaaaa_ lol, I was really feeling it! I wasn't even trying to get like that though! And I was throwing up.",Neutral
He said to be careful of that woman; she might be acting close for a reason! You can't trust these women!,Negative
"You all are not young kings, and women love the real Sosa! You all are not Sosa!",Negative
"I try to be very nice when I say no, because I dislike it when people tell me no!",Negative
"When overweight people fight, it's unpleasant; all you see is their excess weight, and it's not a good sight. Get your life together!",Negative
"I get jealous very quickly, not in a hateful way, but in the sense that I am with him and I don't want anyone else to talk to him.",Negative
"I'm the type to observe and not say anything, but you'll never know that's how I got you today.",Neutral
I absolutely hate when people call me lazy! But walk in my shoes every day and see how much you complain and how long you last.,Negative
"@MistahScott well he needs to gas up the church van, you know girls only fill up their tank to go to the club.",Negative
This boy said to put all your dance uniforms on and send a picture. You are sick!,Negative
"I am NOT going to substitute for your girlfriend just because she is acting up. LOL, goodbye!",Negative
"Lol, keep having your snowball fights. As soon as someone hits you in the eye, you're going to be really mad, lol.",Negative
"@OTODDOPEY I'm trying, man. I have to pull it together for my team; we have a game in the morning.",Positive
"Michelle and I are at the break playing pool, and we both are not very good. This is going to be a long game.",Neutral
"You never know... *wait*... you don't know what I've been through and what I'm battling now, so be quiet because you don't know.",Negative
"I already know they are talking about me, but why? If I'm so over and done with it, why bring me up? You all remember!",Negative
"Lol, this person said I don't understand when the Bible says to do unto others as they do unto you. Lol, aww.",Neutral
I'm looking past it because things like that are in the past. I will NOT go back down that road.,Positive
"Geez, I'm only one person. All this attention from boys can get annoying. Move, please!",Negative
"So that's why ___ is not in my text messages, lol, but it's going to be my fault, just watch, lol.",Negative
@MFBlakeInc sounds interesting. It looks like I have to jump on that book too! I love reading.,Positive
"I'm trying to go to sleep, darn it! Please stop disturbing me talking about licking and, well, you know!",Negative
I hate these cramps! I need to pour myself a glass... a little something to make me feel better.,Negative
I have this annoying person always going through my things. My phone password is my PIN number... but you could have been rich.,Negative
"If you smoke, use your own weed, don't hit my blunt, lol... that's crazy.",Negative
"@NakedForCheetos sounds like an older person at the end though, lol... but it's good to hear.",Positive
"I welcomed the New Year with love, laughter, and Ciroc. You can't beat that!",Positive
"I might not text you first, but that doesn't mean I'm not eager to talk to you.",Neutral
"@THE_Jace_Nicole First of all, I love the profile picture, girl! Mysterious, yet stylish. I see you! And thank you, same to you!",Positive
"@LethalBeauty_ Aww, I appreciate the love, lit sister! Hahaha, you really nailed it with Bad Hooper though!",Positive
"@BreHoops_34 Well, I want the power forward position, so I'm going to need you to sit on the bench and watch me work my magic!",Positive
"But every time I see someone with #22, I automatically scream out ""Deuce Deuce!""",Positive
"@BreHoops_34 Laughing so hard! Don't flatter yourself! I'm not tripping, as long as I talk to my baby, I'm good!",Positive
"@STEM__ForLife But we all know what I'm crazy about, just kidding! :))))) But good night my chocolate bunny, love you lots, muah!",Positive
"You all, @_NannyLovesYou and @_AyeUHnaya are a bad influence, had me twerking like them at practice when @_KobeJr_14 said something about the twerk team!",Positive
"Honestly, if you all can't accept me for who I am, then there's the door, baby. You can leave and dismiss yourself from my life!",Negative
"I'm like my friend, I have plenty of great dates to look back on. Why would I trip over that date?",Positive
"Man, forget those girls. I told them Friday, I want to hang out on a sunny day!",Neutral
"Lol no, Omari is here and stuff, so Friday. Where are you at, dude?",Negative
"Honestly, I am ready to get home, take a shower, and turn off the lights. Working 12 hours every day is no joke.",Negative
"Don't get me wrong, there's nothing wrong with talking. You need that, but some of the stuff...",Negative
"I came to work at 2:30 PM yesterday, and I'm still at work. Why? Because that's what a man is supposed to do. I'm tired, but I can't stop.",Negative
"Fellas, what do we say when we see them in the summer? That's the same woman. So make the changes that will help you stop lying to yourself.",Negative
"@lifetimetv @RobLowe I don't understand that. You lock O.J. up, and let that woman go free. She killed a child. How messed up is that?",Negative
"I feel that if sex is the only thing you are talking about, you should be on Facebook. I'm not hating, just saying.",Neutral
"@blowwwwwww No, she can stay home; I just want her to cook breakfast! Lol.",Positive
"Whatever, I don't care. I'm not going to argue; that's your man, not mine. Y'all have fun while it lasts.",Negative
I can get one if I wanted to; I just don't want one!,Neutral
"You were my best friend for six years, and you let a guy come between us!",Negative
"He asked me if I was about my money, and I told him, 'Damn right!'",Positive
I'm glad some people are asking others to reach out to Chris Brown. Where are these powerful spiritual leaders or Black celebrities? Rihanna should reach out.,Positive
"I can't believe my dad just asked me what I'm still doing up. Like, what the heck? How old does he think I am?",Negative
"I'm cold as hell, but I'll be damned if I go downstairs and turn the heat up.",Negative
@Kaniquaa_Pretty @ThereGo_MilMil I keep my hair straight. What about your haircut? What about it?,Neutral
"Never trust a woman... Don't get mad at me, blame Eve. She shouldn't have bitten that apple.",Negative
"I walked up to some guy disrespecting a female. I told him I might be a virgin, but I know a woman when I see one. Why are you hitting a lady?",Positive
"If I can't love you the way I'm supposed to and you would rather be mistreated by someone else, then why be with you? You deserve better.",Negative
"I have two sides to me, one good and one bad; now that's a side effect.",Neutral
"Well at least this woman has a job, but she needs to stop showing off so much.",Negative
"Lol no, my friend, I'm really single. He and I just have a special connection. You know what I mean?",Positive
"Lol that guy said you brought home that honor roll, so your dad is going to get you those Jordans.",Neutral
"I'm a Libra and my sign is a scale. If it doesn't measure up, then someone is getting hurt.",Negative
"The girl got a text back from me once, and that was, 'What do you want from me?'",Negative
"If I could grow a perfect pair of breasts, they would sit next to my bed.",Neutral
People complain about their partners and then go back to an ex. They need to get their act together.,Negative
I'm wasting time looking for a type of perfection that just doesn't exist for me.,Negative
"If someone doesn't want you anymore, they find every little thing to say you did wrong so they can leave you.",Negative
"Sliding to Tobolski strap, 9 on my wrist, 22 on the other side, 12 gauge in the car, and another 9... I'm with my friends #teamislandboyz.",Neutral
"Yesterday, I received the sweetest text from a person who I thought no longer loved me.",Positive
"It would have to be later on, you texted me and said come to the house. It will be a little after 3.",Neutral
"I have dope in the bag, weed in the bag, crack in the bag, this is swag.",Neutral
"I heard that jealousy is the ugliest trait. I guess I'm ugly, but I don't care.",Negative
"@_Truey973 because I am! I suppose to be in your eyes! And if I'm not, then you can pass since you have everybody else. I deal with you and your stuff.",Negative
I don't care; how you treat me is how I will react to you. Don't get things messed up; I let it happen too many times.,Negative
"@_RespectReal I'm a girl, and we will be attending! He isn't going with anyone else, lol.",Positive
So the girl thought she could play my role and not stay the entitled girl?,Negative
"I'm really annoyed, and I just woke up. That's a sign that you go through too much when you're young.",Negative
"Baby, you are more than just a friend. If I ever fall in love again, I will make sure the lady is more than just a friend.",Positive
"Well, it may be about that time. I have moves to make tomorrow, so catch me if you can.",Neutral
I don't need an ashtray; the whole world is an ashtray to Eddie Cane.,Negative
"@ShadedBrklyn lol, well I'm not a promoter, so I'm good. lol. How are you? How was your weekend?",Positive
"It's pretty scary that before Facebook, all these thoughts and feelings just stayed in people's heads.",Negative
I'm hungry. Fridge: I don't care. Cabinet: Don't look at me. Freezer: LOL. Do you like ice?,Neutral
It's like a jungle sometimes; it makes me wonder how I keep from going under!,Neutral
"No matter what we've done or where we've been, every single one of us can change.",Positive
"Check how cruel the world is towards men. A man in Kansas donated sperm to a sperm bank. Years later, the women went for state care, etc.",Negative
"In front of my kids, those little ones were really acting up. They stopped all that screaming too. Lol.",Neutral
"You all are getting bold, huh? First, someone steals a beer truck from Bourbon Street, and now a damn S&WB truck.",Negative
"If my manager changes his mind one more time about these signs, I am going to scream!",Negative
"I'm sorry, but there is too much work out here to be paid for regarding the SB next month. Are you volunteering?",Negative
"If one more person walks in here while I'm eating asking about fingerprinting, I will tell them to go back to City Hall and reschedule because I'm booked.",Negative
"Okay. On my Twitter, my old Saints hat profile picture is up; it should be me in a blue dress. What profile picture do you all see?",Neutral
"Popeye the crackhead... man, I swear whenever The Rock gets on the mic, the PG rating goes out the window.",Negative
@JamesonPost never mind because it's a 12 PM game. I didn't plan on getting out of my bed until 2 because I thought it was going to be a late game.,Neutral
I have to try to keep my attitude in check while at work... *sigh*... at least until after the Super Bowl.,Negative
@Ms_Chachere umm... do I need to go back and read your tweets for all this nonsense I missed earlier?? lol,Neutral
@Southern_Girl3 But what if the car is stolen from in front of the house? It has happened.,Neutral
"So, instead of her being transgender, she was really a lesbian for 15 years, and he was going to be her first boyfriend. Wow.",Neutral
We have the trapper bringing loud to us. Now that's what we call a supplier.,Positive
"@RIead_MYLipps Shut up, we all know each other, and I had to ask someone to confirm what my time is.",Negative
"Good morning, love bugs! I'm up and at it early today! It feels good to dress like a human for work!",Positive
"True! They need to let me play! Heck, I can make a layup and get a rebound! Wow!",Positive
Happy Founder's Day Alpha Kappa Alpha! Shout out to Alpha Rho! And my friends from SP 09!,Positive
"At least you are relaxing... My dad is in school registering for classes... I am going to have all late classes, shaking my head.",Neutral
"I don't care if it's small, lol... I still want some... save mine, I'm coming.",Positive
"Okay, so my lonely self doesn't have a Valentine, but the least someone can do is buy me some chocolate... that would be nice.",Negative
"They act like they have never seen a curvy person before. I could really give them a piece of my mind, haha.",Negative
I dislike those people who only talk to you when they need something. Don't you?,Negative
This guy on Maury is trying to say that only one of his girlfriend's twins is his. People say anything.,Neutral
"If they announce that Bigfoot is real, they will go extinct in a month because everyone will be hunting them for their expensive furs, laughing out loud.",Positive
"We lesbians should have our own show, something like 'Housewives' on some network, like Logo.",Positive
Please stay tuned for DWC Smackdown in the next hour at 8:00 and check the website after the show to see the complete results.,Neutral
"@Shopinat_jaMAL I don't know yet... Norcom is going to kick us out if we keep this up, lol.",Negative
"My brother is coming home from jail today. The last time I saw him, I was 3, but it's okay because I don't really connect with that side of the family.",Neutral
"I just saw that baby video, I'm dead! That little kid fell out at the end!",Positive
"I can't wait for this to hit the fan, and I'm hanging out with all the greats.",Positive
Ravens! There is still one more team in the running. Congratulations to the Falcons for making it this far!,Positive
There are just a few people who will go through the storm with you and come out just as close as you were when you went in.,Neutral
"Some guys keep trying to play games with girls. Like, what are you doing? That's ridiculous. You're being disrespectful.",Negative
"I cut off my friend like that! She was too inconsistent, and I don't have time for that.",Negative
"When people tell me that they look up to me, I can't help but smile, but I remain humble. Being a role model is something special.",Positive
I need a significant other. It's frustrating to take these days off just to sit at home bored.,Negative
"Like a bullet, your love hit me to the core. I was flying until you knocked me to the floor. It's so foolish how you keep me wanting more.",Positive
Are you doing okay? Mind your own business and go find someone else.,Negative
I told myself I would never have kids until the right person came into my life.,Neutral
"But I guess for you, it's whatever. He will do what he wants to do; he doesn't like being told what to do.",Negative
"@Lilbreezy_2k we miss you too. We are still in the same spot, and you are always welcome to come by.",Positive
I am asking the Lord to give me the strength to do the things I need to do!,Neutral
"Whether it's Facebook, Twitter, or Instagram, Keke's slow self always gives me a laugh. Rolling on the floor laughing my butt off... wow... shaking my head, lol.",Positive
"When New Year's arrives, I am going to try to be a better person for myself. #2012HasTaughtMe #2013AlreadyDope",Positive
"I told myself I was going to stay up late tonight, but I think I lied!",Neutral
"It's time to wake them up. They fell asleep in my mom's room, shaking my head!",Neutral
"Ladies, you look foolish if you're in the club looking unkempt but walking around trying to show off your YSL purse. Girl, sit down, lol.",Negative
"@Eb_Sosaaa, brother, I called you when I got off. I need you. I'm having those problems again and I'm about to lose it :/ #Bad!!",Negative
"You are a liar when you tell me I didn't read a text from your phone after I quoted it word for word, then you say I made it up. Sorry, but I'm not that creative.",Negative
"Wow, she has a boyfriend for work, so does that mean she is my girlfriend after work? (in Nicki Minaj's voice, ugh!)",Negative
"I don't need a girl if you don't have any money for me or if you aren't interested in a relationship. I have no time for the nonsense in life, sorry. #SQUAD",Negative
@CarrieMyTweet you are foolish; it was the best! We are not allowed at seafood buffets anymore!,Positive
"It's time to grow up. If you don't have anything better to do than to encourage people to fight, then something is wrong.",Negative
"I'm like forget love; if I can't love him, then I don't want to love anyone else.",Negative
"I woke up this morning feeling really good, taking the boys out for some well-needed fresh air.",Positive
"I swear I go through the most with Taraji, Daddy... Smh. But I'm sneaky? Give me a break, everything was built on lies. I'm moving on for 2013.",Negative
"LOL @teetee_wazhere I want to come into your room and lay on your bed and laugh a little, make you mad, and then leave and go to my room. Mommy is missing her baby girl.",Positive
"Man, I know that BLACK AFFAIR tomorrow is going to do amazing numbers for TTFU. #BLACKAFFAIR I can't wait.",Positive
"Lord, watch over my baby while he is out at the club. :) GOODNIGHT TWITTER. My baby looked so good tonight, laughing so hard.",Positive
"Standing in this hospital room with my uncle EARL, they are about to pull the plug. Damn, this is so crazy and messed up.",Negative
"He is nothing but a wannabe, which is why I didn't give him the time of day!",Negative
"@iamBooneyB I am a mother, and I have been on a drought anyway, so I don't want any babies. #NoGO",Negative
"Stalking person, I know all about you, but I am not the type to expose these people.",Neutral
"@rmiley16 No, don't be mad :( I had to play doctor with Tay last night. Text me where you are staying, and we'll come over and do it sometime this week.",Positive
"@TejuAluko :( I have a doctor's appointment over lunch, ugh! I'm free Thursday and Friday.",Negative
"I really don't feel like going out. It's been a long week, and I need to get my place in order!",Negative
The way the media is criticizing this Beyoncé lip syncing situation... Was she just inaugurated? Leave Beyoncé alone!,Negative
We should empower people to own our brands! Let's create marketing that is social! Brands can be agents of change. #kmc13,Positive
@SoSoYellow I'm just saying! The guy bragged about having a helicopter in the car and then fled from a shooting. LOL.,Neutral
"In life, you just have to be yourself and forget what everyone else thinks. #morgoism",Positive
"If I could take it back, I swear I would, and I don't even swear...",Negative
"Lol, I forgot, I don't get mad anymore. It has to be something really serious to make me upset.",Neutral
"I freaking love my avatar. Old school swag, looks like someone from a ghetto story movie.",Positive
"You can tell me you love me a thousand times, but if you don't show it, I don't feel it, and it's not real.",Negative
"Going to school really pissed off, but I know it's going to change as soon as I see somebody, lol.",Neutral
In my room just staring at the ceiling thinking about all the money I made today off these people.,Positive
It is a must to read a book three times to unleash its full potential!,Positive
"When my voicemail notification stays on the notification bar after being checked, it needs to go away.",Negative
"I am over here chilling with my friend @T of 16 years, it may be more.. @TRIPLE_THREAT87 @Qewt_ta_denU and @iBAD_RESTmyCASE.",Positive
Let me ask him what he wants from me because I don't have anything for you!,Negative
Now I'm going to sleep. I have to get up at 3:50 AM so my cousin can get packed and we can hit the road.,Neutral
"@RIPGrandmaa_ lol I've been laying low and going to the movies. Getting hyped up, you know me! Lol!",Positive
That game on Friday at Crossland was so funny. Rico and the others were teasing Kirk when he got off the bench.,Positive
"I can't wait until I get my phone. Oh my gosh, I'm going to be the happiest person ever!",Positive
"Instead of a 2-hour delay, we shouldn't have school at all. What's the point?",Negative
"I'm going to let you do my hair, sis, if my sister doesn't do it, okay? @_QUEENzy",Neutral
I know how to pick my battles. It's simply time to stop being sensitive. Nobody ever cares but me anyway.,Negative
But I want you all to know that Heather has officially turned into a bird via her cell phone.,Neutral
Somebody told me you got punched 129 times. Is that true? @_KingTwitta_?,Negative
"It isn't working, son. You have to tell her because she isn't listening to me.",Negative
I wonder if I should call her in the morning before school one day. I wonder if she will answer?,Neutral
"@WhoDatBe_TonyB We play Neville on Friday at Wossman, and we go to Neville next Wednesday.",Neutral
I don't smoke because I don't see the point. You get high for a few minutes and then have to light up again. That's dumb.,Negative
"I can't wait until this weekend. I'm going to get a tattoo, and my mom is going to want to beat me up. I don't care though.",Positive
Someone just doesn't know. I'll have his pockets flat as a white person's behind! I'm getting my money.,Negative
"I'm going to be mad if the driver is playing around, I'm trying to go see my baby, man!",Negative
"I have a 50-round clip hanging out of the bottom, let off what I missed and my young friends have them.",Negative
@GoGetta_Benford I'll be down at Way Toma probably. I was just down there looking for you though.,Neutral
"Oh my gosh, I'm so freaking hungry. I don't feel like cooking, so I'm about to just eat these pizza rolls.",Positive
"Happy New Year to my baby, missing him but I love you babe, Happy New Year... #freecklip",Positive
"You know you love this life; nobody treats you like I do, you know!",Positive
I'm about to be on my way home in a couple of hours; I hope she still wants to see me.,Neutral
"Man, forget it. I swear to God, I feel like giving up. It's not like I get respect or anything; I tried, but it's never enough.",Negative
I'm not going with my sister this weekend; I don't feel like doing anything. I don't think I'm leaving the house for a while.,Negative
"If you're in a relationship, make sure you don't mess it up, especially if you have someone who is wifey material because a good woman is hard to find.",Positive
"If a woman is in a relationship and you know it, fall back and respect what they have. Don't be a homewrecker.",Negative
"When you find the right person for you, but you are not the right person for them.",Neutral
"I feel like I'm losing my girl and I need to know how to get her back. Babe, just tell me what it is and I'll do it. I love you more than life, @_Chaance.",Positive
"I have a picture of us that I wanted to make my avatar, but I don't know if she wants me to.",Neutral
"My mom just keeps asking questions. Like, can I ask you some questions?",Neutral
"But my mom keeps saying I'm going to call, I'm going to make an appointment and we'll see, blah blah blah. Just let me know when, bro.",Negative
"Shout out to @WeLoveVM, I just found out that this is family. Hope to see you soon!",Positive
"I hate when people try to push you away, and then the next minute they want to be your friend again.",Negative
"Well, this is my final time saying goodnight, so goodnight Twitter. I'm going to try to get some sleep; if I can't, I'll be back later.",Neutral
"This is my last tweet, lol. I didn't even have to include all those details!",Neutral
"My stepdad is trying to take me shopping, but I'm not going. I'm not a baby anymore, just give me the money.",Negative
"My mom let me drop Boogie off, and we are blasting jazz. Rest in peace. But this snow...",Neutral
It really makes me mad when she goes to sleep on me without saying goodnight or something.,Negative
"If you change the way you look at things, then maybe the things will change.",Positive
"Girl, who played you? That's the kind of stuff your friends probably put in your ear.",Negative
"But she said she needs me, and 9 out of 10 times I need her too, so I'm not going anywhere.",Positive
"I can't even go back to sleep. People want to walk to my house and bother me with nonsense, lol, shaking my head.",Negative
"I am #oochieboy, smooky, that's me. My friends @NinoGone, @_TeddyBaby, @oochie_boy, and @SDman_GBEbaby.",Neutral
"@__reeeeeedd nobody is getting beaten over here, boo. You weren't there and don't know what happened, so be quiet. It has nothing to do with you, and he didn't get jumped.",Negative
"@TnastyfrmSQ you think you crossed the line, homie. You don't care about me, so I'm cool on you. You showed me the real you.",Negative
I really don't understand why these guys are chasing after these women when they should be chasing after this money. #RealLife,Negative
"@fhunscripted Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you.",Neutral
"I am watching The Dark Knight Rises. Bane is my favorite villain in this Batman series, but the Joker was the best.",Positive
"@Theywant_Louie He was a good guy, but the Joker was on a whole different level of craziness.",Neutral
Do you think you can rap or sing? Tonight is the night to showcase your talent. The first open mic is tonight in the SC Big Muddy Room at 7 PM.,Positive
We were having a great time with Chocolate last night! That was really funny!,Positive
I hate when people walk up to your car asking for change! I get scared and lock the door!,Negative
"Alexis told me that I tweet crazy things that make her laugh. Lol, I didn't know.",Positive
James said he would rather take care of himself for the rest of his life than be gay. Lmao!,Negative
Let me do Ms. Crenshaw's homework. She is really demanding with these vignette logs!,Negative
"Shay and I were singing, though. She knows how to sing, but I don't.",Neutral
"She is in love with that pole. She is so in love with that pole. She loves waking up, loves waking up. Waking up with that money.",Positive
"Mr. Woods is the best social studies teacher. Just like RS, he teaches us everything!",Positive
"I was walking out, and this girl didn't want to wait by herself, so she asked me to stay. And I waited with her. I'm so nice!",Positive
"#Don'tBotherMeWhen I'm Mad. If I'm mad, let me calm down before you mess with me.",Negative
"LMAO, I know right? We used to be such fools at Garvey! We did stupid things every day.",Positive
"Exactly, all the hype kids are gone. That school is never going to be the same...",Negative
Novacane used to be my favorite! I listened to that song every night!,Positive
LMAO! That guy is always leaving class. He's such a boss! I would have been dying laughing!,Positive
"Wow, so you had my best friend drop you off just so you could skip? I'm telling on you!",Negative
"A few people from our old classes, and some I don't know at all.",Neutral
"It's another long day without him. I'm usually not a stay-at-home mom, but since it's cold outside and I don't have a car, I have to be at home.",Negative
"I'm really good with babies; they are out of their minds, LOL. At least until my partner gets off work.",Positive
"My partner is home, and I feel much better, but I am going to run some bath water and try to feel better. I'm still hungry though.",Positive
"I just gave my son a bath, and he knocked out. It always works. I'm going to take a nap until my man comes home.",Positive
"@Shine_410 figure that out... I should be back soon, man. How is the family and the baby girl?",Neutral
"@BourgeoisBOSS oh I'm not... But it's the truth. For someone who says they don't use Twitter, they sure tweet more than they text.",Negative
"This teacher is staring at us while we are trying to tweet. He needs to go somewhere else, damn.",Negative
"Lol, Twitter is acting up! This is why I don't mess with internet services! Things are messed up!",Negative
"When a person keeps accusing and assuming you are cheating, they are probably still doing it on the side.",Negative
He probably wasn't even going to say anything if she hadn't gone to my school.,Neutral
How are you going to say I'm going to call you back when you wake up and be on Twitter talking trash though?,Negative
"Bro, and I know somebody stole it because I'm the only person in this house with an iPhone, but there were a lot of people in here.",Negative
"Shena keeps smiling because she knows I don't like crying, talking about 'girl, let it out.' I have to laugh to keep from crying.",Positive
"Haha, Shena is killing my vibe talking about playing some Erykah Badu. Haha, that woman sounds like she's from Africa.",Neutral
"Haha, my little nephew is over here devouring my chicken. You're eating the bones and everything, forget your mother for not feeding you.",Positive
"People are always trying to tell me to mess with them, and I would have a problem... If that were the case, I would have had one by now.",Neutral
You look like a fat frog eating a lot of Grippos with ketchup and hot sauce. You're just plain overweight.,Negative
I've never been told that I don't know my role or play my position. I know it: WIFE QUEEN. I'm very good at it and can't be replaced. #bestheeverhad,Positive
"Wow, really? You want to go there, but I'm not the one crying over another woman's man. But I have the issue. I stay ready.",Negative
"We are straight like that, baby. I have your back; I'm your ride or die girl. We are coming out on top, believe that. A shady person can't keep you down. Love you @iamguy52.",Positive
I just realized that she is what you need. No one will ever have me having panic attacks or crying hysterically unless you have me angry and seeing red.,Negative
"This is making me feel an intense pleasure; that really turns me on. Waiting to exhale, just me, myself, and I.",Positive
"This is some nonsense. I don't ask them for anything and work hard, and they are going to make me lose my mind and then go AWOL.",Negative
"I'm not mad, just disappointed. You should have just said you couldn't. I knew you couldn't, but things always work out. I still love you.",Neutral
"I've been on Twitter since 2009, and today, January 30, 2013, I finally reached 1,000 tweets. Lol, I guess I'm still a newbie. Lol, Twitter virgin.",Neutral
"Get lost in the night, faded off the brown. We can take shots of that white. The realest people around.",Neutral
"@BlowMeLoud, we both know good and well that isn't how you would reply if it wasn't public on Twitter. I swear you're good though. I really don't care at all anymore.",Negative
"Coming straight out of Compton, a crazy person named Ice Cube... that's what I'm listening to. Classic N.W.A.!",Positive
I just had the best TV dinner of my life! Stouffer's is always on point!,Positive
I remember when you didn't have to be in VIP to smoke in the club! True old head right here! :-),Positive
"That purple and gold is really shining out there, little buddy. Get your weight up, Clemson running back.",Positive
@GudATwat_I_Do23 it's going to be kind of hard because we have games and track meetings at the same time.,Neutral
I have the perfect cousin to be on American Idol; she knows who she is!,Positive
"@jusSandi No word yet, but I have been invited to meet with the faculty, staff, and students at UGA.",Neutral
LOL... I'm going to do a lot of research on the people. They have already given me my schedule for that day.,Neutral
"Yesterday, someone said that if you want to increase your success, you have to double your failures. You can't succeed at something you don't try.",Positive
People take an annual trip home and come back all cultured and whatnot.,Neutral
That moment when you can't stroll with your line because your little brother is having back problems. #FirstWorldProblems,Negative
Sometimes you have to scratch the nice finished surface to see what something is really made of.,Neutral
@ShutUpJme But why??? Laughing my butt off... the Lord had to place you in my life for a reason... *Fights through the ignorance* laughing out loud...,Positive
"@CohesIVElyME_XX laughing out loud... that's from brother to brother, not from organization to organization...",Neutral
"Wow, man. I can't believe it, I don't care if someone knows what's going on, if he isn't doing anything, get him out of here.",Negative
"Going back to sleep, I have a couple more hours of rest until I have to get ready for work.",Neutral
"People always have my name in their mouths @MyRainbowsBrite and @My_Cutieness, you all know who I'm talking about.",Negative
People call me promiscuous because I date older individuals. I'm not promiscuous; it's just that guys my age are so immature.,Negative
@BossBitch_FckU tell her I said hello and tell the others too. I'll talk to you later and let you get your rest.,Positive
"@Damn_RiteKema, stop talking nonsense. I'm done talking. If you have something to say, say it to my face, okay?",Negative
"Let me tell you, if I had said that to my older generation, I would have been beaten, kicked, stomped, and more, LOL.",Neutral
"Oh, by the way, I'm not sure that condemning others to hell will help you get to heaven.",Negative
"I am having an in-depth conversation about abolishing time. Obviously, I am leaning towards just tweaking it a little.",Neutral
@JRsBBQ mobility will be key in both games. I am favoring San Francisco and Baltimore. #HarbaughBowl,Positive
...why did I drink coffee at 1 in the morning? Now I feel like I want to run through a wall.,Negative
"I might as well have cheated on you, as much as you accuse me of cheating.",Negative
"Because if that is the case, I will have to release my inner devil... !!!!WARNING!!!! HE IS AN EVIL PERSON!",Negative
"That is not healthy for you. Plus, you're going to have those bags under your eyes!",Negative
A guy said he wouldn't care if his daughter got raped because she would be dead! What the heck?!,Negative
I can't wait to tell my children how many times I survived the end of the world.,Positive
"I know where you are from. He said you know him; look at my picture, I just got off the phone with him, man.",Neutral
"I have everything I ever wanted, but she makes me better. She better wake up; these little guys will never get their weight up.",Positive
"Relationships where we can argue and work things out, forget breaking up, stay faithful, laugh at rumors, and share real love.",Positive
"That guy Cody thought he was untouchable; he wasn't afraid of anything! People can't stand a real person when they see it, family!",Negative
"Man, when the doctors said we couldn't see him, I almost lost it! What do you mean I can't see him? He's my cousin!",Negative
@fvckinperfect @Iam_cello I'm going to see if I can get a ride over there after school.,Neutral
"@__xStewieBandss I'm not gay, dear, lol. I'm just content with myself to be able to say that.",Positive
"I am out here breaking people, telling them what they want to hear.",Negative
There is a lot of money out there; all I have to do is put my name on it.,Positive
"I lace up my boots, put on my strap, and go looking for that money, wondering where it's at.",Neutral
"I still think nobody has these shoes I am about to put on, but maybe I am wrong.",Neutral
You better look both ways before you walk in the streets because you don't want to bump heads with someone like me.,Negative
"Wow... my PS3 is so dusty. I haven't spent time with it in so long, shaking my head, laughing out loud.",Neutral
Champ is the whole reason they are in this situation. He has been working all day.,Negative
@LilJaiJay I heard you have been trying to get in touch with me. What's up? Contact me.,Neutral
"I have a busy day ahead of me. Oh Lord Jesus, I am not even grabbing my shoes or anything.",Negative
"When you get out of the shower after work, then alone, smoking a loud blunt, you are really high.",Neutral
"@ASHtrordinary_ - Mine is good too, I have a lot to tell you when we get back, lol.",Positive
"It's funny because when I'm angry, I can't stay mad at him. I can't help but be by his side and learn how to be the wife he needs. <3",Positive
Send full names to 404-671-7416 for free VIP entry to Obsessions this Saturday until 12 PM.,Neutral
My New Year's resolution is to speak my mind and not care about anyone's feelings.,Positive
"Yes, it's Coco Tray on the hills. These girls are friendly, and nobody is talking about anything, so I am going to chill.",Positive
"I am about to eat and take a shower. Hopefully, my partner will call me to come get him before I lie down, because if not, he will be stranded, lol!",Neutral
"I am thinking about things, but I don't have time to worry because I can only focus on myself!",Neutral
"School is tomorrow, and I don't like waking up early, so I am calling it a night. Contact me if you need me.",Negative
I was on the phone with my twin and I am about to get back on in a few! Now I am texting my partner; I love him.,Positive
Your love is one in a million; it lasts all day long and gives me a really good feeling all day long!,Positive
"Goodnight Twitter! Thinking about my best friend and my family! Text me, I guess.",Positive
