aae_text,sae_text
If you fucked half the crew then theyve been talking amongst themselves about you. !,"If you slept with half the crew, then they've been talking among themselves about you."
Middle school years ...i was called DSL & never knew what it meant lol i jus answered to it. ! Guys are mean lol,"During my middle school years, I was called ""DSL"" and never knew what it meant, haha. I just responded to it. Guys can be so mean, haha."
"""If shes bi for thinkin girls are cute,  then i guess ima full blown lesbian for kissing a girl. !""","If she’s considered bisexual for thinking girls are cute, then I guess I’m a full-blown lesbian for kissing a girl!"
"""To me being gay, bisexual, lesbian is a mind thing for younger boys & girl. ! Were raised not to date or have any interest w the same sex""","To me, being gay, bisexual, or lesbian is a mindset for younger boys and girls. We were raised not to date or have any interest in the same sex."
@Naw__G thats all i did ...i date & have sex w guys. ! Its called being adventurous not gay sir lol,"@Naw__G That’s all I did... I date and have sex with guys! It’s called being adventurous, not gay, sir. Lol"
Im praying tmrrw she gets me that spot bcus the good Lord knows i need it. !,I’m praying that tomorrow she gets me that spot because the good Lord knows I need it!
I dnt need make up to make myself beautiful honey but i do wear my weave proudly. ! #BOOM,"I don't need makeup to make myself beautiful, honey, but I do wear my weave proudly. #BOOM"
"""@Naw__G: @Tell_Somebody_ aye I gotta make a living lol #Truuueeee ayee do what you must lol""","""@Naw__G: @Tell_Somebody_ Hey, I have to make a living, haha. #True Hey, do what you have to do, haha."""
I want some Brazilian weave up in my hair lol #RatchetTweet ...real talk thou. !,I want some Brazilian hair extensions in my hair lol #RatchetTweet ...seriously though!
You kno whats funny ...witnessing what niggas b talkin bout when it comes to girls bcus it b so truee lmao. !,"You know what’s funny... seeing what guys talk about when it comes to girls because it’s so true, haha!"
I cake Carmax on ....my lips is too big to have one bit of dryness on it. !,I apply Carmex heavily... my lips are too big to have even a little bit of dryness on them!
@_MssUndrstood well i want those & left for dead ....lmao the sims is a addicting game,"@_MssUndrstood Well, I want those and Left for Dead... lol, The Sims is an addictive game."
I jus wish my hair would cooperate & grow ...but then again it could b the perm.  Ima jus grow it out. !,"I just wish my hair would cooperate and grow... but then again, it could be the perm. I'm just going to grow it out!"
"""Its not blind to see our generation needs help, but cant nobody do anything about it, cus yall havent chosen the path to bcome young adults""","It’s obvious that our generation needs help, but no one can do anything about it because you all haven’t chosen the path to become young adults."
Well night was good ...jus wanna lay it dwn & talk to my babe. !,"Well, the night was good... I just want to lie down and talk to my baby."
Illuminati fake or not FUCK FAME ...i aint w that bullshit #Killuminati all through ya body. !,"Illuminati, real or not, forget fame... I’m not with that nonsense. #Killuminati all through your body!"
Im not becoming jus anyones babymom ... i refused to b labeled as a babymom. !,"I'm not going to become just anyone's child's mother... I refuse to be labeled as a ""baby mama."""
I like the fact that my boobs stopped at a B Cup ...bcus big titty girls look like they b goin through it,"I like the fact that my breasts stopped at a B cup, because women with large breasts seem like they're having a hard time."
@DaMostTrim_21 you a lie w that one & you kno it lol & no you werent. ! Ill admit i aint do as much but i did workout. !,"@DaMostTrim_21 you’re lying with that one and you know it, lol. And no, you weren’t! I’ll admit I didn’t do as much, but I did work out!"
MESSAGE TO THE BABY SMURF BITXHES: Push my buttons & ill bust ya face open .!,MESSAGE TO THE BABY SMURF GIRLS: Push my buttons and I’ll bust your face open.
This is exactly why idnt watch the news ...nothing but lies.  My ass is movin to the UK #FuxkThatShxt,This is exactly why I don’t watch the news… nothing but lies. I’m moving to the UK. #ForgetThatStuff
"""Feeling lonely, now youve gone left me, i jus cant get over, will you b my lover. !""","Feeling lonely, now you’ve left me, I just can’t get over it. Will you be my lover?"
"""iHate that, thats like so disrespectful ... idnt fuck w niggas (people) like that. !""",I hate that; that's so disrespectful. I don't mess with people like that!
So how come p.diddy was sittin in the other car & not w his fren thou knowin beef could pop off at any min while theyre in Cali. ?,"So why was P. Diddy sitting in the other car and not with his friend, even though he knew trouble could start at any moment while they were in California?"
"""I miss him, ishouldnt but i do & its buggin tf outta me right now. !""","I miss him; I shouldn't, but I do, and it's really bothering me right now."
My brother beat another bitch ass @chrisbrown yall keep testin this nigga & he gone keep givin out ass whoopins #TeamBreezy .!,"My brother beat up another woman, @chrisbrown. You all keep testing him, and he’s going to keep handing out beatings. #TeamBreezy"
"""I bet he dnt feel no kind of way ...im so over this shit Together Forever my ass. !""","I bet he doesn’t feel any type of way... I’m so over this stuff. “Together Forever,” my ass!"
"""@OfficialWeez614: all im waiting on is for @ciara to knock rihanna's ass out. that'll be the day you a mess. ! Lmao""","""@OfficialWeez614: All I'm waiting for is for @ciara to knock Rihanna out. That'll be the day—you are a mess! Lmao"""
Lol only the lucky ones get head frm me ...not jus some random guy. ! Im no ditty bop,"Lol, only the lucky ones receive oral sex from me... not just some random guy! I'm not easy."
"""Girls get called evrything for evrything.  We let yall fuck, we hoes.  We dnt let yall fuck we hoes.""","Girls get called everything for everything. If we let you have sex with us, we’re called hoes. If we don’t let you have sex with us, we’re still called hoes."
@Tg_SmackSmackk lhh shct they had yo ass on fire you use to be hot .,"@Tg_SmackSmackk laughing so hard, they had you really going—you used to be popular."
I don't know wtf I was thinking now that I think about it....smh at my damn self...I'm ashamed and disgusted with myself!!!!! Ughhhh,I don’t know what I was thinking now that I think about it… shaking my head at myself… I’m ashamed and disgusted with myself! Ugh.
"""I feel like every time I hit somebody up they always say I was just thinking about you or talking about you #weird""","I feel like every time I contact someone, they always say they were just thinking about me or talking about me. #weird"
@Lil_KkoldPiece Lol my mana gone say cant nobody tell you nothin about that mike j jr .,"@Lil_KkoldPiece Lol, my mom is going to say that nobody can tell you anything about that Mike J Jr."
#2013resolution Get off this damn Channel Orange album. Four months is too long for an album to play consistently,#2013resolution Stop listening to this Channel Orange album. Four months is too long to play an album nonstop.
Had a nightmare that my goddaughter was 18. *shutters* She needs to stay at this age for at least 13 more years...,I had a nightmare that my goddaughter was 18. *shudders* She needs to stay this age for at least 13 more years...
I wish @Riwilliams88 get here so we can clean up and take the tree down,I wish @Riwilliams88 would get here so we can clean up and take the tree down.
"""Not where I wanna be, but I thank god Im not where I use to be.""","I'm not where I want to be, but I thank God I'm not where I used to be."
Lol lbds Im ready to do a easter speech and Easter aint even here! Im to thirsty.,"Lol, I’m ready to give an Easter speech and Easter isn’t even here yet! I’m too eager."
I dont think she like her. For some strange reason nobody like her. #Phonykicking is not my type,"I don't think she likes her. For some strange reason, nobody likes her. #Phonykicking is not my thing."
"""Lol he told me dont miss yo beat. my response I wont I been druming since day one. #RhymeOnLock""","""Lol, he told me, 'Don't miss your beat.' My response: 'I won't, I've been drumming since day one.' #RhymeOnLock"""
I need to get a wider screen this keyword to small and I be hitting anything,I need to get a wider screen; this keyboard is too small and I keep hitting everything.
"""@FEBRUARY_18_96 we done took these ten days, we might as well do the damn thing so wassup!""","""@FEBRUARY_18_96 we've already taken these ten days, so we might as well go ahead and do it—so what's up?"""
"""@SheStay_High: you better check yourself before you wreck yourself u aint gon do nuthin lol""","""@SheStay_High: You’d better check yourself before you ruin yourself. You’re not going to do anything, lol."""
"""@tan_2tymes: @tan_2tymes @tan_2tymes @tan_2tymes is all i can say or think about, shes just amazin ! :) <33""","@tan_2tymes: @tan_2tymes @tan_2tymes @tan_2tymes is all I can say or think about, she's just amazing! :) <33"
Yeh i trust yhu now unlock yo fone un un un un who is this hoe?,"Yeah, I trust you now—unlock your phone. Um, um, um, um, who is this woman?"
"""Bein able ta lay up all day wit the one yhu love, no class, no practice, no homework, no distractions >>>>>""","Being able to relax all day with the one you love—no class, no practice, no homework, no distractions—is the best."
I can b ya bessfrien f yhu be mi homie i aint gne flex um not gone front yhu kno f i ball then we all gone stunt ..!,"I can be your best friend if you’ll be my homie. I’m not going to pretend or lie, you know if I succeed then we’ll all show off..!"
Neva had a love ths strong our shit damn near stronga thn mlk nd csk or barack n michelle or bonnie n clyde or beyonce n jayz or jada n will,"I’ve never had a love this strong—ours is almost stronger than MLK and Coretta Scott King, or Barack and Michelle, or Bonnie and Clyde, or Beyoncé and Jay-Z, or Jada and Will."
"""Growin up on manhattan looked up to the old thugs, they was the only people who took me in.. they showed a young brotha love..""","Growing up in Manhattan, I looked up to the older guys in the streets; they were the only people who took me in. They showed a young man love."
Ma Mother Cant Hold A Convo Witout Sayn Get A Job Like Mf We Talkin Bout Shovelin Snow,"My mother can't have a conversation without saying ""get a job."" Like, we're talking about shoveling snow."
Smoking all this loud won't take the pain away but using all these drugs will get me through the day,"Smoking all of this strong marijuana won’t take the pain away, but using all of these drugs will help me get through the day."
The Remy & Henny keep me pissy. Girls used to diss me; now they tweet me cause they miss me.,The Remy and Henny keep me tipsy. Girls used to ignore me; now they message me on Twitter because they miss me.
"""i'm Mr.Bill Clinton getting head in the oval room, dear ghetto america, tyris for president soon""","I am Mr. Bill Clinton receiving oral sex in the Oval Office. Dear urban America, Tyris will be president soon."
She Say Tyris Eat Me Out I Said Fuck Yu Talkin Bout Yu A Thot Bitch !!!,"She said Tyris performed oral sex on me. I said, ""What are you talking about? You’re a promiscuous woman!"""
"""Aint Wit That Tricky Shit , Smoking Dope , Real Dope , Yea Thats Sticky Shit""","I’m not into that deceptive stuff. I’m smoking marijuana—real marijuana. Yes, that’s potent stuff."
Ma Mom Was Bouta Wear Zhanique Raptors Talkin Bout She Paid For Dem Y Cant She Wear Dem,"My mom was about to wear Zhanique’s Raptors, saying that she paid for them, so why can’t she wear them?"
"""Hating on another grown man, get your bread up. If your bread down player, then keep your head up.""","Criticizing another adult man—focus on improving your own financial situation. If your finances are low, stay positive."
"""Old Heads taught me, 'Youngn walk softly/ carry a big clip' that'll get niggaz off me""","Older people taught me, ""Young man, move carefully and carry a big magazine""—that will keep people away from me."
Wen I Was Sellin Az She Didnt Want Me Now I Sell Loud She All On Me,"When I was selling regular weed, she didn’t want me. Now that I sell high-quality weed, she’s all over me."
I Remember Oomf Said Tyris Gone Be My Cuffin Buddy For Da Winter I Aint Cuff Da Bitch Yt Lol,"I remember one of my followers said Tyris was going to be my cuffing buddy for the winter. I haven’t cuffed her yet, though. Lol"
"""Niggas Dont Phase Me And These Bitches Dont Amaze Me, I Wouldnt Be Surprise If My Own Niggas Tried To Play Me !!!""",People don’t faze me and these women don’t impress me; I wouldn’t be surprised if my own friends tried to betray me.
"""i need a dime! something red, thick, and fine..get on top and make it grind!""","I need an attractive woman—someone beautiful, curvy, and appealing. Get on top and move with passion!"
"""Took her to the room, she hit me with that line, she ain't that type of girl so I told her stop lying""","I took her to the room, and she told me she’s not that type of girl, so I told her to stop lying."
"""Don't hate me , ya girl wanna date me. Ya momma too old she wanna statutory rape me !""","""Don't hate me, your girl wants to date me. Your mom is too old—she wants to commit statutory rape with me!"""
"""I light the weed up , hit it two times . Smoke it so good , ii hit it a few times ; if ii hit it once I can hit it two time'z !""","I light the weed, hit it twice. I smoke it so well, I hit it a few times; if I hit it once, I can hit it twice!"
We ain't doing crime for the sake of doing crimes/ We movin' dimes cause we ain't doin' fine,We aren’t committing crimes just for the sake of it; we’re selling drugs because we’re struggling financially.
One of my Niggas turned to a Enemy . But the rest is still official !,"One of my friends became an enemy, but the rest are still loyal!"
"""Show up with my game face on, ready to kill something Man, that thing get so wet, you think you spilled something !""","I show up with my game face on, ready to crush it. Man, it gets so wet, you’d think you spilled something!"
"""Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !""","I’m not a mobster, I’m not a gangster, I’m not a hit man—I’m just myself!"
What good is da workout if you dont stretch & Whats the sense of having muscle if you dont flex.,"What good is the workout if you don’t stretch, and what’s the point of having muscle if you don’t flex?"
They sayin real niggas don't last real niggas don't last na it's just to many fake niggas making real niggas look bad !!!,"They say real ones don’t last, real ones don’t last. No, it’s just that there are too many fake people making real ones look bad!"
"""Chief da Weakest 1 @IAm_Zelmer: SD Over Chief	0.791111111111	0.00666666666667	0.168888888889	0.0333333333333",Chief is the weakest one. @IAm_Zelmer: SD over Chief 0.791111111111 0.00666666666667 0.168888888889 0.0333333333333
"291228176720478208	Tue Jan 15 16:59:42 +0000 2013""",Certainly! Please provide the text of the original tweet so I can translate it for you.
If I Die Today Jus Know I Lived 1 Hell Of A Life ! -Juelz,"If I die today, just know I lived one hell of a life! -Juelz"
What I'm Goin Through No Telling What I'm Gonna Do And Im On It 2 !,"What I’m going through—there’s no telling what I’m going to do, and I’m on it too!"
"""God makes no mistakes, I made a few / Rough sledding here & there, but I made it through""","God doesn’t make mistakes; I made a few.  It’s been tough at times, but I made it through."
"""I smoke kush, i pop beans an i dont give a dam how ya feel bout me!""","I smoke marijuana, I take pills, and I don’t care how you feel about me!"
Homie Yu Can Have Her Ion Wanna Marry Her I Jus Wanted To Borrow Her,"Friend, you can have her. I don't want to marry her; I just wanted to spend some time with her."
She Curved like a Coke Bottle She know I Go full Throttle I'm Walking.Wit a Slight Wobble !!!,She’s shaped like a Coke bottle. She knows I go full throttle. I’m walking with a slight wobble!
"""Time waits for no man, can't turn back the hands, once it's too late, gotta learn to live with Regrets !!!""","Time waits for no one; you can't turn back the clock. Once it's too late, you have to learn to live with regrets."
You either go love me or you either go leave me alone its either love me or hate me it ain't no in between !,You’re either going to love me or you’re going to leave me alone. It’s either love me or hate me—there’s no in between!
"""i Bet Rondo Cant Either @D_Easy_1_Hunnit: Cant sleep...	0.966	0.002	0.014	0.018",I bet Rondo can't either. @D_Easy_1_Hunnit: Can't sleep...
"295768133300547584	Mon Jan 28 05:39:52 +0000 2013""","Certainly! However, I do not see the original tweet text in your message. Please provide the text of the tweet you would like translated from African American English (AAE) to Standard American English (SAE)."
I Use To Smoke To Take The Stress Away But Really That Don't Work Nomore.,"I used to smoke to relieve stress, but that really doesn't work anymore."
"""better Get Sum Strikes @Neija_Dwajane: Bouta go bowling	0.917777777778	0.00222222222222	0.0266666666667	0.0533333333333",You’d better get some strikes @Neija_Dwajane: About to go bowling
"297101791626141696	Thu Jan 31 21:59:21 +0000 2013""","Certainly! However, it appears that you have only provided the tweet's ID and timestamp, not the actual text of the tweet. Please provide the content of the tweet you'd like translated from African American English (AAE) to Standard American English (SAE), and I'll be happy to assist!"
When all is said and done its juz me myself and I left in this  God forsaken hell hole!,"When all is said and done, it’s just me, myself, and I left in this godforsaken hellhole!"
@MJBAD87 Amen!!!! May be society needs to give up on teaching Kids to rely on them so much.,@MJBAD87 Amen! Maybe society needs to stop teaching kids to rely on them so much.
Thank you my savior for making me one of your prized master pieces. I will do my best to liveup to this prestigious honor,"Thank you, my Savior, for making me one of your prized masterpieces. I will do my best to live up to this prestigious honor."
You all see my bff and now look them look they are cool people if u did not lol,"You all see my best friend, and now look at them—look, they are cool people if you didn’t know, haha."
I tweet lik?e 1000 times a day cuz I love twitter and if u don't then stop hateing on twitter and if u my friends and don't like twitter lol,"I tweet like 1,000 times a day because I love Twitter, and if you don't, then stop hating on Twitter. And if you're my friends and don't like Twitter, lol."
Omg so people out in the cold asking for money and people but have like 20 and don't give them no food,"Oh my gosh, there are people out in the cold asking for money, and others might have like twenty dollars but don’t give them any food."
BRINGING MY SHIT IN RIGHT NO WORRIES NEW BOO NEW BITCHES NEW YEAR BUT THE SAME FUCKIN HATERS LMAO HAPPY MFIN NEW YEAR,"Bringing my things in right, no worries—new partner, new friends, new year, but the same damn haters. Laughing my ass off. Happy freaking New Year!"
Just found anothrr tattoo man about to make this break up offical truuu cover up coming sooon bitch,"I just found another tattoo artist. I'm about to make this breakup official—true. A cover-up is coming soon, bitch."
If he only calls u when he needs money or pussy THEN THATS WAT YOUR AROUND FOR STUPID!!!,"If he only calls you when he needs money or sex, then that’s what you’re around for, stupid!"
Harmonie be all ova my bed on top of my head on my back this lil girl and her wild ass sleeping,"Harmonie is all over my bed—on top of my head, on my back. This little girl and her wild sleeping!"
Dis goofy go ask me am I pregnant lmao I said how. A spit baby!!!!!,"This silly person asked me if I’m pregnant, lol. I said, how? A spit baby!?"
Bitches kill me u can't find yo own man so u fuck with somebody elses bitches had no class,"Women annoy me—you can’t find your own man, so you get involved with someone else’s. Some women have no class."
@GetEmWetRee oh I got 15 ill b dere wen we go back I'm just gon get like 4 Ctfu U GON MAKE ME GO IN,"@GetEmWetRee Oh, I have 15. I’ll be there when we go back. I’m just going to get about 4. LOL, you’re going to make me go in."
That moment you think your not gettin paid and one of your family members checked the mail before you did an put it up nd yu just now got it,"That moment when you think you’re not getting paid, but one of your family members checked the mail before you did and put it away, and you’re just now getting it."
You can tell ANY1 you love them but tellin the1you lay next to everynite your IN LOVE with them is priceless BIG DIFFERENCE. BETWEEN THE TWO,"You can tell anyone you love them, but telling the one you lie next to every night that you’re in love with them is priceless. There’s a big difference between the two."
Wats His Name Will Put In Work If Da Pay Is Good ' So He Went To Rob Da Richest Guy In Da Neighborhood ..,"What’s his name will put in work if the pay is good, so he went to rob the richest guy in the neighborhood."
"""Should I Love Her ' Should I leave Her ,  Sex Is A+ Plus Shes A Keeper !""","Should I love her or should I leave her? The sex is amazing, plus she's a keeper!"
You hit me wit all ur biz and ask me what I'm bout to do and I tell u that I'm busting swerves and u like stuck on stupid,"You tell me all your business and ask me what I'm about to do, and I tell you that I'm making moves, and you just look confused."
What am I missing? Why do people feel like the Alabama vs Notre Dame will be close?,What am I missing? Why do people think the Alabama vs. Notre Dame game will be close?
"""@Lady__KAY :) So when the world and the odds are against us the answer is.. LOL!""","@Lady__KAY :) So when the world and the odds are against us, the answer is... LOL!"
@CcDevereaux lol...naw...She's a phenomenal musician....But people crying over her having a baby last year? GTF,@CcDevereaux lol...no...She's a phenomenal musician...But people are upset about her having a baby last year? Get out of here.
Just thought about the many days and nights spent in Washington Johnson Complex...Both during Undergrad and through my Masters..#random,"I just thought about all the days and nights I spent in Washington Johnson Complex, both during my undergraduate years and while earning my master's degree. #random"
I'll say what many dont want to admit...There has NEVER been a player like LeBron...He may go down as the best ever!,I’ll say what many people don’t want to admit… There has never been a player like LeBron. He might go down as the best ever!
Ladies....If you're referred to as #oomf...You aren't the only one trying to be the only one...lol,"Ladies... If you’re referred to as #oomf, you’re not the only one trying to be the only one... lol"
"""Just to get my attention she sent a note and a drink, when we made our connection we nodded and winked""","Just to get my attention, she sent a note and a drink. When we made our connection, we nodded and winked."
I pulled the BOLDEST move earlier in perhaps by entire professional career...Trust me...That's saying a lot...LOL!,"I made the boldest move earlier in perhaps my entire professional career... Trust me, that's saying a lot... LOL!"
I swear I'm being surrounded more and more by baby conversations....social media is now in full effect...,I swear I’m being surrounded more and more by conversations about babies... Social media is now in full effect...
@CJStarchild I'm not one who is OVERLY impressed with her....Trust when I say this...People are crazy if they dont think looks played a role,@CJStarchild I’m not someone who is overly impressed with her. Trust me when I say this: People are crazy if they don’t think looks played a role.
That moment you see 9 people have viewed your linkedin profile and you assume it might be recruiters only to find out its #GramFam #NoBueno,"That moment when you see that nine people have viewed your LinkedIn profile and you assume they might be recruiters, only to find out it’s just #GramFam. #NoBueno"
If she be twerking in the mirror in the bathroom practicing for the club...You guessed it...#Ratchet,If she is twerking in the bathroom mirror practicing for the club... You guessed it... #Ratchet
I've always found it interesting to hear how women think they loose men...It's quite interesting...,I've always found it interesting to hear how women think they lose men... It's quite interesting...
"""Girl dont you know, you're so beautiful, I wanna give all my love to you""","""Girl, don’t you know you’re so beautiful? I want to give all my love to you."""
@x_HoesGoneTweet ......YU JUST DIDN'T WANT TOO BE WITH ME ALL TWEETS SEE DIS BT I'M FUCKIN CRYN CUS I WAS SOO FAITHFUL TOO YO ASS ...,"@x_HoesGoneTweet ......You just didn't want to be with me. Everyone on Twitter can see this, but I'm fucking crying because I was so faithful to you..."
@x_HoesGoneTweet ...I THINK YU WAS JUST READY TOO BE SINGLE TBH N I WAKE UP TOO AH BAD DAY SMFH WAT I DO TOO DESERVE DIS,"@x_HoesGoneTweet ...I think you were just ready to be single, to be honest, and I wake up to a bad day. Shaking my head. What did I do to deserve this?"
Ion care how much a nigha claims he love being single aint shit better dan havin a gf thats faithful n loves tha hell outta u #GetuOne!,"I don’t care how much a man claims he loves being single, there’s nothing better than having a girlfriend who is faithful and loves you deeply. #GetYouOne!"
@SelectorMyles @RedHotMornings soca only have 2 play in carnival but groovy will takeover all an give all round play,"@SelectorMyles @RedHotMornings Soca only gets played during Carnival, but groovy will take over everything and get played all year round."
@Shellz_Is_So_BK i aint seen 30 my boy lls sike naw dats wassup i aint hoopd since summer,"@Shellz_Is_So_BK I haven’t seen 30, my man. Haha, just kidding, that’s what’s up. I haven’t played basketball since summer."
Ridin round on my side of Town with my windows up & my dubs down,Driving around my side of town with my windows up and my rims lowered.
@JonnyBones when can u come to NY to train at my gym....American Top team Mma,"@JonnyBones, when can you come to New York to train at my gym, American Top Team MMA?"
"""A nigga favorite line Dham u fine & these simple minded h* let them words gt to ya head""","A man’s favorite line is “Damn, you’re fine,” and these simple-minded women let those words get to their heads."
Ill bhe up for a while I bheen slp every since I got checked out,I'll be up for a while; I've been sleeping ever since I got checked out.
My Ex Texted Me And Said He Miss Me I Texted Back And Said The Subscriber You Have Texted does Not Give Af :),"My ex texted me and said he misses me. I texted back and said, ""The subscriber you have texted does not care."" :)"
I Ain't Talk To KK All Day He Must Be Off A Lotta Lotta Drugs #BriannaTweet,I haven't talked to KK all day; he must be on a lot of drugs. #BriannaTweet
@_MacHimDown Lmao Don't Trip And Ask yo Og Can She Do That Lil Thang For Me Lbssss,"@_MacHimDown Lol, don’t worry and ask your mom if she can do that little thing for me. Lol"
My Secret How I'm Getting Thick Is I Eat Two P & J Sandwichs Everyday Lbs ;),My secret to gaining weight is that I eat two peanut butter and jelly sandwiches every day. Lol ;)
I can't even trust my family bcuz they will steal if they know you got it,I can't even trust my family because they will steal if they know you have it.
Iam make it dont care what nobody say I got the strength to push my self to make it,I am going to make it. I don’t care what anyone says—I have the strength to push myself to succeed.
@_Swaggg4Sale My mama went up to this school call Heritage Christan but Ion know they mite be on BS,"@_Swaggg4Sale My mom went to this school called Heritage Christian, but I don't know, they might be on some nonsense."
@SavageJourneyAD @Midwest_Baller I say nonIts call MidwestBallers not MidwestFootballersnN its not that many good football players in da Mil,"@SavageJourneyAD @Midwest_Baller I’m just saying, it’s called MidwestBallers, not MidwestFootballers, and there aren’t that many good football players in Milwaukee."
"""Making me a  to do list  &  to get list so I can have everything done by Monday !!!!""",Creating a to-do list and a to-get list so I can have everything finished by Monday!
I have to distance myself from a lot of people ' less drama & less things to worry about,I have to distance myself from a lot of people; there’s less drama and fewer things to worry about.
Scrolling down my tl & who do I see...@CoachKerri! And she on one this early a.m. Bomdia sis!,"Scrolling down my timeline and who do I see...@CoachKerri! And she’s already fired up this early morning. Good morning, sis!"
I know people come & things happen for a reason but I'm Ray Charles blind on this one...,"I understand that people enter your life and things happen for a reason, but I’m completely clueless about this situation."
I so fuckin over females and all this other shit man. I'm just gonna focus on me and my career. #collegebound,I am so completely done with women and all this other stuff. I’m just going to focus on myself and my career. #collegebound
I don't think everyone was meant to be in a relationship. Some ppl have to accept this and learn to find love within. #selflove is better,I don't think everyone is meant to be in a relationship. Some people need to accept this and learn to find love within themselves. #selflove is better
"""I kinda feel slightly sorry for her new girl... She reminds me of myself, how I was in the beginning...""","I kind of feel a little sorry for his new girlfriend... She reminds me of myself, how I was in the beginning..."
"""Yo, if I never say anything else, trust and believe me when I say EVERYTHING HAPPENS FOR A REASON!!!""","If I never say anything else, please trust and believe me when I say that everything happens for a reason!"
HBO Family is giving me life right now. I swear I have the imagination of a toddler lol!,"HBO Family is making me so happy right now. I swear I have the imagination of a toddler, haha!"
#mtzionprayercall in the am!!! @JosephWalker3 always has a word! The 15 mins that changes lives every Tuesday morning!,#mtzionprayercall in the morning! @JosephWalker3 always has an inspiring message! The 15 minutes that change lives every Tuesday morning!
: Hate when ii Gta pee so bad when I'm laying down ii really don't be wanting to get up,I hate when I have to pee so badly while I'm lying down; I really don't want to get up.
@TheLegendLizzie lol ii see and my fault next time ii see u online imma say hello iight,"@TheLegendLizzie lol I see, and my bad—next time I see you online, I’ll say hello, alright."
"""#rookieshowdown Russell Wilson. All season, with age comes wisdom. He left whatever inexperience he had On the diamond.""","#rookieshowdown Russell Wilson. All season, with age comes wisdom. He left any inexperience he had on the field."
@AtieraJ Whats up lady how are you. I'm reaching out and interested in a collab in the very near future check out @ProfanityMAG and holla,"@AtieraJ What’s up, lady? How are you? I’m reaching out because I’m interested in a collaboration in the very near future. Check out @ProfanityMAG and let me know."
@Emperess everything is good. What's up with you though. How've you been in this cold cold workd,"@Emperess Everything is good. How are you doing, though? How have you been in this cold, cold world?"
"""I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog.""","I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog."
"""I wasn't a druggie, i wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where i'm at now.""","""I wasn't a drug user, I wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where I am now."""
"""I mean i'm from Chicago. I'll cheer for the Bears, but i a bigger 49ers fan""","I mean, I'm from Chicago. I'll cheer for the Bears, but I'm a bigger 49ers fan."
@Vladimir_Poofin I'm doing photography as a class so I'll be able to head our photo shoots in the future.,"@Vladimir_Poofin I'm taking photography as a class, so I'll be able to lead our photo shoots in the future."
@Vladimir_Poofin That is why I wanna go back so badly. I wanna disprove any negatives I brought to me and my family's name.,@Vladimir_Poofin That is why I want to go back so badly. I want to disprove any negatives I brought to myself and my family's name.
I delusionally imagine during a multitude of times that i'm being physically accosted by everyone i hold human emotion for....,"I irrationally imagine, many times, that I’m being physically attacked by everyone I have feelings for."
This will be the first time two brothers would coach against each other in the Super Bowl. #49ersVsRavens,This will be the first time that two brothers have coached against each other in the Super Bowl. #49ersVsRavens
"""I black out in that pussy, im addicted like she gotta crackhouse in that pussy.""","I lose control when I'm having sex with her; I'm addicted, like she's got a crackhouse between her legs."
"""I have my Algebra final exam tomorrow, theirs NOTHING I can do to pass !""",I have my Algebra final exam tomorrow; there’s NOTHING I can do to pass!
"""RayShawn so damn buck in these text messages, he wasn't trynna to fight at his house on Saturday tho !""","RayShawn is acting so tough in these text messages, but he didn’t want to fight at his house on Saturday though!"
"""No matter how much I say fuck him & iont want him anymore lml at the end of the day were not going to break up, Da Fuqk you thought ?""","No matter how much I say “forget him” and I don’t want him anymore, laughing my life, at the end of the day we’re not going to break up. What did you think?"
@Saviour_So_Heat u came here nd I picked u up frm da bus thngy. Nd u stayed wid me. Den da otha dream was a continuation.,@Saviour_So_Heat you came here and I picked you up from the bus thing. And you stayed with me. Then the other dream was a continuation.
@LadyLove_LOUD bitch boo boo sick wya hoe we at the hospital henry ford come on hoe,"@LadyLove_LOUD Girl, where are you? We're at Henry Ford Hospital. Come on."
"""@Lightshow10thPL: Men are more emotional than ever these days. It's crazy cuz I'm not emotional AT ALL, so I just don't understand it.""","""Men are more emotional than ever these days. It’s surprising because I’m not emotional at all, so I just don’t understand it."""
"""@TalkinTOO_NiNi: all i do is sit back and laugh at these HOES .. :) DTFL ' Dnt we both DO!""","""All I do is sit back and laugh at these women... :) Don't we both do that!"""
@AllHailQuan he aint no damn rapist stop playing w. himmmmmmmm! he kno he got fanssss boyyyy that love him llsssss,"@AllHailQuan He isn’t a rapist, stop messing with him! He knows he has fans who love him, seriously."
I love u too @journee2fame so stfu b4 u say something u to @DanteJr_sMom. lol,"I love you too, @journee2fame, so be quiet before you say something to @DanteJr_sMom. lol"
@McKenziee_Momma is so happy she outta jail. I might snitch on her lol. Lock her tweeting ass up Twitter,"@McKenziee_Momma is so happy she's out of jail. I might report her, lol. Lock her tweeting self up, Twitter."
All these girls on Bad Girls Club Look like they use to be MEN! -_-,All of these girls on Bad Girls Club look like they used to be men! -_-
#DETLOVE all Detroiters let's tweet this and spread love and peace and let's stop all this senseless violence!!!!!!!!!!!,"#DETLOVE All Detroiters, let's tweet this and spread love and peace, and let's stop all this senseless violence!"
