original_text,sae_text
Yea I'm a single mother now but we still mess around... only him. No otha nigga,"Yes, I’m a single mother now, but we still have a relationship… only with him. No other man."
"""I really hate the duck face in females photos. One day yo face gone bet stuck.... not cute. #fail""",I really dislike the duck face in women's photos. One day your face is going to get stuck like that... not cute. #fail
@Ayoo__KEKE  HAPPY CAKE DAY THANKING GOD EVERY DAY FOR HIM GIVING U TO ME!! I LOVE U UNCONDITIONAL NO WORD COULD EXPLAIN HOW GRATEFUL I AM!!,@Ayoo__KEKE HAPPY BIRTHDAY! I thank God every day for bringing you into my life! I love you unconditionally—no words can express how grateful I am!
Wanted To Talk To My Boyfriend before I Went To Sleep ! Ump Guess Not GoodNight !,"I wanted to talk to my boyfriend before I went to sleep. Hmm, I guess not. Goodnight!"
He Said I Never Wanna Make Yuu Mad I sed baby Just Make Come Den Dont Make A Sound,"He said, ""I never want to make you mad."" I said, ""Baby, just make me come then don't make a sound."""
Da lady had just walked out da store an I b damn 45 seconds lata she walked back in an said she got robbed,"The lady had just walked out of the store and, I’ll be damned, 45 seconds later she walked back in and said she got robbed."
Dis had 2 b da craziest shit I ever seen in my life an I dne seen sum crazy crazy shit,"This had to be the craziest thing I have ever seen in my life, and I’ve seen some really crazy things."
@BBY_iTsR3aL ok ok let me know if I need to come.....I don't play about my babies,"@BBY_iTsR3aL Okay, okay, let me know if I need to come. I don’t mess around when it comes to my children."
Lmmfao for these people to get mad because they playing games on fb....don't forget you once played them before lhah,"Laughing so hard at how these people are getting upset because others are playing games on Facebook... Don’t forget that you used to play them too, haha."
"""@MeadCarmen: I'm use to erbody checking me out, not my belly lolhell that's who be getting all of the attention now.#PregnantPeople lol""","""@MeadCarmen: I'm used to everybody checking me out, not my belly. Lol, that's who gets all of the attention now. #PregnantPeople lol"""
@DrizzieSosa @SweetCandiN see why you didn't tell me ahead of time .I wanna go otc,@DrizzieSosa @SweetCandiN This is why you didn't tell me ahead of time. I want to go out there.
"""@SweetCandiN: Was 2012 ah leap year??? Cuz if so it was noooootttt ah joke lollhah & you right bishhh almost got me""","""@SweetCandiN: Was 2012 a leap year? Because if so, it was definitely not a joke, haha. And you’re right, girl, it almost got me."""
"""@SweetCandiN: @JassyFay_ see you need to be more careful....like me! Kmlrotfl u got that right I gotta stay fine""","""@SweetCandiN: @JassyFay_ See, you need to be more careful... like me! LOL, you’re absolutely right—I have to keep looking good."""
Bitch get on fb & try to make him seem like the worse father ever,She gets on Facebook and tries to make him seem like the worst father ever.
@AnnaMayeBullock I am this my mama side of the family & you can come right alone.I don't know half of the Shaws smh.,"@AnnaMayeBullock I am with my mom’s side of the family, and you can come along too. I don’t know half of the Shaws, shaking my head."
"""@LATEACHAB I know you have but keep it that way hun, it's going to come back on her""","@LATEACHAB I know you have, but keep it that way, hun. It's going to come back to her."
"""@_KissNdDontTel I heard about them chicken basket tricks ,I didn't think it was true lol""","""@_KissNdDontTel I heard about those chicken basket tricks, I didn't think it was true lol"""
"""@LATEACHAB lol at this time I'll be ducked off at my buddy house lmfao let,me stop.if the BS will stop it b a gr8 place""","""@LATEACHAB lol, at that time I'll be hiding out at my friend's house, lmfao. Let me stop. If the nonsense would stop, it would be a great place."""
"""@LATEACHAB: Nw dats was sum fightn for ur ashell yea bringing the school year in fighting lol""","""@LATEACHAB: Now that was some fighting for you, for real. Yeah, starting the school year off with a fight, lol."""
Believe If He Don't Appreciate What You Do For Him. . .There's Somebody Out There That Will Appreciate Everything You Do For Them. . !,"Believe me, if he doesn't appreciate what you do for him, there's someone out there who will appreciate everything you do for them."
Favor ain't fair but it sure does look good on me. God can do anything anywhere at anytime. Keep Trusting,"Favor isn’t always fair, but it certainly looks good on me. God can do anything, anywhere, at any time. Keep trusting."
"""And if i ever fall in love again , i will be sure that the lady is a friendd""","And if I ever fall in love again, I will make sure that the woman is a friend."
"""All females come with a built in detective mode, so #DontLie they will find out""","All women have a natural instinct for detecting things, so #DontLie—they will find out."
Get back in school & ALL MY NIGGAS LOOK RICH AS FUCK ! (In my 2 chains voice),"Return to school, and all my friends look extremely wealthy! (In my 2 Chainz voice)"
"""400 for the watch 180 for the shoes, if this shit was a contest you broke niggas would lose""","$400 for the watch, $180 for the shoes. If this were a contest, you broke guys would lose."
& I thought my room was cold. My bathroom cold as polar bear balls on ice <<<<<<,And I thought my room was cold. My bathroom is as cold as a polar bear’s balls on ice.
"""She said she's having boy problems & I said Fuck you, you got like 99 niggas I'm not bout to trust you ! Or touch your#Thots <<<<""","She said she's having problems with guys, and I said, ""Forget you, you have like 99 men—I’m not about to trust you! Or touch you, either."""
"""My little brother asked me if I wanted to succeed in life, I said yeah & he called me gay.. rSuck-seed ? rI beat his clever ass..""","My little brother asked me if I wanted to succeed in life. I said yes, and he called me gay… “Suck-seed”? I had to beat his clever self."
@KMFJosh lol its all good just let me know if you run into a pair,"@KMFJosh lol it’s all good, just let me know if you come across a pair."
"""When I'm not doing anything my phone is to dry, but as soon as I get in the shower or some shit what do you know? ...My phone is still dry""","When I'm not doing anything, my phone is so dry, but as soon as I get in the shower or something, what do you know? ...My phone is still dry."
"""With your lui V, bag tats on arms, high heels shoes make you 6 feet tall""","With your Louis Vuitton bag, tattoos on your arms, and high-heeled shoes that make you six feet tall."
Old school hip hop keeps me calm & makes me want to steal cars for some reason,"Old school hip hop helps me relax and, for some reason, makes me feel like stealing cars."
She saying I wear to much white told her I represent tht blow #yo gotti,She said I wear too much white. I told her I represent that cocaine. #YoGotti
"""Dear 19 open Internet tabs, which one of you is playing the music? Sincerely, this bitch.""","Dear 19 open Internet tabs, which one of you is playing the music? Sincerely, me."
Thank God I found a good in it and boyy I use too want youu soo BAD,"Thank God I found something good in it, and boy, I used to want you so badly."
Telling oomf how I feel about my ex she understands what im talking about :),Telling one of my friends how I feel about my ex—she understands what I’m talking about :)
@KoldKilla_ I don't feel like she want to she talk to many niggas and I caint be siting here tryna fight and argu with all her hoes so idk,"@KoldKilla_ I don't feel like she wants to. She talks to too many guys, and I can't be sitting here trying to fight and argue with all her men, so I don't know."
Me and my sis @KoldKilla_ was cooling at Easton she was on her classy shit she pollished up :) good for her ^,My sister @KoldKilla_ and I were hanging out at Easton. She was acting classy and had polished herself up :) Good for her. ^
She's the only girl that can answer my questions not lie and keep it #100,She’s the only girl who can answer my questions honestly and keep it real.
Girl you ain't gotta tell me nothing when were laying together cuss im gone take all control,"Girl, you don't have to tell me anything when we're lying together because I'm going to take complete control."
Didn't even know my niggs Many was out of jail he go to my school now..,I didn't even know my friend Many was out of jail; he goes to my school now.
@Slim_Sosa_ I got one but you might not be able to get on my bus,"@Slim_Sosa_ I have one, but you might not be able to get on my bus."
@OGEE_Niece why I do im single and only talk to one girl so idk what you talking bout,"@OGEE_Niece Why would I do that? I’m single and only talk to one girl, so I don’t know what you’re talking about."
Fiinnahh Finishh Textinn #OOMF Untill I Fall Asleep. Even Thoe He Textinq Back Slow :-),"About to finish texting one of my followers until I fall asleep, even though he’s texting back slowly. :-)"
I remember when me & @__LoveKaylaa  use 2 go 2gether in everytime we argued she ah call my Dad & tell lol,"I remember when @__LoveKaylaa and I used to date, and every time we argued, she would call my dad and tell him, lol."
Kooling talking 2 my big bro Yuck& Quis abt oomf they like Lil bro you ah good nigga 2 these Lil female why you dont gotta girl lol,"Hanging out and talking to my big brothers Yuck and Quis about one of my friends they like. They said, ""Little bro, you're a good guy to these young women—why don't you have a girlfriend, lol?"""
@IM_SmOoVe_HoE im bored thats why im.doin this shit & im.fuckin you up frfr you played me that night,"@IM_SmOoVe_HoE I'm bored, that's why I'm doing this, and I'm really messing you up. You seriously played me that night."
@YncOmar lol aye na didnt we put more nigga 2gether this summer then anybody iin da crew,"@YncOmar lol hey, didn’t we bring more people together this summer than anyone else in the crew?"
"""When you & yo Righthand Manz get caught up in sum shit & they say BRO ILL TAKE THE L FOR YOU #REAL ASS NIGGA""","When you and your right-hand man get caught up in something and he says, ""Bro, I'll take the loss for you."" #RealFriend"
"""Have you ever had somebody that was down with you laugh,cry,smile,real or even frown with you""","Have you ever had someone who supported you laugh, cry, smile, be genuine, or even frown with you?"
@weez_santana fasho but 2mrr im ah need you to hook me up i got $250,"@weez_santana For sure, but tomorrow I’m going to need you to help me out. I have $250."
this gone be the best summer 4 me i swear bro im doinb my thang & im moving with oomf,"This is going to be the best summer for me, I swear, bro. I’m doing my thing and I’m moving with one of my friends."
"""Changed My Mind... Not Going Dancing Anymore... Gonna Stay Home, Sipp This Goose and Walk My Dog... HNY Everyone ... Be Safe!""","I've changed my mind... I'm not going dancing anymore. I'm going to stay home, sip this Grey Goose, and walk my dog. Happy New Year, everyone. Be safe!"
Bored and Broke... Stress and Sadness... Is Tuesday Too Early In The Week For A Hard Strong Drink.,Bored and broke... Stressed and sad... Is Tuesday too early in the week for a strong drink?
I still know what u did last summer is on... And man on fire is on...,I Still Know What You Did Last Summer is on... And Man on Fire is on...
.trynaa use my shxdd ainne bothering me cause idgaf feeling can be felt towards yu tu if yu didnt kno,"I'm trying to use my stuff and not let it bother me because I don't care—the same feeling can be directed toward you too, if you didn't know."
Jus cuz it's 2013 don't mean I'm drinking or smoking Foh I anit doind none of that,"Just because it's 2013 doesn't mean I'm drinking or smoking. Get out of here, I'm not doing any of that."
@ImaniTsunami Why Don't You Have Your Number ?  It's Suppose To Be Saved In Your Phone .,@ImaniTsunami Why don’t you have your number? It’s supposed to be saved in your phone.
"""NO ONE is immune from the trials and tribulations of life, if you think you are, just keep on living....""","No one is immune to the trials and tribulations of life. If you think you are, just keep on living."
"""@ChaChaGibson Bad GRAMMER is my Pet PEEVE!!!!!!! EVERYONE needs help from time to time grammatically, but  that what GOOGLE is for!!!""","@ChaChaGibson Bad grammar is my pet peeve! Everyone needs help from time to time with grammar, but that's what Google is for!"
They say im selfish...emmm naw but if u aint starve wit me u damn sho aint eatin wit me O_O,"They say I’m selfish... um, no, but if you didn’t starve with me, you definitely aren’t eating with me. O_O"
I rather ride a fat hummer than a long stretch limousine... But then again they both have their perks,"I would rather ride in a big Hummer than a long stretch limousine... But then again, they both have their advantages."
"""I love girl with tattoos, the ones that got that deep meaning that makes you love them more""","I love girls with tattoos, especially the ones that have a deep meaning that makes you love them even more."
"""@kobebryant is one if the best leader in the league,so me being a laker fan I'm not worried""","""@kobebryant is one of the best leaders in the league, so as a Lakers fan, I'm not worried."""
Up ain't sleepy. Wit my Bro j Co. #Oomfs when to sleep. On us smh we up eating up everything lol,"I'm not sleepy. I'm with my brother J Co. Some of my followers went to sleep on us, shaking my head. We're still up eating everything, lol."
I'm mad Cuz one of my fans gone block me lol who gives a fuck,"I’m upset because one of my fans blocked me, lol. Who cares?"
"""Tara, you & your husband were ineffective somewhere because y'all got fired from a church! #TheSisterhood""","Tara, you and your husband were ineffective somewhere because you both got fired from a church! #TheSisterhood"
"""Dont Careeee i aint did shit too, ion even know why you talking to me. You justtt WTF @TTG_Tero""","I don't care, I haven't done anything either. I don't even know why you're talking to me. You're just... WTF @TTG_Tero"
Soooo my teacher gon ask me am I pregnant ..... This Guy Then #LOST It,"So, my teacher is going to ask me if I am pregnant... This guy then completely lost it."
"""RMFT @Dear_Armani: My Question To The World Is WHY ARE YOU ALL FIGHTING OVER SOMETHING THAT'S NOT FIGHTING FOR OR OVER YOU?""","RMFT @Dear_Armani: My question to the world is, why are you all fighting over something that isn’t fighting for you or over you?"
"""Girl you are da bomb yea you tight to death, ion even kno da words to say to you!!!""","Girl, you are amazing, and you’re really incredible—I don’t even know the words to say to you!"
I kept it to real witcha hoe ass...busta in disguise...snake nigga i can see it in yo eyes!!!,"I was always honest with you, coward...pretending to be someone you're not...you're a snake and I can see it in your eyes!"
Aint nun left to do but fight and Word To Da Wise: YOU WILL NOT WIN!!!,"There’s nothing left to do but fight, and a word to the wise: YOU WILL NOT WIN!!!"
I wanna bitch to sweep me off my feet....tired of seeing da same basic ass females!!!,I want a woman to sweep me off my feet... I'm tired of seeing the same basic women!
Ona phn with my grandma an he keep sayn we gon get off the phn now but thn she keep talkn .! Come on,"On the phone with my grandma and she keeps saying we're going to get off the phone now, but then she keeps talking. Come on."
@Caliigurlswagg -__- dijah i aint meant it like dat u tryin to get me roped lol,"@Caliigurlswagg -__- Dijah, I didn’t mean it like that. You’re trying to get me in trouble, lol."
"""6 years today .. Holy fcking shit lol .  oh shit it's the 15th  I hate him lol . Why tf I still deal with him anyway ??? Lmaoo""","Six years today... Holy fucking shit, lol. Oh shit, it's the 15th. I hate him, lol. Why do I still deal with him anyway? Lmao."
"""I moved because I aint wanna here yall convo, then u come ddown here like ugh""","I moved because I didn’t want to hear your conversation, then you come down here like ugh."
only thing that's gone out me to sleep right now is some good DXCK and some excellent HEAD BOW!,The only thing that will get me to sleep right now is some good sex and some excellent oral!
"""@curlyy_SUEE: @idealMiSTRESS gots to get my Monroe done , that hoe gonna be so cute ! Look At You""","""@curlyy_SUEE: @idealMiSTRESS I have to get my Monroe piercing done; it's going to be so cute! Look at you."""
@curlyy_SUEE: @idealMiSTRESS lawd knows it needs some tending to OKAY you still on 8th ave?,"@curlyy_SUEE: @idealMiSTRESS Lord knows it needs some attention. Okay, are you still on 8th Avenue?"
@meeche_MEECH: @idealMiSTRESS we going feb 14th bihhnnoh okay I get off at 3 and off on weekends,"@meeche_MEECH: @idealMiSTRESS We’re going on February 14th, right? Okay, I get off at 3 and I’m off on weekends."
Louis Louis all she ever is Louis Vuitton and man I can't mess with her no more ayo ayo,"Louis, Louis—she’s always about Louis Vuitton, and man, I can’t deal with her anymore. Hey, hey."
I am giving away 50 Free Bids to everyone to play in a penny auction site. Its totally free to try No Obligations!...,I am giving away 50 free bids to everyone to use on a penny auction site. It’s completely free to try with no obligations!
S/o @Truths_ofBeanie coooooool ' pretty <3 lovely & can dress FOLLLLLLLLLLLLOW HER NOW YAAAALLL OR YOU ALL DIEEE NOW * !??,"Shout out to @Truths_ofBeanie—cool, pretty, lovely, and has great style. Follow her now, everyone, or else!"
Bouutah do my head (: lord pls give me luck to finnish this head bc it need it!!,"About to do my hair (: Lord, please give me luck to finish this hair because it needs it!!"
@YSOE_Monta if I dnt spent it all but hopefully I'm nt bc igtta gt in the rink & pay my cusso way .,"@YSOE_Monta If I don’t spend it all, but hopefully I’m not because I’ve got to get in the rink and pay my cousin’s way."
I was told fuck bitches get money get money n dese hoes can't get shit from me cuz dese hoes ain't did shit fa me,"I was told to forget about women and focus on making money, because these women can't get anything from me since they haven't done anything for me."
Bouta get up n kill da hood me n bro gotta get shit crackin @SevenMileBoo roll dat pack up bitch,"About to get up and take over the neighborhood. My brother and I have to get things started. @SevenMileBoo, roll that pack up."
"""Ctfu , when aleia come back inna house her momma and daddy gone be sitting onna couch! #TaNiaTweet""","Laughing out loud, when Aleia comes back in the house, her mom and dad are going to be sitting on the couch! #TaNiaTweet"
I hate having hoes in the fam....you make me look bad...i got to explane to ppl. why i think your dick suckin ass aint a hoe........smfh,I dislike having promiscuous people in the family... you make me look bad... I have to explain to people why I don't think you're promiscuous... shaking my head.
Bit5h tryed to kill me last night its Bool im peter roll that bit5h Blatt,"That woman tried to kill me last night. It’s cool, I’m going to handle her."
So apparantly Bey sang/lipped to a pre recorded tape of her version of the anthem at the inauguration,"Apparently, Beyoncé sang or lip-synced to a pre-recorded track of her version of the anthem at the inauguration."
"""March 9th , 2013 Its Going Down My Sweet 16 . So Tell Ya Friends To Tell They Friends To Tell They Grandma That We Up Germantown 7-12am.""","March 9th, 2013, it’s happening—my Sweet 16. So tell your friends to tell their friends to tell their grandma that we’ll be in Germantown from 7 p.m. to 12 a.m."
Y'all gonna fuck around and have Meek do a dam 20 min diss track on Cass Tho,"You all are going to mess around and have Meek make a damn 20-minute diss track about Cass, though."
"""@YeahMyName_DIME one more questions , is it a dressy event , or casual but dressy""","""@YeahMyName_DIME one more question: Is it a formal event, or is it casual but still dressy?"""
"""Reno Need To Give Me Some More Words To Borrow , He Prolly Git A Whole Book If Words . So Share Some Words @_KO247 : )""","Reno needs to give me some more words to borrow. He probably has a whole book of words. So share some words, @_KO247 :)"
Seen Abdul Today When Me && Briana Was Walking To McDonald's From Her Let Out .,I saw Abdul today when Briana and I were walking to McDonald's after her let out.
"""@Deez_dat_diva nvm wrong person , but rddddd ima just tell my mom , but where you want me to meet you""","""@Deez_dat_diva Never mind, wrong person, but really, I’m just going to tell my mom. But where do you want me to meet you?"""
"""Yes , waiting for my applebees to get warm , s/o to my baby Jon for bringing it to me , I love you stank / brova""","Yes, waiting for my Applebee’s to get warm. Shout out to my baby Jon for bringing it to me. I love you, babe/brother."
Think I'm Going Back Up Tonight . Cause Ima Have A Free Crib At Liyah House,I think I’m going back over there tonight because I’ll have an empty house at Liyah’s place.
"""Kiara just told me to go to bed cause I got school tomorrow , but don't she got school tomorrow too ??""","Kiara just told me to go to bed because I have school tomorrow, but doesn’t she have school tomorrow too?"
""", Down to ride to the very end , just me and my future boyfriend""","Down to stick together until the very end, just me and my future boyfriend."
"""Pretty Little Liars , Bad Girls Club , Real Husbands Of Hollywood && Snooki And Jwoww All Tonight , Damn My Tuesday""","Pretty Little Liars, Bad Girls Club, Real Husbands of Hollywood, and Snooki and Jwoww are all on tonight. Wow, my Tuesday is packed."
"""Wanna Get My IPhone Now && My Tattoo Early , Cause I Cant Wait Til My Bday""",I want to get my iPhone now and my tattoo early because I can't wait until my birthday.
"""#ToMyFutureDaughter, 16 & Pregnant ? Don't Make Me Go To Jail For Murder... You're Gonna Be 16 & Educated , 18 & Graduated , 22 & Successful""","#ToMyFutureDaughter, 16 and pregnant? Don’t make me go to jail for murder… You’re going to be 16 and educated, 18 and graduated, 22 and successful."
"""I Bag Niqqas ,  You mad Bitches? I Turn Shid Up W/ My Real Niggas , Walk Around W/ Designer Clothes , Now Look At Them RATCHET HOES !!""","I attract men—are you upset, ladies? I have a great time with my real friends, walk around in designer clothes, and now look at those unruly women!"
"""Girls Who Try To Fight Niggas <<<<< Bitch Don't You Understand That He Can Lil Reese , Chris Brown , Bus Driver Uppercut & OchoCinco Yo Ass""","Women who try to fight men <<<<< Girl, don’t you understand that he could Lil Reese, Chris Brown, bus driver uppercut, and OchoCinco you?"
@Stoneyyy_  u dont even smoke foreal so u dnt know what u talking about lol,"@Stoneyyy_ You don’t even really smoke, so you don’t know what you’re talking about lol."
And every bad chick  thats black got a fucking fat ass ego with  them  thinking im just gone talk to every race but black,"And every attractive Black woman has a huge ego, thinking that I’m just going to talk to every race except Black women."
I hate condoms but I hate the fact of having a disease or kid or BOTH  worse,"I dislike condoms, but I dislike the idea of getting a disease, having a child, or both even more."
@1_800_OFFMYDICK it shouldnt even be like that women claim they hate dogs so much but turn into one what does that solve ???,"@1_800_OFFMYDICK It shouldn’t even be like that. Women claim they hate dogs so much, but then they become one. What does that solve?"
girls dumb if a  nigga cheated with you he will cheat on you girls just be so dumb man,"Women are foolish; if a man cheated with you, he will cheat on you. Women can just be so foolish, man."
since im pt im my job now i gotta find me another gig im not use to this,"Since I’m part-time at my job now, I have to find another job. I’m not used to this."
man i probally spend a few thousands of dollars on weed ayear i got get that together lol,"Man, I probably spend a few thousand dollars on weed a year. I need to get that together, lol."
all that talk about smoke make a nigga wanna roll up  put on some kudi kick my feet up and chill,"All that talk about smoking makes me want to roll up, put on some Kid Cudi, kick my feet up, and relax."
@iLust_NotLove  thats crazy i know you salty idk what they could do to make your car that bad off of just doing a oil change,@iLust_NotLove That’s unbelievable. I know you’re upset. I don’t know what they could have done to make your car that bad just from doing an oil change.
niggas so caught up in these girls man the only thing im caught up in is school once i get my degree man ole man ... is all i can say,"People are so caught up in these girls, man. The only thing I’m focused on is school. Once I get my degree, man, all I can say is “wow.”"
@MrBjack Hey Good Morning!!! All is good over here...I was in DC about 3 weeks ago. How are you?!,"@MrBjack Hi, good morning! Everything is good here. I was in DC about three weeks ago. How are you?"
so the Teo guy made up a story to cover the fake that he's gay? I'm sad for him.,So the Teo guy made up a story to cover up the fact that he's gay? I feel sorry for him.
But where was all this anti governmental everything rhetoric before Pres. Obama. He was always aware but not as hateful,"But where was all this anti-government rhetoric before President Obama? He was always aware, but not as hateful."
sittin in the bed thinking im soo happy stuff tryna work on out i know ima have to do alor alone but god had my back since day one..,"Sitting in bed thinking I’m so happy things are starting to work out. I know I’m going to have to do a lot alone, but God has had my back since day one."
@NapaCabulous Love vineyard 7&8! I was supposed to have a tasting/tour there today but had to cancel :(,"@NapaCabulous I love Vineyard 7&8! I was supposed to have a tasting and tour there today, but I had to cancel :("
@charleshetzel What the hell Charles?!? Where was my invite? Seriously though - how was/is it?,"@charleshetzel What the heck, Charles?!? Where was my invitation? Seriously though—how was it?"
"""@DustinWakeman @stockyardpalate A study in delicious coffee, chocolate, bourbon, gin, pine, & pizza. Have a good night gents.""","@DustinWakeman @stockyardpalate An exploration of delicious coffee, chocolate, bourbon, gin, pine, and pizza. Have a good night, gentlemen."
@SullyEats @jeaninechicago Ditto. And yet they are what we use for water glasses at home...,"@SullyEats @jeaninechicago Same here. And yet, those are what we use for water glasses at home..."
@NoodleHeiress @tedwardbouillon I'm out of the loop. Now I really want to know who's being discussed.,@NoodleHeiress @tedwardbouillon I’m out of the loop. Now I really want to know who is being discussed.
"""this relationship shit isnt for me , i get played all the time , why ask me to bee your girl if you on love with another btc""",This relationship stuff isn’t for me. I get played all the time. Why ask me to be your girlfriend if you’re in love with another girl?
- DNT QUESTION ME.ABOUT SHIT I DO OR SAy  SHOULD ABOUT THAT BEFORE YOU WENT CHEWiNG,Do not question me about things I do or say. You should have thought about that before you started talking.
- TJ WiNNiNG RiGHT NOW HE TEXT ME EVERY MORNING DNT MISS A DAY TYPE OF SHIT I LIKE,TJ is winning right now—he texts me every morning and never misses a day. That’s the kind of thing I like.
THAT'S WHAT I WANNA KNO IF YOU HAD A PROBLEM SPEAK UP ...YOU SEEN ME TEXT & CAllED YOU BE FORREAl BRi,"THAT'S WHAT I WANT TO KNOW. IF YOU HAD A PROBLEM, SPEAK UP. You saw me text and call you. Be for real, Bri."
- BiTCH iM NOT TRyiNG TO HEAR THAT i AiN'T SEEN NO TWEET liKE THAT BRiANNA COME ON YOU KNOW CiCE BEEN ABOUT THiS liFE QUIT PLAYING,"- I’m not trying to hear that. I haven’t seen any tweet like that, Brianna. Come on, you know Cice has always been about this life. Stop playing."
If u fuckin with me.... Really fuckin with me u go get sum girls n bring em to me,"If you’re really involved with me… truly involved with me, you’ll get some girls and bring them to me."
Why ever black person I see in here feel da need to say wassup to me,"Why does every Black person I see in here feel the need to say ""what's up"" to me?"
"""I Told My Bestfriend All That Polo I Just Bought Lul Bitch & He Was Like Aww Bestfriend , He Don't Appreciate you .""","I told my best friend about all that Polo I just bought, little bitch, and he was like, ""Aww, best friend, he doesn't appreciate you."""
"""(Getting Ready Fo School )My Gma Was Like I Wouldn't Let You Go Out , It's Too Damn Cold. Must Be Crazy""","(Getting ready for school) My grandma was like, ""I wouldn't let you go out; it's too damn cold. You must be crazy."""
"""Niggas Be Thinking I'm Finna JUMP In A Relationship When I Just Got Out One , Nuhnuh . I'ont Even Need To Be In One .""","People think I’m about to jump into a relationship when I just got out of one. No, no. I don’t even need to be in one."
i want Ray Lewis to get this Super Bowl n retire on a good note,I want Ray Lewis to win this Super Bowl and retire on a good note.
ain't know way @thickthighs_ beating my ass in ruzzle all of a sudden this mf cheating lol,"There’s no way @thickthighs_ is suddenly beating me in Ruzzle—this person must be cheating, lol."
@__Knockout say when he catch me in the streets he gone shoot me can't wait lil nigga,"@__Knockout said that when he sees me in the streets, he’s going to shoot me. I can’t wait, little guy."
@x__beauSHAY sorry fam i should of hyu when i was n d big east yesterday,"@x__beauSHAY Sorry, I should have hit you up when I was in the Big East yesterday."
my 10:00 class would of been my last class but nooooo my university teacher wanna have class on Fridays this semester #FML,"My 10:00 class would have been my last class, but no, my university professor wants to have class on Fridays this semester. #FML"
Onething ive realised i dont have girlfriends where i can sit n tell em what im goin thru... Guess its better tht way,One thing I’ve realized is that I don’t have any girlfriends I can sit with and tell them what I’m going through... I guess it’s better that way.
Im sooooo pissed tht #Facetime doesnt wrk with 3G! like fukinrly digicel?!? *kmt* laaammee as fuk,"I am so pissed that #Facetime doesn’t work with 3G! Like, are you serious, Digicel?! *kmt* That’s so lame."
@Sonnynater ill b on ur level soooon :D! Buh i rly hpe u have a gud day,@Sonnynater I'll be on your level soon :D! But I really hope you have a good day
So im listening to some Damian Marley rii now.....Lord God what is happenng to me?!?@,"So I’m listening to some Damian Marley right now... Lord God, what is happening to me?!"
This class bettr only last fa 30mins cus theres nun dar chiney bwoy can teach tday,This class had better only last for 30 minutes because there’s nothing that Chinese boy can teach today.
Its amazing when a guy can think out of the box n find ways in surprising his girl. #GoodLook,It's amazing when a guy can think outside the box and find ways to surprise his girlfriend. #GoodLook
CAME OVER MY MAMA TO WASH ND ITS BEEN RAINING SO WE AIN'T TOOK THEM HOME YET,"I came over to my mom’s to do laundry, and since it’s been raining, we haven’t taken the clothes home yet."
"""@FierceYella318: Just Need To Be In A New Place Around New People.awww its gone be alright""","""@FierceYella318: I just need to be in a new place around new people. Aww, it's going to be alright."""
I TALK ABOUT MY BABY SO MUCH BECAUSE I LOVE HIM ND HE LOVE ME,I talk about my baby so much because I love him and he loves me.
"""@PS_iLoveYhu_o1: Any Female That Threatens Ah Man Widd His Child Aint Shit! #Ohh JUST SO THEY CAN BE WITH HIM""","""@PS_iLoveYhu_o1: Any woman who threatens a man with his child isn’t worth anything! #Ohh JUST SO THEY CAN BE WITH HIM"""
@TRUE_BOSSCHiCK I'M DONE U SEE I DIDN'T SAY NUN Y SHOULD I...ID EVEN KNOW DA DUM BITCH,@TRUE_BOSSCHiCK I’m done. You see I didn’t say anything—why should I? I don’t even know the dumb girl.
@Gorgeous_2013 o ummm imma see haha but for real tho imma do them like a week are 2 before da wedding tho...hope i don't be busy so i can,"@Gorgeous_2013 Oh, um, I’ll see haha, but for real though, I’ll do them like a week or two before the wedding though... I hope I’m not busy so I can."
Where Dem niggaz at who said they'd put it all on da line??? Roccin with @brotha lynch hung early this morning!!,Where are the guys who said they would risk everything? Supporting @brotha lynch hung early this morning!
"""When times are pressing you down a bit, rest if you must but just don't QUIT...""","""When times are weighing you down a bit, rest if you must, but just don't quit..."""
If u want to walk out my life I hold the door open for u,"If you want to walk out of my life, I'll hold the door open for you."
I have to find something to do tonight I don't wanna be in the house bored,I need to find something to do tonight; I don’t want to be at home bored.
"""Niggas && Females Stay in Yo Lane, If Yu can't be the one To Blame!""","People, both men and women, stay in your lane if you can't take responsibility!"
"""If yu want who I'm wiid, yu can HAVE em cuz best believe me ian fenna fight ova nahn human being unless dey my Fam.""","If you want who I’m with, you can have them because believe me, I’m not going to fight over any human being unless they’re my family."
"""Wadds dah point of saying BBL, if yur not gonna tweet again til the next day!""",What’s the point of saying “be back later” if you’re not going to tweet again until the next day!
I remember 2omf use too go togetha during the summer! TeeHee! Dey was In Love! J.J. && K.W.,I remember two of my friends used to go together during the summer! TeeHee! They were in love! J.J. and K.W.
"""I gotta cut today at work from fuckin with em pizza boxes, smh an we can't use gloves... Crazy huh""","I got a cut at work today from handling those pizza boxes, shaking my head, and we can't use gloves... Crazy, right?"
Man dr king did some for the black community but damn what about the other leaders ?,"Dr. King did a lot for the Black community, but what about the other leaders?"
How you gonna hate a zodiac sign? Even tho star alignment is off since like a thousand years ago,How are you going to hate a zodiac sign? Even though the star alignment has been off for about a thousand years.
Wts stronger thn a women? wts stronger thn a women wit a man? Wts stronger thn a women with da mind of women wit a man wit da mind of a man,What’s stronger than a woman? What’s stronger than a woman with a man? What’s stronger than a woman with the mind of a woman with a man with the mind of a man?
