aae_text,sentiment
@BigSean I mean @Dbenton68 can you read me a poem before I go to sleep,neutral
Young it's cold af outside and even colder in my damn store I am not properly dressed for this bullshit,negative
@TheNames_Steven @ItsCynthiaaBro_ smh steven dm me when you see this u got the story fucked upp ill get u hip,negative
Smh nikkas thinking wrong bruh don't know if #oomf ain't do wat she did I could've got his phone back but she fucked up for him,negative
Hmmmm I wonder what mine say @MFsLoveTerance: A girls eyebrows tell you alot about herself.,neutral
"""Boy or Ruzzle trynna get to know me better so I took my pic off lol""",positive
@SMarinoBennett lol drinking stories n people who tapped out on da kush lol just want to say wat up I didnt c yo fb,neutral
Every movie I watched today it been at least one big cocky ass nigga lol,neutral
"""@RealTalk: Don't ask me for the truth if you can't handle the answer. Real Talk""",neutral
"""Dat movie4 BROTHERS had me shedding tears when the little brother died outside he reminded so mich of my younger brother!!""",negative
"""I was fuckin witJIM HARBAUGH when he was onTECMO BOWL 1 andSUPER TECMO as the QB for theBEARSnigga he need DAT ringCONGRATS 49ERS!!""",positive
Yea that was fucked up#EddieJones never got a ring wit the MIAMI HEAThe was the best heat playa besides ZO' TIM HARDAWAY & JAMAL MASHBURN,negative
"""It's hard to rob A gun store' they got guns!!-Malvo voice from EVERYBODY HATES CHRIS!!""",neutral
U ever got cut and don't know where it came from or how the fuck u got it!!#LifeLessons,negative
Some of the things I said on #fb a few years ago just make me S. M. H!,neutral
"""A wonderful fact to reflect upon, that every human creature is constituted to be that profound secret and mystery to every other. #Dickens""",positive
"""Somebody tweet my b'day 9:14 ,  I'll give a so if u do ! :)""",positive
#Wale wordplay so crazy I know mfr don't get everything he saying at first hearing!,positive
S/O To @ABrokeHoeDream_ Some Of Yall Broke Niggas Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick,neutral
I hate dem viagra commercials dey fake af who gone be fuckin wen dey 80 years old not me lol,negative
No u da best baby i wouldnt be happy if it wasnt for u keria,positive
@YepThatsEbony u da first girl i done seen my boy claim so he do care lol,positive
She said a minute dat finna turn into an hour she must be on the phone wit sumbody,neutral
I really wanted to sleep wit him tonight.... guess im crying myself to sleep. I hate when i get too sleepy. Cus i tell to much.,negative
I wish we ccould have talked it out. Maybe i could have slept this head ache away.. o well,negative
Its a big ass spit in my fuckin face but u obviously u bold enought to do dat bullshit.... but i guess u dgaf to let me see a nigga name,negative
I did da 1 wit da nut bt I can't delete dat shit lol @MaBootyGotSwagg,neutral
If i was 2 wake up 2 a wet pussy in my face i want be mad I be like dam bae breakfast time already,positive
I hate a nasty female if u fuckin more then 1 nigga then u need to get paid for it instead of doing it for free,negative
"""@JulietNoRomeo_: Who Wanna Go Out To Breakfast Tomorrow Morning With Me??? You Not Going To School?""",neutral
Just got off the phone with primo we was on there for like 2 hourrs lol .,positive
Mannn . Mann if my mommy didnt havee to talk to gill today iwould be in my bed foreal,neutral
Mee and my nephew closee asl . Thats my lul shooter . Dont think he aint bout that life,neutral
"""Icamee from nothing . To something . Imight not havee everything . But iknow igot moree , than most #Greatful""",positive
Baybee we can be like tiny & tip . Puffy & kim . Michelle & obama .... even hillary & bill (',positive
If anybody ever say Fuck george or tay . Imma makee sure you get to say that shit to they face,negative
When iwass little . Iused to want my parents to tuck my in at night and read me a bed time story,positive
My journalism teacher jus said I should seriously look into interning  at KSDK Channel 5. Said my work was outstanding n shouldn't be wasted,positive
AT&T got da best service but they be gettin over on them bills tho smh,negative
I luv mii lil sis .!!! And dare n e 1 2 'eff wit her,positive
Ruining mii mind.!! I'm b fukd up n the head wen I gt thru being n relationships,negative
"""Rotflmmfao Kd screaming  Do Yo Dance On My Dick Ooo Baby I Love It!!  Lol My Momma  Kd stfu  Dying Laughing!!! #BadAss""",positive
Looking for a bust it open girl is you the one yo friend keep looking but I want you to come,neutral
Got my 13s :) bt ain n a rush tu wear em lol I jusz wanna look @ em,positive
N im ready.4.dem 5s bt ion thnk ima get da 13s dat cum.out on da 9th,neutral
One mo.day til we leave.... R we mite leave tumorra nite *shrug shoulders* who knows,positive
Its good to be thought about by the ppl u want thinking about ya!! S/o to those of u still in ya boy corner..,positive
@BIG_GUY248 I can't do this NO MOE... Enjoy ya self hope we can still b friends,negative
Ballin hard   @Ravens: Paul Kruger has 2.5 sacks and a forced fumble today. He had 9 entering the postseason. #GoingOFF,positive
Yall patriots fans better get ready to get y'all ass whipped next Sunday cs @Ravens gonna to Super Bowl #RavensNation all day,negative
Come the fuck on flacco with that BULLSHIT throw the ball away or fucking run...shit!!!,negative
I wish she'd go in the back...this is my alone time with the walking dead,neutral
@Pundit_AcadEMIC tommy or jarred at madd on Elmwood and forest they did all of mine,neutral
"""@SO_iTWEET2: best feeling other then gettin yo check is gettin full then smokin a well freaked blacklol yu crazy""",neutral
Here i Thought I was gonna be the only one in my family not blind...smh,neutral
Watch Trey Songz is gonna be the first nigga to get killed in that movie,negative
Lol you his girl but I got the password to everything. Now how that sound,negative
I'm not even gonna lie I'm kinda happy my hometown goin to the Super Bowl,positive
Price and star told me thank you for giving them clout. Them niggas I swear,negative
VH1 Soul playing all the old throwback 90's music. Got me in here dancing & outta breath!,positive
@Mirs_Times2 Lmao! Look damit her granny done bought her dat high as Meep! Her bday in April. She'll be fine til then!! It MY turn 2 splurge,positive
@Mirs_Times2 I mean hubby got 2 continue 2 send money 2 her mama every month. I'm sayin no more gifts until then. But if she needs nething..,neutral
@Mirs_Times2 @UtterlyKei LMAO! yes she got a tablet she cant use yet I had 2put my Kindle Fire on da backburner so we could buy her tix home,neutral
@HomeRonTX Don't worry Tom Brady with do the same thing Sunday to ya'll. LMAO. football players too soft now anyways. Ain't no more G'S! LOL,negative
So I have been hooked on old 1960's sexploitation movies. They were real &RAW. plus it GREAT research for the book I'm writing.,positive
@LensLinesLife Cheerios are nasty. Now if she taste like cinnamon toast crunch that's something different ... lmao,negative
@Aries_N_Vodka Btw its not just a big titty show its a lingerie show so ass is showing too! All colors. All sizes! LMAO!,neutral
i ain't been to church in a while ! i still pray to god everyday & he sure does bless me,positive
Even when I'm a mess I still put on a vest with an S on my chest because I am a superwoman #lifegoeson,positive
I wish ms Chris would have my shoes ill beat the breaks off her mofo ahhh,negative
Can you feel that that shit heating inside your chest !!can u feel it *ray Lewis voice-* @Sky_Walkn lol I found it on YouTube from madden,neutral
@OhhLookItsMajor Lmmfao . Guess Who Been On My Muh ' Fuckin ' Mind Lately !,neutral
iPhone On The Charger . This Muh Fucka Hot Asf ' . Burnt My Damn Hand .,negative
Wait Wtf Lol !! I Found My Muthafucking Song When I Was A Kid ...I Like - Sammie lol,positive
I Feel Like Once You Go Black You Don't Go Back Only Applies To Females lol,neutral
"""@GlamRiss: Sayin that I'm playin hard to get isn't it at all, I'm just not interested in your ass ! Lmfao""",negative
I'm Tryna Figure Out Which @GlamRiss Friend Looks Like Megan Good lol From These Retweets,neutral
"""@GRawwXO: @IamClaze I tell em straight up they can get this work lol lol I feel u""",positive
"""Got my Moe's and watching my fav. movie, now hearing your voice will complete my night""",positive
Slick mad cause it seem like my boyfriend will have his license before me . .,negative
I could have stayed in my bed cause NONE of the classes I have today effect my credits .,negative
@Lil_OleMee first off witcho dumb ass it's pooda lol nd yes you got tht ass smacked,negative
When you put a ! At the end of a text it change tha wholeeeee way a person reads it,neutral
Can't wait to get tht red one lik my gray one >>>>>>>>> I got hats out tha ass,positive
So cms is lettin out of school early..... -_- smdh nd I only came tahday fah the qame nd its canceled sh.t I culda stayed n mha dern bed,negative
If You Sit Back And Talk About One Person All Day .. Your Either Obssed Or Just A Dick Rider !,negative
He gay he don't wanna chill lol flex he just want her to pay his bills,negative
@bappierre what?! He should have went home to help instead of going to the club. That's love,negative
@DarkestBeauty88 lol girl what are u doing because my Dr just praised my body weight,positive
idk why people sweat and give themselves headaches over things they can't control! fout bay vag man,neutral
"""@DJZeeti: These women dont respect men because thier single miserable mother downplayed the value of a man for years. Its a cycle #smh""",negative
What the FUUUCCKKKK! MY DAD LISTENS TO SOME SEX ED CD BOUGHT FROM WINNIES DAD!,negative
"""i hate you. you never fit the way you're supposed to. you're either too big or too small.but ultimately, i need you... smh damn earphones""",negative
I can't never forget when I was in Miami and my friend told me that I dress like a white girl...,negative
"""@SpaldingShootin lol mane nun trippin of theze hoez OG she said she'll fuck my nigga to mak me mad, dats wat i wnt her dumass to do  anyway""",negative
@HisHEADFye_ yess yesss u no i hadd to cuff some shidd i see u takin to,positive
i love wen my house me cold i take of my socks i cant stand the fcking heat,negative
I Just Wanna Be Happy W My Baby Niggas Needa Mind They Fcking Busissness !!,negative
Ill go the EXTRA mile to make u smile just to make ur day ill qo out my way to do whateva it takes,positive
IGuess Tom Doing D New & Improvedd FB Cus he Fucking Up Folks Timeline NShyt,negative
I Spent my whole weeknd w bay erbody heading out aha im good my legs sore so ima caw it a night n a few,positive
Since he gtta BiTCH his bestfreind & da hoe kissing him on d check onna pic & Shit,negative
Cara eu odeio quando as pessoas fazem drama por coisas pequenas........ Vai proucurar o que fazer P......... kkkkkkk,negative
Those werent for any one who hold that title w/ the kid.. Y'all know I don't bring my issues to social networks.,neutral
I'm in desperate need of a relaxer and my cut has grown all the way out,negative
"""You've been lusting over a guy for _X_ Amount of years, calling other girls sidelines but he's NEVER made you his girl ...""",negative
Cant wait to hit the gym tomorow. Though my body prob wont like it at first,positive
Wish i had something fun to do today that was free lol! #sobored in the house,negative
I want to go to the movies to see haunted house... who wants to come wit me?,neutral
Fellas out here y is okay for yah 2 get pleasure by getting yah Dick suck but as soon us females want our pussy eat oh I dont do that gtfoh.,negative
"""Fuck School tomorrow . Two days ? Shit , we should've just came next week Monday or some shit .""",negative
"""Jaylon sorry ass over here sleeping , every time he sleep I give him a evil stare & he a wake up , staring at me like he been wake , lmfao .""",negative
@_xxMalibuxx_ you'll be just like these local niggas with no substance and delivery lol #failed,negative
Im rebellious asf and I don't compromise at all so who would put up with me? nobody,negative
"""Do what you love for the money, love what you do for the money but never fall in love with the money ,money ain't faithful fool Smh""",neutral
"""My child gone be up on game can't wait to see her ,and teach her valuable lessons in life & some I still haven't learned""",positive
"""I mean i could show you how i feel, but you'd just use that against me.""",negative
"""Niggas be telling fairy tales and stretching the truth just to win a girl over, but the truth eventually comes out..""",negative
"""@ThumpHa_Ass: - I Gotta Pee But Oan Feel Like Gin Up ! Just  Don't piss on yoself""",neutral
@_ASVPSwoosh lol that explains your mood swings-etc. can't deeeeeeeal!! I live with 5 of them!,neutral
What stripper did she see because me and taylor were looking for a beasty one last night and it was a fail -______-,negative
"""Can't even take in the word need. Especially with my name in the same sentence. #LetsAvoidThat""",negative
"""@Chicken_OTF: @dakidtise Thats Not Labeled Ass Gennyand KURRY IS  LABELED ASS A FCK BOI LOL""",negative
@T_Reed23 ok but lebron needed a team to do dat and melo going all da way this year,positive
RFT....@_RaDeja_: Swear to god i hate waiting on people to do shit for me :(,negative
@_KaayMO it mean I miss tise and I need hym bck in mi live I can live wth out hym and I want hym to give me dat toung game lol!,positive
@_AdornJustice o shit dats ur brother lol dam dnt be coming to me abt shit abt 5 females was fin to try and beat his ass get on dem thots,negative
@CARDY10TEN naw bro it aint even dat g im doin too much I got too much to do paper work all type of my shit. My nigga dnt trip on dat bro I',neutral
@breakfastclubam some white are nasty they don't even wash there hands when leaving the bathroom lol,negative
@EKING4NYC lmaooo don't blame it on Brooklyn son lol kuz with the money he getting I would have been switch up Lmaooo....,neutral
"""If yall aint go watch Blaire ft. Astro-Jealous video on youtube , can plsss go check it out... It gooooo mane! @Blairemusik""",positive
I hate wen ppl call me wen dey want to.. it dont work like dat.,negative
"""@jamesmorrowjr: @iDefendBoosie guh you know me lol! Yepp , if ion know nobdy else , i'll ALWAYS know yu.lol""",positive
"""@fisherprice318: I move to fast for dese Hoes to be tryn to keep up i dm'd yu""",negative
"""Eating just to put sumn in my tummy , and i had a great workout this morning!""",positive
"""Oomf be fucking up songs nshit , but i like him , he seem cool. Lol""",neutral
"""Chilling tho , too sick to drank but im snoked out. Going to bed in a while..""",neutral
"""@Screw_So_Real: - look at jay mccoy weed head country azz Ohkay! He a ole country ass nigga""",negative
"""@_tibbyyy: I'm lowkey a beast at this Ruzzle shxt lol naww yu a good ass cheater!!""",neutral
"""Just hit up my hg , i gotta fuck w/ her wen i get there!""",neutral
"""I thought fasho i was gone beat Piggy , sum ppl be cheating on Ruzzle yeaaa.""",neutral
I know Omar aint tell me to play him and he aint never accept my request.. dats a nigga for yu!!,negative
"""@fisherprice318: @iDefendBoosie u gotta do better mane lol , i know. Dat nigga was sleep thoo. And den i wanna get caught by Stro.lol""",neutral
Thats one of my worst fears! My husband.. sleeping w/ a nigga. I think i'll catch a murder charge otc.,negative
Lol!! I aint finna clown w/ dese fools tonight. Cus it will NEVER END. Like Future dem..lol,neutral
"""Lol , i asked my daddy where mama was , he talm bot idk , im not your mother's keepers ... Stay playing games!""",negative
"""@xPourUP_Drankx: sHE mad tho. For what? Ohkay!! She lucky dat man want ha and that d.ck.""",negative
"""@AllEyesOnMe_93: @iDefendBoosie lol ok?! Naw I mixed some shit. Orange & Mango Lmmfaoo!! Shid dats good enough""",neutral
"""@AllEyesOnMe_93: @iDefendBoosie: @AllEyesOnMe_93 dat was yu dat just passed by? My momma in her own shit. I thought sumbdy had blew,idk""",neutral
"""@AllEyesOnMe_93 @iDefendBoosie bot was tam, she blow at errbodi lol yea but i thought she stopped , & thought it was u , earfones was in""",neutral
"""@AllEyesOnMe_93: @iDefendBoosie hell yea I got a 1-10 for the next 4days straight Oh wow.. *Cheers* lol""",positive
"""@AllEyesOnMe_93 @ButChillTho Forreal tho. I missd dat tweet. & i kinda felt u didnt mean it dat way , but still in all Yu tried to play us""",negative
Yall nosey asses dnt know who im talking bot and yull never find out either.lol,neutral
"""@fisherprice318: @iDefendBoosie kmsl he told me to put it on Ig Lol , and he dont know nunnnnn bot Instaa.""",neutral
"""I got a good head on my shoulders. That mf mite be big af , but its filled w/ knowledge.""",positive
"""I hate wen a new nigga kum to Natchitoches , dey fall tf off. Fucking wit dem ratchets""",negative
Today came too fuckin fast.. at least i got my 8 hrd if sleep instead of dem 3 yesterday.,neutral
she was a bad yella bitch fat ass in all that shit but she didnt brush ha teeth when we woke up im really not fuking with ha!!!,negative
Yu Gotta learn to #Grind on ya own cause u aint gonna be in Mommy & Daddy Pockets 4 Long! #Truuu,positive
hw u fall asleep playin da xbox 360 lol diz nigga #Champ must b fried,negative
Hw @SnoopDogg drop it like it hot make centric soul session?lol shout out 2 Cuzz doe,neutral
"""@BaddDarkbone: ima celebrate on tha 25th wit mario since our bday tha same dayDas Rite!#Stuntteam""",positive
@star_diamond88 @TankBadAzz Im jus loving life and blessed! I think @TankBadAzz ain't had his antibiotics 4 his head yet dis morning.,positive
Any time i see alabama..i think of RAINES and when I Think of Raines team... >_< !!,neutral
""", i dont like how nigguhs who NOT my nigguh get worried about what i do .""",negative
""", wtf when people i know in my contacts tmp it dont come in w. their name !!!!""",negative
These same hoes yelling they been paid without taxes be the main hoes with them senser bags down town stealing #FACT #imdead,negative
With about three piercings... they toung they top lip and bottom side lip like wtf is yo purpose,negative
The new year has really changed me I've done somethings I thought id never be able to these pass few weeks hopefully it stays that way,positive
Love it wen I hit it from da back and u look back at it....,negative
I lost respect for u wen u gave wat I thought was mines to another nigga,negative
I HAD TO QUIT SMOKING WEED A NIGGA WASNT GETTING NO HIGHER AND I DONE BEEN HIGHER THAN HIGH BELIEVE THAT..LMAO OVERDOSE STYLE  :-),neutral
DC bound.. Man I had the time of my life this weekend. NYC showed me so much love.,positive
"""On my Muvah, my liver gone be the realest Nigga in the room if it can get through these next two weeks dawg""",neutral
In my old crib I saw a mouse do the heel toe on the sticky trap and swiftly run off to the underground railroad,neutral
Lmao @2stepsAhead__: Tebow has to be sick.. Rg3; CAm. Kaep. Russy... All he wants to do is run the same offense lmao...,neutral
I swear on everything I tried to get my Taliban niggas to Fuck with me.,negative
Hey dragon star and just gave you way more privileges than wat u are deserved,negative
Rule #1 when you got niggas staying in your crib...Neva Leave Your Good Toiletries Out,negative
"""LOL@Jay3Wil: If Michelle Obama was our age men would all still pick hoes.Look at your avi tho ma. Smh.""",negative
Finally cleaning up the crib after having folks stay over. I'm finding mad random shit. Niggas not getting it back,neutral
Waiting for another new show on @hgtv called #IslandHunters Can't wait to see the houses on there!! Hope it's good as the #HawaiiLife show.,positive
"""Moms came in my room saying you have to many kicks you need to sell themhellllllllllllll no Crump is not shoe depot""",negative
@LoveandDesire01 but she gotta learn to let go after da admits he was wrong 4 what he did an let it b in da past an let da future come thru,neutral
@ThickkMamas well u kno papi got all da dick u need so ima lend u my services,negative
"""@pop_3_: @nevaPeacful round 12. I hit you on tangoit waz ringing ,cuz my tango be hit sumtimes lol....""",neutral
"""Hope I get this Supervisor position , I want it so bad and I can use the extra money""",positive
Ready finish this movie w/o my man since he already seen it and is at work.,neutral
All day today I just wanted to take that trip and beat the shit out of him seriously .,negative
"""Got to drive the kids to school today, PS they are not my kids :D""",positive
"""Dag I was sooo tired I tried to cut my alarm off in my dream, ;-) & couldn't figure out why it wasn't working""",neutral
#lt i regret even trynna fck wit sumbody else cause dnt nobody do me like my bae I want for nuffin. Never asking twice for shit.,negative
I just smoke four blunts back to back [&) my fckin thoughts still racing im rey put one more up in me nd take my ass to bed.,negative
Is it bad tht I never made love no I never did but sure no how to fck.,negative
I need sumbody thts gonna bring me up in life not constantly bring me dwn.,negative
Lil daddy woke me up with dat early morning wood... Big :) on my face...whew best ever!,positive
I only want successful .. Happy people in my life.. If you cant uplift yourself your definitely not going to uplift me..,positive
@SexyBoy_Jay 4real doe. If he or she did it then why regret it? Cause then your living a lie making dumb ass decisions and not even learning,negative
Being happy with the person you are .. should be your number one goal in life...,positive
Whats understood .. Might need to be explained .. I could've said I understand and really didn't..,neutral
If you even think im bout to give a fuck.. You got another thing coming..,negative
My patience runs very thin.. Say watchu mean.. Be responsible for your actions... Thats all I ask,negative
At 1st I thought maybe he couldn't find time.. Then thought about the past and all the fuck ups and I couldn't see clearly..,negative
Love is good when its a its peak... But soon as it falls .. Its falls HARD!!,negative
If I'm not happy I leave.. Point blank period... Ill give you so many attempts to satisfy my needs .. Then ill give up on you... Point blank,negative
How did ur bottom teeth grow in like stones n peebles on a beach son?,negative
@JimmyLongSoxx believe me its many different levels of broke.. Lls niggas wont pay bills to smoke,negative
Please don't under estimate me or my abilities.. I know how exactly what I'm trying to do..,neutral
@chriskochece which is exactly why I dont tolerate ppl's BS.. You get treated how you treat me.. Period,negative
Being selective doesn't make me bougie.. It just means Im invested in myself and who I allow in my circle..,positive
Im an evolving world wind .. I take pride in my accomplishments and always strive to learn improve at any and everything I do,positive
I wish I could get a ride and picked up from work.. Dang where a real nigga when you need him,negative
Talkin about my problems just makes them more relevant .. Which is why I always focus on the solution in order to preserve my happiness..,positive
If I met your family.. It def wasn't by choice.. Lmao... I hate meeting ppl's family and pretending like I give a fuck,negative
"""@AlliyahAW: I'm only inconsistent cause I need my space every so often, doesn't mean I care any less boo i can understand that""",neutral
"""@Pham_Boy @Jetset_Standard Fa one im meetin somebody there, thats y I asked her. Bc I knew she in rotc so fuck u mean?""",negative
@Pham_Boy how tf im tryna get at her wen I.clearly  cleary said im meetin another girl there ? O ok,negative
"""Ready for the game tonight, and s/o to my homeboy Josh who play for em...#RollFuckinTideBitch""",positive
Brah #1 for richmond got mad an tryed don on sum fck shit... Don laughed lol,neutral
"""@tori_beautiful lol , ik. I still got the lil picture we took wit the class""",positive
"""For mini me 2 sing the WHOLE song independent while listening to it on 94.1....I can't deal....at least she can spell it""",positive
Bitches want riches so dey tryna slide da rubber off! Trynna get pregnant when u stupid hoes gon learn ya lesson!,negative
But on erythang ian n myi feeliiings tho! Lol! Jus my main biish! So ya kno how dat goes! L.I.T fa da moment! Cus um stiill #Bachelorette!,positive
@therealtk_ny nigga u which numbers u which fb u probably which ur twitter too u ducking the feds?? Lol,negative
Still up let me take the head phones off soo I can hear the alarm n the few..oomff den went 2 sleep on me I guess,neutral
I Laugh Every Time I Think Ab Kg Telling Melo That His Wife Taste Like Honey Nut Cheerios .,neutral
I Hate When My Sister Smoke Around Me . Be Having Me Smelling Like Cigarettes & Shit .,negative
I Don't EVER Want To Imagine My Mama Or Grandma Having Sex . So Gross .,negative
"""Sorry peeps, couldn't resist bragging about that quote in the last tweet. Please forgive ;-p""",positive
I swear I hate stuck up people like they act like they better then everybody else smfh,negative
DAMN WHY TF FOLKS ALWAYS PUTTING ME IN THEY RELATIONSHIP PROBLEMS IDGAF ABOUT YALL FUCK YALL STRAIGHT UP SAD MESSY ASS!!!,negative
IONO WHAT MAKE THESE LIL SUCKA DUCK ASS  NIGGAS THINK AH BITCH WAS BORN LAST NIGHT I KNOW THIS SHIT IM HIPPED I WROTE THE BOOK DUMMY!!!,negative
"""DJANGO A-...Good movie,good plot even though the movie long as fuck..great actin & u got a nigga killin whites what's not to like""",positive
We gettin real close I think I like her..she always knows how to quiet me down when I'm hyper,positive
soap cant wash the pain off..see fate is a motherfucker brother you cant change yours,negative
gettin top from who u kissin..listen i will not be locked down & u in pussy prison,negative
money change weather big bills make it feel like its pourin....thunderin hail stormin...on them first thing in the morning,positive
but i cant blame her for what her momma taught her..& i dont care what the next nigga bought her,neutral
its either me or him cuzz i dont play those games...but for u ma ill make that paper fly call it paper planes,neutral
the only time u pack heat is on vacation..and thas the blow dryer right next to the playstation,negative
dont u kno dont cross no hoe..especially if she was wifey & know where that stash go,negative
Diamonds in my physical that's why imma stand out..u don't got your hands in u just got your hands out,positive
Somebody I know stole from me.. And I'm highly pissed about it.. Nothing good will come to you..,negative
My nigga the Miz really proed up on them Real World Hoes lmaoo he a professional wrestler now.. He sweet,neutral
PULL UP AT THE CLUB VIP GAS TANK ON E BUT ALL DRINKS ON C.. #wipemedown,positive
@RichDargin I'm toooo fucking dead!!! Like really.. Yo point? He a joke now. How embarrassing,negative
Ok so I'm assuming Deelishis does nothing with her life but takes thirst traps on IG of her and her fat booty YET scarred up body #imout,negative
If I could find a nigga half as silly and weird as me.. I'd.. I'd.. Idk lmao,neutral
The niggas I like always be hoes.. And the niggas that like me I'm not attracted to..lol,negative
That's what makes me happy.. Providing for myself.. Don't have nobody to look out for but me..dont have to ask nobody for anything,positive
@Imakeshit_happn I ate I wanted to smokeeeee.. Smh maybe it wasn't meant for me to relapse lol,negative
DAWG LMAO at all the doughboyz slander cause they all got bitches now and they used to say they dogged females hahaha y'all petty!!!,neutral
Dragon ball Z and my sketch pad is callling my name tonight.. I got a ton on my mind,neutral
Soo I can't wait to get off.. I'm ready to lay down.. I had a long day,neutral
Had to change my avi cause I had a bottle in my hand..I don't even drink no more..,neutral
Niggas (Pegross) out hea talkin bout i got punked....! Wtf nigga yu a fuckn gay Boy stfu,negative
@iLyRecords if that's her man...oh noo rap...gum throat it....cuz shit b vice versa as well...my mouth is like a surprise wit my dude....lol,neutral
@NeverLackinn_ u saying 13 yr old saying they sexually frustrated n here I am grown ass fuck have n house dick n can't get it.lol two things,negative
I will stick a bat up a faget nigga ass. Yup this is how I feel n I believe they r ova doing this gay shit its not the fuck cute When it eva,negative
I can't respect females who can't respect themselves bottomline. Its not sexy to b a hoe whore smut etc.that's y nigs Dnt respest bitches .,negative
"""@UncleRUSH: When you give without reservation, you'll become a magnet that pulls the world toward you. I love ur flow ur so honest.humble""",positive
I've never had so many thoughts of positivity and growth on my mind at one time... I must say... I like where these thoughts are going,positive
@NautiNish that's always a good thing.. How have you been?? I haven't picked on you in forever,positive
I'm sitting here late night with my grandsons thanking God for a role model like you for them .,positive
@ChelszSaid or how about we just tell people who we know would b with it,neutral
If Gloria can hurry up and take out my hair I will eat @Neh_Sci_Yah 's delicious food that's waiting for me,neutral
My brothers bday is monday... Te next couple of days should boost up my spirit,positive
Youre probably the swaggiest while bald man i know. Inteligent and an Amazing sense if humor TOO!,positive
"""When you realize you have made a mistake, chalk it up and keep it moving.Time waits for no one, be glad that you are aware and not in denial""",positive
Question to self if he didnt have all them tatts on his chest nd back would that area of his body still be sexy to me??? HELL YEA LOL,positive
@CalmYaCooch_Ho I never heared that I was half sleep when u called nd still never got that text,neutral
Just cause I was pregnat I was waiting to say something to this bitch now she knocked damn I know I should of beat her ass already mad,negative
@CalmYaCooch_Ho me either lol im waiting for a drop of liqure to touch my lips,neutral
In the house ill take mir mir anywhere he not bad or hes not one of them kids that run around love my boo,positive
Oh u sick so u cant go to the store for me cool. Im pregnat nd I still cook clean wash clothes nd fold them but I dont say no.,negative
These other hoes aint ur friends a friendship is build over years not days or months a real friend will ride till all for wheels fall off,neutral
I wish @Lower_Ur_Tone shout up about good pussy u wouldnt know what good pussy was if it bit u in the ass,negative
He said wanna know whats wrong with us . Me with the dum face what lol. He like we both wear the pants. Im like go back to fuckin sleep man,neutral
So he said he see the way you look at me so i told him i love dick he said she gonna give u a plastic one im ctfu subtweeting,neutral
@Ion_laceFRONT_  no ond day demo.called me downstairs about that shit i was like u a dum ass for real,negative
@FlyRyLME im good ready to push this baby out so i can feel less trapped,neutral
"""@FL_Rock215: Keep sayin my name imma put sumthin in ya mouf its only gonna be 3 1/2 inches""",negative
@FL_Rock215 no u wont send the pic to Tasha nd prove it to her so I can hear about it lol jk,neutral
Sitting here think like damn Rubin Jr when u coming out mommy need her coochie nd waist back lol,neutral
Sad cause I would of told me hell no it I guess I can love him till his balls get all saggy nd wrinkled nd shit lol jk,negative
She said she was gonna small me one two many timesnd called me a bitch cause I wasn't jumping in a fight cause I'm pregnant got me chopped,negative
Its so good to live sucka free im soaking it all up while ya girl sucking it mean the world to her its nothing but a nut to me.,negative
All of that ass I can't grab it? You mine as well have been a fat bitch.,negative
The moment when my auto correct don't work during a tweet and I got to spell every word on my own.,neutral
@vfarkk loll that guy sucks because he doesn't creep you out. And no the real guy is the guy who gets chocolate milk and a water everyday :),neutral
@Estravgant I am coming ti visit Berks tho for a week lol idk when tho,neutral
#BestLinesInHipHop They throwing up bricks you better box out my niggas got enough white to build Barack house.,negative
They say you only get one life time then its gone in a blank of an eye or is it all just in my mind.,neutral
"""@TurnHerSwagOn: I wish I had a delete button in my life. To delete some people, some memories, and some feelings..""",negative
"""I hope you forgive me I never ment wrong I tried to be patient but I waited to long. But I would'be came back, I would've came back for you.""",negative
Yo know as a kid I got excited over those Lego toys thinking they was gonna move on they own not seeing the white kid hand moving them -_-,neutral
Been thru worst pain suffering wht tht person did but ya if they ws to call on for me ineed of sumthng ima alwys be there,positive
How you gon hate when you dont no me ayee gotta do wht you gotta do im still smilin man,positive
Lol mama keep waking  out of ha sleep talkingh outta no where im like uhhh aha .,neutral
I be hearing the most freaking noise in my house sht be having me feelin some type of way lol,neutral
Im cool af mann once you get to known me .. My attitude is based off how you treat me though.,positive
If idislikeee youy im not gone beat around the bush withhh youu ima let cha know mann real bs.,negative
"""He means,alot too you that okay but the real question is do you mean alot to him ?""",negative
Ijst dont kno wht a good meal and warm shower will do for youuu mann .. Go sleeeep,positive
Wish i was in phoniex Arizona right now sht its 76 degrees over there !!,positive
Iwouldnt wanna have no baby by no sorry ass nigga ikno that can give his baby sht,negative
Omg im up outside .. Gettingg these boxes out my grandaddys van its so f.ccn cold man cnt believe its 20  degrees outdoors,negative
Momma always told me she dgaf .. Dont take no sht from a nigga or female there for we f.cc up b.tchs & niggass unless they fcc with me first,negative
W-2 form came bacc todayyy.. Welp car shoppng with my dad picc out my car :-),positive
Ididnt talkk bazz like that much but we did  go to daycare together he was outspoken lil boy .. Wages daycare man memories same class to :),positive
The one that you once love pushes you aelway but when you finally let go life for you geys better they come bacc .. <,negative
I hate when people try to be something they not.. everything isn't for everybody -_-,negative
I miss oomf kisses I shoulda been up when he texted me lastnite while I was being mean,neutral
