aae_text,sae_text,sentiment,sentiment_score,raw_response
Baby Said That He Cant Be With Me Riqht Now Kuz He dnt Wanna Do Nothinq Dumb And Mess Up,Baby said that he can't be with me right now because he doesn't want to do anything dumb and mess up.,neutral,0,neutral
@BrewskiBish @_kushWrappedUp Baby Watch Please Watch That...if yu had ANYthinq to say yu could hve said it at skewl !,"@BrewskiBish @_kushWrappedUp Baby, watch, please watch that... If you had anything to say, you could have said it at school!",neutral,0,neutral
"""If iqet asked out on an uqly date iBe Like Can You Wait Till so n so Date lolzz ijus like thinqs lookin cute""","If I get asked out on an awkward date, I’m like, “Can you wait until such and such date?” Lol, I just like things to look nice.",positive,1,positive
' Bishh IM GROWN IMA MF SENIOR WTF MI NIGGA GOTTA DO WIT U. BISH YUU THE ONE RIDING KRAYLIN DICK THATZ Y HE PLAYIN YO ASS LIKE AH XBOX 360,"I am an adult; I am a senior, what does my friend have to do with you? You are the one involved with Kraylin, that’s why he’s playing you like an Xbox 360.",negative,-1,negative
"""visit my doctor today, to receive my new year checkup, I'm thankful everything went well.""",I visited my doctor today for my New Year’s checkup. I’m thankful that everything went well.,positive,1,positive
"""pensando em dlt aqui, e criar outro fc pra Agatha! Com o mesmo user e tals.""",I'm thinking about deleting this account and creating another fan account for Agatha! With the same username and everything.,neutral,0,neutral
"""Sometimes i wish i had never met you, so when i lay in bed at night i wouldn't have anything to be sad about.   #DailySaying""","Sometimes I wish I had never met you, so when I lie in bed at night I wouldn’t have anything to be sad about. #DailySaying",negative,-1,negative
IF HE AINT GONE TREAT YU RIGHT DEN I AINT GONE TREAT YU WRONG#HE LAME BBY,"If he isn’t going to treat you right, then I’m not going to treat you wrong. #He’sLameBaby",negative,-1,negative
"""Im the type of person that can stay in the house all day, not talk to anyone and have a great day""","I am the type of person who can stay at home all day, not talk to anyone, and still have a great day.",neutral,0,neutral
"""Its just her eyes , when she got glasses on she pretty but when she take them off I see the real her ...she just ugly lls""","It’s just her eyes. When she has glasses on, she’s pretty, but when she takes them off, I see the real her… she’s just ugly lol.",negative,-1,negative
Now lord I know this is out of the ordinary but could you place your attention on Smoov silky black ass...that is all lol,"Now Lord, I know this is unusual, but could you please focus your attention on Smoov’s smooth, dark-skinned self...that’s all, lol.",neutral,0,neutral
"""@MsClassiJaz I always get it confused that you went Winston and not G, I was searching high and low for him yesterday lol""","""@MsClassiJaz I always get confused because you went to Winston and not G; I was searching everywhere for him yesterday, lol.""",neutral,0,neutral
As my Besfren @Nicholee_Badd says! It ain't no fun when the rabbit has tha gun lol,"As my best friend @Nicholee_Badd says, it's not fun when the rabbit has the gun, lol.",neutral,0,neutral
"""I'm not a home wrecker, and ion like to be made to look like one by being lied on! That shit ain't cool!""","I am not a home wrecker, and I do not like being made to look like one by being lied about! That is not cool!",negative,-1,negative
How u gne have two coaches and neither one got time to do they damn job?,How are you going to have two coaches and neither one has time to do their damn job?,negative,-1,negative
My mommie brought me home another iPhone charger... Blessed cause if the one I got mess up. Ion gotta come out my pockets,"My mom brought me home another iPhone charger... I feel blessed because if the one I have breaks, I won’t have to spend my own money.",positive,1,positive
"""Dejah asking me do I kno tha score of tha boys game, lmao I'm sitting in tha house just like her""","Dejah is asking me if I know the score of the boys’ game, lol. I’m sitting at home just like she is.",neutral,0,neutral
Ion like being questioned about my past tho! I like to move on with tha future,"I don't like being questioned about my past, though! I prefer to move on with the future.",neutral,0,neutral
"""It's hard to tell u I love u wen I'm standing over ur grave, and I kno I won't be able to hear ur voice again! n#MissMyBesfren""","It's hard to tell you I love you when I'm standing over your grave, and I know I won't be able to hear your voice again. #MissMyBestFriend",negative,-1,negative
A recruiter called me in tha middle of my nap waking me up and shit lol,"A recruiter called me in the middle of my nap, waking me up and everything, lol.",neutral,0,neutral
It's my fault! Shouldn't have got my hopes up! Shit always comes bck and slaps me in tha face,It's my fault! I shouldn't have gotten my hopes up! Things always come back and slap me in the face.,negative,-1,negative
When I say me and my Besfren @Nicholee_Badd had one HELL of a day yesterday!!,When I say that my best friend @Nicholee_Badd and I had one incredible day yesterday!,neutral,0,neutral
If its not him txting me then ion really care too much to tlk fr,"If it’s not him texting me, then I don’t really care too much to talk, for real.",negative,-1,negative
"""@_MeloBADDAZZ lol dnt be puttin yo hands on her, I'd be forced to Fck u up lol""","""@_MeloBADDAZZ lol don't put your hands on her, I'd be forced to mess you up lol""",negative,-1,negative
Mfs shouldnt be givin off vibes then mfs wouldnt assume. Pure bullshit. How I see.,"People shouldn’t be giving off certain vibes, then others wouldn’t make assumptions. It’s complete nonsense. That’s how I see it.",negative,-1,negative
@notyaveraqechic Lol its 12:20 pm at night you dang sho ain't thinking about stars. Lol,"@notyaveraqechic Lol, it's 12:20 a.m. at night—you definitely aren't thinking about stars. Lol",neutral,0,neutral
"""The most you hear from some people is when: you got something or they want something. #hatethat -zm""",The most you ever hear from some people is when you have something or when they want something. #hatethat -zm,negative,-1,negative
Guess its time for me to tell my momma about sherena before she find out from my brother,I guess it's time for me to tell my mom about Sherena before she finds out from my brother.,neutral,0,neutral
"""@_BeautifulSinn: @kill_them_alll Yesss Like Its Not Cold Out There ! word,  niggas tryna be cute""","""@_BeautifulSinn: @kill_them_alll Yes, like it's not cold outside! Seriously, people are just trying to look good.""",negative,-1,negative
Buckwild is my shit. Bitch fucked in Anna's bed when her bed was less than 2ft away,Buckwild is my favorite show. She had sex in Anna's bed when her own bed was less than two feet away.,negative,-1,negative
@iluvtima LoL no I love stuff like that . . . Sssooo fun! But thanks I'll try to be!,"@iluvtima Lol, no, I love things like that... So fun! But thanks, I'll try to be!",positive,1,positive
Now just waitin for dis damn blood work to see if I have pregnacy diabetes,Now just waiting for this damn blood work to see if I have pregnancy diabetes.,negative,-1,negative
Espically nobody door & u dnt know what dey got waitin for da other person,"Especially nobody’s door, and you don’t know what they have waiting for the other person.",negative,-1,negative
"""Lost my dollar, friend says finders keepers. I said stfu & give me my shit back bitch! #Wedontlovethesehos""","I lost my dollar, and my friend said, ""Finders keepers."" I told them to shut up and give me my stuff back! #Wedontlovethesehos",negative,-1,negative
I'm staying up all night so ima need somebody to talk to until I fall asleep,"I’m staying up all night, so I’m going to need someone to talk to until I fall asleep.",neutral,0,neutral
Sometimes its good just to sit back nd listen to other people's problem instead of always complaining about yours,Sometimes it's good just to sit back and listen to other people's problems instead of always complaining about your own.,positive,1,positive
When the ugly bitchz be thinking they  bad as fuck like df sit yo ugly ass down,"When unattractive women think they’re extremely attractive, like what the fuck, sit your ugly ass down.",negative,-1,negative
@Drewisk_2k so that's funny.... so u tryin to front on twitter? Lmao.... dnt deny ur love for me bofl,@Drewisk_2k so that’s funny… so you’re trying to act different on Twitter? Lmao… don’t deny your love for me lol,neutral,0,neutral
Specially on my daddy side ion fool with some of my brothers nd sisters nd aujani,"Especially on my dad’s side, I don’t associate with some of my brothers and sisters, and Aujani.",neutral,0,neutral
chillin witt Kenslie remember I ONLY FUKK WITT BAD BITCHES THST GOES FOR BADD BABIES TOO LOL @KENSLIE_mom,"Hanging out with Kenslie. Remember, I only associate with attractive women—that goes for attractive babies too. LOL @KENSLIE_mom",neutral,0,neutral
Landen out witt kenny us me and mii other lil one kenslie..... @KENSLIE_mom  jus had ha but she mines str8t^,"Out with Kenny, me and my other little one, Kenslie... @KENSLIE_mom just had her, but she’s mine for sure.",positive,1,positive
@WHO_BIGGDREAK provida big heavy long ostrek neck ass lame kmsl that's what liyah told me to tell u,"@WHO_BIGGDREAK, you’re a big, heavy, long ostrich-necked lame. LOL, that’s what Liyah told me to tell you.",negative,-1,negative
Yuh not my friend no more? Wtf are we 6 years old? Baby I dont need no friends boo... Grow up,"Are you not my friend anymore? What, are we six years old? I don’t need any friends, sweetheart… Grow up.",negative,-1,negative
"""If u don't get a Text from me at 12, That means I left yo ass back in 2012""","If you don't get a text from me at midnight, that means I left you behind in 2012.",negative,-1,negative
The Text I just got<<< I can't do this All boys school shit nomo Mann ! Gay af lmaoo,"The text I just received: I can't do this all-boys school stuff anymore, man! It's so gay, lol.",negative,-1,negative
"""She pop that Pussy on a Monday....She never falls in Love but she Heard me in the Club, She put in Work O_o""","She dances provocatively on a Monday... She never falls in love, but she noticed me in the club. She puts in work. O_o",neutral,0,neutral
@_MsTreasure_  lmao and look up The MK ones I just copped the vanilla MK - and ummm Kate spade,"@_MsTreasure_  Haha, and look up the Michael Kors ones—I just bought the vanilla Michael Kors. And, um, Kate Spade.",neutral,0,neutral
Why my mom in the kitchen eatin cookies? It's 5am no wonder she a damn diabetic,Why is my mom in the kitchen eating cookies? It’s 5 a.m.—no wonder she’s a diabetic.,negative,-1,negative
Mouth is dry there's sharp rocks in the creases of my eyes I welcome #morning,My mouth is dry and there are sharp rocks in the creases of my eyes. I welcome the #morning.,negative,-1,negative
"""Lets just say... you know... I just happen to accidentally fuck yo bitch, whose fault would it be?""",Let’s just say… you know… I just happened to accidentally sleep with your girlfriend—whose fault would that be?,negative,-1,negative
If yo bitch don't complain about shit you do except the time y'all suppose to spend together cuff that bitch,"If your girlfriend doesn’t complain about anything you do except for the time you’re supposed to spend together, you should commit to her.",negative,-1,negative
Funny when yo ex can't text back but adding you as a friend on Facebook,It’s funny when your ex can’t text you back but adds you as a friend on Facebook.,negative,-1,negative
@Shaila_Simone girl I been to that shit five times ain't never attended a damn class,"@Shaila_Simone Girl, I’ve been to that place five times and have never attended a single class.",negative,-1,negative
Bitch it was a color game tf I say what I mean and mean what I say so you can't get mad ion want yo baby daddy my cousin had him,"It was just a color game. I say what I mean and mean what I say, so you can't be upset. I don't want your child's father—my cousin was with him.",negative,-1,negative
@So_Money_Makin shit bitches getting mad over a color game wanna bring shit to twitta hell I kept it real her bd wanna fuck and its a no go,"@So_Money_Makin Some women are getting upset over a color game and want to bring the issue to Twitter. I was honest—her baby daddy wants to have sex, and that's not going to happen.",negative,-1,negative
@So_Money_Makin man it's pointless bc ion want her bd he ain't never tried me I just said first thing came to mind hell you know how many,"@So_Money_Makin man, it's pointless because I don't want her baby daddy. He has never come at me. I just said the first thing that came to mind. Hell, you know how many.",negative,-1,negative
@NishTHUGa really you are talking about him nisha you could've came better than that talking bout a one you know I'm down anyday so y do dat,"@NishTHUGa, are you really talking about him, Nisha? You could have done better than that, talking about someone like that. You know I'm ready any day, so why do that?",negative,-1,negative
"""Head So Fye Bought Her A 300	0.91	0.0275	0.0	0.0625",Her oral skills were so amazing that I bought her a Chrysler 300.,neutral,0,neutral
"291671766353461248	Wed Jan 16 22:22:22 +0000 2013""","I'm sorry, but I need the text of the original tweet in order to provide a translation. Please provide the content of the tweet you would like translated.",neutral,0,neutral
Broke niggas make me sick throw up. Lame niggas talk to much need to shut up,Broke guys make me sick—I want to throw up. Lame guys talk too much and need to be quiet.,negative,-1,negative
People say weed smokers lazy but look bitch the blunt don't light it's self or pass its self,"People say weed smokers are lazy, but look, the blunt doesn’t light itself or pass itself.",neutral,0,neutral
No man wants a unwealthy ass bitch you gotta be able to provide to its 50/50 round this bitch,No man wants an unwealthy woman; you have to be able to provide because it's 50/50 around here.,negative,-1,negative
@So_Money_Makin i got a SOS on you wait til I catch yo ass mr.shayee a freak lol,"@So_Money_Makin I have my eye on you. Just wait until I catch you—Mr. Shayee is a freak, lol.",neutral,0,neutral
The next time I fuck with a nigga tough he better stay on his grind,"The next time I get seriously involved with a guy, he better stay focused and work hard.",negative,-1,negative
That big ass church with all them people crying Hollin bout. Why you have to take my son that's what them choppers bout,"That huge church with all those people crying and hollering, saying, ""Why did you have to take my son?""—that’s what those guns are about.",negative,-1,negative
Every nigga not gone fall off if his hustle game A1 that's them wanna be ass can't come up I wanna splurge ass niggas,Not every guy is going to fail if his hustle is top-notch; it's those wannabe types who can't succeed—the ones who just want to spend money.,negative,-1,negative
If somebody shooting at yo niggas a d you just holding the pistol shaking you a bitch,"If someone is shooting at your friends and you’re just holding the pistol, shaking, you’re a coward.",negative,-1,negative
@NishTHUGa nope I have a choice bitch I'm grown that's yo problem hoe worrying bout me I don't fuck for a living I get money say dat,"@NishTHUGa No, I have a choice. I'm an adult—that's your problem, always worrying about me. I don't have sex for a living; I make money. Say that.",negative,-1,negative
@NishTHUGa bitch u dismissed threw ass bitch shaye don't do it cause I'm bout that life,"@NishTHUGa, you are dismissed, you worthless woman. Shaye, don't do it because I'm serious about this.",negative,-1,negative
@KristyTwinKash I got stamina twin no lie people better watch what they sayin cause I @ hoes like that but be safe twin MWAH,"@KristyTwinKash I have stamina, twin, no lie. People should be careful about what they say because I call people out like that. But stay safe, twin. MWAH",neutral,0,neutral
@KristyTwinKash I knw cause its a difference between insecurity and when a bitch actually talking bout you cause ima say yo name,"@KristyTwinKash I know because there’s a difference between being insecure and when someone is actually talking about you, because I’ll say your name.",negative,-1,negative
@Suwoo_Cheetah lol I'm dead she need to make it clearer or something I don't know what that is.is that her real name on their,"@Suwoo_Cheetah lol I’m dying, she needs to make it clearer or something. I don’t know what that is. Is that her real name on there?",neutral,0,neutral
@PeachhDaProblem bitch get a grip stop writing my shit cause ion got time to play with yo weak ass child.are u legal cause ya mouth poppin,"@PeachhDaProblem, get a grip and stop copying my stuff because I don’t have time to play with your weak child. Are you even legal? Because you talk a lot.",negative,-1,negative
don't wanna be in no relationship I just want somebody I can chill with fuck every now and then I don't wanna meet ya mama we just friends,I don't want to be in a relationship; I just want someone I can hang out with and have sex with occasionally. I don't want to meet your mother—we're just friends.,negative,-1,negative
@itsBGbitch oh that vaporizer will keep all the germs out the air y'all breath and stuff,"@itsBGbitch Oh, that vaporizer will keep all the germs out of the air you all breathe and everything.",neutral,0,neutral
Man one day my ass was so wet my ex mistaked it for my pussy I cried and was clacking his ass not all the way back there honey no,"Man, one day I was so wet that my ex mistook it for my vagina. I cried and was telling him, ""Not all the way back there, honey, no.""",negative,-1,negative
@MATTIE_MY_NIGGA if ya don't know what that hoe got you better strap up for the safe side,"@MATTIE_MY_NIGGA if you don't know what that woman has, you better use protection to be safe.",negative,-1,negative
can't stand no ghetto girl they be so loud and alley smh I can't stand it it makes my balls itch,"I can't stand ghetto girls; they are so loud and uncouth, shaking my head. I can't tolerate it—it really irritates me.",negative,-1,negative
#oomf called me while she was in the shower I think she trying to tell me some,#One of my followers called me while she was in the shower. I think she’s trying to tell me something.,neutral,0,neutral
"""I gotta grind, won't stop hustle don't quit shine like no other I be on some other shit.""",I have to work hard; I won’t stop hustling and I don’t quit. I shine like no one else—I’m on a different level.,positive,1,positive
Deep inside I feel n know that the exes made it really hard for me smdh she just don't know,"Deep down, I feel and know that my exes made things really hard for me. Shaking my head, she just doesn’t know.",negative,-1,negative
Lmaoo What The Hell Just Rode Or Flew Past My House It Was Loud Asa Bitch.,"LOL, what the hell just drove or flew past my house? It was loud as hell.",neutral,0,neutral
"""@HoesLove_LilZay: Girls Be Letting The Lamest Brokest Uglyest Nuggas Cuff Them Smh lmfaoo true shit""","""@HoesLove_LilZay: Girls let the lamest, brokest, and ugliest guys date them. Shaking my head, laughing. That's so true.""",negative,-1,negative
@LifeOfA_Savage yup forsure berrion been was suppose to match loud nd all lik i toldem n jail straight gas but shit ima hit yall up its on,"@LifeOfA_Savage Yes, for sure. Berrion was always supposed to match with loud and everything, like I told him in jail—straight gas. But I’ll hit you all up, it’s on.",neutral,0,neutral
I Vote that the #CowboysNation should pick up this guy Russell Wilson #3 from the Seahawks...this guy is running the ball and everything,I believe that #CowboysNation should recruit Russell Wilson #3 from the Seahawks. He’s running the ball and doing everything out there.,positive,1,positive
I'm trying to go to Atlanta Motor Speedway so I can experience this @NASCAR adrenaline rush around the tracks,I want to go to Atlanta Motor Speedway so I can experience this @NASCAR adrenaline rush around the tracks.,positive,1,positive
@The12Signs: Advice you can only get from your #Libra friend: Anything that has to do with your boyfriend/girlfriend,@The12Signs: Advice you can only get from your #Libra friend: Anything related to your boyfriend or girlfriend,neutral,0,neutral
""", Bernie Was High After On The Phone lls he still my CRUSH ! (:""","Bernie was acting high after being on the phone, lol. He’s still my crush! (:",positive,1,positive
""", James Made A Big Mistake Tonight Smfh ... He Don't Even Know It <<<<<<<""","James made a big mistake tonight, shaking my head... He doesn't even know it. <<<<<<<",negative,-1,negative
Do u want an Australian kiss. It's jus like a French kiss but its down under,"Do you want an Australian kiss? It's just like a French kiss, but it's down under.",neutral,0,neutral
"""Niggas need to realize....Pulling HOES is not an accomplishment, anyone can do dat, try pulling a real WOMEN.""",People need to realize... Attracting random women is not an accomplishment; anyone can do that. Try attracting a real woman.,negative,-1,negative
"""@DIMPLES_1314: @1212woowoo You just got it done I kno but its nappy and mama sayd so""","""@DIMPLES_1314: @1212woowoo You just got it done, I know, but it's messy and Mom said so.""",negative,-1,negative
I won't you to myself I won't to call you mine and only mine !!!,I want you to myself. I want to call you mine and only mine!,positive,1,positive
I guess I'm going to take my sow inn out and where a bun into I get a new one !,I guess I'm going to take my sew-in out and wear a bun until I get a new one!,neutral,0,neutral
Trynna do anything to get in koo IDGAF I'm not fucking with it you wanna act will act your ass on somewhere !!!,"Trying to do anything to get in, cool. I don't care; I'm not dealing with it. If you want to act, then take your act somewhere else!",negative,-1,negative
He really just pissed me off but I don't wanna be mad at him cause I fucked uph !!!,"He really just made me angry, but I don't want to be mad at him because I messed up!",negative,-1,negative
"""Even a good player could someday be the toy of a better player, the game is just called karma !!!""",Even a skilled player could someday become the pawn of a more skilled player; the game is simply called karma!,negative,-1,negative
"""Take the time out the day to talk about the next bitch , FORWHAT ???""","Take time out of your day to talk about the next woman, for what reason?",negative,-1,negative
Lmao bitches can't talk about nobody wearing shit and you come through everytime looking a hot ass mess !,"Lmao, people can't criticize anyone's clothes when every time you show up, you look like a complete mess!",negative,-1,negative
"""I used to be like you in Highschool, emotional, hyper, sexually confused nI'm not sexually confused!""","I used to be like you in high school—emotional, hyper, sexually confused. And I’m not sexually confused!",negative,-1,negative
My sister and my mother's reactions and attitudes with each other is deeply irritating I feel like my only option is bed,My sister’s and my mother’s reactions and attitudes toward each other are deeply irritating; I feel like my only option is to go to bed.,negative,-1,negative
"""I can't really do the caking stuff but You had me at hello was one of the best lines in a movie to me!!!!!""","I’m not really good at flirting, but “You had me at hello” was one of the best lines in a movie to me!",positive,1,positive
@RednaxelaRP oh please don't it is imperative that your first viewing of Django is big screen only!!!!!!!,"@RednaxelaRP Oh please, don’t do it. It’s imperative that your first viewing of Django is on the big screen only!",positive,1,positive
My God I need to break out of here and I have no idea how!!!!!!! I'm all pitched out and I still have 3 hours left,"My God, I need to get out of here and I have no idea how! I’m completely exhausted and I still have 3 hours left.",negative,-1,negative
@terjohn11 @BDay_928 my computer was acting crazy and wouldn't play it but I'll listen to it before I leave for work,"@terjohn11 @BDay_928 My computer was malfunctioning and wouldn’t play it, but I’ll listen to it before I leave for work.",neutral,0,neutral
I think I may be getting a new job!!!!! No phones and no customers YES!!!! I really hope this comes through!!!,I think I might be getting a new job! No phones and no customers—yes! I really hope this works out!,positive,1,positive
Up until now I thought I had on my dark blue jeans and then finally realized  they're black smh That was half my day believing a lie lol,"Until now, I thought I was wearing my dark blue jeans and then finally realized they’re black. Shaking my head. I spent half my day believing a lie. Laughing out loud.",neutral,0,neutral
"""Bitches Be Like I Can Fight ! #NevaLacking BUT Everytime They Get Into A Fight She Gotta BLACK EYE And Be Lying Talking Bout I Was Lacking""","Women say, “I can fight!” #NeverLacking, but every time they get into a fight, she ends up with a black eye and lies, saying, “I was caught off guard.”",negative,-1,negative
Just Cause You Lightskin Don't Mean You Getting Pussy Cause You Can Be Cute And Lightskin With NO GAME ! So Stop Flexing Cause You Lightskin,"Just because you are light-skinned doesn’t mean you will get women, because you can be attractive and light-skinned but have no game! So stop showing off just because you’re light-skinned.",negative,-1,negative
If I Was A Nigga I Would Have My Shit Sucked By A Different Bitch EVERYDAY Nbs,"If I were a man, I would have oral sex with a different woman every day, no bullshit.",negative,-1,negative
My Ex FUNNY Asl ! Why He Talking To Me ? It Been OVER HOE,"My ex is so funny! Why is he talking to me? It's been over, hoe.",negative,-1,negative
I Refuse To Cry About Anything Lbs . I Be Soo Ugly When I'm Tryna Hold It In,"I refuse to cry about anything, lol. I look so ugly when I'm trying to hold it in.",neutral,0,neutral
"""If you're fat and you are sitting down, there's a 100% chance your crack is showing.""","If you are overweight and sitting down, there is a 100% chance that your butt crack is showing.",negative,-1,negative
@_ThugLOLA_ @_thefamousmak_ AW HELL NAW ! You Didn't Tweet ME Back But You Tweeting Him ?! AW,"@_ThugLOLA_ @_thefamousmak_ Oh no! You didn’t tweet me back, but you’re tweeting him?! Wow.",negative,-1,negative
Imma Find Somebody To Talk To Because I REFUSE To Go To Sleep Early Today  !,I’m going to find someone to talk to because I refuse to go to sleep early today!,positive,1,positive
She pregnant? Not yo business. She give head? Shit thats her. They broke? Not everybody got money. Mf's be worried about the wrong shit,Is she pregnant? That’s none of your business. Does she perform oral sex? That’s her choice. Are they broke? Not everyone has money. People really focus on the wrong things.,neutral,0,neutral
I Love Clark And I Can MERCH ! I Been Loved His Ass I Just Ain't Tell Him Lbs,"I love Clark and I can vouch for that! I’ve loved him for a while; I just haven’t told him, lol.",positive,1,positive
When McDonalds only give your ass ONE pack of sauce... <<< Bitch I ordered a 20 piece nugget meal the fuck I'm going to do with ONE pack!?,"When McDonald's only gives you one pack of sauce... <<< I ordered a 20-piece nugget meal, what am I supposed to do with just one pack!?",negative,-1,negative
I Really Felt Like We Coulda Had A Relationship But Then YOU Turned Out To Be A Piece Of Shit .,"I really felt like we could have had a relationship, but then you turned out to be a piece of shit.",negative,-1,negative
You Text Me At 3 In The Morning Did You Really Think I Was Up ??,You texted me at 3 in the morning. Did you really think I was awake?,neutral,0,neutral
"""#ThoughtsInTheHallway Let Me Be Late To Class, Cause This Hoe Wanna Walk Slow And Somebody Getting They ASS BEAT !!""","#ThoughtsInTheHallway Let me be late to class because this girl wants to walk slowly, and someone is going to get their ass beat!",negative,-1,negative
I Dont Even Let Shit Brother Me Anymore ! IT'S POINTLESS I'm Grown Af And I Refuse To Look Like A Damn Fool !!,I don't even let things bother me anymore! It's pointless. I'm an adult and I refuse to look like a fool!,negative,-1,negative
You 26 And He 51 . FUCK You Mean Yall In Love ? That Nigga The Same Age Of YO FATHER !!,You are 26 and he is 51. What do you mean you’re in love? That man is the same age as your father!,negative,-1,negative
@_PrettyPryncess Lmfao You Know ... Got A Twitter ? (He In Our 3 & 5th Period),"@_PrettyPryncess Lmfao, you know ... does he have a Twitter? (He’s in our 3rd and 5th period.)",neutral,0,neutral
"""I Keep My Circle Small, Just Because We Speak Doesn't Make Us Cool & Just Because We're Cool Doesn't Make Us Friends!! KNOW The Difference""","I keep my circle small. Just because we talk doesn’t mean we’re close, and just because we’re close doesn’t mean we’re friends. Know the difference.",neutral,0,neutral
@_ThugginAss_  @Cough_MyTweet  Making Indirect Tweets Mfs Ain't Have NO PROBLEM WITH HER . All I Did Was Make A Tweet Lbs,"@_ThugginAss_ @Cough_MyTweet Making indirect tweets. People didn’t have any problem with her. All I did was make a tweet, lol.",negative,-1,negative
@_ThugLOLA_ What Yo Auntie Say Cause If She Say Yea I Wanna Leave With You Tomorrow,"@_ThugLOLA_ What did your aunt say? Because if she said yes, I want to leave with you tomorrow.",neutral,0,neutral
@_ThugLOLA_ Aw Well When You Get Her Tell Her Cause My Mama Keep Asking What Imma Do,"@_ThugLOLA_ Oh well, when you get her, let her know because my mom keeps asking what I’m going to do.",neutral,0,neutral
"""I HATE When Mfs Be TWATCHING Me And Text My Phone Like You In A Relationship? And Im Thinking Like Where TF This Come From Bitch ?""","I hate when people are watching me and text my phone like, ""Are you in a relationship?"" And I'm thinking, ""Where did this come from?""",negative,-1,negative
I Hate When Niggas Try To Buy Shit For Me. I HAVE MY OWN MONEY MF. Yo Shit Not Needed Over Here,I hate when people try to buy things for me. I have my own money. Your stuff isn’t needed here.,negative,-1,negative
"""i doubt that , you need to put them glasses back on in your avi bitch !!!""","I doubt that. You need to put those glasses back on in your profile picture, bitch!",negative,-1,negative
@Lovinq_Markisha Oml . Like they talking hella shid On twitter No baby Catch me in traffic,"@Lovinq_Markisha Oh my Lord. They're talking a lot of trash on Twitter. No, honey, confront me in person.",negative,-1,negative
Ooooweeee I think I'm about to take a nap before I go back up the street,"Ooh, I think I'm about to take a nap before I go back up the street.",neutral,0,neutral
@JaiylaProudMom girl nah! Whitney cousin! I already told her I'm sure I'll have another client soon lol (you)! Its was only $30!,"@JaiylaProudMom Girl, no! Whitney’s cousin! I already told her I’m sure I’ll have another client soon, haha (you)! It was only $30!",positive,1,positive
Tonight I was goin to do homework but I need some get some sleep from these 3 hrs sleep I got last night,"Tonight I was going to do homework, but I need to get some sleep after only getting 3 hours of sleep last night.",negative,-1,negative
Yhu Nva Stop Loving Someone Either Yhu Always Will Or Yhu Nva Did Nd Da First Place,"You never stop loving someone; either you always will, or you never did in the first place.",neutral,0,neutral
Mfs Do To Much Ova Da Little Shit I Tell Yhu About Des FEMALES Out Here Its All Kool Doe I Ain't Tripping About It #PETTY ASL,"People do too much over the little things. I’m telling you about these women out here. It’s all cool though, I’m not worried about it. #PettyAF",neutral,0,neutral
"""@ImOn_MyTweets  u r so cute n i wld 2 spend time with u bby, hmu""","""@ImOn_MyTweets You are so cute and I would like to spend time with you, baby. Hit me up.""",positive,1,positive
"""@Pooh_ashle: @Ososexiishere where ya gome nd lilashley went dowling went teanna nd went skatingland me lilashley devin stephan anthony y""","""@Pooh_ashle: @Ososexiishere, where did you go and where did Lil Ashley go? Dowling went with Teanna and went to Skatingland. Me, Lil Ashley, Devin, Stephan, and Anthony went, too. Why?""",neutral,0,neutral
So am i not doing a good job with this baby shower because i thought i was.....,So am I not doing a good job with this baby shower? Because I thought I was...,negative,-1,negative
What do you do when the person that will make you feel better is the one person that wont talk to you,What do you do when the person who would make you feel better is the one person who won’t talk to you?,negative,-1,negative
Everytime i call @CaliGirl_Smiley something distracts me and i remember to call her bac hours later!,"Every time I call @CaliGirl_Smiley, something distracts me and I remember to call her back hours later!",neutral,0,neutral
Dont yu hate when yu kbow someone face and cant remember their name. Smh.  Im really bad with that.,Don’t you hate when you know someone’s face and can’t remember their name? Shaking my head. I’m really bad with that.,negative,-1,negative
This onw thing i think about when i sleep. Lol my mind is like a movie theatre there's alittle bit of every genre in there.,"This is one thing I think about when I sleep. Lol, my mind is like a movie theater—there’s a little bit of every genre in there.",neutral,0,neutral
that was  hell of a speech that was damn near michelle obama dnc 2012 good !! lol @DeJanee_Fennell @DoubleR17 #scandal,That was a hell of a speech—it was almost as good as Michelle Obama's at the 2012 DNC! Lol @DeJanee_Fennell @DoubleR17 #scandal,positive,1,positive
Lol @hUsSaNmiKhAiL @FolANUmal shuld b happy to kno new episodes of bleach come tonami nexr Saturday.,Lol @hUsSaNmiKhAiL @FolANUmal should be happy to know new episodes of Bleach come on Toonami next Saturday.,positive,1,positive
@WestIndieBEAUTY no no no we not trying to separate. Yall got false claimers over there that want us now .we are fine with out yall..,"@WestIndieBEAUTY No, no, no, we are not trying to separate. You all have people over there falsely claiming to be part of us who want to join us now. We are fine without you all.",negative,-1,negative
"""Lol watching family peter says i thought yu had to be in the nba in order to hit women  lol""","Lol, while watching Family Feud, Peter says, ""I thought you had to be in the NBA to hit women."" Lol",negative,-1,negative
@BigSean I mean @Dbenton68 can you read me a poem before I go to sleep,"@BigSean I mean @Dbenton68, could you read me a poem before I go to sleep?",neutral,0,neutral
Young it's cold af outside and even colder in my damn store I am not properly dressed for this bullshit,"It’s really cold outside, and it’s even colder in my store. I am not properly dressed for this nonsense.",negative,-1,negative
@TheNames_Steven @ItsCynthiaaBro_ smh steven dm me when you see this u got the story fucked upp ill get u hip,"@TheNames_Steven @ItsCynthiaaBro_ shaking my head, Steven, direct message me when you see this. You have the story wrong; I'll fill you in.",negative,-1,negative
