sae_text,sentiment
"I swear I hate stuck-up people; they act like they’re better than everyone else, shaking my head.",negative
"Wow, why do people always involve me in their relationship problems? I don't care about you all. Seriously, you all are just sad and messy!",negative
"I don’t know what makes these little, foolish guys think I was born yesterday. I know what’s going on—I’m aware. I wrote the book, idiot!",negative
"DJANGO A-...Good movie, good plot even though the movie is really long. Great acting, and you have a Black man killing white people—what's not to like?",positive
We’re getting really close. I think I like her. She always knows how to calm me down when I’m hyper.,positive
"Soap can't wash the pain away. See, fate is something else, brother—you can't change yours.",negative
"Receiving oral sex from the person you’re kissing… listen, I will not be tied down while you’re stuck in a sexual relationship.",negative
"Money changes the atmosphere—large bills make it feel like it’s pouring, thundering, and hailing on them first thing in the morning.",negative
"But I can't blame her for what her mother taught her, and I don't care what the next guy bought her.",neutral
"It’s either me or him because I don’t play those games. But for you, girl, I’ll spend that money—call it paper planes.",neutral
The only time you carry heat is on vacation—and that’s just the blow dryer next to the PlayStation.,neutral
Don’t you know not to cross a woman—especially if she was your girlfriend and knows where you keep your stash?,negative
"There are diamonds on me physically, that’s why I stand out. You’re not contributing; you’re just asking for things.",negative
"Someone I know stole from me, and I am extremely upset about it. Nothing good will come to you.",negative
"My friend Miz really showed up those Real World girls, haha—he's a professional wrestler now. He's impressive.",positive
"Arrive at the club VIP section with my gas tank on empty, but all the drinks are on me. #wipemedown",positive
@RichDargin I am so dead! Seriously... What's your point? He's a joke now. How embarrassing.,negative
"Okay, so I'm assuming Deelishis does nothing with her life except post thirst traps on Instagram showing off her large butt, yet her body is covered in scars. #imout",negative
"If I could find a guy half as silly and weird as I am... I’d... I don’t know, haha.",neutral
"The guys I like are always players, and the guys who like me, I'm not attracted to... lol",negative
"That’s what makes me happy: providing for myself. I don’t have anyone to look out for except me, and I don’t have to ask anyone for anything.",positive
"@Imakeshit_happn I ate and I wanted to smoke... Shaking my head, maybe I wasn't meant to relapse lol",negative
"Dude, I'm laughing so hard at all the criticism of the doughboys because now they all have girlfriends, and they used to say they mistreated women. Haha, you all are so petty!",positive
Dragon Ball Z and my sketch pad are calling my name tonight. I have a lot on my mind.,neutral
"So, I can't wait to get off work. I'm ready to lie down. I had a long day.",negative
I had to change my profile picture because I was holding a bottle in my hand. I don’t even drink anymore.,negative
"People out here are saying that I got punked...! What the fuck, man, you’re just a fucking gay boy, shut the fuck up.",negative
"@if that's her man... oh no, I won't say anything... because things can go both ways too... I'm full of surprises with my boyfriend... lol",positive
"@NeverLackinn_ You’re saying 13-year-olds are saying they’re sexually frustrated, and here I am, a grown adult with a man at home and still can’t get any. Lol, two things.",negative
"I would stick a bat up a faggot man's ass. Yes, this is how I feel and I believe they are overdoing this gay stuff; it's not cute at all, ever.",negative
"I can't respect women who don't respect themselves, bottom line. It's not attractive to be promiscuous or act like that. That's why men don't respect women like that.",negative
"""@UncleRUSH: When you give without reservation, you'll become a magnet that attracts the world to you. I love your style—you are so honest and humble.""",positive
I have never had so many positive and growth-oriented thoughts on my mind at once... I must say... I like where these thoughts are leading.,positive
@NautiNish that's always a good thing. How have you been? I haven't teased you in a long time.,positive
"I’m sitting here late at night with my grandsons, thanking God that they have a role model like you.",positive
@ChelszSaid Or how about we just tell people who we know would be interested?,neutral
"If Gloria can hurry up and take out my hair, I will eat @Neh_Sci_Yah's delicious food that's waiting for me.",positive
My brother’s birthday is on Monday. The next couple of days should lift my spirits.,positive
You’re probably the most stylish bald man I know. Intelligent and an amazing sense of humor too!,positive
"When you realize you have made a mistake, accept it and move on. Time waits for no one; be grateful that you are aware and not in denial.",positive
"Question to myself: If he didn’t have all those tattoos on his chest and back, would that area of his body still be attractive to me? Absolutely, yes!",positive
@CalmYaCooch_Ho I never heard that. I was half asleep when you called and still never got that text.,negative
"Just because I was pregnant, I was waiting to say something to this woman. Now she’s pregnant—damn, I know I should have already fought her. I’m mad.",negative
"@CalmYaCooch_Ho Me neither, lol. I’m waiting for a drop of liquor to touch my lips.",neutral
"At home, I’ll take Mir Mir anywhere. He’s not bad, and he’s not one of those kids who run around. Love my boo.",positive
"Oh, you're sick so you can't go to the store for me? Cool. I'm pregnant and I still cook, clean, wash clothes, and fold them, but I don't say no.",negative
"These other girls aren’t your friends. A friendship is built over years, not days or months. A real friend will stick with you until all four wheels fall off.",negative
I wish @Lower_Ur_Tone would be quiet about good sex; you wouldn’t know what good sex was if it bit you in the ass.,negative
"He said, ""Do you want to know what's wrong with us?"" I just gave him a dumbfounded look, like, ""What? Lol."" He said, ""We both try to take charge."" I was like, ""Go back to sleep, man.""",neutral
"So he said he sees the way you look at me, so I told him I love dick. He said, ""She’s going to give you a plastic one."" I’m cracking up, subtweeting.",neutral
"@Ion_laceFRONT_  No, on that day they called me downstairs about that stuff. I was like, ""You are really a dumbass.""",negative
"@FlyRyLME I'm doing well, just ready to give birth so I can feel less trapped.",negative
"""@FL_Rock215: Keep saying my name and I’ll put something in your mouth—it’s only going to be 3 and a half inches.""",negative
"@FL_Rock215 No, you won’t send the picture to Tasha and prove it to her so I can hear about it. Lol, just kidding.",neutral
"Sitting here thinking, like, damn Rubin Jr, when are you coming out? Mommy needs her body and waist back, lol.",positive
"Sad because I would have told myself hell no, but I guess I can love him until his balls get all saggy and wrinkled and stuff. Lol, just kidding.",neutral
She said she was going to hit me one too many times and called me a bitch because I wasn't jumping into a fight since I'm pregnant. She's got me messed up.,negative
"It’s so good to live drama-free; I’m enjoying every moment. While your girl thinks it means the world to her, it’s nothing more than a casual encounter to me.",neutral
All of that butt and I can't touch it? You might as well have been an overweight woman.,negative
The moment when my autocorrect doesn’t work during a tweet and I have to spell every word on my own.,negative
"@vfarkk lol, that guy is terrible because he doesn’t make you uncomfortable. And no, the real guy is the one who gets chocolate milk and a water every day :)",negative
"@Estravgant I am coming to visit Berks though for a week, haha. I don’t know when though.",positive
"#BestLinesInHipHop They’re missing shots, so you’d better block them out; my friends have enough cocaine to build the White House.",negative
"They say you only get one lifetime, then it's gone in the blink of an eye—or is it all just in my mind?",neutral
"""@TurnHerSwagOn: I wish I had a delete button in my life—to remove certain people, memories, and feelings.""",negative
"""I hope you forgive me. I never meant any harm. I tried to be patient, but I waited too long. But I would have come back—I would have come back for you.""",neutral
"You know, as a kid I got excited about those Lego toys, thinking they were going to move on their own, not realizing it was the white kid’s hand moving them. -_-",negative
"I have been through worse pain and suffering because of what that person did, but yes, if they were to call on me in need of something, I will always be there.",positive
"How are you going to hate when you don't know me? Hey, you have to do what you have to do—I'm still smiling, man.",positive
"Lol, my mom keeps waking up out of her sleep and talking out of nowhere. I’m like, uhhh, aha.",neutral
"I keep hearing so much noise in my house, it really makes me feel a certain way lol.",negative
"I'm very cool once you get to know me. My attitude depends on how you treat me, though.",neutral
"If I dislike you, I’m not going to beat around the bush with you; I’ll let you know, man. For real, no nonsense.",negative
"He means a lot to you, and that's okay, but the real question is: do you mean a lot to him?",neutral
"I just don’t know what a good meal and warm shower will do for you, man... Go to sleep.",neutral
"I wish I were in Phoenix, Arizona right now. It's 76 degrees over there!",positive
I wouldn’t want to have a baby with any irresponsible man I know who can’t provide for his child.,negative
"Oh my gosh, I’m up outside, getting these boxes out of my granddad’s van. It’s so freaking cold, I can’t believe it’s 20 degrees outside.",negative
My mother always told me she doesn’t care. Don’t take any crap from a man or a woman; that’s why we mess people up—unless they mess with me first.,negative
"My W-2 form came back today... Well, I’m going car shopping with my dad to pick out my car :-)",positive
"I didn’t talk to Bazz that much, but we did go to daycare together. He was an outspoken little boy. Wages Daycare—man, the memories. We were in the same class too. :)",positive
"The person you once loved always pushes you away, but when you finally let go and your life gets better, they come back.",neutral
I dislike when people try to be something they are not. Not everything is meant for everyone. -_-,negative
I miss one of my friend's kisses. I should have been awake when he texted me last night while I was being mean.,negative
Had a good day today with the crew @Damn_Jrock @GunsAnd_Rosess. Now it’s just going to be us robbing since our boy is going to school.,positive
"You young guys are dying of thirst, dying of thirst. Do you know what that means? You all need holy water.",negative
"It's a shame that God allowed me to have two Black cousins, Q and Blakk.",negative
"@yoMANN_wantME Lol, but you all don’t need to mess with my mind, honey. Lol, you need to stop yourself.",neutral
"""@_SheLuvHaSavage: @PreciousNance1 I didn't ask for your opinion, haha. lol I know you didn't, I was just saying :-)""",neutral
"Kevin did an amazing job; I don't think I can surpass that! Seriously, #ThouShallSuckMyDick was intense! I'm not joking.",positive
"Goodbye, Twitter community. And they wonder why I act the way I do. I’m ready for whatever comes. I’m ready to make the third biggest decision of my life. Stay tuned.",neutral
"Cheating on a girl is more serious than people realize. It destroys her outlook on love, her future relationships, and her inner peace.",negative
"@HollywoodLoyalT Yay, company! Plus, Thomas will be gone. Maybe if Fran is off, we can go over there.",positive
"@everythingspvrp He was high though, and I was just trying to refresh her memory. Nobody cares.",negative
"@__PILOT_JONES__ Oh, you know I’m aware. My brother has really been acting very two-faced with us and so on.",negative
"I need an Instagram name, and yes, I'm just making an Instagram account—don't judge me.",neutral
I’m in this hospital bored and hungry. I’m about to say forget this and just go to practice.,negative
"""@ImMe4AReaSon: So my sister from Livingston is supposed to come stay with me tonight... hmm... of course, I have to spend time with you all!""",neutral
"So I found out the chicken sandwiches at Church’s Chicken were only four in New York, but in Greensboro for some sandwiches you can get six for $2.16. #cantbeatthat",positive
"""@Funny_Truth: There are some things that are really awkward to say, but really easy to text.""",neutral
"""@Funny_Truth: Laughing so hard that no sound comes out, so you just sit there clapping like a seal.""",positive
@Rasberry_Flaws: I’m not going to talk to anybody and I don’t want anybody talking to me. Plain as that!,negative
"If you don’t, let me know so I can go about my business. I don’t have time.",negative
"I said, ""Baby, I have that money."" She said, ""You need to show me,"" and she’s going to want to be with me because I play like I’m Kobe!",positive
"""@His_chick_20, LOL girl, me too! I would have already dealt with that crazy woman.""",negative
She walks and talks like she knows that she’s the best!,positive
"Syracuse has the best record in the nation, and they have them ranked at #4. Shaking my head.",negative
"Today is going to be my relaxing day. Good morning, God bless America, and keep your head up and your money up. #facesUP",positive
"I have to give a shout-out to my mother. I wouldn't be anything without her; I wouldn't even be here. She is beautiful, and I love her.",positive
"I gain a hater every day, but I walk the right path that leads me in a positive direction.",positive
I'm obsessed with money; it has my attention. Money is talking—everyone should pay attention.,neutral
"Someone can be your close friend for eight years or your whole life, and they’ll still turn on you.",negative
"@Kyle_TweetDeez I'm bored and have no one else to talk to, and I'm supposed to pretend everything is fine? Get out of here! You never have to talk to me again!",negative
"My best friend is really going to make the worst mistake and regret it, shaking my head. I'm trying to save her, but she is so stubborn!",negative
"I can't wait to get off work... Come on, 5 o'clock! My friend and I are going to get some good food and drinks and have a good conversation, lol.",positive
I aim to please. You'll be left feeling stunned when I'm finished with you.,negative
@Jack_Le_Stig My Asian :*. Big hug <333. I love you and don't forget to smile :*,positive
"@_iiBeKawasakii Oh my gosh :'))). You do? I love you more than chicken backs and green figs, babe.",positive
"If you’re ignoring your girlfriend, there’s another guy who can give her all the attention she needs.",negative
"""@_iiBeKawasakii To show you how much I love you, I'll give you my flu :')""",positive
"When I was younger, I wanted to be in one of those Kidz Bop videos, lol.",positive
"""@Bite_mySwagg8 LOL! Safiya, that made me cry. Just give up, just give up.""",negative
"I’m laughing to take my mind off the pain, but it’s not helping at all :(",negative
"@qorqeous_meeee It's okay, I guess, but I wish you had given me another chance. That's all you wanted.",negative
"""@HotBoyGreedy: Don't lose the girl of your life for the woman of the night. That's some real talk. You all should take heed!""",positive
"@Trecia2007 then 10 minutes later, here she comes, ""Daddy, Daddy, I need my pull-up on..."" #PUSHOVER!",negative
"One of my followers is crazy :-) Yeah, I make these women upset. The emergency room is going to be full in March. #THEYMAD in Boosie’s voice.",negative
"This guy Cleotis sang country music the whole way to and from Nat, off beat and out of tune. Dang. #DROVE2theMAX",negative
"With six more weeks to go, he’s bound to be at least seven to eight pounds. #chunkymonkey!",positive
I fed my husband and his work crew—they should be tired of pizza by now. Lol #That'sMyBae!,positive
I have two projects and a long algebra worksheet that are due when I return to school. <<<<<<<<<<<<<<< #Stress,negative
"God did not promise a life without pain, struggles, and hardships, but He did promise that He will give you the strength to get through them.",positive
"When I say I’m going to call you back, don’t count on it because I just say that to end the call.",negative
"When you hit your funny bone and someone asks if you’re okay, you want to fight that person <<<<<<<",negative
"""Oh, you don't like me? Well, that's fine. You don't have to like me.""",neutral
#MoviesThatNeverGetOld Don’t Be a Menace to South Central While Drinking Your Juice in the Hood,positive
"@AyooShePretty_ Of course Khambrel spreads things, that’s why I told him so he would tell you and make you mad. LOL, it’s obviously working.",negative
"My white friend from the neighborhood just goes around yelling “Kool-Aid—the way Black people make it,” and he says he knows all the 2Chainz songs. Like, what?",negative
"When women look at you as if they're saying, ""I don't like you,"" I look back at them like, ""Is there a problem? Because if there is, solve it.""",negative
"If I am at someone’s house and I see a roach, I am going to pretend to be sick and call my mom.",negative
"Every second, every minute, I swear that she can have it. If you’re a confident woman, put your hands up high, hands up high, hands up high.",positive
"If you all want to fight, we can take it to the back, bro. Remember, your brother and them were fighting. @AyoTay_FuckEm",negative
"#WaysToGetSlapped talk about me behind my back but act like ""Hi, friend"" to my face",negative
"Have you ever noticed that adults say our generation is messed up, but they’re the ones who created all these problems in the first place? Shaking my head.",negative
Thank God I found you. I'm truly lost without you. My every wish and every dream somehow became reality.,positive
"I had funnel cakes, cotton candy, popcorn, soda, and ice cream.",positive
"Man, I have to do homework. *Picks up phone* I'll do it later.",negative
"I am not concerned about you at all, only my child. Just letting you know!",negative
LOL. I’m going to get my diploma—how about you? And go to college. I can do that!,positive
I wanted to get along with her until he said what he said.,negative
I wish that woman would say something—she should consider herself lucky I have to be nice to her. Come on now with your crying.,negative
"And if the fat woman has a problem with me saying anything about it, you know where I live!",negative
"It’s just so funny—he was so interested in my pregnancy, went to my ultrasound, everything. Like, what the heck?",negative
I really don't need distractions in my life this year... I have so much on my plate.,negative
"If you are not here to help me achieve my goal, then I do not need you in my life. You would only be a distraction.",negative
"If you love someone, you tend to go above and beyond with your love to assure that person they are the love of your life.",positive
@Awkward_______ I wasn’t invited! What is this?! How is my prom date not going to ask me to go out with her? Shaking my head.,negative
I will never understand why people think they are clever. I know exactly what you are doing. Check your attitude.,negative
"This cold got the best of me. I’ve had less sleep, an extremely sore throat, my nose and everything are bothering me, and it’s killing me. And guess what? I’m still going to work.",negative
"I mean, how do you blow a 27-point lead though? I guess the Celtics took notes from the Falcons two weeks ago.",negative
"#One of my followers is promiscuous. She knows she is, I know she is, but she won't admit it, so she claims she isn't. But... WE ALL KNOW YOU ARE PROMISCUOUS!!!",negative
"As they say, whatever is done in the dark will come to light, so if you have something you’re trying to hide, best believe the other person already knows, buddy.",negative
"I can't stand when my male friends are on some other stuff. Shaking my head, I'm disappointed in you.",negative
"I did you wrong, you did me wrong. I'll take you back, you'll take me back!",negative
"@costill8nine That’s sick, brother, you’re killing it... let me know when it’s out here #89MUSIC",positive
That woman is supposed to be on her way to bring me some White Castles.,neutral
"""@Take__Caree Aw, on the other hand, I’m by myself with the love of my life (; dfl""",positive
"""If we are not together, you have no right to tell me who I can or cannot talk to.""",negative
"So old, using a cane. Moving at 2 mph, saying ""come here, baby."" Get out of here, that's hilarious!",negative
@ashyknuck1es It was impressive. But they had better win at least 10 games next year...,positive
"Bears fans, never forget that your defense was much better than this Ravens defense this year. The next coach better win at least 10 games.",negative
"""@HSAReadingComp, you had to laugh when you saw it! Or did you just giggle?""",positive
"I really hate the word ""no"" or any kind of rejection. Don’t say it to me at all!",negative
"Laughing so hard, Deana was talking a lot of trash about not going to school, but look where she’s going. Laughing my butt off.",positive
"Alright, my rude tweet of the day: BITCH, FUCK YOU! THAT'S WHY YOUR MOTHER HAS SEX FOR FOOD STAMPS, YOU TRASHY BITCH! YOU WHORE, PROSTITUTE BITCH!",negative
@ellevarner. I want to write a cover of one of your songs. Which one should I do?,positive
"@meaksworld. I will, but I’m writing a cover today. Do you have any suggestions for what song I should do? #seriously",positive
"@MindlessBhavior So, do you see what they're saying? What do you have to say? Oh, nothing—because you never do! Lol",negative
Shout out to @RealRaymondJ for making me laugh with that picture! She really looks like Mrs. Puff.,positive
"Ah, I feel like dancing... to ""Promise"" by Ciara. It's going to be cute.",positive
"Lol, Tuddie and her cousin have my timeline lively though; they are funny as hell.",positive
"Women better not come up to me showing off their shoes, hair, phone, etc., because I will definitely go off on you!",negative
"I had to go because all my friends are going, and I don’t want to see those children’s faces, child.",negative
"@freshhhh_  Lol, I will in a minute! I have to look over some words for these exams I have! Take your ass to bed!",neutral
"@_karliaa Lol! Alright! And girl, go ahead with that nonsense, talking about what time it is. You’re so damn slow, dude! Shaking my head.",negative
"I have been thinking about having sex with you, I have been thinking about kissing you, touching you, and loving you!",positive
"@Tweet_WithSwagg Lol, I swear! Lol, yeah, I talk to him and I'm just waiting for someone to tell me he doesn't want me... Lol, hmm.",neutral
"@_karliaa Lol, I know, right! Beat her ugly ass! Hey, what are you all doing today? I'm bored.",negative
Pooh and Dee have never turned me down or been fake towards me! I love those guys :),positive
"Someone just gave me ratings of 6, 6, and 7.9 on Instagram!",neutral
"""@iWish3x_Uwould Lol, who in the world do you think you’re going off on? I mean, calling yourself going off on me? If I wanted to block you, I would! Hmph.""",negative
"""@_DopestScorpio Lol Girl, you know, the two couples I was telling you about!""",neutral
@Exotic_Danger It's not just me! Lol Hanna! I swear we automatically set each other off... it's really weird... I've never experienced that before...,positive
Working hard for something you never had to work hard for is one of the most difficult things!,negative
"@marqil HAHAHAHAHAHAHA!!!!!!! I disliked myself for writing it, but I just went along with it because it was hilarious.",positive
"@marqil I’m singing ""You Are My God"" at Jubilee on February 8th. Can you come? I want to invite you up!",positive
"I’m saying that because you end up expecting more from people than they’re able to give you... it’s not their fault, it’s yours.",negative
Any man can have a child. It takes a real man to be a father.,positive
"A promiscuous person is like the first slice of bread in a loaf. Everyone touches it, but nobody wants it.",negative
"QUITA, I tried to stop talking about you, but you keep talking trash. But if you really have money, why do your kids have the new K-Swiss and not the new Nikes? LOL.",negative
Make them notice that you love and care about them as much as they do you... which is not much at all.,negative
"Shout out to my friend @_ItsLeshaBihh. Shaking my head, she doesn’t even mess with me like she should, but I love this girl though!",positive
"I wonder what she’s always complaining about... Just relax, you’re with me, baby. #Chill",neutral
"To think, man, there is a mother out there somewhere about to have the next LeBron James. #RNS",positive
"""@iBall_012: @CashKidTaylored Hey bro, I understand you...random thought—your roommate looks like an action figure. Damn, that is too funny. I'm laughing so hard.""",positive
"We have two totally different outcomes, but it’s cool because I know how she feels... It is what it is. #NoStress",positive
This wasn’t even supposed to be a conversation to have on Twitter. Nothing was directed at anyone. Be cool!,neutral
I believe people do way too much for attention. Involve yourself in whatever makes you happy. #SimpleAsThat,neutral
"No, not at all... My words are always twisted and end up meaning something totally different from what I actually mean. I’ll change, #NoProblem",negative
"I do everything I can to change the things you complain about, but I never see you stepping up and doing the same when I feel like something isn’t right.",negative
"Man, this girl is going off on the timeline, but she doesn’t even act like that in person... Why do you have to show off?",negative
"@_codeinecowboii Nothing for real, for real... Well, nothing I can't handle! I'm glad you care though. At least I know somebody does...",positive
I woke her up and asked for a massage. She said yes but went straight back to sleep... I’m guessing it’s because of the D!,negative
"Don't worry about what happened to me and those other girls, because believe me, whatever happened, they got what they deserved.",negative
"Forget this. When I get back to Tuscaloosa, I'm going to take this ASVAB and get myself sent off. I'm tired of procrastinating.",negative
"""@_BluElegance_ And I was, and I also said I was coming back home... You still could have said something!""",negative
"Gets up early, comes home and cooks for me, falls asleep, wakes up and grabs her phone... Damn, I get no conversation! It's cool though.",neutral
"@Uniquee_Taee I can't stop thinking about that argument you told me about that happened on Friday, haha!",neutral
"""@xKickRocksx_ lol, don’t embarrass yourself with these quotes that you don’t even use.""",negative
"If De'Asia doesn't stop talking about being a tomboy, I'm going to shoot her!",negative
There are too many lesbian females at my school! Why don’t you like men? You haven’t even tried it! O.o,negative
"@Domo_G6 Hey, I have a PS3 with five games and two controllers for one hundred fifty dollars.",positive
"So ashamed of the wrong, foolish, and lazy choices I’ve made and now have to live with.",negative
A good man is in the house... now you can relax... I bet you never shout a man's full name out.,positive
"@therealmarymary Hey, you guys didn’t break up the group, did you? Because there were some fans upset about that.",neutral
"God is awesome. I have a new team manager, but I still have a job.",positive
I’m old-fashioned because I still open car doors instead of making you open and close them.,positive
"We are not even a full three hours into the new year, and I am already having a debate with myself. #TooSoon",negative
So I realized that the reason people dislike my hair is because I’m doing it myself.,negative
You all don't want to let the white people know that they are just around the corner from Rick Ross's old house. #IGetIt,neutral
@GrayMatta @NaturallyE_08 *tweet dropping* They are not. There are plenty of white people where I live with locs. *steps out of the conversation*,neutral
I dislike it when you are sweeping or tidying something up and people come behind you doing the same thing. #PetPeeve,negative
What’s going on: Alicia Keys is singing the National Anthem and Beyoncé is doing the halftime show. My TV will be on mute.,neutral
"""@NaturallyE_08, I just noticed your locs are gone! I love your new hairstyle. Mine will be gone this Saturday!""",positive
"""@iamkimmies Yay, welcome to the group! I got stuck on episode 6 before they removed the series.""",positive
"""@iamkimmies I have been picking them out for two weeks, but I got my hair cut about two hours ago.""",neutral
"""@OsKi252 This is the end of week 4, so you should have $10 saved. Next week, you will save $5.""",neutral
I left my warm home to spend time with my fraternity brothers in 28-degree weather. I'm so grateful to be back home. #ThatsLove,negative
"If I had shown you my emotions, you still wouldn’t have done anything.......",negative
"After work-study, I went to the cafeteria, changed for practice, then went back to work-study.",neutral
"I'm trying to decide if I should drive to get something I absolutely need and risk getting stuck, or just go without what I need. Lol.",negative
Do not put your dirty fingers in my face or your filthy butt on me. Those are the rules of Cree. Very simple.,negative
"@A_WayOfficial you’ve got it, my friend. @kwik1 has been telling me about you since the beginning.",positive
"@liltunuchi has me searching the city for #Fireball. That drink tastes like the candy, though.",positive
"I'm so, so sorry, baby. All you have to do is say that you're sorry and that you're in love with me, baby. I want this.",neutral
Tahiry and Joe have that never-ending relationship; the other woman better be careful. While her man is eating steak and ice cream from another woman. #LHHNY,negative
"""@TheMightyyDuck: On a craziness scale of 1-10, all light-skinned girls are a 10. We know!""",negative
"""@PRETTYBRITT01 man, you’re lying...I haven’t seen you since July 6, 2011...so I know you’re pretending lol""",negative
@talltexan2000 I can find you a nice pit bull mother and I'll help you train him.,positive
"@chinkyeyedbella She’ll get used to it after a few days, but you’ll have to let her scream. I train dogs.",neutral
I laugh every time I see a skinny guy in a profile picture; do those little guys really get chosen?,negative
"I miss you like every day, I want to be with you. But you’re away, I miss you—missing you is driving me insane. But if I got to be with you, would it feel the same?",negative
"@_LILQUeEN_ The fuck? And if it’s on my page, you must have been watching me closely, talking about something I said that isn’t even in my tweets.",negative
"Boy performs oral sex on a woman = he gets praise, girl performs oral sex on a man = she’s called promiscuous, boy cries over a girl = he’s in love, girl cries over a boy = she’s considered foolish. What is that about?",negative
"If you allow a person to, they will always try to make you unhappy.",negative
Now my cousin’s boyfriend sat up there and said he wishes he could have gotten with me before he met my cousin.,negative
Bringing me some snacks today! Since we won’t be able to leave the classroom for two whole hours.,neutral
"Oh, so now one of my followers wants to retweet my tweet, but she has been really shady... And I’ve been texting her behind the scenes, but it’s cool.",negative
I finally have my significant other smelling like my cologne. It’s called Intensity — that stuff is perfect.,positive
I love my wife to death. I wish someone would mess with her. #boyfriendtweet,negative
This is my second time going to the store; it had better be open this time!,negative
"Light-skinned guys have been out of style; when I think of them, I think of Reebok. #done&overwith",negative
"@SomeYellowBonee Oh, because I was about to say... They're going to sell that phone for $1,000.",negative
"@ShockgotJUICE lol... Oh, alright, because she was talking about tweak and I’m like, I don’t mess with tweak.",neutral
I had never seen anyone besides adults wear so much weave until I got to high school! Shaking my head.,negative
"Thinking about my future and I'm like, wow, I'm almost an adult and almost finished with school and everything! I'm growing up so fast—slow down a little!",positive
I'm trying to stay awake! I’ve already eaten and taken my bath. He better call me tonight or I’m not talking to him for the rest of the week.,negative
"I want to sleep until I reach my peak in life, but let's be realistic. #thoughts",neutral
"I have never been in love before, and now that I am, I don’t want to be. I don’t like emotions!",negative
"I wish someone would spit on me—forget all that fighting, I’m going to stab you. #realshit",negative
"@YELL_low_bone_ No, because you were in ISS and you were in ISS and you wanted to get out.",negative
"If the lights go out in a DeKalb school, everything goes crazy, but at Salem we just sit and wonder what would happen. Rockdale is really lame.",negative
"@AndMecca_ if everyone is making you mad, you might as well let me be the man who keeps you happy",positive
"You all can say you’re not messing with any young guys all you want, but I could have all of you partying and making money if you gave the young one a chance.",negative
"@One_Mamacita I have Sour, Kush, OG Kush, NY Sour, Granddaddy Purp, Lake Monster, Naps, Juicy Fruit, and Cannon Ball.",neutral
"@xoFuckYou_ Alright, you are the cutest and most beautiful girl I’ve seen, and your smile is breathtaking.",positive
"@Aa_fuckn_SIN *Bitch, I know what the fuck is going on. Just worry about where you’re going to be tomorrow. KMS",negative
"I could be the king, and you could be my queen, and we could be a team and fulfill each other’s dreams. #TyrisTweet",positive
@ItsMi_ShyShy I don't need to ask questions when I can already see the actions; actions speak louder than words.,negative
"@PinkyyMonroe Baby, don’t be like that. I love you! *singing* Baby, come back, you can blame it all on me... continues",positive
"@MulaaaOG POOF There goes your iPad, POOF there goes your iPhone, POOF POOF POOF. What did you do this time, man?",negative
Shout out to all the bald-headed guys with no hat on outside! Your heads must be so cold! I'm cracking up.,positive
Respect should be evident in your mannerisms! Everyone heard while growing up that you have to give respect to get respect!,neutral
"@SdFu_N_KissMe Yeah, my bad, it is too late/early for all that. Don’t give me a blank look though! You know that was funny!",positive
I can't look like a teddy bear if I'm skinny as hell! I'm going to look like a lemur or something!,negative
"I like when I warn someone, and then exactly what I warned them about happens! In my head, I’m just thinking, “Told you, you should have listened.”",positive
"Interrupting my personal time and everything! If I wanted to have an orgasm, I’d take care of it myself! Lol, I’ll tell YOU when to come get this dick—not the other way around.",negative
"My two new babies should be coming today or tomorrow. I doubt it though—Darnell, with his French vanilla wafer head, probably didn’t even order them!",negative
I'm really upset that I'm broke—left my brand new jacket in my coach's car and everything. He needs to bring that back as soon as possible.,negative
"I really wanted those True Blues, but whoever the owner was didn’t get back to me!",negative
"If nothing is happening, then I can just get myself some Chinese food or something. #Rs",neutral
Stop messing with those women who gossip! They’re the same ones who got me into trouble!,negative
So nobody is trying to let me take their money though? Okay... Forget you all.,negative
"LOL, retweet @ihaveno_COT: I'm really sad she blocked me :( haha, it's not like I was bothering her or anything—I just messaged her and left her alone.",neutral
I like to see a woman in a really big truck! That’s so attractive (;,positive
"Break up with the woman I cut everyone else off for, and what does that leave me with... not a single woman!",negative
"It wasn’t like this at first, but we just kept praying. Now I’m with you; you’re a confident, amazing woman—yes ma’am, oh yes ma’am.",positive
"As soon as I get home, it’s going to be time to get to work, you know, because we like to have sex like it’s the first time!",positive
"She told me she had a crush on me in 7th grade. How is that supposed to help me now? Telling me two years later and everything! Get out of here, lol.",negative
I do not handle rejection well at all! I cut someone off in a split second.,negative
"""@MiaGotCAKES_: Forget it, I'm really desperate. I hate being single now :/""",negative
"If I don’t like you, I’m not going to retweet your stuff. Even if I agree. *shrugs*",negative
"Because more than likely he’s going to do whatever he wants, so why should I care?",negative
"What does she mean by ""we""? She’s doing this alone—the rest of us are not going to be included in her alcoholic problems, lmao.",negative
"Mom said I could have a sip. I told her, ""You take a sip and give me the damn bottle.""",negative
"My cousin just lay on me and said my breasts are like two perfectly propped pillows. I was like, what the heck?",neutral
"""@Boguss2x All you said was nothing. What do you want me to do if you’re only giving one-word responses?""",negative
About to put on the pajamas that my significant other bought me and watch a movie with this bag of hot fries.,positive
I just walked about 6 or 7 miles while pushing a stroller...my body is going to be in great shape with all this walking.,positive
"Times like these are when babies are conceived, so I am staying as far away from him as possible.",negative
I tell the kid to go to bed... he goes upstairs and starts doing karate... I'm going to knock him out.,negative
"Blessed morning, Kings and Queens! Give praise to the Most High for another beautiful day!",positive
