aae_text,sentiment,score
"""You are me and I am, we together you so I'm tryna make our dreams come true""",positive,1
I wish da best for all my niggas I would hate to see em struggle,positive,1
"""@AmbitiousAvi: @Dianna_Sluggin Happy New Years Blood sis HappyyyNewYears Blood I Had Called You Yesterdayy !""",positive,1
"""@CocaineeKiss_: Everyone Is Having Relationship Problems Except Me. Being Single Has It's Perks Sometimes (: YESS""",positive,1
"""@CocaineeKiss_: I Miss Shelby Soooo Much. Imma Have To Go Back On 69th Just To See Him OMG I JUS RODE PAST 69 AND 71ST LBS,""",positive,1
"""In This Class Watching This From Yesterdays Presidential Inauguration , But Ready To Go Home .""",negative,-1
"""Its been a nice holiday break, but its back to the money in the A.M.""",neutral,0
"""and miguel cotto fucking sucks, harder than a prostitute... he was never shit to begin with""",negative,-1
This is the land of the free and it always will be - President @BarackObama,positive,1
I was done runnin after niggas I need him to find me and Run after me !,negative,-1
"""I have taxes, medical dental and vision, and soon to be car insurance all coming out my check. Ill be working for free soon.""",negative,-1
"""@TnShade thank you, not as well as I want to be. Still a struggle trying to get adjusted.""",negative,-1
@DwayneJay I did too. So many unanswered questions makes me wanna dig deeper into the situation,negative,-1
"""Don't TALK About It , BE About It ! & If You Ain't Bout It , Then Don't Say Shit About It !!""",positive,1
"""You Might Done Had Him Once , But I Got Him All The Time (:""",negative,-1
Tha's Why I Don't Tell These Bitches Nothing <<< They Don't Know When Too Quit Running Their Mouths !,negative,-1
"""@EWeeezy_ : Medium Size Bootyyyy (: , Lmao Ima Be TeamBIGbootyyy Soon ! I'm Stacking My Corn Bread !""",positive,1
"""Im The Girl Your Ex Will Hate , But Your Mom Would LOVE <3 .""",positive,1
Every Female Has That Day When They Feel Like Their The Baddest Thing Walking !!,positive,1
"""All Of Derricks Shit Is Coming Too My Phone , Even Though I Thought I Logged Him Out -_-""",negative,-1
"""If Piru's and Crips, all got along, they'd probably gun me down by the end of the song.""",negative,-1
@BOWENHOMES_RARA #SALUTE CUZ SOME OF THESE NIGGAS THINK IT'S COOL TO BE DUMB AN WANNA B A FAKE HUSTLER !,negative,-1
"""@xPolodude_v: Long as i got @xRedHead_Beauty im good believe datu don't have her i do!!! Lol""",positive,1
"""Aaaare you achin' (Yup, yup, yup) Foooor some bacon? (Yup, yup, yup) Heeee's a big pig (Yup, yup) You could be a big pig too.""",positive,1
It's A blessing to share my bday with a special angel happy bday to us aaliyah miss u,positive,1
@NICKIMINAJ I stop watching idol along time ago nicki def breathed life back n to the show I can watch now plus she keepinit real,positive,1
""", Fuckk that new qirl that you like so bhad , she's not crazy like me i bet youu like that .""",negative,-1
"""sometimes wen my boyfriend told txt me riqht bacc , i be thinkinq he doinq somethinq he aint qot no business doinq . #TrustIssue""",negative,-1
iff itweet about somebodiee else my boyfriens qets mad and qet on my ass .,negative,-1
"""@bluecocaine_ andd she shouldnt have said nothinq bout she should've poped me at the qame , LIEE .""",negative,-1
"""LOVE ME or HATE ME, I'm ME, and I'm gone BE ME until the DEATH OF ME!!! n#NO WORRIES :-)""",positive,1
"""I get my mama tatted on me, a month later u get urs tatted in dha same spot I get my daddy tatted unda it so its different, u go do dha same""",negative,-1
@Carmel__Beau yea yea && I want something on my stomach ; maybe a rose or something . Nothing to much though,positive,1
Yea..chris paul aint playing we got a good chance of winning this one..let go phoenix,positive,1
@asias_18 naw you been feeling yourself all night going off on ppl..with your soft ass,negative,-1
@Steelo_Wildin that nigga probably suck that why you beat him..lhh when you trying to go bruh @ASTRONAUT_TALKN,negative,-1
@_leekyleek im not a twitter rapper when i see you im punching you in your shit..think im playing,negative,-1
@SP0NG3B0B_ yea especially since he called asking what my problem is. So I said its over and hung up.,negative,-1
Im getting off everything && turning off my phone so I can go to sleep,neutral,0
"""Sorry I'm a do better! Lol @I_TrustKNOW1: Niggas really be having the duck face in they avi, and the bitches love it""",negative,-1
@iBeHarley I'm not tho I just put up with your bull shit all day!! Lmao,negative,-1
Fuck being content I want to do and get paid to do what I enjoy to do in this life.,negative,-1
@ClaytonGirl09 the lies you tell!! Smh I reached out for Gm love you went Crazy on me!! Smh,negative,-1
Shut the hell up @Espn about the boy Manti Te'o being Catfished!! It Happens Everyday!,negative,-1
Hey @Eagles should have went for a defense of coach because they need the most work! You over paying the players who playing like Pussies!!!,negative,-1
@Eddie__f yo Eddie that little fro have the image of Geedy all the way! Miss that dude!,positive,1
Thanks to the people who wish me the best with this tough time or situation I'm involved in right now. Let's me know people care.,positive,1
@Rissa_Christine you can be tho you can catch and play defense and you play with so much intensity I love it!,positive,1
@__Chink girl if you don't settle your punk ass down!! Get Wifed and get pregnant!!,negative,-1
"""My time will be soon, my family got my back so I just work hard and stay humble!!!""",positive,1
I grew up with niggas but I don't fuck with niggas. When I was down damn I didn't see most of them niggas!!,negative,-1
@RealAllCaked_Up its about people who fall in love over the Internet but never met so they don't know if it's another person or the realthem,negative,-1
"""You have loud or sour D?? @YeahItsReal_: : Sorry for my bluntness, that's just how I roll""",neutral,0
@Simply_Adorable I'm offering soon you available! So you tell me since I always ask you for one I'm offering lol,positive,1
If you feel the generation under you don't appreciate life or misguided help teach them. Speaking down the future don't direct us nowhere.,negative,-1
@Jimi_So_LOCO lol!! I watched Espn all day. I'm like really this story broke out on Ravens media day.,neutral,0
@InStanWeTrust @Garren_Keith but Stan I told you about this league in November when you going out town. I have to put a tape together,neutral,0
@pennskippy wait Moss said he don't talk numbers so Moss number don't mean shit! Lmao,neutral,0
This Vampire life got me eating at all the wrong times this single life got me eating all the wrong foods.... #latenighthunger,negative,-1
@hopethetruth u know how we do so we gone get our together work in.... jacktown stand up!!!!,positive,1
@_Giahanna ....yea that's her.  For a minute I thought u were talking bout the flier. Lol,neutral,0
"""@emajor1979_MMT yea u are rite about that..the award goes to the person with the most hype,that's why cam got in last year""",negative,-1
If u love ur wife tell her show her let her feel the love that is inside of u,positive,1
"""a guh on maa tl tweeted She think she thee shit & the person above her tweet think tht twee (Ctfu)""",negative,-1
I like the boy im wit ...But im so deeply in love wit  thee boy im NOT wit,negative,-1
When you go out twe the club ppl wanna fight nd shit Like dam i just wasted my money,negative,-1
I swear I thought me nd Oomf was finna be arguing @ school today from what happened on here yesterday,negative,-1
"""I'm a whole Dimension ahead,the  King is with me and it's eternal energy in the bread the King sent me""",positive,1
Damn! Shit wen yhu gone call me back but ok ... . I'm tied now so yea I'm sleep!,negative,-1
@jeffisageek If I shaved enough I'd give it a try. The folks on ESPN Radio talk about it like sliced bread.,positive,1
@jeffisageek I had it on my HTC Incredible and loved it.  Not sure why my Stratosphere seems to be resistant to it.,positive,1
@Mykelogan They're gorgeous but I can't afford anything Apple makes higher than a decent iPod or their Apple TV hockey-puck thing.,neutral,0
Woke up to a text message that I wasn't feeling. Please don't make me slide a bitch today,negative,-1
And then love and hip hop comes back on tomorrow hello January lol where have u been,neutral,0
tryna call to claflin for shit is like pullin teeth aint nobody ever at the damn desk,negative,-1
@pradaframes i just wanted her to fight wats her face one good time and id be satisfied lol,negative,-1
damnnnn here we go wit the female drama shay and erica version of this shit lol #LHH,negative,-1
Question of the day: do ppl actually go on dates any more like seriously what y'all think,neutral,0
I know I wasn't as mature and polished as a freshman like anyone but damn I was NOT this reckless,neutral,0
Omg can Thursday hurry up customers this phone is Finna piss me all the way off,negative,-1
i am determined to have a good freaking day i have to keep telling myself that,positive,1
I'm looking forward to Dallas @ 9 tho yes i have an old soul lol,positive,1
Speak on something with sum substance that can get us both paid instead of tellin me how nigga jockin yo style...or rims bigger#k.dot,negative,-1
@Mr_BIGMac83 truuu we tryna find sum to do too.. I dnt wanna b n Chicago if ain't nobody here,negative,-1
@Mackaveli_15 me too I jus dnt kno them.. I was only there for a lil min. I was in Ohio for da weekend.,neutral,0
n yea he kinda pissed me off yesterday!! gtta tell him about himself as soon as he wake up!!,negative,-1
@jade_foster18 @Lust2DaLipz bitch been fuckin a lot of lil boys. lil HOE ass gt pregnant wen she was 16 hoe prolly ain't know ha baby daddy,negative,-1
I should did what i was doing the first time then I wouldnt be in this situation,negative,-1
I'm at Skool strait foolin on em! 1 mo mod to go n I'm outta here! Graduation Boi!,positive,1
I say Eric ma... She say that's ur boyfriend in like naw my friend lol she silly !,neutral,0
He say he remember when him and marcel use to play with me & @Britt_Bratt2013  after school lol!,positive,1
Atleast we on the same page ... I was on the same shit last night lol!,positive,1
I know the right shit to say or do to make a person tell me when I want/need to know ...,negative,-1
I took the 1st step....... I ain't gone think about it no more until something gives me a reason to!,positive,1
In a good mood ... Today will be a great one I'm claiming it now!,positive,1
"""I don't think I ever , ever really told u how much I need you !""",positive,1
Congrats to my best friend @tracyface_. ... Kai finally decided to stop being stubborn & come out #teamkai,positive,1
Didn't want to leave him but its money to be made.... He made my day already #EBD,neutral,0
Off early fina go rest a lil before I go to my bra kick back ....,positive,1
Our friendship means more to me than a relationship .... We forever cool & there for each other!,positive,1
"""Watching people leave is hard, but it's harder remembering that time when they promised they wouldn't.""",negative,-1
"""My mom said skinny self, I needa gain weight I said you need to loose some weight....""",negative,-1
"""@kandyNdkisses smh, dumb fuck lol. Glad you happy girlie!  Plenty off fishes in sea!  Im soo slow lol""",negative,-1
One class stop me from getting honor roll!  And that c gone bring my gpa down ugh!,negative,-1
Like the song was cool the first two times I heard it and that's it,neutral,0
It's not a lot its the principle of doing it seems like its a lot to do,negative,-1
"""@_unl0ved Yeah , After This Hearing , if I Dont Go To Da Hamp ,""",negative,-1
Roxanne Gone Make Smack Tf Outta Her. Bitch Keep My Name Out Yo Mouth Goofy As Lil Thot,negative,-1
Im Not Wit The The Waitin I Only Want 1Day If Yu Not Tryna Fuck Don't Waist My Time,negative,-1
@ThatDOLL_China: Mfa Be Thinking I Got HOESSSSSSSSSSS Out My ASSSSSSS .. # It Aint Even Like That - ______-,negative,-1
@CzarWol lolol u sound foolish.. They dnt think Abt hoes... Football football and more football til after the season.. U kno that,negative,-1
WoL tryna tell me Nick Saban ain't got control ova his team?? Lmao.. That's foolish,positive,1
Not use to seeing a FLA O line this bad... They need my dog out there..,negative,-1
There is nothing worse wen the D lineman tackle the ball carrier using the offensive lineman... Smh so embarrassing,negative,-1
Ppl prolly be reading AJ tweets like who is Torrance.. The ugliest name ever lol..,negative,-1
Carl gotta fix that tweet.. It has potential to be the funniest tweet of the day lol,positive,1
Felt like a big ass kid today.. Happy as Shii for Ray yo... Baltimore love that dude,positive,1
@LiveLoveROC the only mishap has been that catch they shudve reviewed.. everything else was legit.. Yal got the fumble back..,positive,1
Yal dnt understand how hard it is to block someone that is quick but strong wit it.. I hate it bruh,negative,-1
The Raiders are pissed they picked HBey before Crabtree..  #Terpnation and all but let be honest..,negative,-1
Lakers D ain't all that I agree but yaw actin like Miami San Fran wit it..,negative,-1
Ion kno hw many times imma say we ain't really with tht talking bitch we bout that ACTION #lmaoo,negative,-1
@Barbaro_freak bitch get yo nasty goofy ass on u fucked a nigga name Pierre fa his pocket change and OUR BD told me that,negative,-1
naw u got shit stains on ur tongue bitch proof in da pudding YOU ATE CORNELL ASS POINT ME TO THE BEST ASS EATER >>>> @Barbaro_freak,negative,-1
I did a lot of shit with my sister @brittany_lovejr and my lil 4 eyed friend @TeamAnasia39th,positive,1
@Barbaro_freak that fag had yo bum ass got yo bum ass preg n left yo bum ass,negative,-1
"""@gambinokevin @djordan313 @wufrom6 meek in a lose, lose cuz he shoulda ignored the nigga.  And I ain't even heard the diss yet.""",negative,-1
@Wufrom6 @sdk811 that coaching cuz he aint coaching defense & his lineups. The Heat & somebody else older so age aint the problem,negative,-1
@beautiFinesse well round here between yar here and westin we called this here a little twin twin twin (well) nigga,neutral,0
@Mr1toomany man so much behind it though long story we talk tomorrow but felt like I was letting my sorrows go on them weights,negative,-1
Just made my first whey protein shake n I wanna puke this shyt us def not the wave,negative,-1
Chics wanna go to the club get sloppy drunk have random make out session then wake up in the AM like they want a relationship with u,negative,-1
@DaFinestZ cats really gotta run a mile at the gym take off drinks lots of water just to survive,negative,-1
@OneWavvy_7 eh if heard its both cause even when al else fails what they come back for the D,neutral,0
@DaFinestZ yeah he might die I said just gone sat u wont make it lol,negative,-1
@TheRealist23 I Swear It Is The Worst >_< Its Like Being In Reak Jail All You Can Do Is Just Sit There <<<<< I Just Got Out (:,negative,-1
"""@_PurpleCklouds_: Styll ain't find ha charger :( lol better rub that battery together lol CTFUUUU Ghetto!""",negative,-1
I Was In The Shower Singing Some Depressing Ass Songs & Busted Out Crying ? CTFUU -_-,negative,-1
Layla Keep Askin Where TayTay ? Where Her At ? TayTay ? *Looks Under Bed & In The Closet* @illtaylor123 Lol,neutral,0
WTFF MY MAMA TRIPPING TELLING ME THAT IM TO YOUNG TO BE OUT DRIVING WITH SOMEBODY UNDER AGE <<<<,negative,-1
@Oops_Sowy Damnnnn My Baaad Nigga Wyddd ? IMMA CALL YOUU & IF YOUU DONT ANSWER IMMA BLOW YO SHIIIT UP (;,negative,-1
Thiss Nigga Stomach Over Here Growling Likee A Fuuckin Caaar Engine & Shiit <<<<< Lmaooo,neutral,0
"""it Be Like That Sometimes <|3 .@ZebraFlash49: Ugh seen him no hey or hi or anything sad face :,(""",negative,-1
Ohhh Shiiit . They In Here Speaking Another Language & Shiit...  a Nigga Finna Get Assassinated <<<<<<,negative,-1
@ZebraFlash49 If He Wanna Ignore Youu & Be Salty To Youu. Then Youu Do The Samee To Soo He Can See How It Feel (:,negative,-1
"""@moneygirlAsia_: i see you talking to them other GIRLS , wish i could tell them ALL to LEAVE you ALONE!""",negative,-1
""", sean and his friends just kept looking across the street yesterday lol never spoke tho""",neutral,0
""", all i wanna do is get high & drunk at my house with 2 pretty bitches ;)""",positive,1
"""@_Che_Cheeks: @Xx_blessed Mia we gotta do tht freaking book Toma !! -_- grrr .. lol !!""",positive,1
I'll let you know my every move baby just keep laying around for it on Twitter,neutral,0
I'm up bout to take my grandma to work and back to the crib I come,neutral,0
Damn man don't be playing with that fire yo cuz I don't want ya to get burnt,negative,-1
I can't even get on Facebook anymore to many people under the pressure of petty shit...shits depressing,negative,-1
2nite imma put my body on ya body boy i like it when u watch me,positive,1
He keep me by his side like a holster & treat me like a real nigga post2,negative,-1
@Montana_da1 no dis nigga didnt tell me 2 cum 2 da car & damn near gone him & johnnie doe...its coo cuz im finna get sum..dip thru,negative,-1
Bitch u dnt knw Nan hoe dat keep it wet like me keep it cumn bck 2 bck like me that'll ride da dick on da dime who luv 2 fuck all da time,negative,-1
I can do it up & dwn I can do circles 2 him imma gymnist,positive,1
Dey cnt wait 2 try i i i me e e I work it so good deez niggas try 2 buyyyyy me,positive,1
I ride 4 u u ride 4 me ain't no otha way its gone b,positive,1
When my man leave da house I KNOw he cum'n rite bck like he left sumth'n,neutral,0
@Mz_PR3ttY_BAS3d RS deez is sum real deal jealous ass hoes I jus dnt get it cuz'n but u know like dey knw he ain't go nowhere ..ily cuz,negative,-1
"""On some G shit I got my likes up and the first thing I thought of was I'm no longer KNL lmaooooo this can't b life""",negative,-1
@biitch_imightbe ba as soon as u said taste test mad niggas jus hit me like whose that! Lol too funny,positive,1
@Profit135 shits od funny niggas aint even tryna play me nomore lol. Bust @Ash_PhaReal ass like 9 times straight,negative,-1
@biitch_imightbe i kno its might but i put the words that i say down. Go back to sleep,negative,-1
Can white ppl get one thing in this inauguration?! Niggas askin for wale and maya smh jus chill. We won! We got the president!,positive,1
@_KayRachelle. U Are Mean adt Times Lol. But u be hella kool now idk wat happen u used to click out,neutral,0
Man Who Wanna Buy Dis BOOK For Dis Class For Meh lhh not tryin to come out 300,negative,-1
"""So my bday really Wednesday tho nd I have no plans, don't matter tho cuzz cheers to that weekend tho lol""",neutral,0
"""Turnin up should have been left in 2012.. u peasants need to find another word to describe your drunk/high status' for 2013 ijs lol""",negative,-1
"""To much, I use this app just to see what you talking about most of the time""",negative,-1
Did you just text me out the blue because you bored oh hell ya you definitely get dry texted,negative,-1
"""Just learned that my fathers surname is a variant of Bond. It's official I am 007! #dwoite #spiritualgadgets""",positive,1
"""I can't stand,this one girl she look like the pig and the lizard off these gieco  commercial s""",negative,-1
"""@MikeRingo10: Oomf must have on a butt pad in her avi. Lol chunk she do!""",negative,-1
Desmond Watch Yo Mouth I Can Count How Many Niqqas I Fucked On One Hand Tf Neva Been Ahaa HOE #Now Yhuu Pushinq. It,negative,-1
Told you niggas do not fuck wit us.. Hope you niggas do not fuck wit us,negative,-1
The hoe was dick sucking Me Tell me I was cute I was like ik,negative,-1
"""Bitch Ima Savage , Fuck Yo Lashes , i Heard You Was A Freak & Got Fucked In Magnums""",negative,-1
"""@ladylaverne1 @lonnette31 @Tasha__24 Good Afternoon Ladies, hope ur enjoying ur 2nd day of new year! God Bless n be safe. Love ya...""",positive,1
@Brittness007 Omg!! Britt!!! Your profile pic is beautiful!!!! I haven't seen or talk to you in forever!,positive,1
@_PrettyBlakk bitch go on ig n look dat dha pic i put up dere n look who commented,negative,-1
@NoAttached lol im bout dl a app real quick so i cant txt u bt idk watz ya numba,neutral,0
@king0fpap3r damn man wen i b out dere u aint neva out dere n wen i was stay out dere watch my lil buzzoz i aint neva seen u bt 1 time,negative,-1
Datz y yo feet look like dat nw cause u been kickn 2 many damn rockz,negative,-1
@Oh_BxtchNo @NoAttached gurl i kno i use dha go wit dat re re ass niggah,negative,-1
When you want it and you talking about yall have the best sex you just lay there,positive,1
"""NIGGAHS BE LIKE: look at that girls booty, GIRL BE LIKE : you wanna touch , NIGGAHS BE LIKE: no I just wanna look""",neutral,0
@g0ldennnn : Ikr and texts me I'm board .. Off the number I gave you,neutral,0
"""I wanna complain about this cold weather but no matter what, I still gotta go out and be in it. I made these choices, gotta live with em""",negative,-1
Cant wait to go to buffalo wild wings toma im getting the hottest wings there :),positive,1
I knovthis lil boy who got the same name as me (Keshode) I Fuckng Love Dat Boy,positive,1
@thomas_arion idk prolly jus kick it wit my roommates to me I'm not even excited tho cause its jus 19,neutral,0
"""Besos que se clavan como dagas en mi espalda, no puedo evitar llamar y colgar.. tu veneno esta conmigo..""",negative,-1
-___-when you have a boyfriend and constantly think if you're doing the right thing by being faithful..# simple,negative,-1
Iam the biggest fool for him:)..He knows he's something special :)#Me like him long time:)..we need to talk.. @Lucifer_Anarchy,positive,1
@Lucifer_Anarchy babe.!! I'm leaving at 12:30 so like tweet me back because Iwill not be back until..I wanna say 3 but idknow..n#tweet me,neutral,0
@oceangang_yeezy Bt u know that number I toted u from earlier u can txt me on that..,neutral,0
"""@DOTCH_TURNT_UP: finna do sum push ups or sum shit.....naw nvm im lien lollmfao we all know dat""",neutral,0
Smitty back and ain't going no where I ain't for nun of that Fuck shit period #RNS,negative,-1
When People Repeat Themselves << Man Stfu I Heard Uu The First Time I Just Didn't Say Nun Back .!,negative,-1
Chilled w. My right hand @And1_ref today :) nI love my nigga I missed him like luck,positive,1
@EMDOTDOPE yeaa lhh do u gaddatt ........u b killn me wit tht word! But ayee y dnt nevaa txt nobody nomore,negative,-1
"""Besidess all of that , it was nice seein him....not how I picturedd it but o well!""",positive,1
S/o to R2S4L for they first song. Check dem out! Go to the link on @_Dwntwn_Tony pagee! :)),positive,1
"""@_Nechie gurl around the corner at my cuzzn house. Juss lsyin here , & mkayh hunns ;)""",positive,1
"""Gone & do yo dance, and  imaa throw this money while u do it w/No hands""",positive,1
"""@_MiaaNicolee: @Tamara_Tht100 Chicago u likee yo school n stuff? Or u feel outta placee? Lol""",neutral,0
@RxdSpvcxd I just deleted tht...the only thng tht was good was tht u can assign ppl tweets colors lol make it easier to lurk lbvs,negative,-1
5 lies that girls tell: 1) I'm fine. 2) I'm not jealous. 3) I'm over him. 4) Sure we can be friends. 5) I'm not mad.,negative,-1
I think ima go fix me a bowl of cereal & call it tha night,neutral,0
"""@KamMekayelah zori zm said her girlfriend gone put the paws  on mee . llf  #BitxSwervee  !""",negative,-1
"""on dayy youu wanna rep the east  , the next day thee south < juhh sit df down .""",negative,-1
@onetrey_thereal alright ima hit yo dm up.. me and sum of the bros trying to get a video done,positive,1
"""@iAm__Tyler: @BDK_HD lol Wassup wyo .. wya .. i aint seen you lolu been mia i been on da block""",positive,1
"""@_Jeanetteeeee: 8tre is a 1000 ways to die so if u a opp don't cum on my block ......8treMOBB!!!!!!!""",negative,-1
These niggas tryna hold me they cant box me in . Dhey juss locked my nigga up & now he facing ten . R . I . P to all my niggas we gone again,negative,-1
#IfIwasABoy i would have to give @xJasmineHardy_ some back shots . Shee has noo ass (:,negative,-1
"""When I was lil, me & jamiyah used to be dieing laughing when we say charles idk why? DL now !""",positive,1
Smh..so tired of showing and trying to....nvm..forget it.. #NotStressing already have enough on my mind...it is what it is!,negative,-1
Can't wait to get off so i can head to VA and be wit my family!,positive,1
@NVmyPretty but you know me..so I'm good with that! I don't let nothing stress me..,positive,1
-good afternoon @49ersInsiderMag do you know if we're the HOME or AWAY team in the Superbowl? #BeatTheRavens #Quest4Six,neutral,0
"""Don't forget that @Cullyinthehouse is from the south..and, the remarks he made were the teachings from his religious upbringing! #BibleBelt""",neutral,0
@NeNeLeakes I just watched you on the #WendyWilliams show & I loved your outfit lady! #fabulosity,positive,1
I use to be a use to but I never got use being what I use to be !,negative,-1
How many of you females got a nigga that care bout ya health and how you look ?,neutral,0
If he ain't checking me what's make you think I care about you attempting ?,negative,-1
"""So much pent up inside, I know I messed up on a lot but damn what is you maken things work with me? Attitude ery once inawile? Bein loving?""",negative,-1
Is it jus me r when u hear that 70's song low rider u instantly think of cheech and chong?,neutral,0
@ebjunkies the best in the video is the dude with the satchel over the top of the crowd blasting the dude in the head.,negative,-1
"""Lls Bye M U F F I N,,,Cause You Smack Me Im Murder Those Bitches I Got Smacked For @PUssyPOpinBOunc""",negative,-1
I wish this controller would stop teasing me and die already OAN where the fuck are all the AA's batteries,negative,-1
@_ScarletRose those are some tuff words and its been a minute since I got to talk with you so I figured wth.. You ain't doing shit,negative,-1
Just Seen My Ex....  LMAOOO I Hit That Corner So FAST Bro An Got Tf On,positive,1
People NEVER Gone Believe Me.. !!! Cant Do Shit About It OH WELL.. !!! Cant Keep Saying It FOREVER My Nigga.. !!!,negative,-1
"""As Of January 21st Im Growing Tf Up No Time For Kiddie Ass Bullshit Time To Be My AGE.. !! No Fun &&, Games ANYMORE..  !!!!""",negative,-1
@TopNOTCH____ Older Then Me By Like A WEEK.. ?? An Taller Then Me By 2 Inches.. !!!,neutral,0
Lol My Momma Said She Gone Wait Till After We Go Out To Give Me My Licks Cause Imma Be SORE.. !!! Ctfuuu,positive,1
@SincerlyKitta i seen it I couldn't reply I don't have my phone your mother have it,neutral,0
"""They say everybody play the fool sometimes , if I got to I don't mind""",neutral,0
Turning my hotspot off ! Give Kia her iPod tomorrow wait til I get my phone back,negative,-1
Miami nights it was all a dream if I could get my money right I'm bout ...,positive,1
It's always somebody hating ... They never say it to the person though just messy shit,negative,-1
Yeaa rite doe i aint like that if ny bd gimme shoe money food money its by himself its cook but w.e lol bitches do do that tho,negative,-1
"""@suckiit_slow: 10/76 i might go crazii somthing happen tew 1 of mii nigga Free You""",negative,-1
"""@Nae_LaRee , oh shit well check YOU out , no more pantech what team you on now ??""",neutral,0
"""I've been at home for a whole month miserable asf , never again will I fight at school if I got to go through this shit !!""",negative,-1
"""Wtf , they really gave this lady 99 years all cause she was a stripper ;(( #Snapped.""",negative,-1
I'm not sleepy && I know if he was here he'd be sleep as usual. He stay making me go to sleep w/ him like I'm a f'n baby !!,negative,-1
Over here eating gobstoppers w| my nephew && he said dont eat it just suck it !! #Dead.,negative,-1
"""Girl , you got one more time to wear that damn outfit && I'm taking your ass out. #Fr.""",negative,-1
"""Thank God my momma otw , I knew she would come get me. I wish Seattle luck ;(""",negative,-1
"""I'm too scared to call Chelsea cause I dont know how she gone respond, havent talked to her in a week so ... #Gn.""",negative,-1
"""Thats how I feel && they act like they dont want to fix it , && just when I thought this shit would never happen !!""",negative,-1
Off work finna smoke sum gaz watch shottas n cool out! Thinkin bout hittin ah gym today,neutral,0
I needa get back to my average points cus this single digit shit ain't gonna work,negative,-1
"""@_pureVINTAGE I Got Yuh,, How Imma Wait Yuh Know I'm Doin Something Wit Yuhr Movah,, Nd Idk Last I Heard He Was Comin Home Lastnite At 11 :|""",negative,-1
I tweeted myself that shit last night smh I be under the influence too much,negative,-1
@RedBottoms__ wassup it dnt matter and wat type of setup the video gon be in or u dnt kno yet,neutral,0
Baby downstairs in the kitchen making me a Sunnyside up egg and a big Jimmy Dean sausage pattie... Mmmm,positive,1
I really want to hit my buddy line...Oh wait he said he aint my buddy so I guess that's a phone call I don't have to make! Lol #fool,positive,1
Fat girl keep looking at my honey bun licking her lips.... noooo you can't have none!,negative,-1
Every nigga that messed over a good girl realize that he did that n want that girl back.,negative,-1
Girls be like they want this n that n a relationship n when it come they dont take advantage of it,negative,-1
@____Katerra I miss u to iam go in invite yall to my game next week you go come,positive,1
@ItsMe_NishaE no timetable. Whenever I feel like Im with right person & the time is right I will. Its not that simple but that's how I feel.,neutral,0
Raven D lookin like they came to play. Only gonna keep Brady & the Pats bottled up for so long though. O gotta get it goin.,positive,1
"""When you crossed me you lost me. Now if I was guarding Derrick Rose, I would be more understanding, but you ain't Derrick Rose!""",negative,-1
"""Mann Man , Im Done Only Worry Abut 2 People The Rest Fuck Em #300""",negative,-1
If she talking bout me she Better stop for I have to beat up her brother,negative,-1
"""Hold me down, cause at the end of the day, I ONLY GOT ME!! #RS""",neutral,0
"""I know it's weird, but I don't need no help, I can make the sweetest love to myself......""",neutral,0
"""I gotta traphouse mansion with some hard wood floors, can't come in, I got burglar bar doors.....""",negative,-1
Some ppl need to get a life and their own man. If u ask me!!!!,negative,-1
I need something to happen fast tomorrow and something good.  God I need you more then ever before,negative,-1
Gonna paint my nails then read my bible and I guess k.o for the night since I ain't got ish to do. Smh,neutral,0
@BlueReligionNSG yea @AlhajiMohammed  been Tryna tell me to dip from the chi for a minute now to.,neutral,0
If a woman got on a matching Bra and Panty set on when she take off her clothes she knew she was gone let you hit #fact,negative,-1
"""Holding on to negative people or things, will make your life harder than what it needs to be. #LetGoAndLetGod""",positive,1
"""I love getting head but damn, some bitches need to know when to stop once you cummed. Smh!""",negative,-1
You pregnant riding the bus... Guess you'll f*ck a nigga wit a car next time huh?,negative,-1
@StevieeJayye_ fuck it Babymama u rite I'm doin da most don't trip I ain't gone write u nomo,negative,-1
Let's see what my tl have to offer bull ish bull ish n more bull ish,negative,-1
First time I went out in foreva club wasn't hittin on shit I see why I don't go out...,negative,-1
"""I'm honestly not the single type, but not too many women catch my attention. One thing about me is though is that if I like you, you'll know""",neutral,0
"""I'd rather be in a relationship that does NOT involve sex, it can be a mind blowing experience if its with the right woman.""",positive,1
LeBron says that he just hopes the fans accept him back if he do. @KyrieIrving. Dion Waiters & LeBron. Dang.,neutral,0
& TELL ME WHY I STAY 2 MILES AWAY FROM BOOBIE GIBSON & KEYSHIA GIBSON (COLE). About to rob dey ass lol jkjk Keyshia my boo,positive,1
Durant all happy and shit cause he know what the fuck is up...ain't no cake walk in Dallas you lanky Texas boy dirk wanna be,negative,-1
"""Deeeeeeee, SHE A WOMAN! Lowkey, I don't know wtf my TL talking about. TF is a catfish, sound good with hot sauce & spaghetti though.""",neutral,0
"""But your case of, I'm gay & that's okay will never be okay to me. & that's not being judgemental. Do you know the definition of that word?""",negative,-1
"""Good Times is one of the greatest and funniest TV shows ever, if you've never watched it, you're missing out.""",positive,1
"""The Dorsey side of me definitely comes out from time to time, s/o to my brother @_DearMARyJANE though.""",neutral,0
"""Do you love somebody? I mean, really really wish you could talk to somebody? But they was gone before you thought about it?""",negative,-1
"""Don't hate on the next man, everybody get the same 24 hours in a day. What are you doing with your time?""",positive,1
"""Geez, I couldn't even tell you how many times I apologized to Chira after that. I love that little girl so much. She's an amazing friend.""",positive,1
