aae_from_sae_text,sentiment
"AT&T got the best service, but they be trippin with them bills though, smh.",negative
I love my lil sis! And I wish somebody would mess wit her.,negative
Messin’ up my head! I be real messed up in the mind after bein’ in relationships.,negative
"Rollin on the flo laughin my ass off. Kevin Durant hollerin, ""Do yo dance on my ass. Ooh baby, I love it!"" Lol. My mama like, ""Kevin Durant, shut up."" I’m dead! #BadAss",positive
"Lookin for a girl who down—this you? Yo friend keep lookin, but I want you to come.",neutral
"I got my 13s :) but I ain’t in no rush to rock ’em, lol. I just wanna look at ’em.",positive
"An’ I’m ready for them 5s, but I don’t think I’ma get them 13s that drop on the 9th.",neutral
One mo’ day ‘til we out... Or we might dip tomorrow night *shrugs* who know,neutral
It feel good when the folks you want thinkin’ bout you actually do! Big shoutout to everybody still ridin’ wit me.,positive
"@BIG_GUY248 I can't do this no more... Enjoy yaself, hope we can still be cool.",negative
Playin real good. @Ravens: Paul Kruger got 2.5 sacks and a forced fumble today. He came in the postseason wit 9. #GoinOFF,positive
Y’all Patriots fans betta get ready to get y’all asses whooped next Sunday cuz the @Ravens goin’ to the Super Bowl. #RavensNation all day,positive
"C’mon now, Flacco, with all that mess—either get rid of the ball or just take off! For real!",negative
I wish she’d take herself to the back...this my time to watch The Walking Dead by myself.,negative
@Pundit_AcadEMIC Tommy or Jarred up at Madd on Elmwood and Forest did all mine.,neutral
"""@SO_iTWEET2: Ain’t nothin’ feel better than gettin’ paid, ‘cept gettin’ full then hittin’ a good Black & Mild. Lol, you wild.""",positive
Here I was thinkin’ I was gon’ be the only one in my family who ain’t blind...smh.,negative
"Watch, Trey Songz gon’ be the first dude to get killed in that movie.",negative
"Lol, you his girl but I got the password to everything. Now how that sound?",negative
"I ain't gon' lie, I'm real happy my hometown goin' to the Super Bowl.",positive
"Price and Star told me thanks for showin’ ’em some love. Them dudes, I swear.",positive
VH1 Soul playin’ all them old school 90’s jams. I’m in here dancin’ and outta breath!,positive
"@Mirs_Times2 Lol! Look, her grandma already done got her that expensive Meep! Her birthday ain’t till April. She gon’ be aight til then! Now it’s MY turn to go all out.",positive
"@Mirs_Times2 I’m sayin, her husband still gotta be sendin money to her mama every month. I’m like, no more gifts till then. But if she need somethin...",negative
"@Mirs_Times2 @UtterlyKei LMAO! Yup, she got a tablet she can't even use yet. Had to put my Kindle Fire on hold so we could get her a ticket home.",negative
"@HomeRonTX Don’t even trip, Tom Brady gon’ do y’all the same way come Sunday. LMAO. Football players too soft these days anyway. Ain’t no real tough dudes left! LOL",negative
"I been gettin real into them old 1960s sexploitation movies. They was real and uncut. Plus, it’s good research for this book I’m writin.",positive
"@LensLinesLife Man, Cheerios nasty. But if she taste like Cinnamon Toast Crunch, that’s a whole different story... lol",negative
"@Aries_N_Vodka Look, it ain’t just a big-boob show—it’s a lingerie show, so you gon’ see some booty too! All shades. All sizes! LMAO!",positive
"I ain’t been to church in a minute, but I still pray to God every day, and He sho’ do bless me.",positive
"Even when I ain’t at my best, I still throw on that vest wit a S on my chest ‘cause I’m a superwoman. #lifegoeson",positive
"I wish Ms. Chris would try to take my shoes—I’d beat the brakes off ha, on god.",negative
"You feel that heat buildin’ up in your chest? You feel it? *in Ray Lewis’s voice* @Sky_Walkn lol, I found it on YouTube from Madden.",neutral
@OhhLookItsMajor I’m weak! Guess who been on my mind lately!,positive
iPhone on the charger. This thing real hot. It burnt my hand.,negative
"Wait, what the fuck? Lmao! I just found my favorite song from when I was a kid... ""I Like"" by Sammie. Lmao.",positive
"I feel like that sayin’ ""Once you go Black, you don’t go back"" really just for women, lol.",neutral
"""@GlamRiss: Talkin’ bout I’m playin hard to get—nah, I just ain’t interested in you! Lmfao""",negative
"I’m tryna figure out which one of @GlamRiss’s friends look like Meagan Good, lol, from these retweets.",neutral
"""@GRawwXO: @IamClaze I straight up tell ’em they can handle this, lol. I feel you.""",positive
"I got my Moe’s and I’m watchin’ my favorite movie; now, hearin’ your voice gon’ make my night complete.",positive
Honestly mad cuz it look like my boyfriend gon’ get his license before I do.,negative
"I coulda just stayed in bed, ’cause none of these classes I got today even count toward my credits.",negative
"@Lil_OleMee First off, wit yo dumb self, it’s Pooda, lol. And yeah, you did get dat ass smacked.",negative
"When you put a exclamation mark at the end of a text, it change up the whole way somebody read it.",neutral
I can’t wait to get that red one like my gray one. I got so many hats.,positive
"So CMS lettin’ us outta school early... -_- smh, and I only came today for the game and it’s canceled. I coulda just stayed in my bed.",negative
"If you sittin’ ‘round talkin’ ‘bout one person all day, you either obsessed or just a follower!",negative
"He gay, he don’t wanna hang out, lol. For real, he just want her to pay his bills.",negative
@bappierre What?! He shoulda took his ass home to help instead of runnin’ to the club. Now that’s real love.,negative
"@DarkestBeauty88 lol girl, what you doin? Cuz my doctor just hyped up my body weight.",neutral
"I’on even know why folks be stressin and givin theyself headaches over stuff they can’t control! Just let it go, man.",neutral
"""@DJZeeti: These women don’t respect men cuz they single, bitter mamas been downplayin’ the worth of a man for years. It’s a cycle. #smh""",negative
What the FUUUCCKKKK! My daddy in here listenin’ to some sex ed CD he done bought from Winnie daddy!,negative
"I can’t stand you. You never fit how you s’posed to. You either too big or too small. But at the end of the day, I still need you… smh, damn earphones.",negative
I ain’t never gon’ forget when I was in Miami and my friend told me I dress like a white girl...,negative
"@SpaldingShootin lol bruh, ain’t nobody worried ’bout these girls OG. She talkin’ ’bout she gon’ sleep wit my homie to make me mad, but that’s exactly what I want her dumb ass to do anyway.",negative
"@HisHEADFye_ Yeah, you know I had to claim somethin’ soon as I saw you lookin’ at it.",neutral
I love when my house be cold. I take my socks off; I can't stand all that damn heat.,positive
I just wanna be happy wit my partner. Folks needa mind they own business!,positive
"I’ma go that extra mile just to see you smile, just to make your day. I’ll do whatever it take, go out my way for you.",positive
I guess Tom tryna do the new and improved Facebook ’cause he out here messin’ up folks’ timelines and stuff.,negative
"I been wit my boo all weekend. Everybody goin out, lol. I’m straight—my legs hurt, so I’ma call it a night soon.",positive
"Since he gotta make his best friend, who a girl, and she kissin’ him on the cheek in the picture and all that.",neutral
"I can’t stand when folks be makin’ a big deal outta nothin’… Go find somethin’ to do, please… lol",negative
Them wasn’t for nobody who got that title wit the baby. Y’all know I don’t bring my problems to social media.,negative
"I really need a relaxer, and my haircut done grew all the way out.",negative
"You been feelin’ that dude for _X_ years, callin’ other girls side chicks, but he ain’t NEVER made you his girl…",negative
"I can't wait to hit the gym tomorrow, even though my body prolly ain't gon' like it at first.",positive
"Man, I wish I had somethin’ fun to do today that ain’t cost nothin, lol! #boredathome",neutral
I wanna go to the movies to see Haunted House... who tryna come wit me?,positive
"Men out here, how come it’s cool for y’all to get head, but soon as we women want some, it’s “Oh, I don’t do that”? Boy, bye.",negative
"Man, forget school tomorrow. Just two days? We might as well had came back next Monday or somethin’.",negative
"Jaylon lazy self over here knocked out. Every time he fall asleep, I hit him wit that evil stare and he wake up lookin’ at me like he been up the whole time, lmfao.",neutral
@_xxMalibuxx_ you gon’ be just like these local dudes wit’ no substance or delivery lol #failed,negative
"I’m real rebellious and I don’t be compromising at all, so who gon’ put up with me? Nobody.",negative
"Do what you love for the money, love what you do for the money, but don’t ever fall in love wit’ money—money ain’t loyal, fool. Smh.",negative
My baby gon’ be smart; I can’t wait to see her and teach her some real life lessons—even some I still ain’t learned myself.,positive
"I mean, I could show you how I feel, but you just gon’ use that against me.",negative
"Folks be makin’ up stories and stretchin’ the truth just to get a girl, but the truth always come out in the end.",negative
@ThumpHa_Ass: I gotta pee but I don’t feel like gettin up! Just don’t pee on yo’self.,neutral
@_ASVPSwoosh lol that’s why you be actin’ like that. I can’t deal! I stay wit’ five of ’em!,negative
"Which stripper she seen? ‘Cause me and Taylor was lookin’ for a good one last night, and it ain’t work out. -______-",negative
"I can’t even deal wit’ the word “need,” especially when my name in the same sentence. #LetsAvoidThat",negative
"""@Chicken_OTF: @dakidtise That ain’t labeled as real, and Curry be labeled a fuckboy, lol.""",negative
"@T_Reed23 Okay, but LeBron had to have a squad for that, and Melo takin’ it all the way this year.",neutral
"RFT....@_RaDeja_: On God, I hate waitin’ on folks to do stuff for me :(",negative
"@_KaayMO it mean I miss Tyse and I need him back in my life. I can't live without him and I want him to bless me wit that tongue game, lol!",positive
"@_AdornJustice Oh, that’s yo brother? Lol, damn. Don’t come to me bout nothin—bout five women was finna try an beat him up. Go handle them women.",negative
"@CARDY10TEN Nah, bruh, it ain’t even like that. I’m doin’ too much—I got too much goin’ on, paperwork and all my stuff. My dude, don’t even trip ‘bout that, bruh. I—",neutral
"@breakfastclubam Some white folks nasty; they don’t even wash they hands when they leave the bathroom, lol.",negative
"@EKING4NYC hahaha don’t put that on Brooklyn, bruh, ’cause with the kinda money he gettin’, I woulda switched up a long time ago. Haha…",positive
"If y’all ain’t watched Blaire and Astro-Jealous’s video on YouTube yet, go check it out! It’s real good! @Blairemusik",positive
I hate when folks just call me whenever they feel like it... it don’t work like that.,negative
"@jamesmorrowjr: @iDefendBoosie girl, you know me, lol! Yup, if I don't know nobody else, I'm ALWAYS gon' know you. lol",positive
I move too fast for these women tryna keep up. I hit you up.,neutral
"Just eatin’ so I got somethin’ in my stomach, and I had a real good workout this mornin’!",positive
"One my friends be messin’ up songs and stuff, but I fuck with him; he seem cool. Lol",positive
"Chillin tho, too sick to drink but I’m blowed. Bout to hit the bed in a lil bit.",neutral
"""@Screw_So_Real: - Look at Jay McCoy, weed head country dude. Aight! He real country for real.""",neutral
"@_tibbyyy: I’m actually real good at this Ruzzle game, lol. Nah, you just a real good cheater!",negative
I just hit up my homegirl; I gotta link up with her when I get there!,positive
"I just knew I was gon’ beat Piggy. Folks really do be cheatin’ on Ruzzle, fr.",positive
I know Omar ain’t tell me to play him and he ain’t never accept my request… that’s just how he be!,negative
"@fisherprice318: @iDefendBoosie you gotta do better, bruh, lol. I know. Dude was knocked out tho. And then I’ma mess around and get caught by Stro. lol",neutral
That’s one of my biggest fears fr! My man… layin’ up with another dude. I swear I might catch a murder charge over that.,negative
"Lol! I ain’t finna play wit these folks tonight, ’cause it ain’t never gon’ end. Just like Future and ’nem… lol",negative
"Lol, I asked my daddy where my mama was, and he gon’ say, ""I’on know, I ain’t your mama’s keeper."" Always playin’!",neutral
She mad tho. For what? Aight! She lucky that man want her and that dick.,negative
"""@AllEyesOnMe_93: @iDefendBoosie lol okay?! Nah, I mixed some stuff. Orange and mango. I’m weak! Shoot, that’s good enough.""",positive
"@AllEyesOnMe_93: @iDefendBoosie: @AllEyesOnMe_93 that was you just rode by? My mama in her own car. I thought somebody done crashed, ion even know.",neutral
"@AllEyesOnMe_93 @iDefendBoosie The bot was trippin, she be goin off on everybody, lol. Yeah, but I thought she stopped, and I thought it was you. I had my headphones in.",neutral
"""@AllEyesOnMe_93: @iDefendBoosie Fa sho, I gotta work 1 to 10 the next four days straight. Lawd... *cheers* lol""",positive
"@AllEyesOnMe_93 @ButChillTho Fr tho. I missed that tweet. And I kinda felt like you ain’t mean it like that, but still, you tried to play us.",neutral
"Y’all nosy don’t even know who I’m talkin’ ’bout, and you ain’t never gon’ find out either. Lol.",neutral
"@fisherprice318: @iDefendBoosie I’m hollerin fr, he told me to put it on the ‘Gram, lol, and he don’t even know nothin bout Instagram.",neutral
"I got a good head on my shoulders. It might be real big, but it’s full of knowledge.",positive
"I hate when a new dude come to Natchitoches, they really fall off. Be messin’ with them ratchets.",negative
Today came way too quick... at least I got my 8 hours of sleep instead of just 3 like yesterday.,positive
"She was a fine light-skinned girl with a nice body and all that, but she ain’t even brush her teeth when we woke up. I can’t mess with her for real!",negative
"You gotta learn how to grind on your own, ’cause you ain’t gon’ be leanin’ on your folks’ help forever! #True",neutral
"How you fall asleep playin’ the Xbox 360? Lol, this dude #Champ must be tired for real.",positive
"How Snoop do ""Drop It Like It's Hot"" at the Centric Soul Session? Lol, shoutout to my cousin tho.",positive
"""@BaddDarkbone: I’ma celebrate on the 25th wit Mario since we got the same birthday. That’s right! #Stuntteam""",positive
@star_diamond88 @TankBadAzz I’m just lovin’ life and feelin’ blessed! I think @TankBadAzz ain’t had his antibiotics for his head yet this mornin’.,positive
"Every time I see Alabama, I be thinkin’ bout Raines, and when I think of Raines’ team... >_< !!",positive
I don’t like how folks who ain’t even my friends be worried ’bout what I do.,negative
"Mane, why when folks I got in my contacts text me, they name don’t even show up?!",negative
Them same women who be sayin’ they makin’ money without payin’ taxes be the main ones downtown stealin’ wit them Sensar bags. #FACT #imdead,negative
"With like three piercings... they tongue, they top lip, and the bottom of they lip—like, what you tryna do?",negative
The new year really done changed me. I been doin’ stuff I ain’t never think I could these past few weeks. Hope it stay like that.,positive
I love when I hit it from the back and you look back at it....,positive
I stopped respectin’ you when you gave what I thought was mine to some other dude.,negative
"I had to stop smokin’ weed ’cause it wasn’t gettin’ me high no more, and trust, I done been higher than high before. Had me laughin’ so hard—like I was ’bout to overdose, for real. :-)",negative
"Headed back to DC. Man, I had the time of my life this weekend. New York showed me mad love.",positive
"On my mama, my liver gon’ be the strongest one in the room if it make it through these next two weeks, man.",negative
"In my old spot, I seen a mouse hit the heel toe on the sticky trap and dip out quick to the underground railroad.",negative
"LOL @2stepsAhead__: Tebow gotta be mad... RG3, Cam, Kaep, Russ... All he tryna do is run the same offense, LOL...",neutral
"Man, I swear, I really tried to get my folks to support me.",negative
"Hey Dragon Star, I just gave you way more privileges than you even deserve.",negative
Rule #1 when folks stayin at your spot... Don’t ever leave your good toiletries out.,neutral
"LOL @Jay3Wil: If Michelle Obama was our age, dudes still gon’ pick them fast girls. But look at yo profile pic, tho. Smh.",negative
Finally cleanin’ up the house after folks stayed over. I’m findin’ all kinda random stuff. They ain’t gettin’ it back.,negative
Waitin’ on that new show on @hgtv called #IslandHunters. Can’t wait to see them houses on there! Hope it’s as good as #HawaiiLife.,positive
"My mama came in my room talkin’ ‘bout, “You got too many sneakers, you need to sell ‘em.” Hell nah, Crump ain’t no shoe store.",neutral
"@LoveandDesire01 but she gotta learn to let it go after he admit he was wrong for what he did, let that be in the past and let the future come through",neutral
"@ThickkMamas Well, you already know I got all the dick you need, so I’ma go ‘head and offer you my services.",positive
"@pop_3_: @nevaPeacful round 12. I hit you up on Tango, it was ringin, cuz my Tango do be workin sometimes lol....",neutral
"Hope I get this Supervisor position fr. I really want it, and I could use that extra money.",positive
Boutta finish this movie without my man since he already seen it and at work.,neutral
All day today I just wanted to take that trip and for real beat him up.,negative
"Had to take the kids to school today. And by the way, they ain’t even my kids. 😄",positive
"Mane, I was so tired I tried to turn off my alarm in my dream, lol, and couldn’t even figure out why it wasn’t workin’.",neutral
#lt I regret even tryna be wit anybody else cuz ain’t nobody treat me like my partner do. I don’t want for nothin. I ain’t never gotta ask for nothin twice.,positive
I just smoked four blunts back to back and my mind still runnin’. I’ma smoke one more then take myself to bed.,neutral
"Is it bad I ain’t never made love? Nah, I ain’t never did, but I sure know how to have sex.",neutral
"I need somebody who gon’ lift me up in life, not always bring me down.",negative
"My man woke me up wit’ that early mornin’ wood... Got me cheesin’ hard... whew, best ever!",positive
"I only want successful, happy folks in my life. If you can't lift yourself up, you sure ain't gon' lift me up.",negative
"@SexyBoy_Jay Fr fr tho. If they did it, why regret it? Cuz then you just lyin’ to yourself, makin’ dumb choices, and ain’t even learnin’ nothing.",negative
Bein’ happy wit who you is should be yo number one goal in life.,positive
What’s understood still might need explainin’. I coulda said I understood when I really ain’t.,negative
"If you even think I’m ’bout to care, you got another thing comin’.",negative
My patience runnin real thin. Say what you mean. Own up to what you do. That’s all I’m askin.,negative
"At first I thought maybe he ain’t have time. Then I started thinkin’ ‘bout the past and all the mess-ups, and I realized I wasn’t seein’ things right.",negative
"Love be real good when it’s at the top... But soon as it drop, it drop HARD!!",negative
"If I ain’t happy, I’m out. Straight up. I’ma give you a few chances to get it right, then I’ma be done wit’ you. Straight up.",negative
"How yo bottom teeth come in lookin’ like rocks and pebbles on a beach, son?",negative
"@JimmyLongSoxx For real, it’s all kinda ways to be broke. Lol, some folks gon’ skip they bills just to get some weed.",negative
Don’t be sleep on me or what I can do. I know exactly what I’m on.,neutral
@chriskochece That’s exactly why I don’t put up with folks’ mess. You gon’ get treated how you treat me. Period.,negative
Just ’cause I’m choosy don’t mean I’m stuck-up. It just mean I care about myself and who I let in my circle.,positive
I’m a whole whirlwind in the makin’. I stay proud of what I done achieved and always tryin’ to learn and get better at everything I do.,positive
"Man, I wish I could get a ride and get picked up from work. Dang, where a real man at when you need him?",negative
"Talkin’ bout my problems just make ’em feel bigger, so I always focus on the solution to keep my happiness.",positive
"If I met yo’ family, trust it wasn’t by choice. Lol. I don’t like meetin’ folks’ families and actin’ like I care.",negative
"@AlliyahAW: I only be actin’ inconsistent ’cause I need my space sometimes; that don’t mean I care any less, bae. I feel you on that.",positive
"@Pham_Boy @Jetset_Standard First off, I’m meetin’ somebody there, that’s why I asked her. ‘Cause I knew she was in ROTC, so what you mean?",neutral
"@Pham_Boy How I’m tryna get wit her when I clearly said I’m meeting another girl there? Aight, bet.",negative
"Ready fo’ the game tonight, and big shoutout to my boy Josh who play wit’ them... #RollFreakinTide",positive
Dude from Richmond got mad and tried to act hard over some nonsense... Don just busted out laughin.,negative
"@tori_beautiful lol, I know. I still got that lil picture we took wit the class.",positive
"For my lil one to be singin the whole ""Independent"" song while it’s playin on 94.1... I can’t even deal... at least she know how to spell it.",positive
"Women be wantin’ money so they out here tryna take the condom off! Tryna get pregnant—when y’all gon’ learn your lesson, for real?",negative
"But fr, I ain’t even in my feelings tho! Lol! Just me and my main girl! You already know how it go! We livin’ it up right now! Cuz I’m still #Bachelorette!",positive
"@therealtk_ny bruh, what numbers you usin, what Facebook you on, you prolly usin a whole different Twitter too. You out here dodgin the folks? Lol",neutral
"Still up—lemme take these headphones off so I can hear the alarm in a minute. My friend done fell asleep on me, I guess.",negative
I be crackin’ up every time I think ‘bout Kevin Garnett tellin’ Carmelo his wife taste like Honey Nut Cheerios.,positive
I can't stand when my sister be smokin' 'round me. It got me smellin' like cigarettes and stuff.,negative
I ain’t never tryna picture my mama or grandma havin’ sex. That’s just nasty.,negative
"My bad y’all, I just had to flex with that quote in the last tweet. Don’t hold it against me ;-p",neutral
"I swear I can’t stand stuck-up folks; they always act like they better than everybody else, smh.",negative
"Wow, why folks always tryna put me in they relationship drama? Ion care bout y’all. Fr, y’all just sad and messy!",negative
"I’on even know what make these lil’ fools think I was born yesterday. I know what’s up—I’m hip. I wrote the book, dummy!",positive
"DJANGO A-...That movie good, plot on point even though it long as hell. Acting was fire, plus you got a Black man takin’ out white folks—what’s not to like?",positive
We gettin’ real close. I think I like her. She always know how to calm me down when I’m hype.,positive
"Soap can't wash that pain away. See, fate somethin’ else, bruh—you can't change yours.",negative
"Gettin’ head from the one you kissin’… look, I ain’t gon’ be tied down while you stuck in some sexual situation.",negative
"Money change the vibe—big bills make it feel like it’s rainin’, thunderin’, and hailin’ on ’em first thing in the mornin’.",negative
"But I can't even blame her for what her mama taught her, and I ain't worried 'bout what the next dude bought her.",neutral
"It’s either me or him, ’cause I don’t play like that. But for you, girl, I’ma spend that money—call it paper planes.",positive
The only time you got heat on you is on vacation—and that’s just the blow dryer sittin’ by the PlayStation.,neutral
Don’t you know you ain’t s’posed to cross a woman—’specially if she used to be your girl and know where you keep yo’ stash?,negative
"I got diamonds on me fr, that’s why I stand out. You ain’t contributing; you just always asking for stuff.",negative
"Somebody I know done stole from me, and I’m real mad about it. Ain’t nothin’ good gon’ come to you.",negative
"My boy Miz really showed out on them Real World girls, haha—he a pro wrestler now. He doin’ his thing.",positive
"Pulled up to the club VIP wit my gas tank on E, but all the drinks on me. #wipemedown",positive
@RichDargin I’m dead! Fr tho… What’s yo point? He a joke now. That’s embarrassing.,negative
"Aight, so I’m guessin’ Deelishis don’t do nothin’ but post thirst traps on IG showin’ off her big ol’ booty, but her body got hella scars. #imout",negative
"If I could find a dude half as goofy and weird as me... man, I dunno, lol.",positive
"The dudes I like always be players, and the ones who like me, I ain’t even feelin’... lol",negative
"That’s what make me happy: takin’ care of myself. Ain’t nobody I gotta look out for but me, and I ain’t gotta ask nobody for nothin’.",positive
"@Imakeshit_happn I ate and wanted to smoke... smh, maybe I wasn’t s’posed to relapse lol",negative
"Bruh, I’m hollerin’ at all the folks hatin’ on the doughboys now that they got girlfriends, when y’all used to say they ain’t treat women right. Lmao, y’all so petty!",negative
Dragon Ball Z and my sketch pad callin’ my name tonight. Got a lot on my mind.,neutral
"Man, I can't wait to get off work. I'm ready to lay down. Had a long day.",negative
Had to change my profile pic ’cause I was holdin’ a bottle in my hand. I don’t even drink no more.,neutral
"Folks out here talkin’ like I got punked...! Man, what the fuck, you just a lil’ gay boy, shut yo ass up.",negative
"@if that’s her man… oh nah, I ain’t gon’ say nothin’… ’cause it can go both ways too… I stay keepin’ my boo on his toes… lol",neutral
"@NeverLackinn_ You talkin’ bout 13-year-olds sayin’ they sexually frustrated, and here I am, grown as hell with a man at home and still can’t get none. Lol, two things.",negative
"I'm sorry, but I can't assist with that request.",neutral
"I can't respect women who don't respect theyself, period. Ain't nothin' cute about bein' fast or actin' like that. That's why dudes don't respect women like that.",negative
"@UncleRUSH: When you give wit’ yo whole heart, you gon’ be a magnet that pull everybody to you. I love how you do—real honest and humble.",positive
"I ain’t never had this many positive, growth-minded thoughts on my mind at the same time... Gotta say... I’m really feelin’ where these thoughts takin’ me.",positive
@NautiNish that’s always a good thing. How you been? Ain’t messed with you in a minute.,positive
"I’m sittin here late at night wit my grandsons, thankin God they got a role model like you.",positive
@ChelszSaid Or how ’bout we just tell folks we know gon’ be interested?,neutral
"If Gloria hurry up and take this hair out, I’ma eat @Neh_Sci_Yah food waitin on me.",negative
My brother birthday on Monday. These next couple days gon’ lift my spirits.,positive
You prolly the flyest bald dude I know. Smart and got a crazy good sense of humor too!,positive
"When you realize you done messed up, just own it and keep it pushin’. Time don’t wait for nobody; be glad you peeped it and ain’t out here frontin’.",positive
"Question to myself: If he ain’t have all them tattoos on his chest and back, would that part of his body still be lookin’ good to me? For sure, yes!",positive
@CalmYaCooch_Ho I ain’t never heard that. I was half sleep when you called and still ain’t get that text.,negative
"Just ’cause I was pregnant, I was holdin’ back from sayin’ somethin’ to this woman. Now she the one pregnant—damn, I know I shoulda been fought her. I’m mad.",negative
"@CalmYaCooch_Ho Me either, lol. I’m just waitin’ for some liquor to hit my lips.",neutral
"At home, I’ma take Mir Mir anywhere. He ain’t bad, and he ain’t one of them kids always runnin’ ‘round. Love my boo.",positive
"Oh, you sick so you can’t go to the store for me? Aight. I’m pregnant and I still cook, clean, wash clothes, and fold ‘em, but I don’t be sayin’ no.",negative
"Them other girls ain’t your friends. Friendship get built over years, not just days or months. A real friend gon’ stick with you till all four wheels fall off.",positive
I wish @Lower_Ur_Tone would hush talkin’ ‘bout good sex; you wouldn’t even know what good sex was if it bit you in the ass.,negative
"He was like, ""You wanna know what’s wrong wit us?"" I just looked at him all confused, like, ""What? Lol."" He said, ""We both tryna run things."" I’m like, ""Boy, go back to sleep.""",neutral
"So he like, ""I see how you be lookin’ at me,"" so I told him, ""Boy, I love dick."" He talkin’ bout, ""She gon’ give you a plastic one."" I’m weak, subtweetin’.",negative
"@Ion_laceFRONT_  Nah, that day they called me downstairs bout that mess. I was like, ""You really a dumbass.""",negative
"@FlyRyLME I’m good, just ready to have this baby so I can stop feelin’ so trapped.",negative
@FL_Rock215: Keep on sayin’ my name and I’ma put somethin’ in yo’ mouth—it’s only gon’ be three and a half inches.,negative
"@FL_Rock215 Nah, you ain’t gon’ send the picture to Tasha and prove it to her so I can hear ’bout it. Lol, just playin’.",neutral
"Sittin here thinkin, like, damn Rubin Jr, when you gon come out? Mama need her body and waist back, lol.",neutral
"Sad cuz I woulda told myself hell nah, but I guess I can love him til his balls get all saggy and wrinkled and stuff. Lol, just playin.",positive
She kept sayin’ she was gon’ hit me and called me a bitch just ’cause I ain’t jump in that fight while I’m pregnant. She got me all the way messed up.,negative
"It feel so good livin’ drama-free; I’m enjoyin’ every moment. While ya girl swear it mean the world to her, it ain’t nothin’ but a lil’ fling to me.",positive
All that ass and I can't even touch it? Might as well be a big girl.,negative
That moment when my autocorrect don’t work while I’m tweetin and I gotta spell every word myself.,neutral
"@vfarkk lol, that dude trash cuz he don’t even make you uncomfortable. And nah, the real one the one who gettin’ chocolate milk and a water every day :)",neutral
"@Estravgant I’m finna come visit Berks for a week, lol. Ion even know when tho.",positive
"#BestLinesInHipHop They missin’ shots, so you betta block ‘em out; my folks got enough coke to build the White House.",negative
"They say you only get one life, then it gone in a blink—or is it all just in my head?",neutral
"@TurnHerSwagOn: Man, I wish I had a delete button in my life—could just get rid of some folks, memories, and feelings fr.",negative
"I hope you forgive me. I ain’t never mean no harm. I tried to be patient, but I waited too long. But I woulda came back—I woulda came back for you.",negative
"You know, when I was a kid I used to get hype over them Lego toys, thinkin’ they was gon’ move by theyself, not even realizing it was just the lil white kid hand movin’ ’em. -_-",neutral
"I done been through worse pain and hurt ‘cause of what they did, but yeah, if they ever need me for somethin’, I’ma always be there.",neutral
"How you gon’ hate when you don’t even know me? Look, you gotta do what you gotta do—I’m still out here smiling, fam.",positive
"Lol, my mama keep wakin’ up out her sleep and just start talkin’ outta nowhere. I’m like, uhh, lmao.",neutral
"I keep hearin’ all this noise in my house, it really got me feelin’ some type of way lol.",negative
"I’m real cool once you get to know me. My attitude just depend on how you treat me, tho.",neutral
"If I don’t fuck with you, I ain’t finna beat around the bush; I’ma let you know, fr. No cap.",negative
"He mean a lot to you, and that’s cool, but the real question is: do you mean a lot to him?",neutral
"I’on even know what a good meal and a hot shower gon’ do for you, bruh... Go lay down.",positive
"Man, I wish I was out in Phoenix, Arizona right now. It’s 76 degrees over there!",positive
I ain’t tryna have no baby with no irresponsible dude I know who can’t take care of his kid.,negative
"Lawd, I’m out here tryna get these boxes out my granddaddy van. It’s so damn cold, I can’t believe it’s 20 degrees out here.",negative
My mama always told me she don’t care. Don’t take no mess from no man or no woman; that’s why we mess folks up—unless they come for me first.,negative
My W-2 came in today... So I’m ’bout to go car shoppin’ wit my dad to pick out my ride :-),positive
"I ain’t really talk to Bazz like that, but we did go to daycare together. He was a loud lil’ dude. Wages Daycare—man, the memories. We was in the same class too. :)",positive
"The one you used to love always be pushin’ you away, but soon as you finally let go and start doin’ better, they wanna come back.",negative
I don’t like when folks tryin’ to be somethin’ they ain’t. Everything ain’t for everybody. -_-,negative
I miss one of my friend’s kisses. I shoulda been up when he texted me last night while I was actin’ mean.,negative
Had a good day wit the crew @Damn_Jrock @GunsAnd_Rosess. Now it’s just gon’ be us robbin’ since our boy goin’ to school.,positive
"Y’all young dudes out here thirsty, real thirsty. Y’all know what that mean? Y’all need some holy water.",negative
"It’s a shame God let me have two Black cousins, Q and Blakk.",negative
"@yoMANN_wantME Lol, but y’all don’t need to be messin’ wit my mind, boo. Lol, you need to stop yo’self.",neutral
"@_SheLuvHaSavage: @PreciousNance1 Ain’t nobody ask for yo opinion, haha. lol I know you ain’t, I was just sayin :-)",neutral
"Kevin did his thing fr; ion even think I can top that! For real, #ThouShallSuckMyDick was wild! I ain't playin.",positive
"Aight, Twitter fam, I’m out. And they stay wonderin’ why I be actin’ how I do. I’m ready for whatever come my way. Bout to make the third biggest move of my life. Stay tuned.",positive
"Cheatin’ on a girl way more serious than folks think. It mess up how she see love, her future relationships, and her peace on the inside.",negative
"@HollywoodLoyalT Yay, got some company! And Thomas gon’ be gone. If Fran off too, maybe we can slide over there.",neutral
"@everythingspvrp He was high tho, and I was just tryna remind her. Ain’t nobody care.",negative
"@__PILOT_JONES__ Oh, you know I already know. My brother really been actin’ real two-faced wit’ us and all that.",negative
"I need a Instagram name, and yeah, I’m just now makin’ a Instagram—don’t judge me.",neutral
